year,observant_VERB en_ADP
1966,1.550940920136412e-08
1967,2.0214375728855316e-08
1968,3.233819434456109e-08
1969,1.7258680234943924e-08
1970,2.3453497643988186e-08
1971,2.7747345865414275e-08
1972,2.8215806913145514e-08
1973,2.536073751002732e-08
1974,1.6314157136321228e-08
1975,1.6563292515314743e-08
1976,2.1711402231616717e-08
1977,1.3516598174057037e-08
1978,1.9603951129099073e-08
1979,2.57486831856113e-08
1980,2.4446148660928202e-08
1981,2.21394240718098e-08
1982,1.9864007216874313e-08
1983,2.841892188243378e-08
1984,2.841514157303493e-08
1985,2.346067673464347e-08
1986,3.117132374441667e-08
1987,2.6276512521405948e-08
1988,3.1182080473257656e-08
1989,3.5123981945162086e-08
1990,2.0160008551428632e-08
1991,1.6412102177287835e-08
1992,2.6998727031823933e-08
1993,2.049506697687775e-08
1994,2.531964848895285e-08
1995,2.6027763500025003e-08
1996,2.1352368539950817e-08
1997,2.3494982404059783e-08
1998,2.002614329921215e-08
1999,2.0108885889769113e-08
2000,2.3857370079483076e-08
2001,2.5411029003219454e-08
2002,2.234422957769766e-08
2003,3.541884385782623e-08
2004,2.9071621998610908e-08
2005,2.612174776484011e-08
2006,4.076711124234578e-08
2007,2.2369084723417032e-08
2008,3.27822856638349e-08
2009,4.196009317780636e-08
2010,4.2514137543747665e-08
2011,4.0151706626190276e-08
2012,4.4595710568806624e-08
2013,5.187772622594622e-08
2014,4.8072884450967024e-08
2015,4.499648054157035e-08
2016,4.9712161054316084e-08
2017,4.6790370689109295e-08
2018,5.11130402447435e-08
2019,4.6427976796437065e-08
