year,eût_VERB eu_VERB,eût_VERB su_VERB
1848,2.549530790929566e-06,2.3652951597341598e-07
1849,2.5532076506351586e-06,2.9411745572360815e-07
1850,2.8595252388186054e-06,3.998718796083267e-07
1851,2.870000344046275e-06,3.173123843680514e-07
1852,2.616588290038635e-06,3.5156944022673997e-07
1853,2.6581069505482446e-06,3.5532994502318616e-07
1854,2.890867790483753e-06,3.3927688036783366e-07
1855,2.5802328309509903e-06,3.6883213283545047e-07
1856,2.664181465661386e-06,3.8621831777163607e-07
1857,3.049478664252092e-06,3.4853974284487776e-07
1858,2.8172892143629724e-06,4.1987740928561834e-07
1859,3.016094296981464e-06,3.192792803474731e-07
1860,2.8451775051507866e-06,2.828699621204578e-07
1861,2.7196963401365792e-06,3.013500702309102e-07
1862,3.0265989607869415e-06,3.447223377861519e-07
1863,2.6970951694238465e-06,2.866912325316662e-07
1864,2.771352683339501e-06,3.4713829677457397e-07
1865,2.5162789825117216e-06,3.332445714931964e-07
1866,2.520873977118754e-06,2.914502204021119e-07
1867,2.442905270072515e-06,2.0042111259499507e-07
1868,2.7119908736494835e-06,2.687291384972923e-07
1869,2.6136594897252508e-06,2.710353044221847e-07
1870,2.557959078330896e-06,2.712205002808332e-07
1871,2.54377187047794e-06,2.655294224496174e-07
1872,2.3953512027219404e-06,2.951101691905933e-07
1873,2.211230139437248e-06,2.472219762239547e-07
1874,2.1819273570145015e-06,2.0970878722437192e-07
1875,2.2416943465941586e-06,2.551801117078867e-07
1876,2.07801531360019e-06,2.7267526547802845e-07
1877,1.9506910575728398e-06,2.1275766926009965e-07
1878,1.9005011608896893e-06,2.288814613393697e-07
1879,2.094276624120539e-06,1.9549841567823023e-07
1880,1.8637425682754838e-06,2.098635718539299e-07
1881,1.8930358010038617e-06,2.2381749431588105e-07
1882,1.868832100626605e-06,2.3293847561944858e-07
1883,1.7991158074437408e-06,2.0727431149225595e-07
1884,1.929676045619999e-06,2.000314225369948e-07
1885,1.739677031764586e-06,1.946581988931939e-07
1886,1.7159760545837344e-06,1.9102253645542078e-07
1887,1.5956692323015886e-06,1.9913220228318096e-07
1888,1.5921283420539112e-06,2.3904118506834493e-07
1889,1.6991050415526843e-06,2.4434032752651547e-07
1890,1.6707131180737633e-06,2.0777405040917074e-07
1891,1.463520902689197e-06,1.593554941337061e-07
1892,1.2342700301815057e-06,1.5608596015681542e-07
1893,1.3794852975479444e-06,2.0384358379033074e-07
1894,1.359241991849558e-06,1.7518279094019817e-07
1895,1.3674292631549179e-06,1.4203929765699286e-07
1896,1.4353367987496313e-06,1.609888897746714e-07
1897,1.1956416301472927e-06,1.0488084711823831e-07
1898,1.2980266319573275e-06,1.0071871514583108e-07
1899,1.2680264944719966e-06,1.8462111484041088e-07
1900,1.125939434132306e-06,1.6507549105426733e-07
1901,9.852947187027894e-07,1.190401377471062e-07
1902,1.0061171451525297e-06,1.1882887207548265e-07
1903,1.0282019502483308e-06,1.2960528295025142e-07
1904,9.29810141769849e-07,1.1394205046144634e-07
1905,1.0527948006711085e-06,1.3366366147238296e-07
1906,1.0128899248229573e-06,1.0082601420435822e-07
1907,1.0049116099253297e-06,1.3217108119079057e-07
1908,1.0210777645625058e-06,1.1001511524000307e-07
1909,1.1898627008122276e-06,1.1992143811312417e-07
1910,9.373640068588429e-07,1.3520701713787275e-07
1911,1.030024463943846e-06,1.2183656394881837e-07
1912,1.0246931196888909e-06,1.37007774014819e-07
1913,9.190081300403108e-07,1.0234769831640733e-07
1914,9.429015221940062e-07,9.777245679742919e-08
1915,7.704618383286288e-07,1.2134184146361804e-07
1916,8.943794114202319e-07,1.5712070933204814e-07
1917,8.970534963737009e-07,8.992468281121546e-08
1918,7.891140398896823e-07,1.0337738842736144e-07
1919,8.738248311601637e-07,1.7034518862146797e-07
1920,8.639916586616891e-07,1.1736959493191534e-07
1921,9.428070484318596e-07,1.7644501326685713e-07
1922,8.46249179176084e-07,1.4239415691008617e-07
1923,9.787904673430603e-07,1.645472025302297e-07
1924,1.0738723403846961e-06,1.4438619189149904e-07
1925,9.865365200312226e-07,1.4847540796836256e-07
1926,8.582526334066642e-07,1.2149290284924064e-07
1927,1.104888156078232e-06,1.9399651307594468e-07
1928,9.312223596680269e-07,1.6224979049184185e-07
1929,1.0984440450556576e-06,1.515095249260412e-07
1930,8.665472819302522e-07,1.460000902397951e-07
1931,8.325910130224656e-07,9.352392282835353e-08
1932,8.899143608687154e-07,1.0630750324480687e-07
1933,7.04298656728497e-07,8.717703536831323e-08
1934,7.428579920087941e-07,1.1262685006840911e-07
1935,7.887099400250008e-07,1.2327332399308943e-07
1936,5.504620617102773e-07,9.214782892286166e-08
1937,7.239892738652998e-07,1.2213384081860568e-07
1938,6.171442237246083e-07,7.001215607260747e-08
1939,6.331736699394241e-07,1.1164657109929976e-07
1940,5.249070795798616e-07,1.0396709626547818e-07
1941,6.345730412249395e-07,1.121570960549434e-07
1942,7.706897804382606e-07,1.517105943094066e-07
1943,5.980664354865439e-07,1.3064558856967778e-07
1944,7.069009484439448e-07,7.711646787811333e-08
1945,6.557297069775814e-07,8.278315277721049e-08
1946,5.693731850442418e-07,1.0023195073927127e-07
1947,7.426702381962969e-07,1.4305045681339834e-07
1948,6.403541874533403e-07,1.5655518836865667e-07
1949,5.595694574367371e-07,1.1387729870193652e-07
1950,6.232322107280197e-07,9.571825643206466e-08
1951,8.198617820198706e-07,2.0256663901818683e-07
1952,6.769764127056987e-07,1.0544803785705881e-07
1953,4.6973886469459103e-07,1.0342874645630218e-07
1954,7.6323505027176e-07,1.0261162941560542e-07
1955,5.565665333051584e-07,6.851493594695057e-08
1956,4.883839324065775e-07,7.674604773910687e-08
1957,5.018301294512639e-07,9.983592264006802e-08
1958,4.855806992054568e-07,1.0257581806172311e-07
1959,4.7202053110595443e-07,7.440718263751478e-08
1960,5.239070901552623e-07,1.2388291281695274e-07
1961,5.780868264082528e-07,1.1950834277740796e-07
1962,5.866309606972209e-07,9.44951494830093e-08
1963,5.994031084810558e-07,7.694603709751391e-08
1964,6.60110572425765e-07,1.1498700303036458e-07
1965,5.855086442352331e-07,9.302473813477263e-08
1966,6.309006153060182e-07,8.585566035890224e-08
1967,7.794860721332952e-07,1.2375141977827298e-07
1968,7.22219681392744e-07,1.1138711641933696e-07
1969,6.39933659840608e-07,9.628526242977387e-08
1970,5.863374212822237e-07,8.415666741257155e-08
1971,5.90401896261028e-07,8.015899766178336e-08
1972,4.981372399015527e-07,5.7970659383954626e-08
1973,3.826163492703927e-07,5.954260018370405e-08
1974,2.2164752522257913e-07,4.837991696149402e-08
1975,3.4840027751670277e-07,7.196464935077529e-08
1976,2.868190449589747e-07,4.342280490732264e-08
1977,2.961897962450166e-07,4.407586473575975e-08
1978,4.158413844379538e-07,7.425739312338919e-08
1979,3.8213386233110214e-07,7.022367753961589e-08
1980,3.411090290228458e-07,6.424220089229493e-08
1981,2.9034271165073733e-07,4.3013738348918196e-08
1982,2.6443959200150857e-07,5.4005269589652016e-08
1983,2.0651083332268172e-07,3.4734238596456635e-08
1984,2.0122558908042265e-07,4.5232265932781957e-08
1985,2.1716164155805018e-07,4.992913105184016e-08
1986,2.8533750651149603e-07,5.095312616276715e-08
1987,3.0004110840309295e-07,5.927492452428851e-08
1988,1.6850316342242877e-07,5.81665702270584e-08
1989,2.859311791780783e-07,6.091815407671675e-08
1990,1.9669630546559347e-07,3.923028657482064e-08
1991,2.104266059177462e-07,4.7477868747591856e-08
1992,2.479474972005846e-07,4.7385519508225116e-08
1993,2.1602909328066744e-07,6.370088811991081e-08
1994,2.3315175212701433e-07,4.5364370038214474e-08
1995,2.1093333657518087e-07,4.554858534788764e-08
1996,1.9537417017545522e-07,4.804282838222207e-08
1997,1.548750958590972e-07,3.068732468136659e-08
1998,2.1790350501760258e-07,5.8171178096699805e-08
1999,2.4176364377126447e-07,4.935817088380645e-08
2000,2.142745216815456e-07,3.887867805474343e-08
2001,2.9836053272447316e-07,6.089884152515879e-08
2002,2.549870998791448e-07,4.205972459203622e-08
2003,1.7584414990778896e-07,3.208530685583355e-08
2004,2.294896290777615e-07,7.091713882800832e-08
2005,2.6121747964680253e-07,4.819012033863146e-08
2006,2.2977825153702724e-07,5.0650047711542356e-08
2007,2.3367704216070706e-07,5.552326598490254e-08
2008,2.3245620184297877e-07,5.236650935103171e-08
2009,2.2267458632541093e-07,4.052963475942306e-08
2010,1.700565519513475e-07,3.637320489247031e-08
2011,2.3402708393405192e-07,4.397567821001758e-08
2012,4.748932553866325e-07,8.748929758439772e-08
2013,5.475052375913947e-07,1.1630651641780787e-07
2014,6.394559477485018e-07,8.66178098135606e-08
2015,9.823862683333573e-07,1.5582524781621032e-07
2016,9.173965054287692e-07,1.387797823326764e-07
2017,2.8527031759040256e-07,5.710437633865695e-08
2018,6.611136313949828e-07,1.1823117773701597e-07
2019,1.0721801118052099e-06,1.507633697883648e-07
