year,contenant_VERB en_ADP
1872,4.813682248361317e-07
1873,4.974369898214093e-07
1874,6.858851570035185e-07
1875,5.629982720023463e-07
1876,5.725575857873366e-07
1877,7.112538651377065e-07
1878,5.706938681626639e-07
1879,6.133762662230424e-07
1880,5.525765680580719e-07
1881,5.529198467968399e-07
1882,6.196163724325743e-07
1883,5.902262669721381e-07
1884,5.994341041315465e-07
1885,6.69701533784206e-07
1886,5.64678101389049e-07
1887,6.137189103583296e-07
1888,6.442064814926596e-07
1889,5.5759715777981e-07
1890,5.479467060087728e-07
1891,5.857908345063834e-07
1892,5.967623843972092e-07
1893,5.918238352720095e-07
1894,6.383459174585937e-07
1895,5.952409765086486e-07
1896,5.690632907118243e-07
1897,6.58418606747091e-07
1898,6.003514658736719e-07
1899,4.864269040893987e-07
1900,5.715349269408421e-07
1901,5.918474679234009e-07
1902,6.457023213890523e-07
1903,6.712473827885646e-07
1904,5.605734330060841e-07
1905,5.645870205239767e-07
1906,6.980658584510024e-07
1907,5.322843150690204e-07
1908,6.291489227372438e-07
1909,5.957565063496872e-07
1910,5.69152050822197e-07
1911,5.703441110505025e-07
1912,5.95957809323977e-07
1913,5.127991307141144e-07
1914,5.377485194912879e-07
1915,4.417785670618457e-07
1916,5.592618430583229e-07
1917,4.7265288838360675e-07
1918,4.996573599314047e-07
1919,4.797288950530998e-07
1920,5.542873520170133e-07
1921,5.634124270459395e-07
1922,5.673632479386015e-07
1923,4.628553491592413e-07
1924,4.782792535351632e-07
1925,5.18014155570512e-07
1926,5.182954496696368e-07
1927,5.518866059706085e-07
1928,5.9415413034003e-07
1929,4.723532436301525e-07
1930,4.7266217073627104e-07
1931,6.523863769203331e-07
1932,4.6578030155064454e-07
1933,5.528859343684189e-07
1934,5.391710811153416e-07
1935,5.33785461165337e-07
1936,5.553119462042844e-07
1937,5.376407443691278e-07
1938,5.886207645744435e-07
1939,5.857621268035018e-07
1940,5.350502192413842e-07
1941,5.106099365548289e-07
1942,4.096185886037773e-07
1943,7.345185228935236e-07
1944,3.6951641391169687e-07
1945,4.923419365532311e-07
1946,4.53828008950552e-07
1947,3.421289989091747e-07
1948,4.000854829655509e-07
1949,4.064241414525327e-07
1950,3.626658386934878e-07
1951,4.424481625520116e-07
1952,4.523720962268385e-07
1953,4.1156019492394336e-07
1954,4.729907487899254e-07
1955,5.011914385733007e-07
1956,5.494319061938313e-07
1957,4.550044296891542e-07
1958,5.410047259069017e-07
1959,4.185403703615975e-07
1960,5.65432070054328e-07
1961,4.717800252684867e-07
1962,4.7310995920923915e-07
1963,5.431484755291649e-07
1964,5.749350187045366e-07
1965,6.128688490036893e-07
1966,5.173495760679714e-07
1967,7.903327752245559e-07
1968,9.714932733828618e-07
1969,8.788301286699607e-07
1970,8.493845307100401e-07
1971,1.2995007221405785e-06
1972,1.1973763260897385e-06
1973,1.0783826951410447e-06
1974,1.1318650425806709e-06
1975,5.785729264573547e-07
1976,8.833112588035874e-07
1977,3.5965905631485384e-07
1978,1.4512864154880845e-06
1979,9.445084803161308e-07
1980,3.644181632012078e-07
1981,2.4859409641919683e-07
1982,2.4643783502753536e-07
1983,3.0060904343542916e-07
1984,3.6185812835043407e-07
1985,2.8513746208602697e-07
1986,3.860448591908039e-07
1987,4.3936772087249665e-07
1988,4.011694407779487e-07
1989,3.2544565442549356e-07
1990,2.855093157450028e-07
1991,2.784195913818621e-07
1992,3.129648362687476e-07
1993,2.813917312494141e-07
1994,2.616363721230641e-07
1995,2.1364455626837753e-07
1996,2.738441207128517e-07
1997,2.41183199189976e-07
1998,1.8404978696651142e-07
1999,2.1754157142339636e-07
2000,3.167728617192722e-07
2001,2.0942192247019875e-07
2002,3.062473834525292e-07
2003,2.479319185511031e-07
2004,1.942512932728846e-07
2005,2.116762285453433e-07
2006,2.598388633145987e-07
2007,4.593651308226754e-07
2008,1.711490771327817e-07
2009,1.792840400582918e-07
2010,1.620261036450188e-07
2011,1.3957497912997496e-07
2012,1.0417013229790939e-07
2013,1.0598675481698905e-07
2014,1.0177592479898578e-07
2015,1.0063251956737851e-07
2016,1.1060955529273997e-07
2017,9.207137319222625e-08
2018,9.215836382914233e-08
2019,9.744773110664795e-08
