year,portant_VERB en_ADP
1874,1.2134430695809328e-06
1875,1.1197028868537018e-06
1876,1.1378600035527597e-06
1877,1.1410985365500892e-06
1878,1.058652213004052e-06
1879,1.1039550571467771e-06
1880,1.1346752604168842e-06
1881,1.093289235143402e-06
1882,1.1181046986052934e-06
1883,1.2518610157385979e-06
1884,1.1071046301935894e-06
1885,1.177617619863014e-06
1886,1.2564893694388957e-06
1887,1.3893551429333684e-06
1888,1.2750976559061655e-06
1889,1.1283511387460976e-06
1890,1.2866260354904568e-06
1891,1.2002656415432966e-06
1892,1.3232829285669823e-06
1893,1.2292199473851184e-06
1894,1.1960321515402939e-06
1895,1.2584923112513025e-06
1896,1.1782264301984924e-06
1897,1.2952783938757761e-06
1898,1.1673185675853404e-06
1899,1.1994845223739503e-06
1900,1.2551966372953416e-06
1901,1.2351112674835463e-06
1902,1.6326693224044675e-06
1903,1.1702276783154275e-06
1904,1.287222755053108e-06
1905,1.3428294884931802e-06
1906,1.2958201374146938e-06
1907,1.151996913861808e-06
1908,1.1669460882046678e-06
1909,1.2157174182902963e-06
1910,1.1853326613575632e-06
1911,1.1784628526356755e-06
1912,1.2268186875274978e-06
1913,1.2462026255377623e-06
1914,1.36211761958549e-06
1915,1.4631706619638862e-06
1916,1.2921254990416742e-06
1917,1.3488701526842561e-06
1918,1.2589068880686227e-06
1919,1.4704933350984106e-06
1920,1.3342271820704354e-06
1921,1.5047049695127157e-06
1922,1.3110591243759018e-06
1923,1.2314500352772484e-06
1924,1.1112580473593425e-06
1925,1.1922024771848783e-06
1926,1.1168430322783252e-06
1927,1.097083738521576e-06
1928,1.1597432401089236e-06
1929,1.1608302949994709e-06
1930,1.1764035972028353e-06
1931,1.1622058320170936e-06
1932,1.2208923223511192e-06
1933,1.2491550949178531e-06
1934,1.3647019496687562e-06
1935,1.4338004863390097e-06
1936,1.2852197137647181e-06
1937,1.1999335853829507e-06
1938,1.3937605913838524e-06
1939,1.1898770786444857e-06
1940,1.6482589249022794e-06
1941,1.7502410223357856e-06
1942,1.4867637982973747e-06
1943,1.5038757812391168e-06
1944,1.5005579498961197e-06
1945,1.148071634204939e-06
1946,1.055219680523578e-06
1947,1.2004317078151416e-06
1948,1.20677956871873e-06
1949,1.0278407174268978e-06
1950,1.2560361923874552e-06
1951,1.0831984607051481e-06
1952,1.2031620837404944e-06
1953,1.185121021762825e-06
1954,1.1756360756010054e-06
1955,1.0830991659105393e-06
1956,1.0997359538578166e-06
1957,1.1741765284511985e-06
1958,1.045611554673087e-06
1959,9.773693490089386e-07
1960,9.751454523865277e-07
1961,1.046392789305628e-06
1962,9.13875918939766e-07
1963,9.395175215587415e-07
1964,9.697845060330224e-07
1965,9.083591940850511e-07
1966,8.895753893511937e-07
1967,8.337197439090005e-07
1968,9.0097802285527e-07
1969,8.99722210512266e-07
1970,8.075361019876937e-07
1971,7.964515873482014e-07
1972,7.561836747882467e-07
1973,7.332561211548239e-07
1974,7.352622199974235e-07
1975,7.002274795553376e-07
1976,6.896226834030017e-07
1977,6.799436516047308e-07
1978,6.386135602554077e-07
1979,7.455414055002052e-07
1980,6.816495758954488e-07
1981,6.51531617990031e-07
1982,6.232332374622729e-07
1983,5.829036524573894e-07
1984,5.828003351027178e-07
1985,6.274227075664385e-07
1986,6.066419464545447e-07
1987,7.100769332524237e-07
1988,5.864629866181303e-07
1989,6.025958052546798e-07
1990,5.475893987139102e-07
1991,4.99396809239272e-07
1992,5.438314643058106e-07
1993,5.722001343855254e-07
1994,5.306576005281727e-07
1995,6.273775525755809e-07
1996,5.364782582617522e-07
1997,5.269588934098124e-07
1998,5.154347846314522e-07
1999,5.068353354786836e-07
2000,5.253039576658125e-07
2001,5.494039676534612e-07
2002,4.885061786197298e-07
2003,5.28782508446568e-07
2004,5.131581524153717e-07
2005,4.909087172322302e-07
2006,4.974411123015443e-07
2007,4.501778230192599e-07
2008,4.593777367389862e-07
2009,4.305677965277255e-07
2010,4.383679970132448e-07
2011,3.846915856975386e-07
2012,3.7106355943450353e-07
2013,3.9745032953675263e-07
2014,4.2659269983147396e-07
2015,4.324538656064192e-07
2016,4.5258778857970583e-07
2017,3.632542742160183e-07
2018,3.77152297836858e-07
2019,3.903011283057367e-07
