year,peut_VERB avoir_VERB,peut_VERB savoir_VERB
1985,1.4385003851202782e-05,8.866932716955489e-07
1986,1.4465892490989063e-05,8.194461429411604e-07
1987,1.4225981431081891e-05,8.49403534175508e-07
1988,1.4171056136547122e-05,8.808937650428561e-07
1989,1.3736769687966444e-05,8.462684490950778e-07
1990,1.4286907571658958e-05,7.704392714913411e-07
1991,1.4270322935772128e-05,8.147436574290623e-07
1992,1.371480175293982e-05,8.336545533893513e-07
1993,1.3895101801608689e-05,9.07322203147487e-07
1994,1.4169508176564705e-05,8.223610734603426e-07
1995,1.4023542462382466e-05,8.106563882392948e-07
1996,1.424683432560414e-05,9.234899494003912e-07
1997,1.409794913342921e-05,8.5540915506499e-07
1998,1.4463643310591578e-05,8.98792336556653e-07
1999,1.4640182598668616e-05,8.93931371592771e-07
2000,1.4721764273417648e-05,8.597489227213373e-07
2001,1.463456192141166e-05,8.14467284726561e-07
2002,1.5249279385898262e-05,7.789811888869735e-07
2003,1.5172599887591787e-05,8.242173521466611e-07
2004,1.4945897419238463e-05,8.214935860451078e-07
2005,1.5367693777079694e-05,8.435523000116518e-07
2006,1.4996119716670364e-05,9.137597771768924e-07
2007,1.4352963262354024e-05,8.372429078917776e-07
2008,1.4685612768516876e-05,8.314779620377521e-07
2009,1.5087038264027797e-05,8.220363838518097e-07
2010,1.4949388059903868e-05,8.994101676762511e-07
2011,1.5240440006891731e-05,8.848671200212266e-07
2012,1.3788585420115851e-05,1.0202545581705635e-06
2013,1.3784692782792263e-05,1.100867621062207e-06
2014,1.2817487004213035e-05,1.230839075105905e-06
2015,1.3440426300803665e-05,1.0761473276943434e-06
2016,1.3504515663953498e-05,1.1013314633601112e-06
2017,1.2921940651722252e-05,1.0995737511620973e-06
2018,1.2495072951423936e-05,1.1164843272126745e-06
2019,1.299269115406787e-05,1.211208996210189e-06
