year,jouant_VERB en_ADP,jouant_VERB sans_ADP
1855,2.9188154115900034e-08,1.2736649068756378e-08
1856,1.65670055451983e-08,5.694908100650764e-09
1857,2.636014961865385e-08,1.757343248698362e-08
1858,5.627727261980908e-08,7.34051397444091e-09
1859,4.073738679721828e-08,1.2730433596175317e-08
1860,2.8378539962403693e-08,3.753290753194527e-08
1861,4.5744847909645614e-08,5.659156698811785e-09
1862,6.596260251900965e-08,1.8523744316212287e-08
1863,4.04564275413577e-08,1.3485475847119233e-08
1864,3.2604150823623e-08,5.753673537611803e-09
1865,4.753912818955541e-08,2.0710114512212385e-08
1866,5.303518213484182e-08,1.702964524952222e-08
1867,4.31900204489466e-08,5.82337378318698e-09
1868,4.643481721355869e-08,1.877152122631287e-08
1869,3.271957771389111e-08,1.7580669364747337e-08
1870,4.243196061182175e-08,2.408300403544672e-08
1871,4.354682658913589e-08,2.1242354542039266e-09
1872,3.870297315966553e-08,1.7537283625301825e-08
1873,3.531742809315119e-08,4.788803575905831e-09
1874,3.764003614348255e-08,4.182226287507973e-09
1875,3.0324094679734515e-08,9.154443425529735e-09
1876,2.7207066821688386e-08,6.650616057868319e-09
1877,4.267522935030854e-08,1.793596560162314e-08
1878,3.744235144154118e-08,1.1474268646338714e-08
1879,3.604501941367744e-08,9.774920428640144e-09
1880,4.749206294896169e-08,1.6686400927667933e-08
1881,5.996356350346232e-08,1.3945015586713794e-08
1882,4.592215629983798e-08,1.2645231528551903e-08
1883,4.92908454607921e-08,2.274962085380139e-08
1884,6.865764756724957e-08,1.5183903911974994e-08
1885,5.1565084646654213e-08,2.320428871271929e-08
1886,7.034275428807746e-08,7.744156427236248e-09
1887,5.8760320664763555e-08,3.525619263200497e-08
1888,4.6286489086000415e-08,2.980088864568131e-08
1889,4.573549716724301e-08,3.4458253139746375e-08
1890,7.144281521931362e-08,9.831579994568074e-09
1891,4.206985104726613e-08,1.529812720946211e-08
1892,5.641661005029164e-08,2.2566645441202127e-08
1893,7.574852389780062e-08,3.695049954899332e-08
1894,3.7809236630437226e-08,2.9617235330903213e-08
1895,2.2870734639468537e-08,1.38428128959589e-08
1896,4.3048309805726603e-08,1.592197840238896e-08
1897,3.729096675897381e-08,1.8645483379486905e-08
1898,6.337357327801385e-08,1.7540900398849146e-08
1899,6.135611840818456e-08,4.4220627160029835e-09
1900,3.73755817406618e-08,1.1939421895590385e-08
1901,3.63268028991115e-08,2.6825947685438223e-08
1902,7.119911771269472e-08,1.9641134940684424e-08
1903,3.564145245604777e-08,1.2420506401156217e-08
1904,5.374625189347171e-08,2.1498500757388683e-08
1905,4.696290806238679e-08,2.6835946798087207e-08
1906,4.1153477070565714e-08,1.2346042410626978e-08
1907,4.731415970127273e-08,8.742834012309686e-09
1908,5.3043001546626556e-08,1.1296194646348567e-08
1909,6.436150429278698e-08,2.8605114721358404e-08
1910,4.80973554317643e-08,1.1222716866932103e-08
1911,3.5646507967612706e-08,1.3832972989291648e-08
1912,5.990834450742e-08,1.1460726589973547e-08
1913,6.681766923088972e-08,1.590896836489719e-08
1914,5.0225578640539226e-08,2.075990607197653e-08
1915,3.887651434109074e-08,3.534228465440492e-09
1916,3.296238504368887e-08,1.538244731591476e-08
1917,6.141197772535634e-08,8.773139548168274e-09
1918,4.5945505178224266e-08,1.2635013924011673e-08
1919,4.4197672688373046e-08,9.207848705727883e-09
1920,5.224839805251236e-08,1.817335615328375e-08
1921,5.9067428281878165e-08,1.6660043622440668e-08
1922,7.377935717922668e-08,2.3609393551282665e-08
1923,6.688047005098952e-08,1.2739137744688378e-08
1924,7.734974594164612e-08,1.933743642990038e-08
1925,6.70888880005549e-08,1.3197813508725176e-08
1926,8.24814272437635e-08,1.894843482119768e-08
1927,7.692965198202728e-08,1.8953683067479687e-08
1928,7.998228568339982e-08,1.3711249025050165e-08
1929,7.352667896753928e-08,1.4482528065684619e-08
1930,9.558279367993805e-08,2.10072066408884e-08
1931,6.044839295782367e-08,1.1405356659111021e-08
1932,4.822195975862087e-08,2.6302887090601246e-08
1933,7.800050383366397e-08,3.097078660196928e-08
1934,8.506922100082193e-08,2.156684431042777e-08
1935,8.01875019718068e-08,2.2739740757060645e-08
1936,7.517323297179246e-08,2.424942868728408e-08
1937,6.169647714937554e-08,1.1332006444320086e-08
1938,1.1020432344466258e-07,2.4633908024540574e-08
1939,1.0399953964679298e-07,2.4470480752825097e-08
1940,4.564409250562562e-08,2.5357829613881222e-08
1941,8.854507882460894e-08,1.7709016475464523e-08
1942,7.888950648293758e-08,1.8205270180260413e-08
1943,1.2483911882021914e-07,1.4516175816936538e-08
1944,8.032965581605822e-08,2.5705489292704442e-08
1945,1.0892520085903357e-07,1.9606536394434215e-08
1946,1.0858461063634195e-07,2.9234318965620787e-08
1947,9.894323005354977e-08,1.1920871401116528e-08
1948,1.000213647461834e-07,2.5005341575123907e-08
1949,1.2467600718490957e-07,2.846932467548413e-08
1950,1.1486190354403902e-07,2.3397794368662517e-08
1951,1.0448173926036475e-07,4.051332780363737e-08
1952,1.2337420574048963e-07,2.319856839960721e-08
1953,1.1097042351693176e-07,3.232148060305917e-08
1954,1.1433866986543251e-07,2.2476832617357445e-08
1955,1.2858282660843656e-07,3.191106667799204e-08
1956,1.2209598310164438e-07,8.721141364631535e-09
1957,1.272245420125273e-07,2.562160866803609e-08
1958,1.6709932104674863e-07,1.1581140491045971e-08
1959,1.4338883203013353e-07,1.9376869886400527e-08
1960,1.2249874870029487e-07,1.799416665670961e-08
1961,1.2784613501182207e-07,2.014966149488373e-08
1962,1.3825464373340424e-07,2.9807195656150753e-08
1963,1.2220840428511792e-07,2.133797571968188e-08
1964,1.2776333052633149e-07,2.6161064314855764e-08
1965,1.3461226089361844e-07,2.4076991622656863e-08
1966,1.384768650858348e-07,2.326411419062424e-08
1967,1.163559220085375e-07,2.0707409897902096e-08
1968,1.6124183455090702e-07,2.6499353267261938e-08
1969,1.312568054245844e-07,1.77128555989281e-08
1970,1.2968404305979675e-07,1.74751555448438e-08
1971,1.5415192744505646e-07,1.5929032315398217e-08
1972,1.292797007224067e-07,2.8728821988011077e-08
1973,1.400353745184546e-07,1.3783009900070198e-08
1974,1.3388860176100081e-07,2.137717214356627e-08
1975,1.4107355461590032e-07,2.3988217634496323e-08
1976,1.3026841094720965e-07,1.9997344169464526e-08
1977,1.5808543318840407e-07,2.1744092304487594e-08
1978,1.3841578105910912e-07,2.9108897070528883e-08
1979,1.4044736362794907e-07,2.9845064863920356e-08
1980,1.6259530433160307e-07,3.922754054919153e-08
1981,1.5813874076897605e-07,2.5302198669585607e-08
1982,1.4091030298146734e-07,2.855451075589599e-08
1983,1.7556578324473548e-07,2.4629731809611144e-08
1984,1.6527174206970585e-07,2.8995041922996734e-08
1985,1.8046674710170407e-07,3.849957053159159e-08
1986,1.5405827147318973e-07,3.656636260451762e-08
1987,1.484928491279902e-07,3.9720310263113845e-08
1988,1.8109592714310452e-07,2.5785181545501246e-08
1989,1.4708166951038493e-07,3.073348442406143e-08
1990,1.7326709444986932e-07,2.724325576242137e-08
1991,1.8639458865266079e-07,4.278869525364826e-08
1992,1.4325855257624198e-07,4.242657120068216e-08
1993,1.4457331332096146e-07,3.4897007283873904e-08
1994,1.371480911060985e-07,2.6902126526451298e-08
1995,1.426104625501523e-07,2.7654499801244015e-08
1996,1.4519610758156887e-07,3.149474259167562e-08
1997,1.5199816072453132e-07,2.7810388880666892e-08
1998,1.6831495486258063e-07,3.003921467126247e-08
1999,1.66812336832578e-07,1.9651865579284333e-08
2000,1.4844585471962546e-07,3.666966064130861e-08
2001,1.5597114266796552e-07,4.118339114178582e-08
2002,1.5553336440987664e-07,3.767850365044012e-08
2003,1.7126053375449146e-07,3.500215317586708e-08
2004,1.4491762989621293e-07,4.052407809318481e-08
2005,1.5447860635120492e-07,3.648037250059133e-08
2006,1.5565623634472558e-07,3.335490839084798e-08
2007,1.561841402875075e-07,3.275473159369824e-08
2008,1.6050547646528912e-07,3.065356635190142e-08
2009,1.368471231888435e-07,2.7655517431668386e-08
2010,1.3746238014533674e-07,3.259417202805537e-08
2011,1.2733827015054544e-07,2.638540580468529e-08
2012,1.232339457146736e-07,3.60850802572088e-08
2013,1.285786623839158e-07,3.988448638025943e-08
2014,1.1108733621867373e-07,4.352544902275213e-08
2015,1.1880844397182955e-07,3.923338409705934e-08
2016,1.0108139303355301e-07,2.9620162322885335e-08
2017,1.1269938449132155e-07,3.245138557872451e-08
2018,9.267465594930968e-08,3.2784628123394555e-08
2019,1.0382519821661162e-07,4.183619961573015e-08
