year,sautant_VERB en_ADP
1943,2.9032352077962287e-09
1944,1.927911696952833e-08
1945,2.178504132643866e-08
1946,2.227376771912759e-08
1947,1.907339353124371e-08
1948,3.9138795093762724e-08
1949,3.4359527556482305e-08
1950,2.339779503479633e-08
1951,2.9851925376078725e-08
1952,3.901577316778315e-08
1953,3.7708397404578875e-08
1954,1.8567818838022276e-08
1955,2.627970197011109e-08
1956,2.703553825256222e-08
1957,3.180613461495341e-08
1958,1.6544487224656734e-08
1959,2.8677767716089875e-08
1960,2.4915000340630655e-08
1961,2.848745284111942e-08
1962,2.8538803764632803e-08
1963,2.2631185814248056e-08
1964,2.251068303982251e-08
1965,1.9152151253809535e-08
1966,2.8803188056869544e-08
1967,2.7609878383572095e-08
1968,3.054162833748819e-08
1969,2.452549219267297e-08
1970,2.069426266460006e-08
1971,2.6719666923469276e-08
1972,3.231992518060167e-08
1973,2.7566018800939673e-08
1974,2.8690415487808707e-08
1975,1.9419032604162112e-08
1976,2.342546046030236e-08
1977,2.3507127355770763e-08
1978,1.9009892548993435e-08
1979,2.691907718954667e-08
1980,2.330911752501663e-08
1981,1.5813873543990553e-08
1982,1.924325676583294e-08
1983,2.399820020482224e-08
1984,2.5515638157891374e-08
1985,2.6468455871508922e-08
1986,3.596691300344901e-08
1987,2.383218494772521e-08
1988,2.3986215458293714e-08
1989,1.317149311841348e-08
1990,3.1057309834992e-08
1991,2.4032006606944378e-08
1992,3.195767628305646e-08
1993,2.6588196533339215e-08
1994,3.217705191183029e-08
1995,2.22320488130201e-08
1996,1.921713232988509e-08
1997,1.4864173336626152e-08
1998,1.4781200263769279e-08
1999,1.3710603319339043e-08
2000,2.8717205280415214e-08
2001,2.5849149654089132e-08
2002,2.1467985944489953e-08
2003,2.5001536840818517e-08
2004,2.73097054415139e-08
2005,2.4320248370734987e-08
2006,2.5942706427528606e-08
2007,3.355362832024866e-08
2008,2.3415917427271893e-08
2009,3.7668721253325543e-08
2010,3.8262722323878506e-08
2011,4.7034855787941865e-08
2012,5.855314766378683e-08
2013,7.168051041617218e-08
2014,6.886115677673388e-08
2015,7.181704342329454e-08
2016,7.7882382765182e-08
2017,5.836218197607934e-08
2018,7.073218988296048e-08
2019,7.244805111383812e-08
