year,pouvant_VERB avoir_VERB,pouvant_VERB savoir_VERB
1881,7.279297733475687e-07,1.4642266066289267e-08
1882,7.221092914733163e-07,6.655385131892899e-09
1883,7.640080639248481e-07,1.516641390253426e-08
1884,7.083621085257619e-07,7.2618666635548834e-09
1885,7.328687843255466e-07,1.9981470700258797e-08
1886,6.763229976058938e-07,1.1616235084943582e-08
1887,7.913056379038608e-07,7.1818169189441505e-09
1888,8.179392807505792e-07,1.014498351992188e-08
1889,7.81889070822217e-07,2.318100555953606e-08
1890,8.415832439823134e-07,1.9007721618891082e-08
1891,8.025143074519292e-07,6.3742202627281586e-09
1892,7.672659307900176e-07,1.1283322720601063e-08
1893,8.11063443961757e-07,9.853466487186324e-09
1894,8.65201343458466e-07,1.449354058991048e-08
1895,8.733009622119425e-07,2.1065151400989635e-08
1896,8.090723895293195e-07,2.8305738197786923e-08
1897,9.031405738824105e-07,1.4566784223291052e-08
1898,7.989597179403063e-07,1.640922953072277e-08
1899,7.799413310749514e-07,1.2160672469008205e-08
1900,7.760624498587276e-07,8.30568502863116e-09
1901,8.288099593301013e-07,1.117747761014698e-08
1902,1.1725758213287918e-06,6.38336894454028e-09
1903,8.186734135051665e-07,1.0800440541913758e-08
1904,7.846952598811185e-07,1.289910045443321e-08
1905,8.293339988085791e-07,3.096455358786443e-08
1906,8.626797693978006e-07,9.259531807970234e-09
1907,9.010261692310451e-07,2.0057088434555226e-08
1908,7.327792559408408e-07,4.4202499438483756e-09
1909,8.229471291087975e-07,6.60118004702781e-09
1910,8.588050377511536e-07,9.085056262847502e-09
1911,8.885024840310507e-07,1.1172785363555704e-08
1912,8.678895824232313e-07,1.4586379215586476e-08
1913,7.949181508593028e-07,1.8030165804816534e-08
1914,7.312843877116393e-07,5.357394972094198e-09
1915,8.423244821642584e-07,4.712304768617059e-09
1916,7.229750167425664e-07,7.69122365795738e-09
1917,7.698429840274912e-07,1.315970976634162e-08
1918,6.776962209187332e-07,1.033773866510046e-08
1919,8.066075452006771e-07,1.4732557396257562e-08
1920,8.412749252784124e-07,1.4387239843927091e-08
1921,7.921094038465526e-07,8.330022005509363e-09
1922,8.248532026300381e-07,7.377935595798135e-09
1923,7.728410196250479e-07,8.492758496458919e-09
1924,7.554492071903951e-07,1.4180787211159895e-08
1925,8.061664402703173e-07,6.598906754362588e-09
1926,6.687682798656169e-07,1.4489979882625903e-08
1927,7.871352636357187e-07,2.1183527820767267e-08
1928,8.32958392038563e-07,9.14083297942625e-09
1929,8.956886858868529e-07,6.684243825105796e-09
1930,7.152954140110523e-07,1.05036033204442e-08
1931,7.812669196027855e-07,2.2810713318222042e-09
1932,9.030658247866086e-07,1.2055489939655217e-08
1933,7.364164957834873e-07,5.735331320977366e-09
1934,7.596322006975242e-07,9.585264137967897e-09
1935,6.92963624260301e-07,7.180970484910176e-09
1936,7.432449820043985e-07,8.487299751891442e-09
1937,6.950297120056348e-07,1.2591118148108649e-09
1938,7.15679846052808e-07,6.482607339819424e-09
1939,6.591735655092634e-07,7.647025235257843e-09
1940,8.013074079826765e-07,0.0
1941,6.817970756856084e-07,1.1806010391524069e-08
1942,6.371844847308239e-07,6.068423541449874e-09
1943,6.764537943126925e-07,1.4516175816936538e-08
1944,5.205361617299786e-07,6.4263723231761105e-09
1945,5.010559220863797e-07,4.357008087652048e-09
1946,5.443151849249261e-07,4.1763312808029696e-09
1947,5.614730298475479e-07,1.1920871401116528e-08
1948,5.849075819241989e-07,4.348755133776194e-09
1949,6.479225476141437e-07,8.835307596655184e-09
1950,6.200415896273626e-07,6.381216888229346e-09
1951,6.951233899599174e-07,7.462981344019681e-09
1952,7.391907388409891e-07,2.1089607837865287e-09
1953,6.90602348640823e-07,5.386913581872932e-09
1954,7.124178864614805e-07,1.172704333640695e-08
1955,6.513611765512906e-07,4.6928039232341234e-09
1956,6.575740485459391e-07,6.976913269340912e-09
1957,7.015020173639641e-07,8.835037701437898e-10
1958,6.907323495397577e-07,5.790570245522986e-09
1959,6.626889330618724e-07,3.8753737996444215e-09
1960,6.207987439665885e-07,6.920833239831836e-09
1961,6.843936830591701e-07,2.08444772553662e-09
1962,6.481479317699268e-07,4.43936931660005e-09
1963,6.110420258664817e-07,5.819448034571906e-09
1964,7.057403195176448e-07,6.6923653285755336e-09
1965,6.331154054350918e-07,1.3132904541635071e-08
1966,6.447482974181185e-07,1.0524241922382771e-08
1967,6.917260861882824e-07,1.232583901611406e-08
1968,5.987057534184714e-07,7.635406973349745e-09
1969,6.449296279242844e-07,1.589615195030092e-08
1970,6.27266103947477e-07,9.197449912790034e-09
1971,6.032478836459632e-07,9.24911525146399e-09
1972,6.361382247632719e-07,8.721249500354133e-09
1973,6.086576718189463e-07,5.513203671370093e-09
1974,6.874448672533617e-07,7.875800456247362e-09
1975,6.156975587146007e-07,9.138368284311582e-09
1976,5.902073212382675e-07,8.570290255249802e-09
1977,6.023701644153334e-07,4.7014254711541525e-09
1978,5.875244823982939e-07,6.534650598410963e-09
1979,6.045088412065525e-07,4.681578680276743e-09
1980,6.259351152948511e-07,4.548120546843393e-09
1981,5.838482479703089e-07,9.488323904349727e-09
1982,5.959201985206164e-07,1.8622506869903077e-09
1983,5.993234708512318e-07,3.157658134966823e-09
1984,5.880194748897338e-07,7.538710988796993e-09
1985,6.731409598614846e-07,5.414002135495366e-09
1986,6.108380716796091e-07,5.395036861699509e-09
1987,5.628062353935093e-07,9.777306964053878e-09
1988,5.648753926834615e-07,4.797243047249822e-09
1989,5.532027103072323e-07,8.232182935330457e-09
1990,5.356023962121981e-07,5.448650863826288e-09
1991,5.796989057671453e-07,5.8614650910726596e-09
1992,6.06644846357085e-07,7.713921945651236e-09
1993,5.273325314192334e-07,3.877445031719162e-09
1994,5.617797000923019e-07,4.747434001473039e-09
1995,5.661038926518813e-07,4.337960657352369e-09
1996,5.412825316852832e-07,6.939520069693117e-09
1997,5.298358587424445e-07,3.835915585170824e-09
1998,5.130506792738743e-07,8.10582001520288e-09
1999,5.42025873073726e-07,5.941261704833778e-09
2000,5.354654035727435e-07,5.743440834038438e-09
2001,5.743768838328833e-07,8.324302136486494e-09
2002,5.537863785320951e-07,1.752488598683044e-09
2003,5.254489678918617e-07,7.083769126836614e-09
2004,5.836348577759054e-07,7.488145215006625e-09
2005,5.634190642922476e-07,6.305249655724765e-09
2006,5.122655011291499e-07,1.070651389767363e-08
2007,5.312657549438882e-07,4.7933754743212376e-09
2008,5.555958750846912e-07,5.960415716543821e-09
2009,5.616930707219581e-07,5.721831008997924e-09
2010,5.144210604157706e-07,5.196172381261022e-09
2011,5.238841822574614e-07,7.265546830836911e-09
2012,4.728507008167071e-07,7.489355802192676e-09
2013,4.5992672426109493e-07,1.1156499724052082e-08
2014,3.951937515012105e-07,9.311413862178597e-09
2015,4.765637129366951e-07,1.1304534197620342e-08
2016,4.2669606159506657e-07,1.0563834251797743e-08
2017,4.344460649008397e-07,7.798394818792076e-09
2018,4.2800718347280053e-07,1.3423626654684995e-08
2019,4.4106579366598453e-07,8.673358031785483e-09
