year,maintenant_VERB en_ADP
1970,1.7061269375062693e-07
1971,1.8035774473901256e-07
1972,1.5800851826952567e-07
1973,1.2404709082147747e-07
1974,1.327634890913032e-07
1975,1.2907945290407952e-07
1976,1.6226415766595892e-07
1977,1.292892051196759e-07
1978,1.556434909844029e-07
1979,1.410325580764038e-07
1980,1.364436172934802e-07
1981,1.2967376505912398e-07
1982,1.626365531137708e-07
1983,1.572513639302997e-07
1984,1.443953152602262e-07
1985,1.2331894083672523e-07
1986,1.4926268931958475e-07
1987,1.411598731237973e-07
1988,1.4091901334722934e-07
1989,1.1744581485118033e-07
1990,1.34581682686985e-07
1991,1.729132179661974e-07
1992,1.135048464107058e-07
1993,1.185390416935661e-07
1994,1.3187316483254108e-07
1995,1.1820942802387435e-07
1996,1.2170849572612497e-07
1997,1.4768275491405802e-07
1998,1.1920322862124522e-07
1999,1.29793718883775e-07
2000,1.3519176889076334e-07
2001,1.3275071353291423e-07
2002,1.2135983240568748e-07
2003,1.31258076407903e-07
2004,1.0835786667939828e-07
2005,1.261049931144953e-07
2006,1.4742046516857954e-07
2007,1.4420071181575622e-07
2008,1.2176278119113704e-07
2009,1.2874119192929356e-07
2010,1.5446802592578024e-07
2011,1.521940902193819e-07
2012,1.3889351180296217e-07
2013,1.6232708333063783e-07
2014,1.4486828092685755e-07
2015,1.5360868133029726e-07
2016,1.5017215559964825e-07
2017,1.5948975828905532e-07
2018,1.6727904039726127e-07
2019,1.4923278968126397e-07
