year,fuyant_VERB en_ADP,fuyant_VERB sans_ADP
1916,5.273981784625903e-08,1.0987461607214755e-08
1917,5.3735480065597585e-08,9.869781991689308e-09
1918,6.547234221443432e-08,1.033773866510046e-08
1919,3.9593746947730324e-08,8.287063479883727e-09
1920,3.63467123065675e-08,7.572231730534895e-09
1921,4.695103289487079e-08,6.058197943303867e-09
1922,4.5005406290599126e-08,1.3280283539529592e-08
1923,3.1847844805810155e-08,1.4862327368803108e-08
1924,4.2542360634278964e-08,2.578324886925998e-09
1925,3.629398648286042e-08,4.399271169575059e-09
1926,2.89799594321849e-08,7.802296586589819e-09
1927,4.7941667635775786e-08,2.6758140592164636e-08
1928,3.884854038460617e-08,1.7139061614379614e-08
1929,4.3447585085232276e-08,1.2254447234738564e-08
1930,2.941009036305786e-08,1.0503603542488804e-09
1931,4.219981963871078e-08,5.7026783295555106e-09
1932,5.698959171240858e-08,3.287861094491973e-09
1933,3.326492148403304e-08,3.4411986593596566e-09
1934,2.995395043114968e-08,8.38710612072191e-09
1935,3.351119559624749e-08,7.180970484910176e-09
1936,3.15242587589637e-08,7.274828739411987e-09
1937,2.7700460369928237e-08,3.777335333410292e-09
1938,3.241303758727554e-08,1.0372171899142302e-08
1939,5.199977337611017e-08,3.058810094103137e-09
1940,4.057252667166722e-08,2.5357829169792012e-09
1941,7.67390702094417e-08,2.9515025978810172e-09
1942,7.282108072104165e-08,1.2136847082899749e-08
1943,9.580676163523094e-08,2.0322646676618206e-08
1944,3.213186161588055e-08,3.2131861615880553e-09
1945,6.317661815913311e-08,1.089252066321933e-08
1946,4.1763311919851276e-08,0.0
1947,2.980217805870211e-08,1.549713246618012e-08
1948,4.022598609765282e-08,4.348755133776194e-09
1949,2.1597418520258316e-08,6.8719057111366055e-09
1950,4.4668517329427004e-08,1.1698897406375863e-08
1951,5.330700858507953e-08,1.4925962688039363e-08
1952,3.374337342876288e-08,5.272402070488624e-09
1953,1.8315506888910704e-08,1.7238124039309355e-08
1954,5.472620312474419e-08,1.172704333640695e-08
1955,3.941955162289901e-08,8.447047505910632e-09
1956,4.1861480726268496e-08,6.104799332717903e-09
1957,3.180613605824334e-08,2.0320586824329467e-08
1958,2.8125627715702706e-08,9.926692356998501e-09
1959,2.4027318135111386e-08,1.007597205671118e-08
1960,3.875666770847275e-08,8.305000243069571e-09
1961,3.057190089972295e-08,1.320150300188061e-08
1962,4.18569115478995e-08,1.1415521861124489e-08
1963,2.2631185814248056e-08,7.112658684249595e-09
1964,3.346182525509889e-08,7.909158994401366e-09
1965,3.9398712403659886e-08,1.2585699593614663e-08
1966,4.542041409649755e-08,1.0524241922382771e-08
1967,4.240088480322868e-08,1.8242241273114246e-08
1968,3.593132669177379e-08,1.033025617824812e-08
1969,3.3154830408888e-08,8.629339909305145e-09
1970,4.1848399245925094e-08,8.277704743875347e-09
1971,2.3122789349905304e-08,1.0790635052160269e-08
1972,3.129389569700436e-08,1.7955513686995772e-08
1973,4.1900348302092993e-08,1.3231688744674841e-08
1974,2.5877629039605665e-08,9.563471903284437e-09
1975,3.7695768728696066e-08,4.569184142155791e-09
1976,4.3994157594706707e-08,4.570821443561357e-09
1977,3.290997696581144e-08,1.1753564010952289e-08
1978,3.623760613802318e-08,8.316827670995508e-09
1979,4.3889801348839796e-08,1.2289143924704149e-08
1980,3.4679419391725474e-08,8.527726191864815e-09
1981,3.858585340132947e-08,8.223214109648325e-09
1982,3.2279012573965815e-08,6.828252629986764e-09
1983,2.6524327068067066e-08,1.0104506009689374e-08
1984,4.6392067076794774e-08,8.118611560803402e-09
1985,2.8874677981960417e-08,1.0828004826102244e-08
1986,2.2779044539511517e-08,8.991728361884554e-09
1987,3.666490044906823e-08,8.555143982125202e-09
1988,3.8377943933909364e-08,8.994830658082265e-09
1989,2.96358593221413e-08,8.780995486290522e-09
1990,2.3974064622400704e-08,1.3076762395147767e-08
1991,3.106576684785978e-08,9.37834432335194e-09
1992,4.022259197933309e-08,9.917899890243831e-09
1993,2.1602909683338112e-08,9.416652901883538e-09
1994,3.956195004928276e-08,1.2659824244476425e-08
1995,4.012613474824178e-08,9.760411145975922e-09
1996,3.896807454495388e-08,9.074756945892659e-09
1997,4.6510475470995516e-08,1.5343662784772505e-08
1998,3.719140950764199e-08,1.0489884183506604e-08
1999,4.34169125651529e-08,1.3710603874450555e-08
2000,2.8275402019772855e-08,7.510653543540968e-09
2001,4.0307150145357795e-08,1.401987734239718e-08
2002,2.6725451796050237e-08,1.1829298429688606e-08
2003,4.333599834538404e-08,8.333845447072719e-09
2004,4.1845515164062874e-08,9.690541175055856e-09
2005,3.017512173464354e-08,5.854874363109275e-09
2006,3.9119955941302464e-08,1.729513776638214e-08
2007,3.2355283563489934e-08,9.586750615575568e-09
2008,3.7039724176679556e-08,1.7029759269426847e-08
2009,2.1933685756536647e-08,8.582746957586096e-09
2010,3.164941331235127e-08,1.0864724231396394e-08
2011,4.7034854899763445e-08,1.2619107425670961e-08
2012,3.880848042925322e-08,9.531907319004773e-09
2013,3.876883764020178e-08,1.282997491580673e-08
2014,2.988314340424125e-08,1.667392801607548e-08
2015,3.9676700147595056e-08,1.64026575655285e-08
2016,5.986172757488362e-08,1.6156452731230786e-08
2017,2.8677968444412727e-08,1.3584300795344006e-08
2018,4.027088151836722e-08,1.652138686969451e-08
2019,4.43871873700985e-08,1.1479445005679878e-08
