year,soit_VERB avant_ADP,soit_VERB savant_ADJ
1846,9.308656956363848e-08,3.102885770545072e-08
1847,6.68759696509369e-08,1.0786447290911383e-08
1848,4.263967667839097e-08,2.011305433313737e-08
1849,1.1982562853063428e-07,1.6758828991214614e-08
1850,7.807345525634446e-08,7.467895635215882e-09
1851,7.481349229010448e-08,1.805842941848823e-08
1852,1.0286661478176029e-07,9.765818376195057e-09
1853,6.210809289086683e-08,1.4929829816878737e-08
1854,6.702406807335137e-08,1.3508727469968562e-08
1855,5.306937111981824e-08,1.326734277995456e-08
1856,7.76578374939163e-08,1.6049286344355096e-08
1857,6.053070933376148e-08,2.0502337605421417e-08
1858,5.5787907626836386e-08,1.2723557318849998e-08
1859,9.165911762920587e-08,1.782260738991681e-08
1860,3.8906062371779626e-08,1.5104706818647173e-08
1861,5.611996911625283e-08,1.131831339762357e-08
1862,7.364317866631609e-08,1.3102160245637151e-08
1863,1.0538649775071462e-07,1.0988165932701577e-08
1864,6.32904075814622e-08,1.726102105692462e-08
1865,8.519388217109736e-08,1.2237795665726026e-08
1866,5.741423336758089e-08,1.3623716377253459e-08
1867,5.192508467644075e-08,9.220341823379385e-09
1868,5.186867824136243e-08,2.6181332657415624e-08
1869,7.471784613244381e-08,1.4650557211837167e-08
1870,5.103303379883073e-08,2.1789386295267832e-08
1871,2.7615060460561835e-08,2.3366590440332402e-08
1872,2.8422494580127022e-08,1.3908880269752899e-08
1873,5.986004225633224e-08,2.3944017879529156e-09
1874,8.185214284139875e-08,1.2546679251101978e-08
1875,6.579756473001908e-08,6.293679799540541e-09
1876,6.469235813710839e-08,3.023007266733657e-08
1877,7.792868217393334e-08,4.329371083855449e-09
1878,3.0799352401800206e-08,1.0266450800600069e-08
1879,5.070739916845923e-08,1.8938909107646396e-08
1880,3.9790645445236805e-08,5.134277003548959e-09
1881,6.48443219120054e-08,1.045876096839038e-08
1882,7.786800892972678e-08,3.9932310791357395e-09
1883,7.140852886777793e-08,1.0110942305630033e-08
1884,6.865764845542799e-08,5.281357573494461e-09
1885,5.1565084646654213e-08,9.023890079618013e-09
1886,7.679621916167889e-08,1.1616235084943582e-08
1887,7.181817096579834e-08,1.1099172247952538e-08
1888,7.101488108673948e-08,4.4384300679212174e-09
1889,5.450668894013688e-08,3.132568426877924e-09
1890,4.653614382732485e-08,7.865263995654459e-09
1891,4.780665108228277e-08,5.099376032546843e-09
1892,4.764069316820496e-08,8.775916882086676e-09
1893,4.310891554837326e-08,8.005941687372342e-09
1894,4.4740929183717526e-08,1.2603078580752936e-09
1895,5.236194766666813e-08,4.814891596538473e-09
1896,5.5432071377481407e-08,5.897029087265082e-09
1897,6.001514663012131e-08,1.0488084178916779e-08
1898,6.167606869666997e-08,5.092519295146758e-09
1899,6.522542150833033e-08,1.326618814800895e-08
1900,6.69645885409409e-08,8.824790675987515e-09
1901,4.8622027293276915e-08,1.676621730339889e-09
1902,6.727088930347236e-08,5.892340837476695e-09
1903,7.2902970771338e-08,4.320176216765503e-09
1904,7.416982583663412e-08,3.2247751136083025e-09
1905,6.296126286997605e-08,1.2385822145688508e-08
1906,6.481672443214848e-08,6.173021205313489e-09
1907,5.8114128620445626e-08,4.6285588695127444e-09
1908,8.693158548567226e-08,1.1296195090437777e-08
1909,7.591357586989034e-08,9.901770070541716e-09
1910,6.359539383993251e-08,7.481810726517324e-09
1911,5.905615196866165e-08,1.1172785363555704e-08
1912,5.678269232589628e-08,9.376957876838787e-09
1913,5.1438998838193584e-08,1.0605979205990934e-08
1914,7.366418230958516e-08,1.339348720819089e-08
1915,7.657494904833584e-08,1.1780761921542648e-09
1916,7.031975712834537e-08,5.493730803607377e-09
1917,4.496234140560773e-08,2.1932848870420685e-09
1918,3.5607765624945387e-08,8.040463406189247e-09
1919,7.274200441997891e-08,1.3811772170413406e-08
1920,5.83061847692079e-08,1.1358347151713133e-08
1921,6.436835064960178e-08,9.087297137000405e-09
1922,8.779743154718744e-08,5.902348387820666e-09
1923,7.537322943562685e-08,3.1847844361720945e-09
1924,7.86389122708897e-08,6.445812328337297e-09
1925,6.598907020816114e-08,1.3197813508725176e-08
1926,6.687682940764716e-08,2.452150482668003e-08
1927,6.13207333799437e-08,5.574612327308159e-09
1928,6.512843242489907e-08,5.713020723163709e-09
1929,7.798284684668033e-08,5.570202965543558e-09
1930,5.882018072611572e-08,7.352522590764465e-09
1931,7.185374784057785e-08,2.2810713318222042e-09
1932,7.890866271509367e-08,1.3151444377967891e-08
1933,7.341223806633934e-08,1.1470662197865522e-09
1934,5.032263672433146e-08,4.7926320689839486e-09
1935,5.864459140525469e-08,5.98414207075848e-09
1936,4.849885826274658e-08,3.6374143697059935e-09
1937,4.280980192561401e-08,3.777335333410292e-09
1938,6.223302762009553e-08,5.186085783037697e-09
1939,5.047036566452334e-08,1.070583532936098e-08
1940,8.368083825871508e-08,5.0715658339584024e-09
1941,8.559357667081713e-08,1.4757512545315876e-08
1942,9.102635090130207e-08,0.0
1943,1.1032293656398906e-07,1.1612940831184915e-08
1944,4.4984606262232774e-08,0.0
1945,4.7927088075994106e-08,0.0
1946,7.378185529205439e-08,1.3921104269343232e-09
1947,7.867775053682635e-08,1.1920870957027319e-09
1948,9.241104947932399e-08,1.0871887834440486e-09
1949,6.282885323116716e-08,9.817008539414473e-09
1950,9.146410917537651e-08,4.2541445921528975e-09
1951,9.488647378930182e-08,8.529121409139861e-09
1952,5.483298082253896e-08,1.0544804140977249e-08
1953,6.464296120611834e-08,8.619061908632375e-09
1954,7.329401796596358e-08,5.863521668203475e-09
1955,5.819076775992471e-08,4.6928039232341234e-09
1956,6.366433069615596e-08,5.232684952005684e-09
1957,5.8311247386200193e-08,1.3252556385623393e-08
1958,4.9633460008635666e-08,8.272243334772611e-09
1959,6.123090656728891e-08,9.300897829689347e-09
1960,5.052208251754564e-08,1.2457499920515147e-08
1961,5.975417138870398e-08,7.64297514166401e-09
1962,6.215117309693596e-08,1.4586500007851555e-08
1963,5.754787224532265e-08,9.052474325699222e-09
1964,6.08396817369794e-08,1.0951143103454797e-08
1965,6.457010925942086e-08,7.1136563306595235e-09
1966,7.754704967055659e-08,1.163205709531212e-08
1967,8.23366050894947e-08,1.232583901611406e-08
1968,5.61426993783698e-08,1.7516521566562915e-08
1969,7.857241257624992e-08,9.991866889436096e-09
1970,6.024329479714652e-08,6.438214850135182e-09
1971,6.320228607137324e-08,4.624557625731995e-09
1972,7.233506948978174e-08,2.205963234302999e-08
1973,7.112032562872628e-08,5.513203671370093e-09
1974,8.944658702603192e-08,9.563471792262135e-09
1975,6.396857799018107e-08,2.8557400888473694e-09
1976,7.027637849432722e-08,8.570290255249802e-09
1977,5.1128001388178745e-08,1.057820764316375e-08
1978,7.188115347389612e-08,7.128709622605811e-09
1979,6.729769097546523e-08,7.607565244427406e-09
1980,7.845508065429385e-08,8.527726080842513e-09
1981,5.566483451957538e-08,6.958104314946922e-09
1982,5.2143018791639406e-08,6.2075020679230875e-09
1983,7.452072736668924e-08,4.4207211225000265e-09
1984,6.088959025873919e-08,9.278413592994639e-09
1985,6.978047650818553e-08,3.0077789148208467e-09
1986,8.512169102914413e-08,7.1933827783254856e-09
1987,5.988600548789691e-08,5.49973533381376e-09
1988,6.95600235189886e-08,1.139345240375178e-08
1989,5.982052897479662e-08,8.780995486290522e-09
1990,5.557624049856713e-08,4.358920779878872e-09
1991,7.209602159718997e-08,5.8614650910726596e-09
1992,7.713921945651236e-08,1.65298330578878e-09
1993,5.760775678709251e-08,9.416652346772025e-09
1994,6.804655328096487e-08,7.912389854425328e-09
1995,6.94073705176379e-08,5.964695848348356e-09
1996,5.765139476920922e-08,9.074756945892659e-09
1997,7.000546276003661e-08,5.274384040632185e-09
1998,5.769436484115431e-08,6.675381136744818e-09
1999,5.210029385693815e-08,7.769341614505265e-09
2000,5.74344092285628e-08,7.068850393920911e-09
2001,7.360435461123416e-08,7.448059946568719e-09
2002,7.44807664432301e-08,1.0953053575235572e-08
2003,6.833753474211335e-08,1.3334153337041244e-08
2004,7.708384686111458e-08,6.607186797680242e-09
2005,6.125099361042885e-08,4.954124666056714e-09
2006,6.135655894468073e-08,1.1941880373456115e-08
2007,7.909069665856805e-08,8.787854888225866e-09
2008,7.450519490248553e-08,7.663391698997657e-09
2009,6.484741987833331e-08,9.059565542202108e-09
2010,8.172161614083961e-08,8.030448306328708e-09
2011,8.756895653050378e-08,6.500752380844688e-09
2012,8.44254657295096e-08,7.148930780687124e-09
2013,9.53880743281843e-08,6.136075203500013e-09
2014,9.787812160766407e-08,6.496335469563519e-09
2015,9.043627358096273e-08,5.54143841924315e-09
2016,1.0563834251797743e-07,7.042556315894899e-09
2017,1.0213381784751618e-07,7.043711836018929e-09
2018,9.112577714631698e-08,4.64663996169179e-09
2019,1.0101911840365574e-07,4.3366790158927415e-09
