year,devaient_VERB aider_VERB,devaient_VERB céder_VERB
1868,2.766329387782207e-08,6.174842326345242e-08
1869,3.41846337903462e-08,2.8324411260882698e-08
1870,3.039045992636602e-08,4.873941605865184e-08
1871,1.805600113868877e-08,8.496941461544338e-08
1872,3.5679303067581714e-08,5.382132073350476e-08
1873,1.3767810003173508e-08,3.71132280463371e-08
1874,2.2106053876314036e-08,3.883495836021211e-08
1875,4.577221801582709e-08,5.149374260327022e-08
1876,2.478866001354163e-08,5.562333527109331e-08
1877,3.64904160221613e-08,2.288381928394756e-08
1878,4.589707458535486e-08,2.5968081018845623e-08
1879,3.421222061206208e-08,3.5434087664043545e-08
1880,2.8238524407697696e-08,3.7223507831640745e-08
1881,2.998178416646624e-08,2.719277958362909e-08
1882,2.9283693692150337e-08,1.7969540522244642e-08
1883,3.791603475633565e-08,3.349249766415596e-08
1884,2.0465261485469455e-08,2.3105940272216685e-08
1885,4.5119449509911647e-08,4.640857653726016e-08
1886,1.613365974151293e-08,3.0976625708944994e-08
1887,4.570247114088488e-08,3.590908548289917e-08
1888,2.2192152115962926e-08,2.6630582183884144e-08
1889,2.8193115397812107e-08,3.5084767091575486e-08
1890,2.6872983838188702e-08,5.505684796958121e-08
1891,1.6572972327821844e-08,4.143242904319777e-08
1892,2.193979398157353e-08,3.8864776286118285e-08
1893,2.2170299374124625e-08,3.202376674948937e-08
1894,2.898708117982096e-08,3.528862180246506e-08
1895,4.092657945875544e-08,3.671354775747204e-08
1896,2.7716035688740703e-08,3.833068973335685e-08
1897,3.612562338162206e-08,3.612562338162206e-08
1898,3.3384292663640736e-08,2.6028432742464247e-08
1899,1.3818945987509323e-08,4.0351324059884064e-08
1900,1.764958135197503e-08,4.671947806400567e-08
1901,1.620734302321125e-08,4.3033288932292635e-08
1902,2.258730624760119e-08,4.4192553616539954e-08
1903,3.2401320737562855e-08,2.3220946943069976e-08
1904,3.708491291831706e-08,2.956043942958786e-08
1905,3.509316215399849e-08,3.509316215399849e-08
1906,2.9321851613417493e-08,4.012463961089452e-08
1907,5.3999855254005524e-08,2.7771354993433306e-08
1908,2.6030361865991836e-08,3.094175227147389e-08
1909,3.850688656825696e-08,3.080550925460557e-08
1910,2.6186338430989053e-08,2.404867771588215e-08
1911,3.6178544604581475e-08,3.830669470517023e-08
1912,1.0939784189645252e-08,2.7088990606216612e-08
1913,2.2802856491921375e-08,2.598464909908671e-08
1914,2.343860217024485e-08,2.6117300322425763e-08
1915,2.1205371680821372e-08,4.2410743361642744e-08
1916,1.648119329900055e-08,4.8344833913915863e-08
1917,5.3735480065597585e-08,3.3995917192441993e-08
1918,2.1824114071478107e-08,1.378365155346728e-08
1919,2.6702760891339494e-08,4.6960025201769895e-08
1920,3.407504323149624e-08,4.240449769099541e-08
1921,2.8019165654313838e-08,4.543648302046677e-08
1922,1.623145884366295e-08,2.6560567079059183e-08
1923,2.1231896241147297e-08,2.441668023323018e-08
1924,4.512068585427187e-08,3.609654797287476e-08
1925,2.5295809891190402e-08,3.409435223034052e-08
1926,4.2355324580967135e-08,4.458455293843144e-08
1927,3.0102906833917586e-08,4.5711821883287485e-08
1928,2.742249805010033e-08,4.798937425221084e-08
1929,3.676334259239411e-08,3.119313873867213e-08
1930,3.886333388436469e-08,2.8359728787563654e-08
1931,1.8248570654577634e-08,3.307553342324354e-08
1932,2.9590749406338546e-08,3.7262424257278326e-08
1933,4.01473165823063e-08,3.9000251916831985e-08
1934,2.516131836216573e-08,3.4746584276490466e-08
1935,3.7101681726881e-08,3.231436807027421e-08
1936,3.15242587589637e-08,2.9099314957647948e-08
1937,1.888667711114067e-08,4.784624962894668e-08
1938,2.9819993585533666e-08,3.3709557811789637e-08
1939,3.058810094103137e-08,1.988226472349197e-08
1940,4.81798743123818e-08,2.028626333583361e-08
1941,3.836953510472085e-08,2.066051862925633e-08
1942,3.3376331032286544e-08,3.944475324146879e-08
1943,3.4838823381733164e-08,6.096794180621146e-08
1944,3.534504600111177e-08,2.8918675454292497e-08
1945,3.703456741277478e-08,2.178504132643866e-08
1946,3.897909195416105e-08,3.6194869323935563e-08
1947,3.695469885656166e-08,3.2186353138285995e-08
1948,3.587722829934137e-08,3.152847583010043e-08
1949,3.141442661558358e-08,4.123143426681963e-08
1950,3.509669355139522e-08,1.808011518278363e-08
1951,2.8785784422780125e-08,2.8785784422780125e-08
1952,2.8470971358274255e-08,4.007025466989944e-08
1953,1.6160740301529586e-08,2.0470272588113403e-08
1954,3.224936762080688e-08,2.9317607896928166e-08
1955,2.1586897602787758e-08,3.003394510869839e-08
1956,3.314033847345854e-08,2.0930739808022736e-08
1957,5.03597163969971e-08,3.534015036166238e-08
1958,1.9026160202884057e-08,2.6471179026543723e-08
1959,2.8677767716089875e-08,3.2553142403912716e-08
1960,2.9759583242139342e-08,4.014083287984249e-08
1961,3.126671543896009e-08,2.709782087606527e-08
1962,3.107558654846798e-08,3.107558654846798e-08
1963,3.879631904624148e-08,4.2029345337368795e-08
1964,3.04198408684897e-08,4.015419108327478e-08
1965,4.487075599968193e-08,3.502107759345563e-08
1966,3.0464910594218964e-08,3.323444985880997e-08
1967,2.7609878827661305e-08,2.7116845657815247e-08
1968,3.458390196442451e-08,3.323647845832056e-08
1969,3.8150766101807676e-08,3.2246479264586014e-08
1970,3.081145649730388e-08,2.6212733317265702e-08
1971,2.4664307929356255e-08,3.083038535578453e-08
1972,3.385897073826527e-08,2.667676390899487e-08
1973,4.520827090459534e-08,2.3155456219114967e-08
1974,3.206575982517279e-08,2.4752514704573514e-08
1975,2.4559364319998167e-08,3.198428899509054e-08
1976,2.971033907783749e-08,2.856763359204706e-08
1977,1.8218024422367307e-08,3.526069036752233e-08
1978,2.8514838490423244e-08,2.7326720442033547e-08
1979,3.2771051650115623e-08,1.9896710057309974e-08
1980,3.411090432337005e-08,3.0699812469947574e-08
1981,3.0362638625547334e-08,2.909752794266751e-08
1982,3.41412622617554e-08,2.7933760193832313e-08
1983,3.978649232294629e-08,2.5892795463278162e-08
1984,2.8995042811175153e-08,2.7255339318799088e-08
1985,1.9851341903631692e-08,2.8273122509858695e-08
1986,3.596691300344901e-08,2.577628777089558e-08
1987,3.116516467116526e-08,2.8720839040374813e-08
1988,2.338656024392094e-08,2.4585871116755698e-08
1989,3.786804469996241e-08,3.0733485090195245e-08
1990,3.7595690116631886e-08,3.160217687536715e-08
1991,4.10302547493302e-08,2.4618154625954958e-08
1992,3.361066092111287e-08,2.8651710337612712e-08
1993,3.43430848204207e-08,2.7696037463442735e-08
1994,3.481451571474281e-08,2.320967773528082e-08
1995,2.8196744494835002e-08,2.4943274112843028e-08
1996,3.3096171137003694e-08,2.1352368761995422e-08
1997,3.212579358091716e-08,2.8769367332870388e-08
1998,3.814503202193009e-08,2.6224711291433778e-08
1999,3.107736645802106e-08,2.2393985332769262e-08
2000,3.887867805474343e-08,2.2973763336153752e-08
2001,4.4688359679412315e-08,2.015357480900093e-08
2002,2.8477940006155222e-08,3.548789351270898e-08
2003,2.541822929913451e-08,2.875176896566245e-08
2004,3.479784993487556e-08,2.070251881036711e-08
2005,4.098412276221097e-08,2.2068373795036678e-08
2006,3.74727981977685e-08,2.4295550460351478e-08
2007,3.994479413904628e-08,1.7176262190332636e-08
2008,3.15050527888161e-08,1.830699147831183e-08
2009,2.7178696626606325e-08,1.7642312499788204e-08
2010,3.684558436134466e-08,2.0784689525044087e-08
2011,3.135657067332431e-08,1.9502257586623273e-08
2012,3.063827591631707e-08,2.0425515501187874e-08
2013,2.7891250198308626e-08,1.9802786965783525e-08
2014,3.313131102800071e-08,2.6418431886554572e-08
2015,2.9480453633823345e-08,2.127912424043643e-08
2016,2.568461709984149e-08,2.2577607339258066e-08
2017,3.1193579275168304e-08,1.735771881783421e-08
2018,3.071945542387766e-08,1.884470712809616e-08
2019,2.3724185282958388e-08,2.0918099252753564e-08
