year,buvant_VERB en_ADP,buvant_VERB sans_ADP
1898,5.6583546736987955e-09,3.3950129374460403e-09
1899,5.527578395003729e-09,6.633094074004475e-09
1900,1.245852754294674e-08,1.0901211489056095e-08
1901,1.676621730339889e-09,6.147612641171918e-09
1902,4.910283735171106e-09,0.0
1903,1.5120615870500842e-08,4.860198465905796e-09
1904,3.7622376325430196e-09,5.374625189347171e-10
1905,6.192911072844254e-09,5.676834835544042e-09
1906,9.259531807970234e-09,4.629766126029722e-09
1907,4.6285588695127444e-09,2.0571372938427146e-09
1908,7.367083831866239e-09,4.911389073214423e-09
1909,1.6502950117569526e-09,3.850688656825696e-09
1910,5.878565634276356e-09,9.085056040802897e-09
1911,5.852411444351446e-09,4.2562992019767876e-09
1912,7.814131564032323e-09,3.6465949149189214e-09
1913,4.242391771214216e-09,6.893886794756554e-09
1914,1.0045115850232378e-08,3.3483718020477227e-09
1915,4.712304768617059e-09,0.0
1916,5.493730803607377e-09,1.9777431248257926e-08
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,1.1486376294556067e-08,1.1486376294556067e-09
1919,9.207848705727883e-09,9.207848372660976e-10
1920,7.572231730534895e-09,7.572231730534895e-09
1921,1.1359120755116692e-08,6.058197943303867e-09
1922,7.377935595798135e-09,7.377935484775833e-10
1923,6.369568872344189e-09,8.492758496458919e-09
1924,9.02413699321869e-09,2.578324886925998e-09
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,0.0,3.343841648018042e-09
1927,1.1149224654616319e-08,5.574612327308159e-09
1928,1.4853853258500749e-08,4.5704163786908225e-09
1929,1.2254447234738564e-08,3.342121912552898e-09
1930,8.402882833991043e-09,5.2518016602221e-09
1931,1.9389105432310316e-08,5.7026783295555106e-09
1932,9.863582839386709e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,8.38710612072191e-09,3.5944740517379614e-09
1935,5.98414207075848e-09,3.590485242455088e-09
1936,1.091224355320719e-08,0.0
1937,6.295559185076627e-09,3.777335333410292e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,6.117620188206274e-09
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,1.089252066321933e-08,4.357008087652048e-09
1946,6.960552134671616e-09,4.1763312808029696e-09
1947,7.152522574216391e-09,4.7683483828109274e-09
1948,7.610321262063735e-09,2.174377566888097e-09
1949,6.8719057111366055e-09,9.817008317369869e-10
1950,0.0,4.2541445921528975e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,7.381362632230548e-09,1.0544804140977249e-08
1953,6.464296653518886e-09,6.464296653518886e-09
1954,3.9090144454689835e-09,3.9090144454689835e-09
1955,4.6928039232341234e-09,3.754243138587299e-09
1956,4.360570571293465e-09,1.744228317335228e-09
1957,7.951533653738352e-09,7.068030161150318e-09
1958,8.272243334772611e-09,1.6544486891589827e-09
1959,4.650448914844674e-09,1.5501495642666896e-09
1960,6.920833239831836e-09,5.536666680683311e-09
1961,1.042223907177231e-08,4.8637115446226176e-09
1962,5.7077609305622445e-09,3.805173953708163e-09
1963,3.2330267352165265e-09,1.939815863494232e-09
1964,7.909158661334459e-09,4.258777719368112e-09
1965,2.188817349590977e-09,6.0192477668863376e-09
1966,6.6468897053084675e-09,2.769537488234164e-09
1967,1.232583901611406e-08,2.9582012395223956e-09
1968,4.940557296606585e-09,4.0422742653145605e-09
1969,4.087581828571274e-09,9.083515273289322e-09
1970,1.8394900047624674e-09,5.518470125309705e-09
1971,8.221435976452085e-09,6.166076760294459e-09
1972,3.0780880067027283e-09,3.5911027485013847e-09
1973,8.821126051827832e-09,5.513203671370093e-09
1974,1.0688586016271984e-08,3.3753431161187564e-09
1975,9.138368284311582e-09,6.8537762132336866e-09
1976,5.142174241967723e-09,2.285410749536254e-09
1977,4.7014254711541525e-09,3.526069214387917e-09
1978,5.346532105932056e-09,7.72276909088987e-09
1979,2.3407893401383717e-09,5.851973350345929e-10
1980,3.97960553399912e-09,4.548120546843393e-09
1981,3.1627747087981106e-09,1.2651099057237047e-09
1982,6.2075020679230875e-09,4.345251491955082e-09
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,7.538710988796993e-09,4.639206796497319e-09
1985,1.142956040922627e-08,4.812446441349039e-09
1986,2.3977941854269602e-09,4.196139880008332e-09
1987,6.721898593298192e-09,2.4443267410134695e-09
1988,2.99827696004229e-09,7.795519785247507e-09
1989,6.036934507847036e-09,8.232183157375061e-09
1990,5.993515905799995e-09,2.724325431913144e-09
1991,5.2753188484189195e-09,3.5168791212569772e-09
1992,9.366905473484621e-09,4.4079553340736766e-09
1993,6.093128224193833e-09,3.323524566667402e-09
1994,4.2199412852994556e-09,2.1099706426497278e-09
1995,6.506940763983948e-09,3.253470381991974e-09
1996,5.3380921904988554e-09,2.6690460952494277e-09
1997,4.794894259418925e-09,2.397447240731765e-09
1998,1.0013071261028017e-08,2.86087753487152e-09
1999,4.570201106446348e-09,2.285100553223174e-09
2000,7.510653432518666e-09,4.418031607222872e-09
2001,9.20054432640427e-09,5.695575122643959e-09
2002,7.009954394732176e-09,5.6955880012310445e-09
2003,7.91715315529018e-09,2.083461403401543e-09
2004,9.690540814233373e-09,3.523833003171717e-09
2005,9.457874483587148e-09,1.8014998381943315e-09
2006,8.235780057930242e-09,4.941467679486777e-09
2007,8.38840730210677e-09,5.192823504529542e-09
2008,8.940623352771127e-09,8.089135583588813e-09
2009,7.1522885392028e-09,7.1522885392028e-09
2010,3.3066551718974324e-09,2.8342759250676863e-09
2011,6.500752380844688e-09,7.647944000321871e-09
2012,1.191488419038933e-08,4.425528388196653e-09
2013,1.1156499724052082e-08,6.693900100884775e-09
2014,1.1260315346817151e-08,1.0610681056011373e-08
2015,1.10828768384863e-08,8.64464447247748e-09
2016,1.1806638333666797e-08,8.906761828075815e-09
2017,9.056201122348284e-09,7.546833963312238e-09
2018,1.755397427416483e-08,5.421079973810805e-09
2019,1.2754938438774843e-08,9.183556193281817e-09
