year,fut_VERB avant_ADP,fut_VERB savant_ADJ
1909,2.788998756386718e-07,7.701377313651392e-09
1910,2.7682699510478415e-07,8.550641084070776e-09
1911,3.2826707752064976e-07,5.320374141248863e-10
1912,2.7088989895673876e-07,7.293189607793238e-09
1913,2.6992216817234294e-07,1.1666577037772186e-08
1914,2.7925420909014065e-07,6.696743715117748e-10
1915,1.955606450110281e-07,7.068456930880984e-09
1916,2.1645300307682191e-07,1.2086208478478966e-08
1917,2.9499682341338485e-07,8.773139548168274e-09
1918,2.802675851398817e-07,1.1486376294556067e-09
1919,3.139876412205922e-07,7.366278698128781e-09
1920,2.86987585695897e-07,4.543339038320937e-09
1921,2.2869697602345695e-07,4.543648568500203e-09
1922,2.929040476828959e-07,2.2133805899215986e-09
1923,2.834458143752272e-07,3.1847844361720945e-09
1924,2.39784213817984e-07,7.734974438733389e-09
1925,2.936513396889495e-07,6.598906754362588e-09
1926,3.4664489589886216e-07,4.458455382660986e-09
1927,2.876500104775914e-07,1.1149224876660924e-09
1928,3.165013424677454e-07,6.8556245125250825e-09
1929,3.2084369649965083e-07,5.570202965543558e-09
1930,3.445181846473133e-07,3.1510811737689437e-09
1931,2.8627445658457873e-07,4.5621426636444085e-09
1932,3.167306203977205e-07,0.0
1933,3.0856080002195085e-07,3.4411986593596566e-09
1934,2.8995424372624257e-07,2.3963160344919743e-09
1935,2.633022404552321e-07,0.0
1936,2.970554930925573e-07,7.274828739411987e-09
1937,3.009277236287744e-07,2.5182236296217297e-09
1938,3.228338414373866e-07,3.8895642262559704e-09
1939,2.737635043104092e-07,0.0
1940,2.865434680643375e-07,0.0
1941,2.9810175306010933e-07,0.0
1942,2.9431853931782825e-07,3.034211770724937e-09
1943,2.903235269968718e-07,0.0
1944,3.566636621599173e-07,0.0
1945,3.616316632815142e-07,0.0
1946,3.494197073905525e-07,1.3921104269343232e-09
1947,3.3616856853768695e-07,4.7683483828109274e-09
1948,2.75058766874281e-07,0.0
1949,2.7487624265631894e-07,4.908504269707237e-09
1950,2.595028263385757e-07,2.1270722960764488e-09
1951,2.633366307236429e-07,7.462981344019681e-09
1952,2.9420002078950347e-07,0.0
1953,3.296791248885711e-07,2.1547654771580937e-09
1954,3.0294862085611385e-07,2.9317608341017376e-09
1955,2.7687542569765355e-07,3.754243138587299e-09
1956,2.930303537596046e-07,2.616342476002842e-09
1957,2.9332323947528494e-07,4.417518795207798e-09
1958,2.878740588130313e-07,2.4816730892496253e-09
1959,2.8445245447983325e-07,1.5501495642666896e-09
1960,2.595312480480061e-07,4.844583401109048e-09
1961,2.807056205256231e-07,7.64297514166401e-09
1962,3.0504810411002836e-07,1.2683912808952869e-09
1963,2.7868688334820035e-07,7.1126584622049904e-09
1964,3.2123352866619825e-07,2.4335873316516654e-09
1965,3.3707786428749387e-07,6.0192477668863376e-09
1966,2.847084488166729e-07,2.215629901769489e-09
1967,2.7856395945491386e-07,2.9582012395223956e-09
1968,3.1754311180520745e-07,2.245707841908029e-09
1969,2.6160523702856153e-07,1.8167031212712459e-09
1970,2.4465217052238586e-07,3.219107425067591e-09
1971,2.615444429920899e-07,2.0553589941130213e-09
1972,2.7087176590612216e-07,3.5911027485013847e-09
1973,2.811733850194287e-07,3.3079223804577396e-09
1974,2.250228732236792e-07,2.2502286700643026e-09
1975,2.6158579657931114e-07,3.4268881066168433e-09
1976,2.4053949232438754e-07,2.856763492431469e-09
1977,2.56815354759965e-07,1.1753563677885381e-09
1978,2.3465335630135087e-07,2.970295565063452e-09
1979,2.2647137143394502e-07,2.925986564150662e-09
1980,2.4332445036634454e-07,4.548120546843393e-09
1981,2.2139423094813537e-07,0.0
1982,2.6009433895524126e-07,1.8622506869903077e-09
1983,2.2608831784509675e-07,1.89459470334441e-09
1984,2.5341665832456783e-07,1.739702604197646e-09
1985,2.755125478870468e-07,0.0
1986,2.5716343543535913e-07,1.1988970927134801e-09
1987,2.315999552138237e-07,1.8332451112712533e-09
1988,2.5965078975787037e-07,5.996553809062277e-10
1989,2.6617391313266126e-07,1.0976244357863152e-09
1990,3.1929093324833957e-07,5.44865097484859e-10
1991,2.3621704769993812e-07,1.7584396161396398e-09
1992,2.462944905801123e-07,0.0
1993,2.8028389920109475e-07,1.661762283333701e-09
1994,2.3104178126232e-07,1.5824779264761446e-09
1995,2.743760205703438e-07,8.133675954979935e-09
1996,2.7811461222881917e-07,4.804283193493575e-09
1997,2.6707562028605025e-07,7.192341833217597e-09
1998,2.2934700893983972e-07,1.9072516899143466e-09
1999,2.687278310986585e-07,2.285100553223174e-09
2000,2.474097584581614e-07,1.3254094488601709e-09
2001,2.409666421954171e-07,1.3143635069212678e-09
2002,2.462246584400418e-07,1.752488598683044e-09
2003,2.58349217574505e-07,2.083461403401543e-09
2004,2.537159673465794e-07,8.809582507929292e-10
2005,2.310423496965086e-07,1.3511248786457486e-09
2006,2.4583803792666004e-07,2.8825228870488218e-09
2007,2.356742925258004e-07,7.988958938831558e-10
2008,2.2777302888243867e-07,2.1287198670449925e-09
2009,1.9549588614609092e-07,4.76819250749827e-10
2010,1.955650361651351e-07,4.723793023408973e-10
2011,1.617540164033926e-07,1.1471915639660324e-09
2012,1.4331904196751566e-07,1.3617010852229328e-09
2013,1.3973516388432472e-07,1.1156500168141292e-09
2014,1.463840959559093e-07,1.0827225782605865e-09
2015,1.553819402033696e-07,1.7732603163622684e-09
2016,1.3960831779513683e-07,8.285360175719347e-10
2017,1.2477431710067322e-07,7.54683426862357e-10
2018,1.3501070839083695e-07,5.162933414126769e-10
2019,1.2066172416780319e-07,1.53059265262101e-09
