year,ont_VERB apporté_VERB,ont_VERB rapporté_VERB
1855,1.16009641715209e-06,8.522940788679989e-07
1856,1.135875322688662e-06,8.423286885772541e-07
1857,1.1012684808520135e-06,8.806242135506182e-07
1858,1.1725247759386548e-06,8.143076684063999e-07
1859,1.1253703178226715e-06,7.882684371907089e-07
1860,1.1369725143595133e-06,8.806501909930375e-07
1861,1.1280585567874368e-06,7.75776015871088e-07
1862,1.1538936632859986e-06,8.236289090746141e-07
1863,1.161249315373425e-06,7.741662102489499e-07
1864,1.232724571309518e-06,7.839379918550549e-07
1865,1.1960091796936467e-06,8.881815460881626e-07
1866,1.1833170674435678e-06,8.894340339793416e-07
1867,1.4340057532535866e-06,7.871259981584444e-07
1868,1.4103339935900294e-06,8.190311291400576e-07
1869,1.3185501757106977e-06,8.585226396462531e-07
1870,1.3308726920513436e-06,8.216891842494078e-07
1871,1.5517540532528074e-06,7.551657290605363e-07
1872,1.4906690921634436e-06,8.13367137197929e-07
1873,1.3270971521706088e-06,8.757524483371526e-07
1874,1.2612399586942047e-06,7.946230198285775e-07
1875,1.4504071259580087e-06,8.027302556001814e-07
1876,1.4214181192073738e-06,1.2775229834005586e-06
1877,1.3717922229261603e-06,8.485567377647385e-07
1878,1.5611044545948971e-06,9.028437375491194e-07
1879,1.5426046502398094e-06,8.858521596266655e-07
1880,1.434388650523033e-06,7.759176128274703e-07
1881,1.4956028735468863e-06,8.360036645171931e-07
1882,1.480157607147703e-06,7.493963494198397e-07
1883,1.4490244666376384e-06,9.213596285917447e-07
1884,1.52895302107936e-06,8.846274113238906e-07
1885,1.4663821730209747e-06,9.301052159571555e-07
1886,1.4210527297109365e-06,9.176825415124767e-07
1887,1.5068758330016863e-06,7.965288091327238e-07
1888,1.4691204341943376e-06,8.699323643668322e-07
1889,1.85385397344362e-06,8.915289413380378e-07
1890,1.6798892374936258e-06,8.212646207539365e-07
1891,1.5782568425493082e-06,7.693683414800034e-07
1892,1.6329474874510197e-06,8.976509775493469e-07
1893,1.7650021391091286e-06,9.878100399873802e-07
1894,1.6434414646937512e-06,8.374745448236354e-07
1895,1.7544260799695621e-06,9.082089036382968e-07
1896,1.881152229543659e-06,9.570877637088415e-07
1897,1.935051614054828e-06,9.841319297265727e-07
1898,1.7789867570172646e-06,8.691233119861863e-07
1899,1.774352654138056e-06,9.352662573292037e-07
1900,1.9144604266330134e-06,8.684631893629557e-07
1901,1.7766601558832917e-06,9.087289640774543e-07
1902,1.691101715550758e-06,6.908769591973396e-07
1903,1.7923331370184314e-06,9.06696982383437e-07
1904,1.8445713294568122e-06,9.147611876869632e-07
1905,1.799040546757169e-06,9.568046834829147e-07
1906,1.9326701021782355e-06,8.703960361344798e-07
1907,2.1101086531416513e-06,9.581117410562001e-07
1908,1.8643632984094438e-06,9.002575893646281e-07
1909,2.067269633698743e-06,1.0237330343443318e-06
1910,1.965578576346161e-06,8.710965744285204e-07
1911,2.028126573350164e-06,8.688170964887831e-07
1912,2.119192458849284e-06,9.475937190472905e-07
1913,2.3364973458228633e-06,9.380988785778754e-07
1914,2.3378331661660923e-06,9.214719511874137e-07
1915,2.929875563495443e-06,9.577759101375705e-07
1916,2.8292715796851553e-06,9.075643561118341e-07
1917,2.763538986982894e-06,8.279650387521542e-07
1918,2.6659879495127825e-06,9.441801580578613e-07
1919,2.695137254704605e-06,8.903989510145038e-07
1920,2.43674412558903e-06,8.715638841749751e-07
1921,2.2922706648387248e-06,9.155451721198915e-07
1922,2.4878397653083084e-06,8.779743438935839e-07
1923,2.2028091279935325e-06,6.868518198643869e-07
1924,2.323070702914265e-06,8.211964654947224e-07
1925,2.3448114916391205e-06,7.775711878821312e-07
1926,2.4811304228933295e-06,8.292727216030471e-07
1927,2.3636357582290657e-06,8.328470926244336e-07
1928,2.4737378225836437e-06,7.186980042206415e-07
1929,2.362880195505568e-06,8.488989919896994e-07
1930,2.5019583063112805e-06,8.444897048320854e-07
1931,2.682539843590348e-06,7.744237109363894e-07
1932,2.567819365140167e-06,7.288091978807643e-07
1933,2.701340918065398e-06,8.49976061090274e-07
1934,2.7318003503751243e-06,7.979732572493958e-07
1935,2.599511390144471e-06,8.617164439783664e-07
1936,2.8699198537651682e-06,8.693420454619627e-07
1937,2.9639491003763396e-06,7.491715336982452e-07
1938,3.063680196646601e-06,7.480928729819425e-07
1939,2.913516709668329e-06,7.754083526378963e-07
1940,2.649893076522858e-06,6.694467060697207e-07
1941,2.7921214496018365e-06,6.139125616755337e-07
1942,2.6640379928721813e-06,6.553897264893749e-07
1943,2.7580733785725897e-06,7.374217148026219e-07
1944,2.676584017535788e-06,5.526680411094276e-07
1945,2.8059132546331966e-06,5.773035809397697e-07
1946,2.585149104561424e-06,7.907187296041229e-07
1947,2.6702750801632646e-06,6.771054472665128e-07
1948,2.9843331503798254e-06,9.012795203489077e-07
1949,3.0334556413436076e-06,7.853606689423032e-07
1950,2.8726110485877143e-06,6.625830337725347e-07
1951,2.8401973395375535e-06,7.079170813995006e-07
1952,2.93461903311254e-06,7.391907388409891e-07
1953,3.0834694371151272e-06,7.444714924531581e-07
1954,2.9415334665827686e-06,6.879865281916864e-07
1955,2.8851359274995048e-06,6.964120871089108e-07
1956,2.836987277987646e-06,7.064124929456739e-07
1957,3.0145149594318355e-06,7.916193567325536e-07
1958,2.978834800160257e-06,6.171093787088466e-07
1959,2.863901272576186e-06,7.115186235751025e-07
1960,2.852767465810757e-06,6.900070843585127e-07
1961,2.7660621526592877e-06,7.365048872998159e-07
1962,2.7746059458877426e-06,6.747841894139128e-07
1963,2.7170356133865425e-06,6.498383413600095e-07
1964,2.6714703835750697e-06,6.540266213050927e-07
1965,2.4421728994639125e-06,6.418707130251278e-07
1966,2.6260752292728284e-06,6.364396654134907e-07
1967,2.5805377390497597e-06,6.572137181137805e-07
1968,2.526421440052218e-06,6.579924161087547e-07
1969,2.4661744646437e-06,7.048807901810505e-07
1970,2.396395530013251e-06,6.396826393029187e-07
1971,2.3806196622899733e-06,6.458965913225256e-07
1972,2.5455788090766873e-06,6.710232014484063e-07
1973,2.274196504004067e-06,7.007282079030119e-07
1974,2.3154852897278033e-06,6.255635867091769e-07
1975,2.3479894935007906e-06,5.52871256331855e-07
1976,2.36082928495307e-06,5.290725653139816e-07
1977,2.420646524115e-06,5.759246164416254e-07
1978,2.372078142798273e-06,5.904947784074466e-07
1979,2.3466413949790876e-06,6.086052053433377e-07
1980,2.2496142264571972e-06,5.372467626330035e-07
1981,2.2613839973928407e-06,5.927039978814719e-07
1982,2.4010619199543726e-06,5.31982948359655e-07
1983,2.393504701103666e-06,5.24802771906252e-07
1984,2.426884975648136e-06,5.688827400263108e-07
1985,2.2438032374338945e-06,5.63657806651463e-07
1986,2.3264597075467464e-06,5.706750130229921e-07
1987,2.2817789613327477e-06,6.538573984471441e-07
1988,2.2529052330355626e-06,5.948581360826211e-07
1989,2.216652546849218e-06,6.289387783908751e-07
1990,2.2083381736592855e-06,5.486791678777081e-07
1991,2.087853999910294e-06,6.652762749581598e-07
1992,2.2750559764972422e-06,5.228936856838118e-07
1993,2.217898554590647e-06,5.361952730709163e-07
1994,2.2339313545671757e-06,5.607246862382453e-07
1995,2.261162080685608e-06,6.317155225588067e-07
1996,2.2105039079178823e-06,4.905706987301528e-07
1997,2.160579470000812e-06,5.312742814567173e-07
1998,2.16377702599857e-06,5.025607947573008e-07
1999,2.2243168587010587e-06,5.721892080146063e-07
2000,2.2121082565718098e-06,5.805293312732829e-07
2001,2.1761479729320854e-06,5.55975759652938e-07
2002,2.0815182324440684e-06,6.129328653514676e-07
2003,2.1617995571432402e-06,6.250384103623219e-07
2004,2.104609166053706e-06,6.334090016935079e-07
2005,2.12261716114881e-06,7.205999281723052e-07
2006,1.9918234102078713e-06,6.576270266123174e-07
2007,1.915352868309128e-06,6.978355600040231e-07
2008,1.8979666265295236e-06,5.824177264912578e-07
2009,1.806191335163021e-06,6.890037980156194e-07
2010,1.784176674846094e-06,5.559904252550041e-07
2011,1.5957434698066209e-06,7.319082442336367e-07
2012,1.5455307220690884e-06,6.99233510204067e-07
2013,1.406834712724958e-06,5.965938498775358e-07
2014,1.2841089755966095e-06,4.913395059702452e-07
2015,1.2669944453591597e-06,4.5816614147042856e-07
2016,1.2720099675789243e-06,5.687899715667299e-07
2017,1.2706352663371945e-06,4.4727568138114293e-07
2018,1.2607883945747744e-06,5.090652166472864e-07
2019,1.166311562883493e-06,4.479534538859298e-07
