year,auraient_VERB apporté_VERB,auraient_VERB rapporté_VERB
1871,6.691341525311145e-08,8.496941816815706e-09
1872,4.9588180672799353e-08,1.6327815544059376e-08
1873,7.721946104766175e-08,3.23244258026989e-08
1874,7.05003913026303e-08,3.4652732239237594e-08
1875,4.748867610260277e-08,1.4303817685856757e-08
1876,5.683254045152353e-08,2.5997863417615008e-08
1877,4.08197848855707e-08,3.030559980743419e-08
1878,7.669642343444139e-08,2.113680963589104e-08
1879,4.032154521382836e-08,1.710611030603104e-08
1880,5.711883233061599e-08,2.4387816210946767e-08
1881,7.878933416805012e-08,1.743126887276958e-08
1882,6.256062334841772e-08,2.5956001792337702e-08
1883,4.486730631469982e-08,1.64302811356265e-08
1884,7.12983307948889e-08,1.5183903911974994e-08
1885,4.576401479994274e-08,7.7347630522695e-09
1886,5.485444276587259e-08,1.4197620856748472e-08
1887,7.63884173693441e-08,2.9380160526670807e-08
1888,6.721051448721482e-08,2.599652049184442e-08
1889,4.761503902273034e-08,2.255449160770695e-08
1890,5.046877760150892e-08,1.9663159989136147e-08
1891,4.3344694944380535e-08,2.358461337337303e-08
1892,6.958048714977849e-08,2.6327752422616868e-08
1893,6.343169189904074e-08,1.539604177480669e-08
1894,6.868678070759415e-08,2.079507943619774e-08
1895,5.356566745717828e-08,1.745398137131815e-08
1896,8.019959096827733e-08,2.5946928161602045e-08
1897,4.603103676004139e-08,2.9133568446582103e-08
1898,5.714938566825367e-08,2.319925584970406e-08
1899,5.8039574923896e-08,1.713549302451156e-08
1900,4.152842336679896e-08,2.076421168339948e-08
1901,4.470991044058792e-08,1.620734302321125e-08
1902,4.7629754362787935e-08,1.6694965410124496e-08
1903,6.102249017203576e-08,2.5381035939631147e-08
1904,4.407192477628996e-08,1.827372564378038e-08
1905,6.244518147013878e-08,1.8062657147766004e-08
1906,5.96725371337925e-08,4.629765903985117e-09
1907,5.0399865614281225e-08,2.674278576364486e-08
1908,6.581261402516247e-08,1.9154416719402434e-08
1909,5.0609049395689e-08,1.980354014108343e-08
1910,5.183825990684454e-08,1.7635697346918278e-08
1911,8.24657959697106e-08,2.926205766584644e-08
1912,4.844761747335724e-08,1.6670147928721235e-08
1913,5.302989691813309e-08,2.0151361468379037e-08
1914,6.227971738326232e-08,3.147469485043075e-08
1915,8.835571208010151e-08,5.890381071793627e-09
1916,7.361599330124591e-08,4.394984820521586e-09
1917,6.360526327853222e-08,1.7546279096336548e-08
1918,2.756730310693456e-08,2.986458014220261e-08
1919,3.498982437122322e-08,3.6831393490643904e-09
1920,3.7861159540852896e-08,1.3630017114962811e-08
1921,6.133925722906497e-08,9.844571380313027e-09
1922,6.049906886573808e-08,4.205423209668879e-08
1923,6.051090650771584e-08,2.653987074552333e-08
1924,5.414482373566898e-08,1.5469948877466777e-08
1925,7.588742789721437e-08,1.4297631523163545e-08
1926,4.124071395494866e-08,3.6782257240020044e-08
1927,5.686104742608222e-08,2.5643217327342427e-08
1928,4.4561559775502246e-08,6.8556245125250825e-09
1929,3.8991423423340166e-08,1.3368487650211591e-08
1930,4.621585603103995e-08,1.6805765667982087e-08
1931,4.44808918587114e-08,1.596749932275543e-08
1932,6.794912366103745e-08,1.8631212128639163e-08
1933,3.785318369864399e-08,1.261772819560747e-08
1934,6.589868917217245e-08,1.5576054224197833e-08
1935,6.103825000991492e-08,1.0771455727365264e-08
1936,4.00115567344983e-08,8.487299751891442e-09
1937,7.428759829508635e-08,2.6441348666139675e-08
1938,4.797129449229942e-08,1.4261735792331365e-08
1939,5.505858169385647e-08,9.176430282309411e-09
1940,7.100192078723921e-08,2.7893612752905028e-08
1941,7.969057236323351e-08,1.1806010391524069e-08
1942,7.58552971547033e-08,2.1239483061208375e-08
1943,5.8064703267746154e-08,2.6129116648121453e-08
1944,8.032965581605822e-08,1.6065930807940276e-08
1945,8.06046500656521e-08,4.1391576388605245e-08
1946,7.378185529205439e-08,1.8097434661967782e-08
1947,7.271731305991125e-08,1.6689218895749036e-08
1948,6.414413888933268e-08,9.784699273041042e-09
1949,6.184715317658629e-08,1.2762110479513922e-08
1950,3.93508372553697e-08,1.595304155443955e-08
1951,6.610068936652169e-08,1.5992101864981123e-08
1952,5.694194271654851e-08,1.5817205323287453e-08
1953,6.572035005092403e-08,1.4005975934594517e-08
1954,3.615838295445428e-08,1.5636057781875934e-08
1955,4.598947711542678e-08,2.2525458831523792e-08
1956,4.7094165012140365e-08,1.0465369904011368e-08
1957,7.068030072332476e-08,1.501956425897788e-08
1958,5.9560154141991006e-08,1.4062814024384807e-08
1959,6.743150748889093e-08,2.2477168570844697e-08
1960,4.706166834012038e-08,1.5225833038812198e-08
1961,5.141637871020066e-08,1.181187059273725e-08
1962,6.976151922799545e-08,1.1415521861124489e-08
1963,4.978861056770256e-08,2.133797494252576e-08
1964,5.353892262860427e-08,1.8251904876365188e-08
1965,5.909806688464414e-08,2.681301225493371e-08
1966,5.206730335771681e-08,1.8832853498906843e-08
1967,6.015009290649687e-08,5.916402479044791e-09
1968,4.9405574742422687e-08,1.257596426995633e-08
1969,6.267625707323532e-08,1.6804504454626112e-08
1970,5.28853369985427e-08,2.1614008360870685e-08
1971,4.624557803367679e-08,1.849823050292798e-08
1972,5.643161671287089e-08,1.9494558856081312e-08
1973,4.796487118596815e-08,1.8193572870472963e-08
1974,5.456804430536977e-08,1.8564387360697765e-08
1975,4.397839603598186e-08,1.1422960355389478e-08
1976,3.8851982964160925e-08,1.8854638739185248e-08
1977,5.05403221495726e-08,1.9981058585472056e-08
1978,4.633661276898238e-08,2.3762364520507617e-08
1979,4.6230589134665934e-08,2.4578287849408298e-08
1980,4.207011627954671e-08,2.1035058139773355e-08
1981,4.048351698315855e-08,1.5813874654213578e-08
1982,4.407326770206055e-08,1.6760255405756652e-08
1983,5.494324994970157e-08,1.7682884490000106e-08
1984,5.103127520555972e-08,2.2616132966390978e-08
1985,3.9702683807263384e-08,2.1054452403745927e-08
1986,3.6566362382473017e-08,1.3187867686781374e-08
1987,5.560843163721074e-08,1.4054879038383206e-08
1988,3.47800117594943e-08,1.199310784016916e-08
1989,4.445378820605583e-08,2.3050112929468014e-08
1990,5.339677855431546e-08,2.7243254763220648e-08
1991,4.10302547493302e-08,1.875668864670388e-08
1992,4.958949872957419e-08,2.7549720726938176e-08
1993,3.822053074031828e-08,2.4372512896775334e-08
1994,3.6924486579437144e-08,1.0549853435293244e-08
1995,4.609083248396928e-08,1.6809597269684673e-08
1996,4.5907594170557786e-08,1.3345230698291743e-08
1997,3.787966562640577e-08,1.8700088588730068e-08
1998,4.577404055794432e-08,2.527108478034279e-08
1999,5.210029385693815e-08,2.1479944933844308e-08
2000,4.462211933287108e-08,1.8555732950176207e-08
2001,4.9945814595275806e-08,2.015357480900093e-08
2002,4.644094886430139e-08,1.7963008858146168e-08
2003,4.5419458416517955e-08,1.6250998768896352e-08
2004,3.479784993487556e-08,1.9821561281219147e-08
2005,4.954124577238872e-08,1.3511249008502091e-08
2006,5.60033015517547e-08,2.4707340173790726e-08
2007,4.074368931128447e-08,2.5165221018141892e-08
2008,2.8950589481269162e-08,2.426740586258802e-08
2009,3.2423709939166656e-08,1.8119131084404216e-08
2010,3.259417269418918e-08,1.842279218067233e-08
2011,3.326855591012645e-08,2.0267052036615496e-08
2012,2.927657405393802e-08,2.382976838077866e-08
2013,3.5142974752488954e-08,2.0081699858565116e-08
2014,3.009968807532459e-08,1.667392801607548e-08
2015,3.3026974932681696e-08,1.2634480128781433e-08
2016,2.9205894591655124e-08,1.7399257146166747e-08
2017,2.9432651871275084e-08,1.4842107098900215e-08
2018,2.581466773676766e-08,1.858655984676716e-08
2019,2.984655722571006e-08,1.632632162795744e-08
