year,devrait_VERB établir_VERB,devrait_VERB rétablir_VERB
1849,2.8490010350878947e-08,1.6758829879393033e-09
1850,4.955967014552698e-08,1.3577992064028876e-09
1851,4.6435957301582675e-08,2.579775504329973e-09
1852,2.408901877970493e-08,0.0
1853,4.538668108011734e-08,9.555090940693844e-09
1854,4.520228102933288e-08,8.313063126763609e-09
1855,3.8209947206269135e-08,1.0613874223963649e-09
1856,5.021873406008126e-08,6.212626857404757e-09
1857,2.5383847912507917e-08,1.4644527812635033e-09
1858,2.397901255335455e-08,7.829881631948865e-09
1859,3.258990943777462e-08,3.5645213447565993e-09
1860,3.4328881071132855e-08,1.373155145145688e-09
1861,4.527325359049428e-08,4.2443675241088386e-09
1862,1.9879140111811466e-08,4.517986262886353e-10
1863,2.996772607843923e-08,0.0
1864,3.16452037907311e-08,6.233146443435089e-09
1865,3.577201823645737e-08,1.882737743486018e-09
1866,2.8707116683790446e-08,1.4596839292835284e-09
1867,3.4454963326879806e-08,1.94112459439566e-09
1868,3.803702952609456e-08,2.4699371437009177e-09
1869,3.90681549333749e-08,0.0
1870,3.4404294524392753e-08,4.013834153937523e-09
1871,7.434824311758348e-08,0.0
1872,4.051717183983783e-08,1.0280476914203973e-08
1873,3.5317427204972773e-08,1.7958012854535355e-09
1874,3.1067965977626955e-08,2.9873046258899194e-09
1875,4.4627910256167524e-08,3.432916173551348e-09
1876,2.5997863417615008e-08,3.627608879952504e-09
1877,4.08197848855707e-08,2.4739263970730008e-09
1878,3.140326043649111e-08,1.8117265465633636e-09
1879,5.1318330918093125e-08,6.10932526790009e-10
1880,4.043243251317108e-08,7.701415505323439e-09
1881,5.159655458442103e-08,1.4642266066289267e-08
1882,5.457415852561098e-08,5.324308105514319e-09
1883,4.73950407808843e-08,3.791603475633565e-09
1884,4.885255577846692e-08,3.300848483434038e-09
1885,5.994441210077639e-08,1.933690763067375e-09
1886,3.87207848007165e-08,6.453463874400711e-10
1887,6.724792456225259e-08,7.834709769838355e-09
1888,4.057993407968752e-08,1.268122939990235e-09
1889,4.322944491264025e-08,3.759081934617825e-09
1890,6.685473863399238e-08,6.554386366985909e-09
1891,7.33035321331954e-08,4.461953917456185e-09
1892,5.2655504845233736e-08,1.8805537127519756e-09
1893,8.498614789687053e-08,1.1700991287000306e-08
1894,7.246769939683873e-08,2.520615716150587e-09
1895,6.319545065025522e-08,1.023164486468886e-08
1896,6.368791360955584e-08,4.1279202278587945e-09
1897,5.535378022614168e-08,4.078699600285063e-09
1898,6.563691812289107e-08,3.960848538042683e-09
1899,6.964748422433331e-08,1.1607914629507832e-08
1900,7.371295396296773e-08,3.633737311048435e-09
1901,6.818261510943557e-08,3.353243460679778e-09
1902,5.254003809795904e-08,1.4730852093691738e-09
1903,6.480264147512571e-08,5.940242076007962e-09
1904,3.815983973254333e-08,4.837162670412454e-09
1905,5.522012003211785e-08,2.0643036169332163e-09
1906,7.613392938310426e-08,1.594697174311932e-08
1907,6.325697654574469e-08,3.0857059130084963e-09
1908,7.317969874520713e-08,1.964555629285769e-09
1909,5.721022944271681e-08,1.1001967115120692e-09
1910,7.32148635051999e-08,5.34415089958884e-09
1911,5.852411533169288e-08,5.3203743632934675e-09
1912,8.803922213473925e-08,6.772247651554153e-09
1913,4.8787505591008085e-08,2.6514948014977335e-09
1914,6.964613419313537e-08,1.4732836284281348e-08
1915,6.597226587246041e-08,1.295883844676382e-08
1916,3.625862632361532e-08,3.2962386153911893e-09
1917,4.496234140560773e-08,6.57985488317081e-09
1918,7.006689628497043e-08,4.594550517822427e-09
1919,5.985101125816072e-08,4.603924352863942e-09
1920,6.13350792377787e-08,0.0
1921,6.28538003866197e-08,4.543648568500203e-09
1922,5.3858929760508545e-08,3.6889677978990676e-09
1923,6.051090650771584e-08,2.1231896241147297e-09
1924,4.769901096324247e-08,2.578324886925998e-09
1925,6.598907020816114e-08,3.299453377181294e-09
1926,6.13037585139864e-08,1.1146138456652466e-09
1927,4.4596898618465275e-08,0.0
1928,5.3702393643106916e-08,2.2852082448565625e-09
1929,5.681607362362229e-08,1.4482528065684619e-08
1930,6.19712636762415e-08,8.402882833991043e-09
1931,4.5621426636444085e-08,3.4216069977333063e-09
1932,4.055028668403793e-08,4.383814644626227e-09
1933,5.850037609889114e-08,5.735331320977366e-09
1934,6.470052937856963e-08,1.0783422155213884e-08
1935,4.0692164304800826e-08,7.180970484910176e-09
1936,4.607391446143083e-08,1.2124714565686645e-09
1937,7.051026074123001e-08,3.777335333410292e-09
1938,4.148868626430158e-08,3.8895642262559704e-09
1939,3.5176316970364496e-08,3.058810094103137e-09
1940,3.0429394115571995e-08,7.607348528892999e-09
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,0.0
1943,9.00002916637277e-08,1.1612940831184915e-08
1944,7.069009200222354e-08,6.4263723231761105e-09
1945,1.8299434145774285e-07,0.0
1946,5.986074569364064e-08,8.352662561605939e-09
1947,8.106191984325051e-08,1.3112957830685446e-08
1948,6.19697573256417e-08,2.174377566888097e-09
1949,5.3011845579931105e-08,3.9268033269479474e-09
1950,4.679559140186029e-08,3.190608444114673e-09
1951,4.797630737130021e-08,5.330700769690111e-09
1952,7.592258555177978e-08,8.435843135146115e-09
1953,4.5250075686453783e-08,9.69644453618912e-09
1954,5.863521579385633e-08,7.818028890937967e-09
1955,6.006789021739678e-08,2.815682353940474e-09
1956,6.802490304380626e-08,7.849027205963921e-09
1957,6.184526313290917e-08,6.184526224473075e-09
1958,3.4743422361316334e-08,9.926692356998501e-09
1959,4.960478605653407e-08,3.100299128533379e-09
1960,4.429333344546649e-08,1.3841666701708277e-09
1961,5.072156383789661e-08,5.55852741612739e-09
1962,4.3759499135376245e-08,6.341956293454132e-09
1963,7.56528208967211e-08,4.526237162849611e-09
1964,4.9280142633278956e-08,3.6503808864551957e-09
1965,6.183409340110302e-08,6.5664522708175355e-09
1966,5.9822006903687e-08,6.092982118843793e-09
1967,3.4019315364730573e-08,7.888536934785861e-09
1968,6.063411461809665e-08,1.0779397818794223e-08
1969,7.493900255894914e-08,7.2668124850849836e-09
1970,7.817832425871529e-08,6.898087434592526e-09
1971,7.347908592691965e-08,1.0276794526475896e-08
1972,4.719735002822745e-08,5.130146973897354e-09
1973,4.6310912438229934e-08,6.615844760915479e-09
1974,8.26959052346865e-08,1.6876715580593782e-09
1975,8.167416609694556e-08,3.998036124386317e-09
1976,6.113473460800378e-08,4.570821499072508e-09
1977,7.110906352636448e-08,6.464460078348111e-09
1978,4.6930672681355645e-08,7.128709622605811e-09
1979,5.442335293537326e-08,8.777959692451986e-09
1980,6.65162644963857e-08,5.116635559687666e-09
1981,7.40089305395486e-08,1.2018544381930951e-08
1982,5.27637702418815e-08,1.8622506869903077e-09
1983,5.683784465304598e-08,5.052252838311233e-09
1984,5.9149886766363124e-08,5.219107812592938e-09
1985,6.256180284935908e-08,6.015557829641693e-09
1986,5.454981888419752e-08,1.3787316177626963e-08
1987,4.7053291041265766e-08,3.6664902225425067e-09
1988,5.157036397918091e-08,1.0793796967334401e-08
1989,5.597884467078984e-08,3.2928733073589456e-09
1990,5.067245467671455e-08,1.2531897297662908e-08
1991,6.330382262831336e-08,8.7921980806982e-09
1992,4.35285585353995e-08,8.264915862810085e-09
1993,3.932837344677864e-08,2.2156829704300662e-09
1994,6.593658241627054e-08,1.2659823411809157e-08
1995,5.747797970911961e-08,9.760411145975922e-09
1996,5.17794944698835e-08,1.5480466686312866e-08
1997,4.938741327009666e-08,1.054876808126437e-08
1998,4.4343600791307836e-08,5.72175506974304e-09
1999,5.7127515162846976e-08,5.484241505371301e-09
2000,6.273604924444953e-08,7.068850393920911e-09
2001,7.360435461123416e-08,1.0076787404500465e-08
2002,5.607963515785741e-08,7.886198361006791e-09
2003,6.125376472709831e-08,7.91715315529018e-09
2004,5.682180770349987e-08,7.928623979580607e-09
2005,5.4044996034008363e-08,6.7556245042510454e-09
2006,6.670981633760675e-08,4.529678854225949e-09
2007,5.1129337208521974e-08,4.7933754743212376e-09
2008,4.8109068728763305e-08,9.79211112195344e-09
2009,4.768192596316112e-08,7.1522885392028e-09
2010,4.2986517456711226e-08,5.668551850135373e-09
2011,3.6710130046913036e-08,4.5887662558641296e-09
2012,2.6893596682953103e-08,5.1063788752969685e-09
2013,2.370756213565528e-08,6.414987652192394e-09
2014,2.3819897165822113e-08,7.795602385840539e-09
2015,1.6402658786773827e-08,4.654808538617772e-09
2016,2.2991875070488277e-08,5.59261792432153e-09
2017,1.9370206771895937e-08,4.2765391228272165e-09
2018,2.1684320117287825e-08,4.3884935685412074e-09
2019,2.5509876877549686e-08,6.887666881283394e-09
