year,voulaient_VERB envoyer_VERB,voulaient_VERB renvoyer_VERB
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,3.859242703185828e-09,5.513203782392395e-10
1974,1.0688586016271984e-08,1.6876715580593782e-09
1975,4.569184142155791e-09,0.0
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,4.7014254711541525e-09,0.0
1978,1.3069301196821925e-08,1.7821774056514528e-09
1979,7.022368020415115e-09,2.925986564150662e-09
1980,7.95921106799824e-09,1.7055452605774235e-09
1981,2.5302198114474095e-09,0.0
1982,6.2075020679230875e-09,0.0
1983,3.78918940668882e-09,0.0
1984,1.0438215625185876e-08,0.0
1985,4.210890747202711e-09,2.4062232206745193e-09
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,1.2221633705067347e-09
1988,7.195864348830128e-09,1.798966087207532e-09
1989,9.329808037250586e-09,2.1952488715726304e-09
1990,1.1442167213715493e-08,2.179460389939436e-09
1991,7.6199047072123e-09,3.5168792322792797e-09
1992,8.264915862810085e-09,5.509944056569793e-09
1993,7.200969598386564e-09,1.1078414852150331e-09
1994,8.967375286772494e-09,2.1099706426497278e-09
1995,1.6809597269684673e-08,1.0844901643380922e-09
1996,7.473328622609188e-09,1.067618438099771e-09
1997,4.315404922294874e-09,9.58978896292706e-10
1998,6.675381136744818e-09,1.43043876743576e-09
1999,8.226361813967742e-09,5.0272213059088244e-09
2000,6.185244316725402e-09,2.2090156370779823e-09
2001,7.886181485616817e-09,0.0
2002,5.257465574004527e-09,8.76244299341522e-10
2003,7.91715315529018e-09,2.083461403401543e-09
2004,5.726228824443069e-09,4.404791253964646e-10
2005,8.106749049829887e-09,1.3511248786457486e-09
2006,1.0294725072412803e-08,5.7650457740976435e-09
2007,6.7906151812735516e-09,3.1955835755326234e-09
2008,8.940623352771127e-09,1.2772318758180745e-09
2009,9.059565542202108e-09,1.907277002999308e-09
2010,6.613310343794865e-09,9.447586046817946e-10
2011,9.177532511728259e-09,1.1471915639660324e-09
2012,7.829781267787439e-09,0.0
2013,1.059867482666732e-08,8.367375126105969e-10
2014,1.0394137106572998e-08,1.9489005964601347e-09
2015,9.531274436369586e-09,1.994917786518613e-09
2016,1.0563834251797743e-08,1.6570720351438695e-09
2017,1.0062445099379147e-08,1.0062445321423752e-09
2018,9.809573597863164e-09,1.290733298020541e-09
2019,9.693753355577428e-09,2.04079020349468e-09
