year,voulut_VERB assurer_VERB,voulut_VERB rassurer_VERB
1867,4.270474107670452e-08,1.0190904120577216e-08
1868,3.210918109175509e-08,9.87974857480367e-09
1869,2.8324411260882698e-08,4.395167341186834e-09
1870,5.963410387721524e-08,1.1468097582678638e-08
1871,5.416800519242315e-08,5.3105884134652115e-09
1872,5.019291648977742e-08,4.8378714367913744e-09
1873,3.591602748542755e-08,1.1972008939764578e-09
1874,6.930546447847519e-08,1.7923826867161097e-09
1875,5.607096653648114e-08,1.0870901512305409e-08
1876,3.264847947548333e-08,4.232210137899983e-09
1877,6.679601227688181e-08,2.783167118991514e-08
1878,6.159870480360041e-08,6.039088673581716e-10
1879,2.5659165459046562e-08,1.3440515367335593e-08
1880,2.8238524407697696e-08,8.984985200299889e-09
1881,2.9284532132578533e-08,6.972507571312292e-10
1882,4.5256619785050134e-08,1.3310770263785798e-09
1883,4.423537092179686e-08,2.5277355764075082e-09
1884,5.941527092545584e-08,4.621187876807653e-09
1885,3.0939052209078e-08,1.160214413431504e-08
1886,3.033127882190456e-08,3.872078213618124e-09
1887,4.113222473733913e-08,3.264462256069578e-09
1888,4.057993407968752e-08,1.9021844099853524e-09
1889,3.4458253139746375e-08,2.5060546970934183e-09
1890,2.1629475099871343e-08,1.9663159989136147e-09
1891,2.677172439291553e-08,2.5496880162734215e-09
1892,3.447681962143179e-08,1.8805537127519756e-09
1893,3.387129154930335e-08,4.310891643655168e-09
1894,2.6466464575491955e-08,1.8904617871129403e-09
1895,4.1528441130367355e-08,6.018614495673091e-09
1896,3.538217541176891e-08,2.948514543632541e-09
1897,3.204692333724779e-08,5.2440420894583895e-09
1898,5.997856078465702e-08,1.6975064687230201e-09
1899,5.03009616181771e-08,2.2110313580014918e-09
1900,3.5818267463127995e-08,1.6092265298084385e-08
1901,2.8502569193733507e-08,1.1177477832191585e-09
1902,3.535404502486017e-08,9.820567692386817e-10
1903,3.0241231741001684e-08,7.560307935250421e-09
1904,3.869730136329963e-08,6.449550227216605e-09
1905,2.5287718585786934e-08,4.64468330463319e-09
1906,2.4692084821253957e-08,6.173021205313489e-09
1907,2.262851062084792e-08,2.5714217422034835e-09
1908,3.290630701258124e-08,5.40252820258047e-09
1909,3.025541062129378e-08,3.300590023513905e-09
1910,2.8858414324872683e-08,2.137660271017694e-09
1911,2.500575924102577e-08,6.916486494645824e-09
1912,4.063348413296808e-08,3.125652625612929e-09
1913,2.7575547179026216e-08,5.302989602995467e-09
1914,4.955590426902745e-08,1.4063162190325329e-08
1915,3.180805663305364e-08,3.534228465440492e-09
1916,2.4172416956957932e-08,1.4283700444650549e-08
1917,2.631941953268324e-08,0.0
1918,3.331049214239101e-08,5.743188147278033e-09
1919,2.3940405213807026e-08,2.762354567309444e-09
1920,2.4231141537711665e-08,3.028892692213958e-09
1921,2.196096815509918e-08,2.2718242842501013e-09
1922,2.0658220023506146e-08,6.640141769764796e-09
1923,5.095655097875351e-08,3.1847844361720945e-09
1924,1.4180787211159895e-08,1.289162443462999e-09
1925,3.079489729884699e-08,4.399271169575059e-09
1926,2.5636119005412183e-08,3.343841648018042e-09
1927,3.0102906833917586e-08,1.0034302277972529e-08
1928,2.2852082892654835e-08,3.4278122562625413e-09
1929,3.8991423423340166e-08,2.2280812750352652e-09
1930,2.520864939015155e-08,0.0
1931,2.9653927313688655e-08,7.983749661377715e-09
1932,1.753525857850491e-08,3.287861094491973e-09
1933,2.523545639121494e-08,2.2941324395731044e-09
1934,3.714289675826876e-08,2.3963160344919743e-09
1935,1.6755597798123745e-08,0.0
1936,1.9399543305098632e-08,2.424942913137329e-09
1937,2.1404900962807005e-08,5.0364472592434595e-09
1938,1.1668692678767911e-08,3.8895642262559704e-09
1939,1.6823456405745674e-08,4.588215141154706e-09
1940,3.0429394115571995e-08,0.0
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,3.774205836748479e-08,0.0
1944,9.639558484764166e-09,0.0
1945,2.3963544037997053e-08,4.357008087652048e-09
1946,3.7586982415405146e-08,5.568441707737293e-09
1947,2.7418003867296648e-08,0.0
1948,8.697510267552389e-09,4.348755133776194e-09
1949,1.2762110479513922e-08,4.908504269707237e-09
1950,1.808011518278363e-08,2.1270722960764488e-09
1951,1.8124383771578323e-08,2.1322803522849654e-09
1952,1.687168627029223e-08,2.1089607837865287e-09
1953,1.8315507332999914e-08,0.0
1954,2.34540866728139e-08,5.863521668203475e-09
1955,2.2525458831523792e-08,1.8771215692936494e-09
1956,1.657016923672927e-08,8.72114158667614e-10
1957,2.5621609722747962e-08,8.835037701437898e-10
1958,1.0753916868111446e-08,5.790570245522986e-09
1959,1.8601795659378695e-08,2.325224457422337e-09
1960,1.3841666479663672e-08,4.152500121534786e-09
1961,1.598076693198891e-08,0.0
1962,2.980719671086263e-08,5.0735651235811474e-09
1963,1.2285501505004959e-08,3.2330267352165265e-09
1964,7.909158661334459e-09,4.867174663303331e-09
1965,1.8057743744748223e-08,0.0
1966,1.4401594583546284e-08,6.092982118843793e-09
1967,1.9721342781053863e-08,4.930335695263466e-09
1968,2.2007936806289763e-08,3.1439910674890825e-09
1969,1.6350327314285096e-08,3.6334062425424918e-09
1970,1.4256047897731605e-08,1.8394900047624674e-09
1971,1.1818314327172175e-08,1.0276794970565106e-09
1972,1.128632298730281e-08,3.5911027485013847e-09
1973,1.268036875501366e-08,2.205281512956958e-09
1974,1.2938814464291681e-08,1.1251143350321513e-09
1975,9.138368284311582e-09,1.7134440533084216e-09
1976,8.570290255249802e-09,1.142705374768127e-09
1977,1.2928920156696222e-08,3.526069214387917e-09
1978,9.504946163474415e-09,2.970295565063452e-09
1979,1.1118749476679568e-08,4.681578680276743e-09
1980,1.4212877097463661e-08,2.8425752862659692e-09
1981,1.644642821929665e-08,2.5302198114474095e-09
1982,1.1794254461960918e-08,2.483000915987077e-09
1983,7.57837881337764e-09,1.89459470334441e-09
1984,8.69851302098823e-09,1.739702604197646e-09
1985,1.0828004270990732e-08,2.4062232206745193e-09
1986,8.392279760016663e-09,1.7983456945813714e-09
1987,7.944062296871834e-09,3.6664902225425067e-09
1988,9.594486094499644e-09,2.398621523624911e-09
1989,9.329808037250586e-09,1.6464366536794728e-09
1990,4.358920779878872e-09,1.6345953479657283e-09
1991,5.2753188484189195e-09,1.7584396161396398e-09
1992,6.060938417817852e-09,2.2039776670368383e-09
1993,1.1078414630105726e-08,1.661762283333701e-09
1994,1.002236071911966e-08,5.274926717646622e-09
1995,9.21816667442954e-09,5.4224509327127635e-09
1996,3.2028553142993132e-09,3.2028553142993132e-09
1997,7.192341833217597e-09,4.315404922294874e-09
1998,5.72175506974304e-09,1.9072516899143466e-09
1999,5.0272213059088244e-09,3.1991407301035224e-09
2000,4.859834756842929e-09,3.97622823555821e-09
2001,1.0514908055370142e-08,1.3143635069212678e-09
2002,1.1391176002462089e-08,8.76244299341522e-10
2003,5.000307723435071e-09,5.000307723435071e-09
2004,7.488145215006625e-09,3.523833003171717e-09
2005,6.305249655724765e-09,9.007499190971657e-10
2006,7.412201963319376e-09,2.4707338397433887e-09
2007,4.393927444112933e-09,2.7961355453243186e-09
2008,5.960415716543821e-09,6.811903485726134e-09
2009,4.76819250749827e-09,6.198650481792356e-09
2010,3.7790344187271785e-09,4.2514138876015295e-09
2011,5.353560705856353e-09,4.206369030868018e-09
2012,6.127654827992046e-09,5.7872298064864935e-09
2013,4.462600067256517e-09,8.367375237128272e-09
2014,9.744502982300673e-09,7.362513709807672e-09
2015,6.206410940734486e-09,8.86630147078904e-09
2016,1.0978101983027955e-08,9.942432654952427e-09
2017,4.2765391228272165e-09,8.804639684001359e-09
2018,5.162933192082164e-09,7.744399788123246e-09
2019,4.846876677788714e-09,8.16316081397872e-09
