year,pourrait_VERB allumer_VERB,pourrait_VERB rallumer_VERB
1860,2.746310290291376e-09,7.781213007262977e-09
1861,5.659156698811785e-09,9.431927239234028e-09
1862,7.680577063240435e-09,4.066187830886747e-09
1863,1.4983863039219614e-08,6.99246927027275e-09
1864,2.2535221688713136e-08,1.4384183844029508e-09
1865,6.118897832863013e-09,1.882737743486018e-09
1866,1.0217787504984699e-08,4.379051787850585e-09
1867,8.73506067478047e-09,1.0190904120577216e-08
1868,5.9278488784286765e-09,1.975949626142892e-09
1869,3.906815315701806e-09,2.1487483792270723e-08
1870,1.4335121534259088e-08,4.013834153937523e-09
1871,7.434824311758348e-09,2.1242354542039266e-09
1872,6.652073114565837e-09,5.442605477412599e-09
1873,2.9930022904522957e-09,1.1972008939764578e-09
1874,2.9873046258899194e-09,0.0
1875,8.58229043387837e-09,1.1443054281912168e-09
1876,7.859819461941697e-09,1.209202959984168e-09
1877,9.27722432209066e-09,6.184815992682502e-10
1878,1.509772218355465e-08,0.0
1879,8.55305515301552e-09,7.94212251520321e-09
1880,8.984985200299889e-09,0.0
1881,1.045876096839038e-08,6.972507571312292e-10
1882,1.9966155395678697e-09,1.4641846846075168e-08
1883,8.21514056781325e-09,1.2638677882037541e-09
1884,1.1883054540362536e-08,0.0
1885,6.445635580831777e-09,6.445635691854079e-10
1886,9.034849313138693e-09,1.2906927748801422e-09
1887,1.1752064210668323e-08,3.9173548849191775e-09
1888,9.510921827882157e-09,1.268122939990235e-09
1889,1.1903759755682586e-08,6.265136742733546e-10
1890,8.520702365899524e-09,7.209825181320184e-09
1891,1.0198752065093686e-08,4.461953917456185e-09
1892,3.1342561879199593e-09,8.775916882086676e-09
1893,1.3548516086814288e-08,3.079208221734575e-09
1894,6.301539290376468e-09,1.0082462864602348e-08
1895,6.018614495673091e-09,1.8055843487019274e-09
1896,1.0024948871034667e-08,2.948514543632541e-09
1897,8.157399200570126e-09,2.9133566670225264e-09
1898,2.8291773368493978e-09,2.26334195829736e-09
1899,5.527578395003729e-09,5.527578395003729e-10
1900,6.22926377147337e-09,3.114631885736685e-09
1901,3.353243460679778e-09,2.794369402536745e-09
1902,6.38336894454028e-09,1.9641135384773634e-09
1903,6.480264325148255e-09,5.400220270956879e-10
1904,1.6123875568041512e-09,1.0211787859759625e-08
1905,1.5482277682110634e-09,0.0
1906,1.1317205839134203e-08,1.5432553013283723e-09
1907,4.114274698707732e-09,5.142843373384665e-10
1908,3.929111258571538e-09,0.0
1909,1.1001967337165297e-08,0.0
1910,1.6032452032632705e-09,2.67207544979442e-09
1911,6.384448969498635e-09,7.980561100850991e-09
1912,4.688478938419394e-09,5.730363294986773e-09
1913,1.060597942803554e-09,1.060597942803554e-09
1914,5.357394972094198e-09,6.696743715117748e-10
1915,1.1780761921542648e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,4.386569774084137e-09,4.386569774084137e-09
1918,3.44591288836682e-09,0.0
1919,8.287063479883727e-09,2.762354567309444e-09
1920,1.1358347151713133e-08,3.786115865267448e-09
1921,2.2718242842501013e-09,3.0290989716519334e-09
1922,2.951174193910333e-09,5.902348387820666e-09
1923,8.492758496458919e-09,2.1231896241147297e-09
1924,0.0,5.156649773851996e-09
1925,1.0998177923937646e-09,4.399271169575059e-09
1926,2.229227691330493e-09,7.802296586589819e-09
1927,1.1149224876660924e-09,4.4596899506643695e-09
1928,5.713020723163709e-09,0.0
1929,4.4561625500705304e-09,0.0
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,1.2545892325022123e-08,1.1405356659111021e-09
1932,1.2055489939655217e-08,0.0
1933,8.02946331646126e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,4.787313656606784e-09
1936,6.0623572828433225e-09,0.0
1937,5.0364472592434595e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,5.0715658339584024e-09,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,2.178504043826024e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,9.817008317369869e-10
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,2.1322803522849654e-09
1952,6.326882129314981e-09,0.0
1953,8.619061908632375e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,8.447047505910632e-09,9.385607846468247e-10
1956,2.616342476002842e-09,8.72114158667614e-10
1957,0.0,0.0
1958,4.1361216673863055e-09,8.272243445794913e-10
1959,3.100299128533379e-09,0.0
1960,1.038124963770315e-08,6.920833350854139e-10
1961,4.86371165564492e-09,0.0
1962,4.43936931660005e-09,0.0
1963,1.939815863494232e-09,6.466053248388448e-10
1964,3.041984220075733e-09,6.083968329129164e-10
1965,6.0192477668863376e-09,5.472043373977442e-10
1966,2.215629901769489e-09,5.539074754423723e-10
1967,4.930335695263466e-09,1.9721342336964653e-09
1968,5.838840522187638e-09,1.3474247273492779e-09
1969,6.8126366770115965e-09,1.3625273131978588e-09
1970,4.598724956395017e-09,0.0
1971,1.0276794970565106e-09,2.569198631618974e-09
1972,4.104117490300041e-09,5.130146862875051e-10
1973,3.3079223804577396e-09,3.859242703185828e-09
1974,3.937900228123681e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,1.7140580066410394e-09,1.142705374768127e-09
1977,2.3507127355770763e-09,5.876781838942691e-10
1978,1.1881182704343018e-09,0.0
1979,3.5111840102075575e-09,1.7555920051037788e-09
1980,4.548120546843393e-09,1.1370301367108482e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,4.966001831974154e-09,1.2415004579935385e-09
1983,5.052252838311233e-09,0.0
1984,2.3196033982486597e-09,4.639206796497319e-09
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,3.5966913891627428e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,2.99827696004229e-09,5.996553809062277e-10
1989,6.585746614717891e-09,5.488122178931576e-10
1990,5.993515905799995e-09,1.6345953479657283e-09
1991,4.68917216167597e-09,0.0
1992,6.060938417817852e-09,5.509944167592096e-10
1993,5.539207315052863e-09,1.1078414852150331e-09
1994,3.6924485691258724e-09,1.5824779264761446e-09
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,4.794894259418925e-09,3.3564262480467733e-09
1998,6.675381136744818e-09,1.43043876743576e-09
1999,2.285100553223174e-09,2.285100553223174e-09
2000,3.092622158362701e-09,4.4180314962005696e-10
2001,1.7524847129024579e-09,3.066848330846028e-09
2002,4.81934359086722e-09,1.3143663935011318e-09
2003,3.333538334260311e-09,8.333845835650777e-10
2004,1.7619165015858584e-09,2.642874807889939e-09
2005,2.702249757291497e-09,9.007499190971657e-10
2006,1.2353669198716943e-09,1.6471559671771274e-09
2007,3.1955835755326234e-09,1.1983438685803094e-09
2008,4.6831836186811415e-09,8.514879357157668e-10
2009,7.1522885392028e-09,0.0
2010,6.140930874920514e-09,1.4171379625338432e-09
2011,8.030340836739924e-09,2.6767803529281764e-09
2012,1.0212757750593937e-08,3.4042526575461807e-09
2013,1.4503449996539075e-08,1.9523875849358774e-09
2014,1.3425760059249114e-08,1.9489005964601347e-09
2015,9.087958829923082e-09,2.438232948875907e-09
2016,1.4292246497404903e-08,1.6570720351438695e-09
2017,1.4338984222206363e-08,2.5156112748447867e-09
2018,7.744399788123246e-09,4.904786798931582e-09
2019,8.928457084778074e-09,3.5713827450933877e-09
