year,veut_VERB ouvrir_VERB,veut_VERB rouvrir_VERB
1851,1.554314792429068e-07,6.449438760824933e-10
1852,1.3932567810570617e-07,0.0
1853,1.3854881331099023e-07,7.763511611358354e-09
1854,8.93654288347534e-08,1.0391328908454511e-09
1855,9.870903028286193e-08,0.0
1856,1.289120064029703e-07,5.177189232874468e-10
1857,1.147154620184665e-07,1.9526036343364694e-09
1858,1.1402265442939097e-07,5.3830437884982985e-09
1859,1.0184346876940253e-07,1.323965115318515e-08
1860,9.978261061860394e-08,5.950338888283113e-09
1861,1.1412632261453837e-07,1.4147890858851042e-08
1862,1.1114246234456004e-07,1.0843167252971853e-08
1863,1.2686336958722677e-07,1.1487627737949424e-08
1864,1.261013409248335e-07,4.794727948009836e-10
1865,1.2096589330212737e-07,4.706844358715045e-10
1866,1.1239566077847485e-07,9.731225825149181e-10
1867,1.1307050584719036e-07,3.88224918879132e-09
1868,1.6054590901148913e-07,0.0
1869,2.2806034394307062e-07,9.767038733343725e-09
1870,1.6858103890626808e-07,0.0
1871,1.8693272352265922e-07,7.434824311758348e-09
1872,1.30622524352475e-07,7.861540751719076e-09
1873,2.328555694930401e-07,9.577607151811662e-09
1874,2.778193390895467e-07,1.6728906260254917e-08
1875,1.8594963080431626e-07,5.721527140956084e-10
1876,1.6445160611056053e-07,1.813804439976252e-09
1877,1.4163228456709476e-07,1.8554447978047506e-09
1878,1.974782009028786e-07,6.039088784604019e-09
1879,1.4173635065617418e-07,6.10932526790009e-10
1880,1.8162505455165956e-07,6.417846254436199e-10
1881,1.4572540862900496e-07,1.3945014920579979e-08
1882,1.5773262873608473e-07,4.6587693702804245e-09
1883,1.3460191894409945e-07,6.319338941018771e-10
1884,1.3203393223193416e-07,1.3203393933736152e-09
1885,1.5340613401804148e-07,1.933690763067375e-09
1886,1.5681916920584626e-07,6.4534639854230136e-09
1887,1.416776598262004e-07,6.528924623161458e-10
1888,1.3822540267938166e-07,2.53624587998047e-09
1889,1.0901337788027377e-07,1.8795409673089125e-09
1890,1.2060071696851082e-07,3.9326319978272295e-09
1891,1.0389978655211962e-07,6.3742202627281586e-09
1892,1.1408692301984047e-07,6.8953633913793055e-09
1893,1.2132080939863954e-07,1.23168328869383e-08
1894,8.128985484745499e-08,1.8904617871129403e-09
1895,9.208480378219974e-08,0.0
1896,1.2324790077400394e-07,0.0
1897,8.099132031702538e-08,2.9133566670225264e-09
1898,1.0467956457205219e-07,1.6975064687230201e-09
1899,7.572782578790793e-08,0.0
1900,1.1368406660494657e-07,1.5573159428683425e-09
1901,8.718432553678213e-08,3.353243460679778e-09
1902,2.298012873325206e-07,4.910283846193408e-10
1903,1.1340462435782683e-07,5.940242076007962e-09
1904,1.0641758052543082e-07,3.2247751136083025e-09
1905,8.979720433899274e-08,4.1286072338664326e-09
1906,6.893207427083325e-08,0.0
1907,8.742834012309686e-08,2.057137349353866e-09
1908,8.791386107986909e-08,5.893666887857307e-09
1909,6.656190265630357e-08,1.6502950117569526e-09
1910,9.512588405868883e-08,4.275320542035388e-09
1911,8.406190943333058e-08,4.25629931299909e-09
1912,6.876435776348444e-08,5.209421227725386e-10
1913,6.681766961946778e-08,8.484783542428431e-09
1914,7.567320636781005e-08,1.3393487430235496e-09
1915,8.128725426104211e-08,1.1780761921542648e-09
1916,1.1207211514374649e-07,2.197492410260793e-09
1917,6.908847183240141e-08,0.0
1918,6.432370724951397e-08,0.0
1919,7.458357487166722e-08,9.207848372660976e-10
1920,7.723676276327751e-08,6.815008557481406e-09
1921,5.2251955651172466e-08,6.058197943303867e-09
1922,7.451714623130101e-08,4.426761179843197e-09
1923,8.280439800500972e-08,5.307974060286824e-09
1924,4.640984840875717e-08,1.1602462102189293e-08
1925,4.6192347724627325e-08,4.399271169575059e-09
1926,6.576221522891501e-08,3.343841648018042e-09
1927,6.243566019747959e-08,1.1149224654616319e-08
1928,5.484499610020066e-08,0.0
1929,6.238627747734427e-08,6.684243825105796e-09
1930,8.507918636269096e-08,3.1510811737689437e-09
1931,6.50105320687544e-08,4.5621426636444085e-09
1932,6.466126478699152e-08,2.1919073223131136e-09
1933,5.850037609889114e-08,0.0
1934,3.4746584276490466e-08,2.3963160344919743e-09
1935,3.4708023122220766e-08,0.0
1936,5.2136272188363364e-08,3.6374143697059935e-09
1937,3.903246792447135e-08,3.777335333410292e-09
1938,6.482607517455108e-08,7.779128452511941e-09
1939,5.199976982339649e-08,3.058810094103137e-09
1940,5.325144059042941e-08,0.0
1941,4.7224041566096275e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,0.0
1943,2.6129116648121453e-08,5.806470415592457e-09
1944,7.069009200222354e-08,6.4263723231761105e-09
1945,7.62476446425353e-08,2.178504043826024e-09
1946,3.201854070766785e-08,1.3921104269343232e-09
1947,5.006765846360395e-08,4.7683483828109274e-09
1948,6.088257009650988e-08,6.523132700664291e-09
1949,5.006674186347482e-08,6.8719057111366055e-09
1950,8.295582176742755e-08,0.0
1951,3.6248767543156646e-08,2.1322803522849654e-09
1952,4.112473561690422e-08,1.0544803918932644e-09
1953,4.8482224457302436e-08,1.0773827385790469e-09
1954,6.254423112750374e-08,4.886268278880834e-09
1955,5.631364530245264e-08,1.8771215692936494e-09
1956,4.971050771018781e-08,2.616342476002842e-09
1957,5.03597163969971e-08,8.835037701437898e-10
1958,5.707848060865217e-08,8.272243445794913e-10
1959,5.425523497137874e-08,2.325224457422337e-09
1960,5.9519166484278685e-08,2.7683333403416555e-09
1961,5.002674541287888e-08,1.3896318540318475e-09
1962,5.136984526643573e-08,6.341956404476434e-10
1963,4.332255798544793e-08,7.1126584622049904e-09
1964,5.4755716405452404e-08,1.8251904432275978e-09
1965,4.487075599968193e-08,1.6416130677043839e-09
1966,5.4836839069594134e-08,4.431259803538978e-09
1967,7.099683330125117e-08,2.9582012395223956e-09
1968,5.344784881344822e-08,2.245707841908029e-09
1969,6.449295852917203e-08,6.358460868938209e-09
1970,5.978342443313522e-08,4.598724956395017e-09
1971,5.241165368374823e-08,1.0276794970565106e-09
1972,8.567345588517128e-08,2.565073486948677e-09
1973,6.340184199871146e-08,1.102640756478479e-09
1974,6.244384564979555e-08,1.6876715580593782e-09
1975,4.454954449784054e-08,1.1422960355389478e-09
1976,5.999203267492703e-08,2.285410749536254e-09
1977,5.3478714789889636e-08,1.7630346071939584e-09
1978,5.1089084962541165e-08,1.7821774056514528e-09
1979,6.554210330023125e-08,7.607565244427406e-09
1980,5.798853663918635e-08,2.8425752862659692e-09
1981,5.629739163737213e-08,1.2651099057237047e-09
1982,7.573152771556124e-08,1.8622506869903077e-09
1983,6.504775740268087e-08,6.315316047889041e-10
1984,7.364740639559386e-08,2.3196033982486597e-09
1985,5.0530687190075696e-08,1.8046674155058895e-09
1986,5.934540681096223e-08,1.1988970927134801e-09
1987,6.660790319301668e-08,6.110816852533674e-10
1988,7.79551996288319e-08,2.398621523624911e-09
1989,6.805271368648391e-08,5.488121956886971e-09
1990,5.884542986223096e-08,1.0352437129768077e-08
1991,7.15098735781794e-08,4.68917216167597e-09
1992,7.052728534517883e-08,1.1019888335184191e-09
1993,5.982344220001323e-08,4.4313659408601325e-09
1994,8.176136390147803e-08,3.164955852952289e-09
1995,7.428757697880428e-08,0.0
1996,7.793614287265882e-08,4.804283193493575e-09
1997,7.480035435492027e-08,1.438468344439059e-09
1998,8.582632915477006e-08,5.72175506974304e-09
1999,7.175216154564623e-08,9.140402323914998e-10
2000,7.908276700163697e-08,6.185244316725402e-09
2001,8.850047805708527e-08,3.5049694258049158e-09
2002,7.097578702541796e-08,5.6955880012310445e-09
2003,8.12549956208386e-08,1.6667691671301554e-09
2004,7.532192825010497e-08,3.523833003171717e-09
2005,7.47622408425741e-08,9.007499190971657e-10
2006,7.28866496046976e-08,2.8825228870488218e-09
2007,7.629455467395019e-08,2.7961355453243186e-09
2008,7.620816688813647e-08,8.514879357157668e-10
2009,7.77215376501772e-08,5.245011536203492e-09
2010,6.424358645062966e-08,5.196172381261022e-09
2011,7.571464522015958e-08,1.1471915639660324e-09
2012,6.87659067466484e-08,2.7234021704458655e-09
2013,7.781658695193983e-08,3.6258624991347688e-09
2014,6.626262205600142e-08,4.547434873103384e-09
2015,6.716223310831992e-08,3.768178213903184e-09
2016,7.31183007474101e-08,1.86420612280358e-09
2017,8.402141560281962e-08,3.5218559180094644e-09
2018,7.74439996575893e-08,2.323319980845895e-09
2019,8.035611642753793e-08,4.08158040698936e-09
