year,pourraient_VERB apporter_VERB,pourraient_VERB rapporter_VERB
1868,6.372437866275504e-08,1.9265508299781686e-08
1869,8.448488131307386e-08,5.860222973552709e-09
1870,5.160643823387545e-08,1.7202146374017957e-09
1871,9.45284810427438e-08,2.1242354542039266e-09
1872,9.191955996357137e-08,8.4662747923403e-09
1873,7.721946104766175e-08,1.0176207432266438e-08
1874,6.213593195525391e-08,4.182226565063729e-09
1875,7.83849216645649e-08,8.58229043387837e-09
1876,5.9250943706956605e-08,2.418405919968336e-09
1877,6.246663986075873e-08,1.2369631985365004e-09
1878,6.944951991272319e-08,1.1474268646338714e-08
1879,8.125402928271797e-08,1.4051448005147904e-08
1880,4.7492061838738664e-08,7.059631101924424e-09
1881,5.717456375009533e-08,1.2550513517339823e-08
1882,7.05470810657971e-08,9.983077475794744e-09
1883,4.676310894069502e-08,1.4534479397809719e-08
1884,7.922036360241691e-08,5.281357573494461e-09
1885,7.348024411157894e-08,9.023890079618013e-09
1886,5.420909587883216e-08,2.5813855941692054e-08
1887,5.092561039532484e-08,5.223139698529167e-09
1888,5.960177773545183e-08,1.1413106904001324e-08
1889,7.330209683686917e-08,1.628935564212952e-08
1890,7.078737240817645e-08,1.2453334363726754e-08
1891,4.84440718651058e-08,5.099376032546843e-09
1892,5.578975859066304e-08,1.2537024751679837e-08
1893,6.651089989873071e-08,6.774258043407144e-09
1894,8.381046967542716e-08,7.561847148451761e-09
1895,9.148293855787415e-08,1.2639090662958097e-08
1896,9.081424678925032e-08,9.435246361988447e-09
1897,9.147940005505006e-08,6.409385022720926e-09
1898,8.317781663436108e-08,1.0185038590293516e-08
1899,6.854197209804624e-08,1.6582735185011188e-08
1900,5.3467847038746186e-08,6.22926377147337e-09
1901,7.768347387582253e-08,1.0059729937950124e-08
1902,6.923499995536986e-08,8.347482705062248e-09
1903,6.480264147512571e-08,9.720396931811592e-09
1904,6.987012568515638e-08,1.289910045443321e-08
1905,1.0424733432046196e-07,7.741138396966107e-09
1906,9.362415909208721e-08,9.773950537805831e-09
1907,8.588548183752209e-08,9.257117739025489e-09
1908,9.478981155552901e-08,1.6698722404839828e-08
1909,7.31630791506177e-08,5.5009836685826485e-09
1910,4.5959694716657395e-08,9.085056262847502e-09
1911,9.310655002536805e-08,1.4897047151407605e-08
1912,7.814131919303691e-08,1.8753915753677575e-08
1913,7.318125483379845e-08,1.590896969716482e-09
1914,6.428874144148722e-08,8.036092680185902e-09
1915,5.183535378705528e-08,1.1780762143587253e-08
1916,8.130722051191697e-08,5.493730803607377e-09
1917,6.031533672512523e-08,1.315970976634162e-08
1918,8.729645628591243e-08,4.594550517822427e-09
1919,1.1049417736330724e-07,3.6831393490643904e-09
1920,9.010955892563288e-08,1.514446346106979e-09
1921,9.768844222435291e-08,5.300923255902035e-09
1922,9.665095745958752e-08,2.951174193910333e-09
1923,7.112685551646791e-08,6.369568872344189e-09
1924,6.574728672603669e-08,1.2891624656674594e-08
1925,5.939016034517408e-08,1.0998177923937646e-09
1926,7.913758537370086e-08,7.802296586589819e-09
1927,7.804457169413581e-08,2.2298449753321847e-09
1928,8.455270261720216e-08,5.713020723163709e-09
1929,8.355304714768863e-08,6.684243825105796e-09
1930,7.352522146675255e-08,0.0
1931,1.0835088914973312e-07,1.1405356659111021e-08
1932,1.1178727277183498e-07,8.767629289252454e-09
1933,1.0208889023033407e-07,3.4411986593596566e-09
1934,1.6294949034545425e-07,3.5944740517379614e-09
1935,1.1728918281050937e-07,3.590485242455088e-09
1936,9.699771652549316e-08,1.4549657478823974e-08
1937,1.0954272511298768e-07,1.0072894518486919e-08
1938,1.2705909568921925e-07,1.9447821131279852e-08
1939,1.269406197934586e-07,7.647025235257843e-09
1940,1.141102288215734e-07,5.0715658339584024e-09
1941,6.788455664263893e-08,8.854508237732261e-09
1942,1.1226583751522412e-07,3.034211770724937e-09
1943,9.580676163523094e-08,1.4516175816936538e-08
1944,7.711646787811333e-08,6.4263723231761105e-09
1945,1.4160276862185128e-07,2.178504043826024e-09
1946,1.2111360092603718e-07,8.352662561605939e-09
1947,1.1920870690573793e-07,1.0728784083369192e-08
1948,1.2720109054953355e-07,1.3046265401328583e-08
1949,1.2369430635317258e-07,2.945102384188658e-09
1950,1.2337019938968297e-07,1.4889506516624351e-08
1951,1.130108557845233e-07,4.264560704569931e-09
1952,1.254831687447222e-07,6.326882129314981e-09
1953,1.249763954547234e-07,7.54167928107563e-09
1954,1.1238416419701025e-07,9.772536113672459e-10
1955,1.5767821537338023e-07,7.508486277174597e-09
1956,1.377940321845017e-07,5.232684952005684e-09
1957,1.5549666443348542e-07,6.184526224473075e-09
1958,1.745443398704083e-07,4.9633461784992505e-09
1959,1.8601794238293223e-07,8.525822714489095e-09
1960,1.4602957776332914e-07,3.460416619915918e-09
1961,1.452165321325083e-07,4.16889545107324e-09
1962,1.3762046080501023e-07,3.170978146727066e-09
1963,1.6035812677728245e-07,8.405868889838075e-09
1964,1.2289615369809326e-07,3.041984220075733e-09
1965,1.4008431037382252e-07,6.0192477668863376e-09
1966,1.539862779509349e-07,8.862519607077957e-09
1967,1.6418017878550017e-07,1.6763140209263838e-08
1968,1.4956414418065833e-07,9.88111459321317e-09
1969,1.7167845101084822e-07,1.725867981861029e-08
1970,1.683133348251431e-07,1.4256047897731605e-08
1971,2.0553589763494529e-07,7.193756701440179e-09
1972,1.7955514408640738e-07,4.104117490300041e-09
1973,1.4995914909832209e-07,9.923766697284009e-09
1974,1.90144319844876e-07,6.750686232237513e-09
1975,1.8962114722853585e-07,6.282628195464213e-09
1976,1.794047506109564e-07,4.570821499072508e-09
1977,1.569100760434594e-07,6.464460078348111e-09
1978,1.556434909844029e-07,7.128709622605811e-09
1979,1.7263320728488907e-07,7.022368020415115e-09
1980,1.876099702258216e-07,9.096241093686785e-09
1981,1.71422385619735e-07,7.590659656386833e-09
1982,1.849835626899221e-07,1.1173503899897241e-08
1983,1.7556578768562758e-07,6.315316269933646e-09
1984,1.6005263603346975e-07,1.5077421977593986e-08
1985,1.5881073522905353e-07,2.3460676956688076e-08
1986,1.2408584382228582e-07,7.1933827783254856e-09
1987,1.3443796831325017e-07,1.099947066762752e-08
1988,1.4391729052931623e-07,6.596209356501959e-09
1989,1.591555474078632e-07,1.3720305780395847e-08
1990,1.394854649561239e-07,8.717841559757744e-09
1991,1.2484920830502233e-07,1.641210189973208e-08
1992,1.3664661935308686e-07,1.5427843891302473e-08
1993,1.3571057877470594e-07,1.3294098266669607e-08
1994,1.5139039533096366e-07,1.5824779708850656e-08
1995,1.5670882191898272e-07,1.4098372247417501e-08
1996,1.3078326333015866e-07,1.2277611816102763e-08
1997,1.6686232129359269e-07,1.006927874414032e-08
1998,1.4638156642376998e-07,1.0489884516573511e-08
1999,1.5675790621116903e-07,1.279656292041409e-08
2000,1.3828439193730446e-07,1.1045078629479121e-08
2001,1.6473356367896486e-07,1.2267393323384113e-08
2002,1.3406537391347229e-07,1.0514931148009055e-08
2003,1.4334214881728258e-07,1.5417615628621206e-08
2004,1.4800099279455026e-07,1.3654853248112886e-08
2005,1.2070049137946626e-07,1.0358624180639708e-08
2006,1.2971352703061712e-07,1.1941880373456115e-08
2007,1.1903549079761433e-07,8.787854888225866e-09
2008,1.2389149617320072e-07,1.1495087548496485e-08
2009,1.153902573491905e-07,1.1443662017995848e-08
2010,1.1478817185661683e-07,1.322662068758973e-08
2011,1.1089518636708817e-07,9.55992973672437e-09
2012,1.0485098300705431e-07,1.0212757750593937e-08
2013,1.1100717500767132e-07,6.414987652192394e-09
2014,9.441340864668746e-08,7.795602385840539e-09
2015,6.760554782658801e-08,5.54143841924315e-09
2016,7.187549755371947e-08,1.0149566520567532e-08
2017,8.049956079503318e-08,7.2952728302766445e-09
2018,7.71858523762603e-08,1.1100306451794495e-08
2019,8.367239701101425e-08,7.90806176098613e-09
