year,voudrait_VERB envoyer_VERB,voudrait_VERB renvoyer_VERB
1861,1.0375120318428799e-08,4.715963730639317e-10
1862,9.939570055905733e-09,9.035972525772706e-10
1863,2.2975255475898848e-08,4.994620828036034e-10
1864,1.582260189536555e-08,5.274200631788517e-09
1865,8.001635798393636e-09,1.4120533631256649e-09
1866,2.6274308950746672e-08,8.271541673821048e-09
1867,1.0190904120577216e-08,6.308654931785895e-09
1868,9.385760613156435e-09,5.433861360870651e-09
1869,1.904572499711321e-08,7.325278605918584e-09
1870,1.6628741050794815e-08,1.7202146374017957e-09
1871,4.248470908407853e-09,0.0
1872,6.047339518033823e-09,1.8142017887967654e-09
1873,1.0176207432266438e-08,1.4366410283628284e-08
1874,7.766991494406739e-09,3.5847653734322193e-09
1875,8.010138330405425e-09,4.005069165202713e-09
1876,1.209202959984168e-08,1.209202959984168e-09
1877,1.793596560162314e-08,7.421779191219002e-09
1878,3.6234530931267273e-09,6.039088673581716e-10
1879,1.3440515367335593e-08,4.27652757650776e-09
1880,1.9253539207397807e-08,1.0910338410496934e-08
1881,1.6036766581351003e-08,6.9725074602899895e-09
1882,1.2645231528551903e-08,5.324308105514319e-09
1883,2.1485751844352308e-08,2.5277355764075082e-09
1884,2.5086448474098688e-08,4.621187876807653e-09
1885,1.160214413431504e-08,1.2246707647989297e-08
1886,1.0325542199041138e-08,2.5813855497602844e-09
1887,1.1099172247952538e-08,1.3057849246322917e-09
1888,1.3949351895803375e-08,8.876860135842435e-09
1889,1.4409814674820609e-08,0.0
1890,2.0974036729626278e-08,0.0
1891,1.7210394887001712e-08,5.099376032546843e-09
1892,8.775916882086676e-09,0.0
1893,6.15841644346915e-09,6.15841644346915e-09
1894,8.822155450616265e-09,3.150769645188234e-09
1895,1.9259566386153892e-08,0.0
1896,1.1204354777305525e-08,5.89702897624278e-10
1897,2.3889525024856084e-08,5.826713334045053e-09
1898,1.9804241802034994e-08,2.26334195829736e-09
1899,1.1055156790007459e-08,0.0
1900,1.557315876254961e-08,2.595526460424935e-09
1901,7.824234593556412e-09,4.470991132876634e-09
1902,1.5712908307818907e-08,0.0
1903,1.0800440541913758e-08,3.7801539676252105e-09
1904,6.449550227216605e-09,1.0749250378694342e-09
1905,2.0643035725242953e-08,5.160759042333041e-10
1906,1.0288369267641428e-08,9.773950537805831e-09
1907,6.685696440911215e-09,1.542852956504248e-08
1908,2.0627833663411366e-08,4.911389073214423e-09
1909,9.351672325408344e-09,2.7504918342913243e-09
1910,5.34415089958884e-09,0.0
1911,3.7242617878519013e-09,3.7242617878519013e-09
1912,9.897900277167082e-09,1.0418842455450772e-09
1913,9.545381374209683e-09,1.3787773589513108e-08
1914,8.036092680185902e-09,1.3393487430235496e-09
1915,2.0027295377644805e-08,1.4136913861761968e-08
1916,1.2086208478478966e-08,0.0
1917,9.869782324756216e-09,0.0
1918,1.722956355365568e-08,1.1486376294556067e-09
1919,8.287063479883727e-09,1.8415696745321952e-09
1920,1.0601124422748853e-08,3.028892692213958e-09
1921,1.5145495524393482e-08,0.0
1922,6.640141769764796e-09,2.2133805899215986e-09
1923,1.9108707505210987e-08,6.369568872344189e-09
1924,1.4180787211159895e-08,1.289162443462999e-09
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,6.687683296036084e-09,3.343841648018042e-09
1927,1.2264147031260109e-08,2.2298449753321847e-09
1928,1.3711249025050165e-08,3.4278122562625413e-09
1929,7.798284684668033e-09,1.1140406375176326e-09
1930,2.2057568216382606e-08,1.0503603542488804e-09
1931,1.710803587684495e-08,3.4216069977333063e-09
1932,1.9727165678773417e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,2.156684431042777e-08,3.5944740517379614e-09
1935,1.4361940969820353e-08,1.196828414151696e-09
1936,6.0623572828433225e-09,2.424942913137329e-09
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,1.1668692678767911e-08,1.2965214457594243e-09
1939,1.8352860564618823e-08,3.058810094103137e-09
1940,5.0715658339584024e-09,1.7750480196809804e-08
1941,8.854508237732261e-09,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,1.089252066321933e-08,0.0
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,2.26496545963073e-08,3.5762612871081956e-09
1948,8.697510267552389e-09,1.195907639583993e-08
1949,1.47255123650325e-08,4.908504269707237e-09
1950,1.0635361036293034e-08,0.0
1951,1.4925962688039363e-08,3.1984206394497505e-09
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,7.54167928107563e-09,5.386913581872932e-09
1954,1.07497895029951e-08,9.772536113672459e-10
1955,1.3139850985055546e-08,1.8771215692936494e-09
1956,1.0465369904011368e-08,8.72114158667614e-10
1957,5.301022731885041e-09,2.6505113659425206e-09
1958,1.9026160202884057e-08,8.272243445794913e-10
1959,1.3176271629333769e-08,3.100299128533379e-09
1960,8.305000243069571e-09,6.920833350854139e-10
1961,2.779263708063695e-09,6.948159270159238e-10
1962,1.2683912586908264e-08,1.9025869768540815e-09
1963,5.819448034571906e-09,1.2932106496776896e-09
1964,1.4601523545820783e-08,6.083968329129164e-10
1965,1.1491291473930687e-08,2.188817349590977e-09
1966,1.606331601067268e-08,2.769537488234164e-09
1967,1.4791006641701188e-08,3.944268467392931e-09
1968,1.4821671889819754e-08,1.3474247273492779e-09
1969,1.3171097990039016e-08,3.1792304344691047e-09
1970,1.5635665207014426e-08,6.438214850135182e-09
1971,5.138397263237948e-09,1.0276794970565106e-09
1972,1.2825367434743384e-08,3.0780880067027283e-09
1973,5.513203671370093e-09,1.6539611902288698e-09
1974,9.563471792262135e-09,5.625571675160757e-10
1975,1.1422960355389478e-08,2.2845920710778955e-09
1976,1.7140580066410394e-09,2.856763492431469e-09
1977,7.639816779203557e-09,0.0
1978,7.128709622605811e-09,1.7821774056514528e-09
1979,1.345953837272873e-08,2.3407893401383717e-09
1980,6.822181042309694e-09,2.2740602734216964e-09
1981,8.223214109648325e-09,3.795329828193417e-09
1982,6.828252629986764e-09,4.966001831974154e-09
1983,3.157658134966823e-09,1.2630632095778083e-09
1984,8.69851302098823e-09,5.799008495621649e-10
1985,7.218669662023558e-09,6.015557829641693e-09
1986,1.0790073723399018e-08,0.0
1987,5.49973533381376e-09,1.2221633705067347e-09
1988,1.0194141530917022e-08,0.0
1989,1.3171493229435782e-08,3.2928733073589456e-09
1990,5.993515905799995e-09,3.2691906959314565e-09
1991,2.9307325455363298e-09,3.5168792322792797e-09
1992,6.61193322315512e-09,2.7549720282848966e-09
1993,7.754890063438324e-09,2.2156829704300662e-09
1994,4.2199412852994556e-09,0.0
1995,2.7112254663563817e-09,5.422450821690461e-10
1996,3.736664311304594e-09,1.067618438099771e-09
1997,8.630809844589749e-09,4.79489448146353e-10
1998,7.152193948201102e-09,1.9072516899143466e-09
1999,9.140402212892695e-09,1.3710603763428253e-09
2000,6.185244316725402e-09,1.7672125984802278e-09
2001,5.695575122643959e-09,3.943090742808408e-09
2002,3.066854992184176e-09,4.38122149670761e-10
2003,1.0000615446870142e-08,3.7502307925763034e-09
2004,7.047666006343434e-09,1.3214374039449694e-09
2005,7.656374201303606e-09,4.5037495954858286e-10
2006,7.412201963319376e-09,8.235779835885637e-10
2007,5.991719120856942e-09,5.991719120856942e-09
2008,4.6831836186811415e-09,4.257439734089985e-09
2009,5.721831008997924e-09,9.53638501499654e-10
2010,7.558068837454357e-09,4.2514138876015295e-09
2011,7.265546830836911e-09,3.4415748029203996e-09
2012,7.489355802192676e-09,1.7021263287730903e-09
2013,9.483025031897796e-09,3.904775169871755e-09
2014,6.712880029624557e-09,1.9489005964601347e-09
2015,8.201329393386914e-09,2.2165753954528356e-10
2016,6.8354220061905835e-09,1.86420612280358e-09
2017,6.289028409156572e-09,1.2578056374223934e-09
2018,1.0325866384164328e-08,1.8070267504555204e-09
2019,7.397864543179367e-09,2.2958890344426663e-09
