year,eût_VERB appelé_VERB,eût_VERB rappelé_VERB
1853,1.6422812620930927e-07,6.628844317901894e-08
1854,1.782112946102643e-07,7.897409659562982e-08
1855,1.2577440600125556e-07,7.53585069901419e-08
1856,1.4444357532283902e-07,7.66223990922299e-08
1857,1.5962534405389306e-07,8.249750038658021e-08
1858,1.487677536715637e-07,1.0032035646645454e-07
1859,1.364702484352165e-07,9.67512931993042e-08
1860,1.4097726364070695e-07,9.520542221252981e-08
1861,1.6317234496909805e-07,6.083593007133459e-08
1862,1.8749642549664713e-07,1.1475685113282452e-07
1863,1.413477690448417e-07,9.140156009834755e-08
1864,1.5630813265943289e-07,8.486668434670719e-08
1865,1.2614343347649992e-07,7.342676866528564e-08
1866,1.5667274055886082e-07,8.222885838904403e-08
1867,1.8392155709534563e-07,6.648351558169452e-08
1868,1.5708799594449374e-07,7.014621417056333e-08
1869,1.689697626261477e-07,9.815873625029781e-08
1870,1.4679164905828657e-07,8.02766848551073e-08
1871,1.5825554555704002e-07,6.160282595146782e-08
1872,8.284855113060985e-08,8.042961496812495e-08
1873,9.338167217265436e-08,4.6092235805872406e-08
1874,1.3980584867567813e-07,5.675878611555163e-08
1875,1.5619768589658634e-07,6.751402281679475e-08
1876,1.1547888334462186e-07,5.985554452081487e-08
1877,1.1627454199469867e-07,4.5149157301693776e-08
1878,1.3225604789113277e-07,5.314398165978673e-08
1879,1.2035370389185118e-07,5.803859082220697e-08
1880,8.920806493506461e-08,3.9790645445236805e-08
1881,9.203709794292081e-08,4.8807553554297556e-08
1882,1.3111109353758366e-07,5.790185042542362e-08
1883,1.1185230164301174e-07,4.423537092179686e-08
1884,9.308392634466145e-08,4.687204935294176e-08
1885,9.539540712921735e-08,6.767917426486747e-08
1886,1.026100733270141e-07,4.904632433522238e-08
1887,9.597518868531552e-08,5.4842967500690065e-08
1888,1.4202976217347896e-07,4.057993407968752e-08
1889,1.0588080812112821e-07,7.580815264418561e-08
1890,1.0093755520301784e-07,4.391439034634459e-08
1891,1.0135009631540015e-07,3.250852387282066e-08
1892,8.713232091395184e-08,5.7043461509920235e-08
1893,8.744951429662251e-08,3.7566341148931315e-08
1894,7.687877712214686e-08,4.222031435574536e-08
1895,8.847363375252826e-08,2.888934957923084e-08
1896,8.255840810988957e-08,6.014969500256484e-08
1897,7.807796009728918e-08,2.505486840220783e-08
1898,1.2278630379114475e-07,4.9227686815811467e-08
1899,7.849160965633928e-08,5.8039574923896e-08
1900,1.0018732865546554e-07,4.8276795894253155e-08
1901,9.836180225875069e-08,4.63865319488832e-08
1902,8.592996891820803e-08,3.1425816615637814e-08
1903,7.830319503909777e-08,4.428180488957878e-08
1904,6.71828175313749e-08,3.547252447333449e-08
1905,9.340973861071689e-08,3.818961857859904e-08
1906,8.745113433406004e-08,2.7264178470431943e-08
1907,7.86855025580735e-08,2.5714216533856415e-08
1908,7.219741604558294e-08,2.8486056180554442e-08
1909,8.086446001698278e-08,5.0609049395689e-08
1910,1.1543365729949073e-07,5.50447509795049e-08
1911,1.0747155698709321e-07,3.937076797910777e-08
1912,8.491356595641264e-08,5.990834495150921e-08
1913,1.0128710670187502e-07,4.401481490390324e-08
1914,1.2188073128527321e-07,4.68772043404897e-08
1915,1.0131455496775743e-07,3.416420923940677e-08
1916,7.69122365795738e-08,5.383856560570166e-08
1917,8.882803825827068e-08,3.3995917192441993e-08
1918,9.763419939190499e-08,3.675640414257941e-08
1919,8.839534615390221e-08,4.6960025201769895e-08
1920,1.3402849674548634e-07,6.057785384427916e-08
1921,1.2949398353612196e-07,1.5902768879527684e-08
1922,8.115728888924423e-08,4.500540740082215e-08
1923,1.0509788950230359e-07,3.715581797791856e-08
1924,1.0313299725339675e-07,2.9650736976805092e-08
1925,9.128487477028102e-08,2.4195990988573612e-08
1926,9.251294841305935e-08,5.015762383209221e-08
1927,1.3825038536197098e-07,5.5746124161260013e-08
1928,6.969884935870141e-08,4.227635130860108e-08
1929,1.2811467797746445e-07,2.33948540540041e-08
1930,1.1343891515025462e-07,3.7812974085227324e-08
1931,7.983749839013399e-08,2.737285598186645e-08
1932,9.863583017022393e-08,3.1782654730250215e-08
1933,1.066771559976587e-07,4.01473165823063e-08
1934,6.949316855298093e-08,2.156684431042777e-08
1935,7.540018742702159e-08,2.992070946561398e-08
1936,5.33487423126644e-08,2.9099314957647948e-08
1937,1.1080184236789137e-07,2.6441348666139675e-08
1938,1.0372171743711078e-07,2.7226949583791793e-08
1939,1.2082300315796601e-07,3.6705721129237645e-08
1940,5.5787225505810056e-08,3.0429394115571995e-08
1941,7.37875680556499e-08,4.132103725851266e-08
1942,6.068423630267716e-08,4.5513175450651033e-08
1943,9.00002916637277e-08,1.7419411690866582e-08
1944,1.2531425852557732e-07,3.2131861615880553e-09
1945,9.149717072887142e-08,3.267756198965799e-08
1946,8.07424029858339e-08,3.062643116891195e-08
1947,1.0728783905733508e-07,4.52993091926146e-08
1948,9.675979839585125e-08,3.4790041070209554e-08
1949,9.129817613029445e-08,3.239612667016445e-08
1950,7.019338710279044e-08,3.828730044119766e-08
1951,8.742349422163898e-08,3.4116485636559446e-08
1952,1.0439355691005403e-07,4.112473561690422e-08
1953,1.0127397587211817e-07,3.124409886368085e-08
1954,1.8274641888638143e-07,2.443134050622575e-08
1955,5.162084448784299e-08,3.003394510869839e-08
1956,8.895564462818584e-08,3.401245152190313e-08
1957,6.449577227840564e-08,4.4175187952077977e-08
1958,7.69318617699355e-08,3.3088973339090444e-08
1959,6.433120347537624e-08,3.720359131875739e-08
1960,7.612916874677467e-08,2.906750040665429e-08
1961,1.0144312767579322e-07,3.196153386397782e-08
1962,8.054284705849568e-08,2.917300001570311e-08
1963,8.858492606123036e-08,2.3277792138287623e-08
1964,7.17908292813263e-08,3.528701597588224e-08
1965,5.581484074923537e-08,3.009623839034248e-08
1966,8.25322103992221e-08,2.326411419062424e-08
1967,6.360132687177611e-08,2.021437595089992e-08
1968,8.03963402518093e-08,2.2906220920049236e-08
1969,5.768032451669569e-08,1.7712855182594467e-08
1970,7.587896533323146e-08,2.115413444414571e-08
1971,6.114692752134943e-08,2.3122789016838396e-08
1972,7.387411216086548e-08,2.0007572487656944e-08
1973,6.340184199871146e-08,2.3155456219114967e-08
1974,4.612968851347432e-08,1.518904291231138e-08
1975,5.0832174025572385e-08,1.6563292959403952e-08
1976,5.3135799760184454e-08,1.199840671262109e-08
1977,5.05403221495726e-08,9.990529292736028e-09
1978,5.0495025050167897e-08,1.900989232694883e-08
1979,6.261611673608058e-08,2.2237498953359136e-08
1980,4.3207144528878416e-08,1.0801786132219604e-08
1981,3.795329561739891e-08,1.3283654176632353e-08
1982,5.897127053344775e-08,1.8622506203769262e-08
1983,4.673333720006667e-08,1.1999100379966876e-08
1984,6.378909489512807e-08,1.1598016769198694e-08
1985,4.271046094572739e-08,1.0226449020933615e-08
1986,5.095312616276715e-08,1.0790073723399018e-08
1987,4.1553555263362796e-08,1.2832715334809564e-08
1988,4.797243136067664e-08,1.139345240375178e-08
1989,5.927171997655023e-08,1.0427432250992297e-08
1990,4.195461400513523e-08,1.0897301727652575e-08
1991,3.634108480810028e-08,1.817054240405014e-08
1992,5.4548447536717504e-08,8.264915862810085e-09
1993,4.763718308709031e-08,1.994114740000441e-08
1994,3.481451571474281e-08,1.318731612798274e-08
1995,3.470368525881895e-08,1.4098372247417501e-08
1996,4.2704737523990843e-08,1.1209993822092201e-08
1997,2.6851409984374186e-08,1.4384683666435194e-08
1998,4.5297227302398824e-08,6.198567881199324e-09
1999,3.0163327835452947e-08,6.8553016596695215e-09
2000,4.1087691471375365e-08,9.277866475088103e-09
2001,2.8477876057309004e-08,7.448059946568719e-09
2002,3.023042793870445e-08,1.2267419968736704e-08
2003,3.2918691772465536e-08,6.667076668520622e-09
2004,3.3916894182084434e-08,1.6738207264666016e-08
2005,3.422849559342467e-08,1.170974872621855e-08
2006,3.500206346984669e-08,9.471146533712727e-09
2007,3.155638950147477e-08,7.190063211481856e-09
2008,3.789121194586187e-08,1.0643598891135753e-08
2009,2.9562793102400065e-08,1.43045770784056e-08
2010,2.4091344030807704e-08,1.0864724231396394e-08
2011,3.785732261007979e-08,7.647943611743813e-09
2012,3.9148904562580356e-08,1.1574459612972987e-08
2013,5.6898151967743615e-08,1.8966050063795592e-08
2014,7.795602385840539e-08,2.013864097705209e-08
2015,8.977130505627429e-08,2.770719298439417e-08
2016,7.933232382129063e-08,3.3762841411544287e-08
2017,3.0438897624662786e-08,1.2074934829797712e-08
2018,7.74439996575893e-08,1.9360999914397325e-08
2019,9.719263260876687e-08,2.4744581494928752e-08
