year,aurait_VERB assuré_VERB,aurait_VERB rassuré_VERB
1873,1.1014248002538807e-07,5.986004469882289e-10
1874,1.1112773279364774e-07,0.0
1875,9.898241870587299e-08,2.2886108563824337e-09
1876,1.2515251057720889e-07,6.04601479992084e-10
1877,1.088527596948552e-07,6.80329748092845e-09
1878,7.246906363889138e-08,5.435179861734696e-09
1879,1.2157556739111897e-07,7.331190321480108e-09
1880,1.0717803178295071e-07,1.2835692508872398e-09
1881,7.460582907015123e-08,9.761510710859511e-09
1882,1.3710094037833187e-07,3.3276925659464496e-09
1883,1.1880356964866223e-07,2.5277355764075082e-09
1884,1.1817037659511698e-07,1.9805090900604227e-09
1885,9.861822292123179e-08,6.445635691854079e-10
1886,9.486591778795628e-08,6.4534639854230136e-09
1887,1.0707436359780331e-07,3.9173548849191775e-09
1888,1.2110574232337967e-07,9.510921827882157e-09
1889,1.0838686392844465e-07,3.759081934617825e-09
1890,1.0945825579256052e-07,3.9326319978272295e-09
1891,8.987650090830357e-08,5.736798147637501e-09
1892,7.772955257223657e-08,7.522214851007902e-09
1893,1.2132080939863954e-07,0.0
1894,1.0397539540463185e-07,5.671385139294216e-09
1895,1.2277973837626632e-07,8.426059849853118e-09
1896,1.244273164502374e-07,0.0
1897,8.507002036139966e-08,1.2236098356765979e-08
1898,7.921696720813998e-08,2.26334195829736e-09
1899,7.849160965633928e-08,0.0
1900,8.513327287573702e-08,1.5573159428683425e-09
1901,1.0786266102513764e-07,1.676621730339889e-09
1902,1.3012251542932063e-07,1.4730852093691738e-09
1903,8.640352433531007e-08,2.1600881083827517e-09
1904,1.1609190408989889e-07,1.0749250378694342e-09
1905,1.24374295751295e-07,5.160758931310738e-09
1906,8.693671560422445e-08,5.658602919567102e-09
1907,1.2497109480591462e-07,7.71426478252124e-09
1908,1.4046572971437854e-07,0.0
1909,1.1662085341868078e-07,2.7504918342913243e-09
1910,9.40570501484217e-08,5.344150677544235e-10
1911,1.197084174009433e-07,7.980561100850991e-09
1912,1.390915400634185e-07,6.772247651554153e-09
1913,1.0552949447628635e-07,7.954484182448596e-09
1914,1.1116594578197692e-07,0.0
1915,2.203002509304497e-07,9.424609537234119e-09
1916,1.2415831918133335e-07,6.592477230782379e-09
1917,1.3927359532317496e-07,1.0966424435210342e-09
1918,1.274987795341076e-07,9.189101035644853e-09
1919,1.0496947311366966e-07,8.287063479883727e-09
1920,1.3478572213898588e-07,8.329454459499175e-09
1921,7.951384617399526e-08,1.5145494858259667e-09
1922,1.2837607243909588e-07,2.951174193910333e-09
1923,1.3376094898376323e-07,8.492758496458919e-09
1924,1.1473545669105079e-07,5.156649773851996e-09
1925,9.018506119673475e-08,0.0
1926,9.028372005559504e-08,0.0
1927,1.0034302277972529e-07,6.689535148041159e-09
1928,8.569531217972326e-08,5.713020723163709e-09
1929,1.4148315585771343e-07,3.342121912552898e-09
1930,1.1659000165309408e-07,5.2518016602221e-09
1931,1.4941016956981912e-07,0.0
1932,1.1069131744534388e-07,2.1919073223131136e-09
1933,1.0553009133218438e-07,2.2941324395731044e-09
1934,1.1382500986201194e-07,3.5944740517379614e-09
1935,9.933675926276919e-08,1.3165112555668657e-08
1936,9.457277627689109e-08,2.424942913137329e-09
1937,1.0828361496351135e-07,3.777335333410292e-09
1938,7.390172385157712e-08,1.2965214457594243e-09
1939,1.2541121918729914e-07,3.058810094103137e-09
1940,1.2425336137766863e-07,5.0715658339584024e-09
1941,1.1806010036252701e-07,2.9515025978810172e-09
1942,8.192371581117186e-08,6.068423541449874e-09
1943,1.2483911859817454e-07,0.0
1944,1.799384250489311e-07,1.927911696952833e-08
1945,1.481382696510991e-07,4.357008087652048e-09
1946,1.238978342144037e-07,0.0
1947,1.251691514880804e-07,8.344609447874518e-09
1948,9.0236667915633e-08,2.174377566888097e-09
1949,1.1387729870193652e-07,5.890204768377316e-09
1950,8.827350228557407e-08,3.190608444114673e-09
1951,8.848963517493758e-08,1.1727541604500402e-08
1952,8.119499028680366e-08,0.0
1953,9.480967833042087e-08,2.1547654771580937e-09
1954,1.3974727153254207e-07,1.9545072227344917e-09
1955,1.0042600706583471e-07,9.385607846468247e-10
1956,8.721141853129666e-08,8.72114158667614e-10
1957,8.216584745923683e-08,8.835037701437898e-10
1958,9.926692001727133e-08,4.1361216673863055e-09
1959,9.920957211306813e-08,2.325224457422337e-09
1960,7.958958292419993e-08,4.152500121534786e-09
1961,9.796904265613193e-08,1.3896318540318475e-09
1962,1.0147130069526611e-07,7.610347907416326e-09
1963,1.0022382213037417e-07,4.526237162849611e-09
1964,1.0646944303971395e-07,2.4335873316516654e-09
1965,1.0779925219139841e-07,1.6416130677043839e-09
1966,1.107814924239392e-07,4.431259803538978e-09
1967,8.628087044826316e-08,7.395503320850594e-09
1968,1.0240427883445591e-07,6.737123747768692e-09
1969,9.128932987323424e-08,2.7250546263957176e-09
1970,1.053108036330741e-07,3.6789800095249348e-09
1971,9.351883534236549e-08,4.624557625731995e-09
1972,9.84988162144873e-08,5.130146973897354e-09
1973,1.1136671673739329e-07,9.37244681864513e-09
1974,9.225937702694864e-08,1.1813700240281833e-08
1975,8.33876114825216e-08,1.7134440533084216e-09
1976,1.2512623470684048e-07,7.998937512354587e-09
1977,1.0225600277635749e-07,4.7014254711541525e-09
1978,1.158415301460991e-07,1.1881182704343018e-09
1979,1.129430842183865e-07,9.363157360553487e-09
1980,9.153092861424739e-08,5.6851505725319385e-09
1981,8.79251373930856e-08,3.795329828193417e-09
1982,9.125028554990422e-08,7.449002747961231e-09
1983,1.1620181794569362e-07,6.946847541655643e-09
1984,1.1829977353272625e-07,9.278413592994639e-09
1985,9.083492358286094e-08,4.210890747202711e-09
1986,1.0730128963132302e-07,9.591176741707841e-09
1987,9.044008919545377e-08,3.0554083707556856e-09
1988,9.714417359418803e-08,4.197587610832443e-09
1989,8.835876741386528e-08,6.036934507847036e-09
1990,1.0243464032555494e-07,5.448650863826288e-09
1991,1.201600383637924e-07,1.7584396161396398e-09
1992,1.0799490723911731e-07,3.30596661157756e-09
1993,1.229704054139802e-07,6.647049133334804e-09
1994,1.0338855815916759e-07,6.329911705904578e-09
1995,1.0302656505700725e-07,5.4224509327127635e-09
1996,9.448422844116067e-08,5.3380921904988554e-09
1997,9.973380343808458e-08,3.835915585170824e-09
1998,1.087133441046717e-07,3.337690568372409e-09
1999,9.048998350635884e-08,8.226361813967742e-09
2000,7.952456826387788e-08,5.743440834038438e-09
2001,9.551041557642748e-08,7.0099388516098315e-09
2002,9.419625968121181e-08,3.066854992184176e-09
2003,1.0292299634784285e-07,9.167230530238157e-09
2004,1.0042924003528242e-07,6.166707589017051e-09
2005,9.728098859795864e-08,6.305249655724765e-09
2006,9.059358063723266e-08,9.059357708451898e-09
2007,1.1264432231428145e-07,7.190063211481856e-09
2008,9.962408853425586e-08,1.2772319202269955e-08
2009,9.393339439611736e-08,9.059565542202108e-09
2010,7.983210537076957e-08,1.2754241218715379e-08
2011,7.380265998335744e-08,6.118355155848576e-09
2012,6.093612370250412e-08,1.05531832161887e-08
2013,6.861247925371572e-08,1.617692468869336e-08
2014,7.903874887915663e-08,1.3642305063399363e-08
2015,6.49456595169795e-08,9.531274436369586e-09
2016,7.00112963158972e-08,1.4499380363020009e-08
2017,6.792150486489845e-08,1.3584300795344006e-08
2018,6.014817444111031e-08,1.8328414341794996e-08
2019,5.1529951861084555e-08,1.6836519733942623e-08
