year,pourront_VERB ouvrir_VERB,pourront_VERB rouvrir_VERB
2000,1.2812291672048559e-08,8.836062992401139e-10
2001,1.0514908055370142e-08,1.7524847129024579e-09
2002,9.200564754507923e-09,1.752488598683044e-09
2003,1.6667691227212345e-08,0.0
2004,7.488145215006625e-09,1.3214374039449694e-09
2005,1.5763124139311913e-08,4.5037495954858286e-10
2006,6.58862386870851e-09,4.1178899179428186e-10
2007,1.1583990655594789e-08,7.988958938831558e-10
2008,1.4901038625225738e-08,0.0
2009,4.76819250749827e-09,0.0
2010,1.322662068758973e-08,1.4171379625338432e-09
2011,1.1089518636708817e-08,7.64794394481072e-10
2012,1.1234034147378225e-08,0.0
2013,1.310888730898796e-08,5.578250084070646e-10
2014,8.012147389990787e-09,4.330890368553497e-10
2015,1.0639562120218216e-08,6.649726325136385e-10
2016,9.32103016992869e-09,1.0356699942093428e-09
2017,1.1823373391450787e-08,1.0062445321423752e-09
2018,7.228107001822082e-09,1.0325866828253538e-09
2019,9.693753355577428e-09,7.65296326310505e-10
