year,eût_VERB envoyé_VERB,eût_VERB renvoyé_VERB
1911,9.683081003686311e-08,8.51259862599818e-09
1912,6.772247473918469e-08,1.40654377034366e-08
1913,7.318125483379845e-08,1.3257474229533273e-08
1914,7.835190274363413e-08,1.4063162190325329e-08
1915,6.832841847881355e-08,1.1780762143587253e-08
1916,6.812226160946011e-08,2.5271162940043723e-08
1917,5.702540661900457e-08,1.0966424213165737e-08
1918,7.351280828515883e-08,2.2972752589112133e-09
1919,6.261336693569319e-08,2.025726608678724e-08
1920,6.13350792377787e-08,2.1202248845497706e-08
1921,5.376650591415455e-08,1.6660044011018726e-08
1922,6.345024416987144e-08,5.164555005876537e-09
1923,7.431163595583712e-08,1.1677542488541803e-08
1924,9.926550603722717e-08,1.2891624656674594e-08
1925,5.609070896639423e-08,6.598906754362588e-09
1926,7.690835701623655e-08,8.916910765321973e-09
1927,8.696395070728613e-08,5.574612327308159e-09
1928,6.055801549109674e-08,1.0283437212876834e-08
1929,8.578113153134836e-08,6.684243825105796e-09
1930,6.617270287279098e-08,1.6805765667982087e-08
1931,5.816731984964463e-08,9.124285327288817e-09
1932,9.096415709564099e-08,1.0959536389520963e-08
1933,3.9000251916831985e-08,8.02946331646126e-09
1934,6.470052937856963e-08,9.585264137967897e-09
1935,6.821922227118193e-08,5.98414207075848e-09
1936,5.456121598967911e-08,3.6374143697059935e-09
1937,4.658713592675667e-08,1.0072894518486919e-08
1938,4.2785206488815675e-08,1.0372171566075394e-08
1939,3.211750509990452e-08,7.647025235257843e-09
1940,3.803674530900025e-08,1.7750480196809804e-08
1941,6.493305448884712e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,6.068423541449874e-09
1943,3.774205836748479e-08,1.4516175816936538e-08
1944,7.069009200222354e-08,3.2131861615880553e-09
1945,5.446259976338297e-08,0.0
1946,4.733175273941015e-08,1.2528993842408909e-08
1947,6.318061451793255e-08,1.3112957830685446e-08
1948,4.67491183542279e-08,9.784699273041042e-09
1949,6.47922533403289e-08,6.8719057111366055e-09
1950,6.7002780212988e-08,4.2541445921528975e-09
1951,5.650542789226165e-08,1.1727541604500402e-08
1952,3.585233443459401e-08,6.326882129314981e-09
1953,4.955960619668076e-08,1.0773827163745864e-08
1954,5.472620046020893e-08,1.2704297169818801e-08
1955,3.660387193349379e-08,5.631364707880948e-09
1956,4.7094165012140365e-08,6.976913269340912e-09
1957,5.301022554249357e-08,1.501956425897788e-08
1958,4.9633460008635666e-08,4.1361216673863055e-09
1959,4.1854036680888385e-08,9.300897829689347e-09
1960,4.567749911643659e-08,4.152500121534786e-09
1961,3.335116360858592e-08,1.181187059273725e-08
1962,4.3759499135376245e-08,4.43936931660005e-09
1963,4.138274078968607e-08,9.052474325699222e-09
1964,6.327326929067567e-08,1.034274621503073e-08
1965,5.2531618166540284e-08,4.924839203113152e-09
1966,4.486650695412209e-08,4.431259803538978e-09
1967,5.0289422404148354e-08,7.888536934785861e-09
1968,5.5244413488253485e-08,1.4372530721118437e-08
1969,6.358460780120367e-08,1.0446043141598693e-08
1970,5.0126104156333895e-08,7.3579600190498695e-09
1971,4.007949883089168e-08,3.083038491169532e-09
1972,4.463227654127877e-08,1.128632298730281e-08
1973,3.142526239230392e-08,2.205281512956958e-09
1974,3.1503201824989446e-08,1.2938814464291681e-08
1975,3.255543745694922e-08,7.996072248772634e-09
1976,2.9138986334942274e-08,1.7140580066410394e-09
1977,2.3507126911681553e-08,5.289103821581875e-09
1978,3.029701645118621e-08,4.158414057542359e-09
1979,3.920822067016161e-08,5.851973128301324e-09
1980,2.6720208268216084e-08,2.2740602734216964e-09
1981,2.277197808098208e-08,1.0753434587229549e-08
1982,2.4209258597807093e-08,4.345251713999687e-09
1983,3.157657957331139e-08,6.315316269933646e-09
1984,1.9136727757995686e-08,3.479405208395292e-09
1985,1.8648229627160617e-08,3.609334831011779e-09
1986,3.057187569766029e-08,4.196139880008332e-09
1987,3.116516467116526e-08,3.6664902225425067e-09
1988,2.278690480750356e-08,5.99655392008458e-09
1989,3.128229764115531e-08,3.2928733073589456e-09
1990,2.8332985735346483e-08,3.814055737905164e-09
1991,1.75843961613964e-08,1.7584396161396398e-09
1992,2.3692759754112558e-08,4.958949695321735e-09
1993,2.1048988330107932e-08,4.985286850001103e-09
1994,1.9517228722065738e-08,1.5824779264761446e-09
1995,1.4640617607142303e-08,3.253470381991974e-09
1996,1.3345230698291743e-08,2.135236876199542e-09
1997,2.3015493511024943e-08,5.753873377756236e-09
1998,1.7642078020685403e-08,2.3840645013706308e-09
1999,1.7366764026860437e-08,5.484241505371301e-09
2000,1.8113929911578452e-08,4.859834756842929e-09
2001,1.796296800193886e-08,3.943090742808408e-09
2002,2.7601695151702188e-08,8.76244299341522e-10
2003,2.541822929913451e-08,4.583615265119079e-09
2004,2.686922684347337e-08,2.2023955992267474e-09
2005,2.0717248361279417e-08,2.251874686720612e-09
2006,2.6766285188273287e-08,2.0589450144825605e-09
2007,1.7176262190332636e-08,3.994479413904628e-09
2008,1.575252639440805e-08,2.9802078582719105e-09
2009,2.1933685090402832e-08,7.1522885392028e-09
2010,1.6533276081531767e-08,4.723792912386671e-09
2011,2.2561435386592166e-08,6.500752380844688e-09
2012,2.4510619311968185e-08,4.425528388196653e-09
2013,4.267361219945087e-08,7.530637446961919e-09
2014,4.3741991362367116e-08,7.362513709807672e-09
2015,5.918256462678073e-08,9.087958829923082e-09
2016,6.50400764357073e-08,1.0149566520567532e-08
2017,2.4904551310100942e-08,4.779661555431858e-09
2018,5.059674634821931e-08,8.002547069452248e-09
2019,5.1274852808091964e-08,6.632568272380013e-09
