year,put_VERB apporter_VERB,put_VERB rapporter_VERB
1864,2.5412058235474433e-08,6.233146443435089e-09
1865,1.835669216632141e-08,2.871175119878444e-08
1866,1.216403244796993e-08,9.731225603104576e-09
1867,1.5043715606566366e-08,2.717574432153924e-08
1868,1.5807597009143137e-08,1.3831646938911035e-08
1869,2.0022428159904848e-08,1.1720445947105418e-08
1870,1.2614907340946502e-08,2.752343419842873e-08
1871,2.3366590440332402e-08,1.5931766128574054e-08
1872,2.1770421909650395e-08,1.6327815544059376e-08
1873,2.8134220286801792e-08,1.496501056408306e-08
1874,1.9716210886144836e-08,2.6288279997288555e-08
1875,1.2015206607429718e-08,9.7265964171811e-09
1876,1.813804395567331e-08,1.6324239737741664e-08
1877,2.4120781816350245e-08,1.608052180301911e-08
1878,2.3552445327368332e-08,1.9928991790152395e-08
1879,1.9549840857280287e-08,1.0996785704264767e-08
1880,1.5402831010646878e-08,1.0268554007097919e-08
1881,1.3945014920579979e-08,2.3009274485730202e-08
1882,2.5956001792337702e-08,2.6621540527571597e-09
1883,1.3902545781263598e-08,1.2638677659992936e-08
1884,1.3203393933736152e-08,1.5844072720483382e-08
1885,2.127059772760731e-08,9.66845359329227e-09
1886,1.677900662855336e-08,1.2261581083805595e-08
1887,1.566941953967671e-08,1.566941953967671e-08
1888,1.6485598663962264e-08,2.028996703984376e-08
1889,1.2530273707511697e-08,1.3783300722991498e-08
1890,1.1797895993481688e-08,1.0487018364813139e-08
1891,2.039750413018737e-08,8.92390783491237e-09
1892,6.8953633913793055e-09,1.191017329205124e-08
1893,2.3401982574000613e-08,1.539604177480669e-08
1894,1.6384001710889606e-08,6.301539290376468e-09
1895,5.416753268150387e-09,1.5648398132839247e-08
1896,1.7691087705884456e-08,2.0049897742069334e-08
1897,1.4566784223291052e-08,1.4566784223291052e-08
1898,1.867257104493092e-08,6.7900258748920805e-09
1899,1.713549302451156e-08,2.5426860617017155e-08
1900,1.9206897405865675e-08,2.491705508589348e-08
1901,2.2913829056392387e-08,2.6267072072982955e-08
1902,1.4730851205513318e-08,1.6203935970793282e-08
1903,7.020286574288548e-09,1.6200660368781428e-08
1904,3.0635362691100454e-08,8.061937784020756e-09
1905,2.2191263937543226e-08,6.708986699521802e-09
1906,3.343719967574543e-08,8.230695236477459e-09
1907,2.3142794347563722e-08,1.131425531042396e-08
1908,2.8486056180554442e-08,1.1787333775714615e-08
1909,2.53045246978445e-08,2.0353638774395222e-08
1910,1.2825961626106164e-08,1.1222716089775986e-08
1911,1.8089272302290738e-08,2.3409645777405785e-08
1912,1.6670147928721235e-08,1.0418842677495377e-08
1913,2.0151361468379037e-08,1.5378670781274195e-08
1914,2.0759905794420774e-08,2.678697486047099e-09
1915,2.4739600590351074e-08,3.062998032987707e-08
1916,2.307367097387214e-08,5.493730803607377e-09
1917,1.0966424213165737e-08,1.4256351654751143e-08
1918,2.986458014220261e-08,0.0
1919,2.1178051312631396e-08,7.366278698128781e-09
1920,2.0445025228355007e-08,9.086678076641874e-09
1921,2.2718241510233383e-08,7.572747762196741e-09
1922,2.0658220023506146e-08,1.770704471937279e-08
1923,1.1677542488541803e-08,1.9108707505210987e-08
1924,2.5783249313349188e-08,2.578324886925998e-09
1925,2.1996356736053713e-08,6.598906754362588e-09
1926,1.7833821530643945e-08,1.2260752413340015e-08
1927,2.0068604555945058e-08,1.1149224654616319e-08
1928,3.085031252680892e-08,7.998228745975666e-09
1929,3.230717737778832e-08,2.33948540540041e-08
1930,1.6805765667982087e-08,6.302162347537887e-09
1931,2.5091784650044247e-08,4.5621426636444085e-09
1932,3.287861005674131e-08,1.3151444377967891e-08
1933,2.2941325283909464e-08,1.4911860191091364e-08
1934,2.995395220750652e-08,1.5576054224197833e-08
1935,2.2739740757060645e-08,4.787313656606784e-09
1936,1.4549657478823974e-08,1.2124714565686645e-08
1937,2.0145789036973838e-08,1.510934133364117e-08
1938,2.463390735840676e-08,6.482607339819424e-09
1939,2.4470480752825097e-08,1.5294050470515685e-09
1940,3.803674530900025e-08,1.5214697057785997e-08
1941,3.5418032950929046e-08,8.854508237732261e-09
1942,2.4273694165799498e-08,1.517105907566929e-08
1943,2.9032351633873077e-08,2.0322646676618206e-08
1944,2.5705489292704442e-08,2.5705489292704442e-08
1945,4.574858536443571e-08,4.357008087652048e-09
1946,1.6705325123211878e-08,8.352662561605939e-09
1947,2.5033829231801974e-08,7.152522574216391e-09
1948,3.913879709216417e-08,6.523132700664291e-09
1949,2.0615717133409817e-08,9.817008317369869e-10
1950,2.6588404367089424e-08,8.508289184305795e-09
1951,1.4925962688039363e-08,6.396841278899501e-09
1952,7.381362632230548e-09,1.1599284199803606e-08
1953,1.723812381726475e-08,5.386913581872932e-09
1954,2.9317607896928166e-08,2.9317608341017376e-09
1955,1.407841132561316e-08,1.5016972554349195e-08
1956,2.3547082506070183e-08,6.104799332717903e-09
1957,1.6786572132332367e-08,7.068030161150318e-09
1958,1.4062814024384807e-08,9.099467845885556e-09
1959,1.2401196514133517e-08,1.1626121398933265e-08
1960,2.6991250123842292e-08,7.612916519406099e-09
1961,1.945484662257968e-08,5.55852741612739e-09
1962,1.77574772664002e-08,1.331810839388936e-08
1963,2.7157422977097667e-08,3.879631726988464e-09
1964,1.7035111099517053e-08,1.1559539991878864e-08
1965,1.7510538796727815e-08,6.0192477668863376e-09
1966,1.8278946356531378e-08,6.6468897053084675e-09
1967,2.1200442290592036e-08,6.902469706915326e-09
1968,1.4821671889819754e-08,2.110965446888713e-08
1969,1.3171097990039016e-08,8.175163657142548e-09
1970,1.839489982558007e-08,5.518470125309705e-09
1971,1.490135304038631e-08,8.735275613958038e-09
1972,1.539044092169206e-08,6.669190977248718e-09
1973,2.1501493918663073e-08,7.718485406371656e-09
1974,1.2938814464291681e-08,9.563471792262135e-09
1975,1.313640396460869e-08,6.8537762132336866e-09
1976,1.542652228181396e-08,2.856763492431469e-09
1977,2.4094806150287695e-08,4.11374712072643e-09
1978,1.3663360221016774e-08,1.1881182260253809e-08
1979,1.9896710057309974e-08,4.096381456264453e-09
1980,1.5349906234973787e-08,7.95921106799824e-09
1981,9.488323904349727e-09,1.138598904049104e-08
1982,8.069752865935698e-09,6.828252629986764e-09
1983,2.084054351314535e-08,4.4207211225000265e-09
1984,1.797692661398287e-08,4.059305780401701e-09
1985,1.6242006850575308e-08,6.617113967877231e-09
1986,1.7983456501724504e-08,4.196139880008332e-09
1987,1.2221633483022742e-08,2.4443267410134695e-09
1988,1.4991384134077634e-08,2.398621523624911e-09
1989,1.3720305780395847e-08,5.488121956886971e-09
1990,2.179460345530515e-08,4.358920779878872e-09
1991,1.2309077312977479e-08,7.6199047072123e-09
1992,1.1570882918476855e-08,6.61193322315512e-09
1993,1.661762283333701e-08,3.323524566667402e-09
1994,1.4242301560329906e-08,2.637463358823311e-09
1995,1.3013881527967897e-08,3.795715741716776e-09
1996,1.014237493990322e-08,2.6690460952494277e-09
1997,7.671831170341648e-09,8.151320507465698e-09
1998,6.675381136744818e-09,4.7681290027412615e-09
1999,1.6452723627935484e-08,5.941261704833778e-09
2000,1.3254094710646314e-08,5.3016377954406835e-09
2001,1.0514908055370142e-08,2.190605918883648e-09
2002,1.4896152755738967e-08,4.81934359086722e-09
2003,9.58392298855415e-09,3.333538334260311e-09
2004,1.8500124099318782e-08,2.2023955992267474e-09
2005,1.1259373877692269e-08,4.053374524914943e-09
2006,1.0294725072412803e-08,7.823991232669414e-09
2007,1.2782334302130494e-08,1.997239706952314e-09
2008,9.366367237362283e-09,4.6831836186811415e-09
2009,9.53638501499654e-09,6.675469510497578e-09
2010,1.6060896612657416e-08,3.3066551718974324e-09
2011,9.177532511728259e-09,4.206369030868018e-09
2012,8.170206733382201e-09,4.085103366691101e-09
2013,1.5340187786705428e-08,6.136075203500013e-09
2014,1.147685946278898e-08,4.7639794331644225e-09
2015,1.0861219479352258e-08,6.64972610309178e-09
2016,1.4292246497404903e-08,5.799752234025846e-09
2017,1.2326495379966218e-08,2.7671724911471074e-09
2018,1.4714360396794746e-08,3.0977600484760615e-09
2019,1.1479444950168727e-08,8.16316081397872e-09
