year,pouvait_VERB approcher_VERB,pouvait_VERB rapprocher_VERB
1880,5.647704881539539e-08,3.0805662021293756e-08
1881,4.5321300490286376e-08,9.761510710859511e-09
1882,6.389169726617183e-08,1.5307385581309063e-08
1883,7.330433504648681e-08,1.0110942305630033e-08
1884,4.15906917794473e-08,2.5086448474098688e-08
1885,2.9649923405372647e-08,2.127059772760731e-08
1886,3.033127882190456e-08,1.2261581083805595e-08
1887,3.852065688647599e-08,1.6322312390570914e-08
1888,3.867775077992519e-08,2.1558090423923204e-08
1889,3.884384724983647e-08,2.5060547415023393e-08
1890,4.0637196718762425e-08,1.9007721618891082e-08
1891,2.6134301833735663e-08,1.0836173736095134e-08
1892,2.5074049503359674e-08,1.3790726782758611e-08
1893,4.434059874824925e-08,1.539604177480669e-08
1894,4.4110773700367645e-08,1.449354058991048e-08
1895,4.935263930860856e-08,3.0093072478365457e-09
1896,4.1279204054944785e-08,9.435246361988447e-09
1897,3.204692333724779e-08,1.2236098356765979e-08
1898,2.4896761985360172e-08,7.355861253444118e-09
1899,2.984892333302014e-08,1.7688250864011934e-08
1900,3.73755817406618e-08,1.038210584169974e-08
1901,4.415103660448949e-08,2.51493244007861e-08
1902,2.6515532880466708e-08,4.910283735171106e-09
1903,2.8621167658116065e-08,1.83607493653426e-08
1904,2.7948050984605288e-08,1.5586412160928376e-08
1905,3.715746643706552e-08,1.4450125540577119e-08
1906,2.9321851613417493e-08,8.230695236477459e-09
1907,1.7485668024619372e-08,2.468564730406797e-08
1908,3.487086175368859e-08,1.5225305460830896e-08
1909,3.5206294768386215e-08,1.320236009405562e-08
1910,3.4202564336283103e-08,1.6566866989364826e-08
1911,4.0966881442727754e-08,1.9153347352585115e-08
1912,2.2400511667797218e-08,4.167536982180309e-09
1913,3.712092677687906e-08,1.3257474229533273e-08
1914,1.339348720819089e-08,1.4732836284281348e-08
1915,2.3561524287174507e-08,9.424609537234119e-09
1916,2.8567400889301098e-08,8.789969641043172e-09
1917,2.9609346086090227e-08,1.864292187292449e-08
1918,2.067547733020092e-08,2.067547733020092e-08
1919,3.4069039145379065e-08,9.207848372660976e-10
1920,3.7861159540852896e-08,8.329454459499175e-09
1921,2.574734203619755e-08,4.543648568500203e-09
1922,2.6560567079059183e-08,9.591316185719734e-09
1923,3.3971033985835675e-08,1.6985516992917837e-08
1924,3.609654797287476e-08,2.0626599095407983e-08
1925,4.3992713472107425e-08,1.3197813508725176e-08
1926,3.009457216762712e-08,1.671920735191179e-08
1927,4.4596898618465275e-08,1.5608915049369898e-08
1928,3.313552099371009e-08,1.7139061725401916e-08
1929,3.230717737778832e-08,2.33948540540041e-08
1930,3.2561171536826805e-08,1.995684684175103e-08
1931,3.763767608688795e-08,1.710803587684495e-08
1932,3.616647248350091e-08,9.863582839386709e-09
1933,4.12943848004943e-08,1.9500125958415992e-08
1934,4.313368862085554e-08,2.6359476379411717e-08
1935,4.188899538348778e-08,2.6330225111337313e-08
1936,3.273672888326473e-08,8.487299751891442e-09
1937,2.1404900962807005e-08,1.6368453259474336e-08
1938,2.852347158466273e-08,2.463390735840676e-08
1939,2.141167065872196e-08,1.988226472349197e-08
1940,5.325144059042941e-08,1.7750480196809804e-08
1941,3.246652724442356e-08,1.4757512545315876e-08
1942,5.158160121254696e-08,6.068423541449874e-09
1943,4.645176332473966e-08,1.4516175816936538e-08
1944,3.534504600111177e-08,6.4263723231761105e-09
1945,4.7927088075994106e-08,3.703456741277478e-08
1946,3.201854070766785e-08,2.7842208538686464e-08
1947,3.695469885656166e-08,2.1457568166738383e-08
1948,1.9569398546082084e-08,1.4133454406817236e-08
1949,3.5341230386620737e-08,1.0798709482173763e-08
1950,2.5524867552917385e-08,8.508289184305795e-09
1951,3.944718685033877e-08,1.1727541604500402e-08
1952,4.007025466989944e-08,1.5817205323287453e-08
1953,2.9089333608567358e-08,1.508335856215126e-08
1954,3.615838295445428e-08,1.07497895029951e-08
1955,2.2525458831523792e-08,1.6894095011821264e-08
1956,2.3547082506070183e-08,2.1802854632824165e-08
1957,3.8874166108371355e-08,1.501956425897788e-08
1958,3.6397871383542224e-08,1.2408365002158916e-08
1959,2.8677767716089875e-08,1.6276571201956358e-08
1960,2.145458388724819e-08,2.2838749558218296e-08
1961,2.709782087606527e-08,1.181187059273725e-08
1962,3.2343976386073336e-08,1.2683912586908264e-08
1963,3.814971449855875e-08,1.2932106940866106e-08
1964,3.285342842218597e-08,1.2776333768727e-08
1965,2.407699106754535e-08,1.586892572902343e-08
1966,2.658755882123387e-08,1.8278946356531378e-08
1967,2.7116845657815247e-08,1.6763140209263838e-08
1968,3.323647845832056e-08,1.392338955241712e-08
1969,3.587988572917311e-08,2.4071315607443466e-08
1970,3.219107469476512e-08,1.7935027685211935e-08
1971,3.134422499329048e-08,1.3873672877195986e-08
1972,2.7702792948502974e-08,1.3851396474251487e-08
1973,2.0398854161385316e-08,9.37244681864513e-09
1974,2.418995848074701e-08,1.5751600912494723e-08
1975,1.4278700888326057e-08,9.138368284311582e-09
1976,3.428116102099921e-08,1.4855169538918744e-08
1977,3.467301112891619e-08,1.4104276857551667e-08
1978,2.316830638449119e-08,1.3069301196821925e-08
1979,2.750427441355896e-08,1.6970723493159312e-08
1980,2.1035058139773355e-08,1.5349906234973787e-08
1981,2.0241758491579276e-08,1.5813874654213578e-08
1982,2.7313010519947056e-08,1.3035754697909852e-08
1983,3.220811350956865e-08,1.894594880980094e-08
1984,2.2616132966390978e-08,1.4497521405587577e-08
1985,3.308556983938615e-08,1.3835783185811579e-08
1986,1.9182353483415682e-08,1.498621315931814e-08
1987,1.9554613928107756e-08,1.3443797186596385e-08
1988,2.338656024392094e-08,1.199310784016916e-08
1989,2.1952487827547884e-08,1.3720305780395847e-08
1990,3.2691904294779306e-08,1.198703181159999e-08
1991,3.106576684785978e-08,1.6998249918742658e-08
1992,3.581463658974826e-08,1.4876849085965205e-08
1993,2.2156829260211452e-08,1.4401939196773128e-08
1994,2.9012095836833396e-08,1.5824779708850656e-08
1995,1.7894087989134277e-08,1.4098372247417501e-08
1996,2.3487604750016544e-08,1.1743802375008272e-08
1997,2.109753616252874e-08,1.7261619689179497e-08
1998,2.6701524546979272e-08,1.621164003040576e-08
1999,3.564757022900267e-08,1.0968483010742602e-08
2000,2.3415566374751506e-08,1.5463109903635086e-08
2001,2.6725391677473453e-08,1.270551397425379e-08
2002,2.9354184860608257e-08,1.4896152755738967e-08
2003,3.208530685583355e-08,1.2917460878725251e-08
2004,2.4666830356068203e-08,2.026203915761471e-08
2005,4.819012033863146e-08,1.4862373554080932e-08
2006,3.5825642896725185e-08,1.4824403926638752e-08
2007,2.3567428897308673e-08,1.4779574009082808e-08
2008,3.193079933794252e-08,1.3623806971452268e-08
2009,4.4344190541778516e-08,7.1522885392028e-09
2010,2.9759895880943077e-08,1.369900015646408e-08
2011,3.9004515173246546e-08,1.5295887223487625e-08
2012,5.3787193365906205e-08,9.872333173177594e-09
2013,5.299337502151502e-08,9.761937924679387e-09
2014,5.933319968676187e-08,1.645738301192523e-08
2015,6.716223310831992e-08,1.5072712855612735e-08
2016,5.509764378075488e-08,9.32103016992869e-09
2017,4.6287247812415444e-08,1.2074934829797712e-08
2018,5.137118819220632e-08,1.4456214003644163e-08
2019,6.071351066339048e-08,1.0714148679369373e-08
