year,veut_VERB emporter_VERB,veut_VERB remporter_VERB
1937,1.7627565185307503e-08,2.5182236296217297e-09
1938,1.4261735792331365e-08,5.186085783037697e-09
1939,2.4470480752825097e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,2.5357829169792012e-09
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,6.068423541449874e-09
1943,8.709705845433291e-09,0.0
1944,3.213186161588055e-08,3.2131861615880553e-09
1945,1.5249527862692958e-08,4.357008087652048e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.3112957830685446e-08,5.960435700558264e-09
1948,1.7395020535104777e-08,5.435944139264848e-09
1949,1.3743811422273211e-08,1.9634016634739737e-09
1950,2.0207187034770868e-08,3.190608444114673e-09
1951,1.2793682557799002e-08,3.1984206394497505e-09
1952,1.1599284199803606e-08,4.2179215675730575e-09
1953,2.0470272588113403e-08,0.0
1954,2.247683283940205e-08,9.772536557761669e-09
1955,2.2525458831523792e-08,4.6928039232341234e-09
1956,8.72114114258693e-09,2.616342476002842e-09
1957,1.767007518083119e-08,4.417518795207798e-09
1958,1.3235589513271862e-08,1.0753916868111446e-08
1959,2.2477168570844697e-08,3.100299128533379e-09
1960,2.6991250123842292e-08,4.152500121534786e-09
1961,1.667558180429296e-08,2.779263708063695e-09
1962,1.0147130247162295e-08,2.5367825617905737e-09
1963,1.5518526907953856e-08,4.526237162849611e-09
1964,2.251068309533366e-08,6.083968440151466e-09
1965,2.2435377999840966e-08,4.924839203113152e-09
1966,1.606331601067268e-08,4.985167390003653e-09
1967,1.9721342781053863e-08,4.930335695263466e-09
1968,1.9313088017725022e-08,7.186265360559219e-09
1969,2.043791091921321e-08,7.2668124850849836e-09
1970,1.8854771965948203e-08,9.197449912790034e-09
1971,1.7470551227916076e-08,4.1107179882260425e-09
1972,1.539044092169206e-08,7.69522046084603e-09
1973,1.1577728109557484e-08,6.064523994098181e-09
1974,2.4752514704573514e-08,3.3753431161187564e-09
1975,1.4849848462006321e-08,3.998036124386317e-09
1976,1.8854638739185248e-08,6.2848797277581525e-09
1977,1.9981058585472056e-08,1.1753563677885381e-09
1978,1.3663360221016774e-08,4.158414057542359e-09
1979,1.1118749476679568e-08,4.681578680276743e-09
1980,1.591842213599648e-08,2.2740602734216964e-09
1981,1.5813874654213578e-08,1.2651099057237047e-09
1982,8.069752865935698e-09,4.345251713999687e-09
1983,1.1999100379966876e-08,3.78918940668882e-09
1984,1.6237223121606803e-08,3.479405208395292e-09
1985,1.3835783185811579e-08,1.8046674155058895e-09
1986,2.0980699844130868e-08,3.5966913891627428e-09
1987,1.4665960890170027e-08,6.110816852533674e-10
1988,1.5591039570495013e-08,5.99655392008458e-09
1989,1.7561990972581043e-08,8.232182935330457e-09
1990,1.1442167213715493e-08,5.448650863826288e-09
1991,1.75843961613964e-08,4.10302547493302e-09
1992,1.652983172562017e-08,3.30596661157756e-09
1993,2.2156829260211452e-08,1.1078414852150331e-09
1994,2.0572214154412904e-08,4.2199412852994556e-09
1995,1.2471637056421514e-08,7.591431483433553e-09
1996,2.2953797085278893e-08,6.939520069693117e-09
1997,1.054876808126437e-08,2.876936688878118e-09
1998,1.4304387896402204e-08,7.152193948201102e-09
1999,1.3253583119876566e-08,6.8553016596695215e-09
2000,1.2812291672048559e-08,7.510653432518666e-09
2001,1.4019877703219663e-08,4.8193329327261836e-09
2002,1.752488643091965e-08,9.200564754507923e-09
2003,1.8751153518792307e-08,6.667076668520622e-09
2004,1.4535810777260849e-08,3.9643119897903034e-09
2005,1.5312748402607212e-08,3.602999676388663e-09
2006,1.523619275189958e-08,4.117890028965121e-09
2007,1.5578470069499417e-08,6.7906151812735516e-09
2008,2.171294255504108e-08,3.8316958494988285e-09
2009,1.192048149079028e-08,1.0966842545201416e-08
2010,1.9839930587295385e-08,9.447585824773341e-09
2011,1.5678285336662157e-08,5.353560705856353e-09
2012,1.8042539906559796e-08,7.489355802192676e-09
2013,1.7571487376244477e-08,4.183687618564136e-09
2014,1.5591204771681078e-08,5.846701789380404e-09
2015,1.551602757388082e-08,6.428068743957738e-09
2016,2.278474120487317e-08,9.113896304313585e-09
2017,1.3584300795344006e-08,7.2952728302766445e-09
2018,1.858655984676716e-08,7.486253394972664e-09
2019,1.785691416955615e-08,5.3570743396846865e-09
