year,doit_VERB envoyer_VERB,doit_VERB renvoyer_VERB
1879,1.8694535697250103e-07,6.414791187125957e-08
1880,2.2719176229202276e-07,1.0653624826773012e-07
1881,1.7989069078794273e-07,8.506459181489845e-08
1882,2.1829663410244393e-07,1.0049631526953817e-07
1883,1.9147597640767344e-07,1.1880356964866223e-07
1884,1.5712038248238969e-07,8.450172117591137e-08
1885,2.2817550870968262e-07,8.830520670244368e-08
1886,1.7166213694963517e-07,8.131364381824824e-08
1887,2.00437980879542e-07,1.3449584912450518e-07
1888,1.864140699581185e-07,1.2237386215474544e-07
1889,2.0173740722384537e-07,8.896493852716958e-08
1890,1.9925334981962806e-07,1.317431639336064e-07
1891,1.8676465174394252e-07,1.0708689757166212e-07
1892,1.9307017851133423e-07,7.396844381446499e-08
1893,1.5149704779560125e-07,9.052872229631248e-08
1894,1.7518279094019817e-07,1.4052432106836932e-07
1895,1.7935471419150417e-07,1.0412203010901067e-07
1896,1.7219323922290641e-07,1.2029939000512968e-07
1897,1.9402956752401224e-07,1.0255016036353481e-07
1898,2.0879329554190917e-07,8.713866606058218e-08
1899,1.9512351911998849e-07,8.788849470420246e-08
1900,1.9829822406336461e-07,8.66905907059845e-08
1901,1.6151454929058673e-07,9.333194128657851e-08
1902,1.9641134940684424e-07,1.0016979246074698e-07
1903,2.0250826082701678e-07,9.450385363152236e-08
1904,1.5855144397391996e-07,8.00819179858081e-08
1905,1.9868922151999868e-07,7.792746004042783e-08
1906,1.7490226866812009e-07,6.790323681116206e-08
1907,1.4759960720311938e-07,6.942838837176168e-08
1908,1.6993406859455717e-07,8.840500242968119e-08
1909,2.0353638774395222e-07,3.905698164885507e-08
1910,1.5872127789862134e-07,8.069667245536039e-08
1911,2.1068682087843627e-07,9.097839637206562e-08
1912,1.713899564492749e-07,7.032718940536142e-08
1913,1.6651387113597593e-07,6.363587345958877e-08
1914,1.7009729447181599e-07,6.027069332503743e-08
1915,1.507937525957459e-07,6.950649833470379e-08
1916,1.6810817271561973e-07,7.471474106068854e-08
1917,1.984922874953554e-07,8.444146715191891e-08
1918,2.0675477685472288e-07,7.351280828515883e-08
1919,1.7863226275949273e-07,5.616787390749778e-08
1920,2.226236119895475e-07,5.4520068459851245e-08
1921,1.8023138181888498e-07,5.6038331308627676e-08
1922,1.7411927899502189e-07,8.92730227519678e-08
1923,1.7834793197835097e-07,5.6264525483129546e-08
1924,1.5469949232738145e-07,7.992807127266133e-08
1925,2.0016683777157596e-07,9.458432970177455e-08
1926,1.4935825731754448e-07,5.238685218955652e-08
1927,1.861920537749029e-07,6.801027296887696e-08
1928,1.5653677110094577e-07,6.055801549109674e-08
1929,1.5262357067058474e-07,3.78773812315103e-08
1930,2.0692098701147188e-07,5.3568378177715203e-08
1931,2.0757748586675007e-07,4.904303452235581e-08
1932,1.7973640353829978e-07,4.055028668403793e-08
1933,1.6976579786387447e-07,5.5059178549754506e-08
1934,1.5935501096464577e-07,5.391711255242626e-08
1935,1.3404478238498996e-07,7.89906735576551e-08
1936,1.1882220007919386e-07,3.15242587589637e-08
1937,1.4731608644069638e-07,3.777335422228134e-08
1938,1.9836778619719553e-07,4.2785206488815675e-08
1939,1.1470537941704606e-07,4.435274547631707e-08
1940,1.2425336137766863e-07,5.832300686847702e-08
1941,1.7709015764921787e-07,9.739958528598436e-08
1942,1.790184995797972e-07,4.5513175450651033e-08
1943,1.0161323160673419e-07,5.2258233296242906e-08
1944,1.6387249957006134e-07,6.105053529381621e-08
1945,1.3942425880486553e-07,7.406913482554955e-08
1946,1.0162406027802717e-07,3.480275978517966e-08
1947,1.0967201546918659e-07,5.4836007734593295e-08
1948,1.2067795296388795e-07,5.218506160531433e-08
1949,1.0798709126902395e-07,5.693864935096826e-08
1950,1.0954422435816014e-07,3.93508372553697e-08
1951,1.4073050635943218e-07,5.757156884556025e-08
1952,1.1388388543309702e-07,6.326882129314981e-08
1953,1.1635733443426943e-07,5.2791754967529414e-08
1954,9.088458341466321e-08,4.69081733456278e-08
1955,1.6237100908256252e-07,7.320774386698758e-08
1956,1.0552581386491511e-07,5.319896345667985e-08
1957,1.0248643889099185e-07,6.007825703591152e-08
1958,9.843969905887207e-08,5.4596807075313336e-08
1959,1.5734018177226972e-07,4.417926291466756e-08
1960,1.0658083482439906e-07,4.0832915715327545e-08
1961,1.2298241358621453e-07,8.268309414916075e-08
1962,1.3635205675655016e-07,4.883306559122502e-08
1963,9.893061303500872e-08,6.595374202333915e-08
1964,1.478404243471232e-07,5.4755716405452404e-08
1965,1.1929054721804278e-07,4.7059572239049885e-08
1966,1.3736905657424359e-07,3.6557892713062756e-08
1967,1.0649524995187676e-07,4.48660522067712e-08
1968,1.0824312113300039e-07,4.626158300879979e-08
1969,1.3307349888691533e-07,5.0867686951505675e-08
1970,1.3750187122241186e-07,6.162291299460776e-08
1971,1.0790634519253217e-07,5.0356295133724416e-08
1972,9.182962656950622e-08,5.23274970021248e-08
1973,1.0144295004010928e-07,4.686223320504723e-08
1974,1.4288951888374868e-07,6.356896165016224e-08
1975,1.4392929870155058e-07,5.9399393848025284e-08
1976,1.1027106694427857e-07,4.8564977817022736e-08
1977,1.240000955249343e-07,6.581995393162288e-08
1978,1.045544095745754e-07,4.455443658457625e-08
1979,1.217210439108385e-07,7.900163723206788e-08
1980,1.193881615790815e-07,5.059784058403238e-08
1981,1.138598904049104e-07,6.325549861685431e-08
1982,1.0801053917930403e-07,5.338451813940992e-08
1983,1.0357118185311265e-07,5.810090897284681e-08
1984,1.0902135727519635e-07,5.3930779841948606e-08
1985,1.4858427732633572e-07,7.399136592312061e-08
1986,1.3547537491831463e-07,5.8146508052914214e-08
1987,2.0654560728416982e-07,7.944061763964783e-08
1988,1.7390006235018518e-07,7.195864526465812e-08
1989,1.43239986982735e-07,7.793133249833772e-08
1990,1.3185734815124306e-07,7.682597669145252e-08
1991,1.283660822082311e-07,5.5097771678447316e-08
1992,1.2727970499781804e-07,5.620142928819405e-08
1993,1.2241648050803633e-07,4.985286850001103e-08
1994,1.2448826680611091e-07,7.912390032061012e-08
1995,1.3393453457410942e-07,5.9104714011937176e-08
1996,1.1370136121513497e-07,7.206424612604678e-08
1997,1.1268001998132604e-07,7.14439281068735e-08
1998,1.0966697061576269e-07,1.0394521865464412e-07
1999,1.1014184764235324e-07,9.87163417676129e-08
2000,1.1000898325619346e-07,1.0028931285432918e-07
2001,1.2661702442073874e-07,7.754744757448861e-08
2002,1.2617917377610866e-07,9.288189772860278e-08
2003,1.3250814845378045e-07,8.792207495389448e-08
2004,9.998876038253002e-08,8.104815663045883e-08
2005,9.728098859795864e-08,8.106749049829887e-08
2006,1.1241839814601917e-07,7.94752779142982e-08
2007,1.286222328644726e-07,7.589510886418793e-08
2008,1.1750533701615495e-07,7.876263197204025e-08
2009,1.106220679503167e-07,8.964202180550274e-08
2010,1.0864724231396394e-07,7.463592766043803e-08
2011,1.0057046040401474e-07,9.712888981994183e-08
2012,1.0961693419631047e-07,7.217015962623918e-08
2013,1.1351738748999196e-07,7.307507843279382e-08
2014,9.59292236757392e-08,7.037697002942878e-08
2015,1.0307075370974417e-07,7.115207267816004e-08
2016,1.0522407478674722e-07,6.048313139217498e-08
2017,1.0590724031089849e-07,7.697770598724674e-08
2018,1.0145163997776763e-07,5.601782859798732e-08
2019,8.979476717740908e-08,7.091745857223941e-08
