year,peuvent_VERB envoyer_VERB,peuvent_VERB renvoyer_VERB
1840,7.134051571711097e-08,3.503328827036967e-08
1841,8.154096775569997e-08,1.6693427085101575e-08
1842,8.519496930148307e-08,2.6162233268678392e-08
1843,5.7887728388550386e-08,2.008349753168659e-08
1844,6.037417676907353e-08,2.5247381074677833e-08
1845,1.0211817169647475e-07,2.6785095030845696e-08
1846,5.034871009002018e-08,2.1076203893244383e-08
1847,6.741529290366088e-08,2.426950729272903e-08
1848,1.0378335701943797e-07,5.792559676365272e-08
1849,1.0139092410099693e-07,4.524883934209356e-08
1850,5.974316508172706e-08,1.5614691761811628e-08
1851,9.287191460316535e-08,1.6768540334055615e-08
1852,3.6459056218518526e-08,1.9531636752390114e-08
1853,5.733054564416307e-08,1.3735443005202796e-08
1854,3.844791862661623e-08,3.3771819119010615e-08
1855,4.7231740296638236e-08,2.0166361025530932e-08
1856,3.4169449492083004e-08,3.1063134287023786e-08
1857,5.027954230740761e-08,3.612316845647001e-08
1858,5.4809170535463636e-08,3.131952652779546e-08
1859,7.892868580938739e-08,7.129042689513199e-09
1860,6.865776214226571e-08,1.0069804545764782e-08
1861,5.32903889904901e-08,2.1221836732365773e-08
1862,5.0601446588416366e-08,1.3102160245637151e-08
1863,7.941446966697185e-08,1.9479021062807078e-08
1864,9.87713946187796e-08,2.445311331200628e-08
1865,9.366620190576214e-08,1.1767110841276462e-08
1866,6.130672147719451e-08,4.379051787850585e-09
1867,5.871901720411188e-08,1.2132028714972876e-08
1868,7.459210138449635e-08,6.421836395986702e-09
1869,8.39965323962133e-08,1.3673853160867111e-08
1870,4.759260363584872e-08,3.4404292748035914e-09
1871,1.0514965254060371e-07,9.559059321873065e-09
1872,8.889588798410841e-08,3.628403577593531e-09
1873,9.398026890039546e-08,5.387403856360606e-09
1874,8.66318359271645e-08,1.3144139998644278e-08
1875,6.122034079680816e-08,1.4303817685856757e-08
1876,8.585340793842988e-08,2.2974855795609983e-08
1877,7.8547159887421e-08,1.1751150275074451e-08
1878,5.978697714681402e-08,1.4493812372506909e-08
1879,8.980708088301981e-08,1.710611030603104e-08
1880,6.482024872411785e-08,1.9895322722618403e-08
1881,5.647731171620762e-08,1.8825771164188154e-08
1882,5.989846840748214e-08,1.3310770263785798e-08
1883,6.698499532831192e-08,1.579834751908038e-08
1884,8.38415488146893e-08,1.8484751507230612e-08
1885,6.639005079023264e-08,8.379326565943757e-09
1886,6.388929563172496e-08,9.680196200179125e-09
1887,5.810742820244741e-08,1.1099172247952538e-08
1888,7.101488108673948e-08,1.4583413587843097e-08
1889,5.137412273370501e-08,2.0674951528576457e-08
1890,5.177965434199905e-08,5.898947996740844e-09
1891,8.860165934265751e-08,2.4859458491732767e-08
1892,5.767031296954883e-08,1.0656471260972467e-08
1893,7.266931589811065e-08,1.7859408174558666e-08
1894,4.7891699495039575e-08,8.822155450616265e-09
1895,8.907549187142649e-08,1.444467478961542e-08
1896,7.48922701632182e-08,1.47425724961181e-08
1897,1.0371550018817288e-07,9.905413378419325e-09
1898,9.279702339881624e-08,1.3014216371232123e-08
1899,9.231055742020544e-08,9.949641111006713e-09
1900,9.032432757294373e-08,9.34389543516545e-09
1901,7.880122154801938e-08,1.676621685930968e-08
1902,8.101968518303693e-08,1.5221880644844532e-08
1903,8.046328048294527e-08,1.8900770726304472e-08
1904,9.996802674550054e-08,8.599400302955473e-09
1905,7.741138574601791e-08,1.0321517862621477e-08
1906,6.533114316198407e-08,1.8519063615940468e-08
1907,7.765693510464189e-08,8.742834012309686e-09
1908,7.907336652124286e-08,8.840499887696751e-09
1909,9.736741191090914e-08,1.2102163715610459e-08
1910,8.22999197680474e-08,5.34415089958884e-09
1911,6.544060227042792e-08,1.4897047151407605e-08
1912,8.126696826593616e-08,1.3544495303108306e-08
1913,7.106006449930646e-08,8.484783542428431e-09
1914,8.236995086008392e-08,1.339348720819089e-08
1915,1.0367070757411057e-07,5.890381071793627e-09
1916,1.2635581470021862e-07,6.592477230782379e-09
1917,7.676496949216016e-08,5.483212106582869e-09
1918,9.763419939190499e-08,1.1486376294556067e-09
1919,8.287063479883727e-08,6.4454939163738345e-09
1920,6.057785384427916e-08,5.300562211374427e-09
1921,8.632932235741464e-08,7.572747429129834e-10
1922,5.4596721810185045e-08,8.115729421831475e-09
1923,8.280439800500972e-08,7.431163684401554e-09
1924,7.477142105472012e-08,1.0313299547703991e-08
1925,6.488924952918751e-08,1.7597084678300234e-08
1926,8.582526334066642e-08,4.458455382660986e-09
1927,7.804457169413581e-08,8.919379901328739e-09
1928,8.455270261720216e-08,1.3711249025050165e-08
1929,9.246537047147285e-08,1.1140406375176326e-09
1930,9.663315125862937e-08,3.1510811737689437e-09
1931,9.352392282835353e-08,3.4216069977333063e-09
1932,8.87722464426588e-08,3.287861094491973e-09
1933,7.455930273181366e-08,6.882397318719313e-09
1934,7.668211310374318e-08,7.188948103475923e-09
1935,8.856530087086867e-08,2.393656828303392e-09
1936,5.2136272188363364e-08,4.849885826274658e-09
1937,9.821071955684602e-08,2.5182236296217297e-09
1938,8.297737252860315e-08,1.4261735792331365e-08
1939,6.72938256229827e-08,0.0
1940,7.100192078723921e-08,5.0715658339584024e-09
1941,8.559357667081713e-08,2.3612020783048138e-08
1942,5.461581054078124e-08,3.034211770724937e-09
1943,1.219358836124229e-07,8.709705845433291e-09
1944,4.819779064746399e-08,1.6065930807940276e-08
1945,5.010559434026618e-08,6.535512131478072e-09
1946,6.821341003160342e-08,2.0881657292193267e-08
1947,6.198852986472048e-08,1.907339353124371e-08
1948,6.52313261184645e-08,1.6307831529616124e-08
1949,7.166416082782234e-08,1.7670615193310368e-08
1950,6.806631347444636e-08,9.571825110299415e-09
1951,5.543929049167673e-08,2.5587365115598004e-08
1952,1.2021077111512568e-07,2.6362009464264702e-08
1953,7.110725874781565e-08,3.98631598841348e-08
1954,3.518113089739927e-08,1.7590565448699635e-08
1955,5.0682281482750113e-08,2.5341140741375057e-08
1956,7.936238688444064e-08,1.4825940475304833e-08
1957,6.802979157782829e-08,1.5903067307476704e-08
1958,5.2942358053087446e-08,7.445019267748876e-09
1959,7.595733109155844e-08,1.1626121398933265e-08
1960,4.706166834012038e-08,1.4533750203327145e-08
1961,4.794229724325305e-08,1.320150300188061e-08
1962,5.7077606641087186e-08,1.77574772664002e-08
1963,4.2029345337368795e-08,1.3578711488548834e-08
1964,6.570685684437194e-08,1.5818317322668918e-08
1965,3.994591679656878e-08,1.9699356812452606e-08
1966,5.760637833418514e-08,1.2185964237687585e-08
1967,5.078245735035125e-08,1.5284040699725665e-08
1968,5.479527231955217e-08,1.4821671889819754e-08
1969,6.767218962977495e-08,2.043791091921321e-08
1970,5.7484061954937715e-08,1.9314645882673176e-08
1971,4.778709694619465e-08,2.6719666479380066e-08
1972,5.84836747918871e-08,3.1806909106535386e-08
1973,4.0246387555953334e-08,4.134902908958793e-08
1974,5.906850120140916e-08,3.206575982517279e-08
1975,5.425906124401081e-08,3.0270843609514486e-08
1976,3.9994688449951354e-08,4.170874490228016e-08
1977,4.0549796409550254e-08,4.172515133404886e-08
1978,6.118808926203201e-08,4.455443658457625e-08
1979,5.969013017192992e-08,3.3941446986318624e-08
1980,6.139962493989515e-08,3.752199617679253e-08
1981,4.048351698315855e-08,4.680906684484398e-08
1982,6.331652002700139e-08,6.083352133146036e-08
1983,4.673333720006667e-08,6.567928778622445e-08
1984,6.146949260710244e-08,4.697196942515802e-08
1985,4.6319797775140614e-08,4.4515129360434e-08
1986,5.994485263727256e-08,6.533988994306128e-08
1987,3.6053819485459826e-08,5.1330861339238254e-08
1988,4.677312048784188e-08,7.375761157391025e-08
1989,5.2137160366783064e-08,5.597884467078984e-08
1990,5.5031375012504213e-08,7.791570766357836e-08
1991,4.9236309251909915e-08,5.5097771678447316e-08
1992,3.305966345124034e-08,7.769020982095753e-08
1993,4.2651898013446043e-08,8.087242520105065e-08
1994,4.8529326335255973e-08,6.540908970009696e-08
1995,6.235818261757231e-08,8.404798990113704e-08
1996,6.192186674525146e-08,8.807852225345414e-08
1997,6.185413781167881e-08,7.67183081507028e-08
1998,5.531029856342684e-08,8.821039187978386e-08
1999,5.895559596069688e-08,9.734528561011757e-08
2000,7.510653432518666e-08,8.836062903583297e-08
2001,5.651763146374833e-08,1.0558720475728478e-07
2002,6.528019724783007e-08,1.0076809786596641e-07
2003,6.000369268122085e-08,1.1042345704481704e-07
2004,6.915522021699871e-08,1.0659594806838868e-07
2005,8.647199223332791e-08,9.728098859795864e-08
2006,6.588624046344194e-08,1.0047651244349254e-07
2007,5.1928232380760164e-08,9.906309372809119e-08
2008,6.215861958480673e-08,9.536665146470114e-08
2009,5.769512867459525e-08,9.774794307304546e-08
2010,7.038451599328255e-08,1.034510646036324e-07
2011,6.500752647298214e-08,7.953861569376386e-08
2012,4.9702091331482734e-08,6.944675590148108e-08
2013,4.462599889620833e-08,6.66600854515309e-08
2014,4.720670432334373e-08,5.7600843206273566e-08
2015,5.231117938819807e-08,5.807427427839684e-08
2016,5.634045052715919e-08,5.7583253720849825e-08
2017,4.8551299869359354e-08,6.037467414898856e-08
2018,5.705041417058965e-08,5.834114702452098e-08
2019,4.438718548271936e-08,5.7397222974486795e-08
