year,faut_VERB enseigner_VERB,faut_VERB renseigner_VERB
1963,7.306640270599019e-08,1.2932106496776896e-09
1964,7.48328119470898e-08,4.258777774879263e-09
1965,5.636204747361262e-08,2.73602163147757e-09
1966,4.874385695075034e-08,1.1078149508847446e-09
1967,5.37406563694276e-08,1.4791006197611978e-09
1968,7.276093327845956e-08,1.7965663401398047e-09
1969,8.175164367685284e-08,3.1792304344691047e-09
1970,8.001781282018783e-08,4.5987250119061684e-10
1971,6.782684636164049e-08,2.0553589941130213e-09
1972,8.054330891127393e-08,1.0260293725750103e-09
1973,4.410562937096074e-08,1.102640756478479e-09
1974,4.837991696149402e-08,5.625571564138454e-09
1975,5.997053875717029e-08,2.2845920710778955e-09
1976,4.9707683302813166e-08,3.9994687561772935e-09
1977,7.404744906125416e-08,2.3507127355770763e-09
1978,6.297026544643813e-08,1.1881182704343018e-09
1979,5.910493072747158e-08,5.851973350345929e-10
1980,5.457744833847755e-08,1.1370301367108482e-09
1981,8.79251373930856e-08,3.1627747087981106e-09
1982,5.4005269589652016e-08,1.8622506869903077e-09
1983,4.925946583966834e-08,3.157658134966823e-09
1984,5.741018327398706e-08,6.958810416790584e-09
1985,5.173379946654677e-08,1.2031116103372597e-09
1986,5.2751470747125495e-08,2.3977941854269602e-09
1987,5.7441678080749625e-08,4.888653482026939e-09
1988,6.596209090048433e-08,4.197587610832443e-09
1989,8.122420780409811e-08,2.1952488715726304e-09
1990,7.464652185262821e-08,2.724325431913144e-09
1991,7.03375846455856e-08,1.7584396161396398e-09
1992,5.3997453619558655e-08,3.856960972825618e-09
1993,8.087242520105065e-08,3.877445031719162e-09
1994,6.751906056479129e-08,3.6924485691258724e-09
1995,7.699880200107145e-08,2.7112254663563817e-09
1996,8.43418561657927e-08,6.4057106285986265e-09
1997,6.185413781167881e-08,2.876936688878118e-09
1998,7.247556510492359e-08,1.43043876743576e-09
1999,7.083811937036444e-08,9.140402323914998e-10
2000,7.378112343303656e-08,3.092622158362701e-09
2001,7.710932692361894e-08,3.943090742808408e-09
2002,6.571832500412711e-08,6.571832411594869e-09
2003,7.542130475712838e-08,5.8336921959778465e-09
2004,7.400049639727513e-08,4.845270407116686e-09
2005,8.737274015402363e-08,6.305249655724765e-09
2006,5.723866891571561e-08,5.7650457740976435e-09
2007,5.23276817432361e-08,7.988958827809256e-09
2008,6.726754975261429e-08,6.3861596011349775e-09
2009,5.197329855377575e-08,1.2874119548200724e-08
2010,7.794258749527216e-08,5.668551850135373e-09
2011,5.659478574671084e-08,1.4913490886669933e-08
2012,4.0510606424959406e-08,8.170206733382201e-09
2013,4.518382468177151e-08,6.9728125495771565e-09
2014,4.807288433994472e-08,5.630157673408576e-09
2015,5.962587579233514e-08,3.989835573037226e-09
2016,5.261203739337361e-08,9.32103016992869e-09
2017,6.565745280795454e-08,5.0312225496895735e-09
2018,6.014817444111031e-08,3.3559066636712487e-09
2019,4.005050868727267e-08,7.1427654901867754e-09
