year,fallut_VERB ajouter_VERB,fallut_VERB rajouter_VERB
1854,1.9743524148907454e-08,0.0
1855,1.5920811335945473e-08,0.0
1856,1.346069211649592e-08,0.0
1857,2.2943092758964667e-08,0.0
1858,1.4191660291373864e-08,0.0
1859,1.6804172275897145e-08,0.0
1860,2.4716793944890014e-08,0.0
1861,1.650587222457034e-08,0.0
1862,1.8975542914745347e-08,0.0
1863,2.2475793670651e-08,0.0
1864,1.5343129433631475e-08,0.0
1865,2.5416959203994338e-08,0.0
1866,2.092213513549268e-08,0.0
1867,1.747012134956094e-08,0.0
1868,1.975949714960734e-08,0.0
1869,1.4650557211837167e-08,0.0
1870,2.9243649279919737e-08,0.0
1871,2.8677177965619194e-08,0.0
1872,1.7537283625301825e-08,0.0
1873,2.1549615425442425e-08,0.0
1874,1.5533982988813477e-08,0.0
1875,1.2587359599081083e-08,0.0
1876,1.6324239737741664e-08,0.0
1877,1.0514186854493346e-08,0.0
1878,2.536417298415472e-08,0.0
1879,1.649517855639715e-08,0.0
1880,1.2835692508872398e-08,0.0
1881,1.5339516323820135e-08,0.0
1882,2.4624924321869912e-08,0.0
1883,1.1374810426900694e-08,0.0
1884,2.178559910248623e-08,0.0
1885,1.6758653131887513e-08,0.0
1886,1.5488312854472497e-08,0.0
1887,1.2404957061562527e-08,0.0
1888,2.3460273723685532e-08,0.0
1889,1.3156786771162388e-08,0.0
1890,1.2453334363726754e-08,0.0
1891,1.5935549768641977e-08,0.0
1892,1.4417578242387208e-08,6.268512375839919e-10
1893,2.278614097406262e-08,0.0
1894,2.2685540557176864e-08,0.0
1895,1.2639090662958097e-08,6.018614495673091e-10
1896,1.7101383420481397e-08,0.0
1897,1.7480140002135158e-08,0.0
1898,9.619203211741478e-09,0.0
1899,2.1004797901014172e-08,1.6582735185011188e-09
1900,2.2321527737290126e-08,0.0
1901,1.4530721514915967e-08,0.0
1902,8.838511256215043e-09,0.0
1903,1.2420506401156217e-08,0.0
1904,1.3974025492302644e-08,0.0
1905,2.115911179600971e-08,0.0
1906,1.1317205839134203e-08,5.658602919567102e-09
1907,1.9542804707839423e-08,0.0
1908,2.2592390180875555e-08,2.4556945366072114e-09
1909,9.351672325408344e-09,0.0
1910,2.8858414324872683e-08,3.206490406526541e-09
1911,1.5961122201701983e-08,0.0
1912,2.6047105805560022e-08,0.0
1913,2.0151361468379037e-08,0.0
1914,1.808120764223986e-08,0.0
1915,5.419150639340842e-08,0.0
1916,1.2086208478478966e-08,0.0
1917,2.0836205649743533e-08,0.0
1918,8.040463406189247e-09,0.0
1919,2.301962176431971e-08,0.0
1920,9.843901693784574e-09,0.0
1921,7.572747762196741e-09,0.0
1922,1.475587119159627e-08,0.0
1923,2.441668023323018e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.0998178368026856e-08,0.0
1926,1.4489979882625903e-08,0.0
1927,1.6723836537835268e-08,0.0
1928,1.0283437212876834e-08,0.0
1929,5.570202965543558e-09,0.0
1930,7.352522590764465e-09,0.0
1931,2.0529641986399838e-08,0.0
1932,1.4247397928102146e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,9.574627313213568e-09,0.0
1936,4.849885826274658e-09,0.0
1937,1.7627565185307503e-08,0.0
1938,7.779128452511941e-09,0.0
1939,9.176430282309411e-09,0.0
1940,2.5357829613881222e-08,5.0715658339584024e-09
1941,8.854508237732261e-09,0.0
1942,1.517105907566929e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,6.960552134671616e-09,0.0
1947,1.0728784083369192e-08,0.0
1948,1.522064252412747e-08,0.0
1949,1.47255123650325e-08,1.9634016634739737e-09
1950,1.0635361036293034e-08,0.0
1951,5.330700769690111e-09,0.0
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,1.508335856215126e-08,1.0773827385790469e-09
1954,1.07497895029951e-08,0.0
1955,4.6928039232341234e-09,0.0
1956,1.1337483840634377e-08,0.0
1957,2.1204090927540165e-08,0.0
1958,9.099467845885556e-09,0.0
1959,9.300897829689347e-09,0.0
1960,9.689166802218097e-09,0.0
1961,9.72742331128984e-09,0.0
1962,1.1415521861124489e-08,1.2683912808952869e-09
1963,1.3578711488548834e-08,0.0
1964,6.083968440151466e-09,6.083968329129164e-10
1965,1.0396882466068291e-08,5.472043373977442e-10
1966,1.5509408868297214e-08,0.0
1967,8.381570104631919e-09,0.0
1968,5.838840522187638e-09,8.982831700699023e-10
1969,5.904285060864822e-09,0.0
1970,6.898087434592526e-09,0.0
1971,7.193756701440179e-09,5.138397485282553e-10
1972,1.3851396474251487e-08,0.0
1973,1.2129047988196362e-08,1.6539611902288698e-09
1974,7.875800456247362e-09,5.625571675160757e-10
1975,1.028066431985053e-08,5.711480177694739e-10
1976,1.314111219841152e-08,1.142705374768127e-09
1977,1.1753563455840776e-08,5.876781838942691e-10
1978,1.3069301196821925e-08,0.0
1979,8.777959692451986e-09,0.0
1980,1.3075846183596695e-08,5.685150683554241e-10
1981,7.590659656386833e-09,0.0
1982,7.449002747961231e-09,6.207502289967692e-10
1983,1.4525227243211702e-08,0.0
1984,5.799008384599347e-09,0.0
1985,1.0226449020933615e-08,0.0
1986,6.593933843390687e-09,1.7983456945813714e-09
1987,6.721898593298192e-09,6.110816852533674e-10
1988,1.0194141530917022e-08,0.0
1989,7.134558721588746e-09,1.0976244357863152e-09
1990,9.80757164370516e-09,0.0
1991,1.0550637696837839e-08,2.344586080837985e-09
1992,1.2121876835635703e-08,5.509944167592096e-10
1993,1.2740176913439427e-08,5.539207426075166e-10
1994,1.002236071911966e-08,0.0
1995,1.2471637056421514e-08,2.1689803286761844e-09
1996,7.473328622609188e-09,0.0
1997,7.192341833217597e-09,9.58978896292706e-10
1998,8.10582001520288e-09,0.0
1999,1.0054442611817649e-08,1.3710603763428253e-09
2000,5.3016377954406835e-09,1.3254094488601709e-09
2001,6.133696661692056e-09,1.7524847129024579e-09
2002,1.0076809608960957e-08,1.752488598683044e-09
2003,7.500461585152607e-09,8.333845835650777e-10
2004,1.0571499231559756e-08,0.0
2005,1.0358624180639708e-08,0.0
2006,9.471146533712727e-09,0.0
2007,8.38840730210677e-09,1.5977917877663117e-09
2008,5.108927503272298e-09,2.9802078582719105e-09
2009,9.059565542202108e-09,1.430457752249481e-09
2010,9.447585824773341e-09,1.8895172093635892e-09
2011,6.883149605840799e-09,1.911985902935953e-09
2012,1.0212757750593937e-08,4.765953853791416e-09
2013,1.1714325509615264e-08,1.3945624655065103e-09
2014,7.795602385840539e-09,1.9489005964601347e-09
2015,6.871383906315032e-09,1.10828768384863e-09
2016,8.699628573083373e-09,2.0713399884186856e-09
2017,8.553078245654433e-09,1.2578056374223934e-09
2018,8.26069346260283e-09,2.8396134332808742e-09
2019,5.867272001580659e-09,1.02039510174734e-09
