year,doivent_VERB assembler_VERB,doivent_VERB rassembler_VERB
1860,1.1900677776566226e-08,4.577183909670879e-10
1861,1.7920662287451705e-08,1.3204698667834691e-08
1862,8.132375661773494e-09,0.0
1863,1.0988165932701577e-08,0.0
1864,8.63051052846231e-09,0.0
1865,1.882737743486018e-09,7.0602665935837194e-09
1866,3.8924903300596725e-09,2.432806400776144e-09
1867,1.94112459439566e-09,3.88224918879132e-09
1868,9.385760613156435e-09,9.87974813071446e-10
1869,7.325278605918584e-09,5.371870948067681e-09
1870,0.0,9.17447806614291e-09
1871,3.18635318130589e-09,0.0
1872,3.205089882385437e-08,3.0236697590169115e-09
1873,5.9860045809045914e-09,3.591602570907071e-09
1874,3.5847653734322193e-09,5.974609140757536e-10
1875,5.721527251978387e-09,0.0
1876,6.04601479992084e-09,6.04601479992084e-10
1877,3.0924081073635534e-09,6.80329748092845e-09
1878,9.058632954861423e-09,2.4156354694326865e-09
1879,9.774920428640144e-09,0.0
1880,7.701415505323439e-09,1.9253538763308597e-09
1881,1.743126887276958e-08,6.972507571312292e-10
1882,3.3276925659464496e-09,0.0
1883,4.423537092179686e-09,1.0110942305630033e-08
1884,3.9610181801208455e-09,3.300848483434038e-09
1885,1.353583467533781e-08,3.2228177904158883e-09
1886,2.5813855941692054e-08,6.4534639854230136e-09
1887,2.6115698492645834e-09,5.876032105334161e-09
1888,2.282621380800265e-08,1.268122939990235e-09
1889,4.385595886446936e-09,6.265136853755848e-09
1890,6.554386366985909e-09,6.554386478008212e-10
1891,0.0,1.2748440081367107e-09
1892,6.268512375839919e-09,0.0
1893,8.005941687372342e-09,7.390100087434348e-09
1894,3.780923574225881e-09,3.150769645188234e-09
1895,7.22233739480771e-09,1.3842813118003505e-08
1896,1.533227589334274e-08,1.179405795248556e-09
1897,5.826713334045053e-09,2.9133566670225264e-09
1898,1.6975064909274806e-08,8.487532454637403e-09
1899,4.9748205555033564e-09,2.2110313580014918e-09
1900,7.786579381274805e-09,2.07642125715779e-09
1901,3.912117296778206e-09,0.0
1902,1.6694965410124496e-08,5.892340837476695e-09
1903,1.5120615870500842e-08,2.7001101354784396e-09
1904,4.299700151477737e-09,1.6123875568041512e-09
1905,3.096455536422127e-09,1.5482277682110634e-09
1906,1.4403716441790948e-08,1.0288369045596824e-09
1907,2.057137349353866e-09,4.6285588695127444e-09
1908,1.964555629285769e-09,1.964555629285769e-09
1909,6.0510818578052294e-09,2.7504918342913243e-09
1910,5.34415089958884e-09,6.947395991829808e-09
1911,5.852411444351446e-09,1.1172785363555704e-08
1912,1.0418842455450772e-09,4.688478938419394e-09
1913,1.060597942803554e-09,9.545381374209683e-09
1914,8.036092680185902e-09,4.018046340092951e-09
1915,1.0602685840410686e-08,1.4136913861761968e-08
1916,0.0,1.538244731591476e-08
1917,0.0,4.386569774084137e-09
1918,3.44591288836682e-09,2.2972752589112133e-09
1919,0.0,5.524709134618888e-09
1920,7.572231730534895e-10,9.086678076641874e-09
1921,9.844571380313027e-09,3.0290989716519334e-09
1922,0.0,1.4755870969551665e-09
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,9.02413699321869e-09,6.445812328337297e-09
1925,1.4297631523163545e-08,5.499089184013428e-09
1926,3.343841648018042e-09,2.229227691330493e-09
1927,4.4596899506643695e-09,4.4596899506643695e-09
1928,4.570416489713125e-09,2.2852082448565625e-09
1929,0.0,4.4561625500705304e-09
1930,2.100720708497761e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,6.843213995466613e-09
1932,1.0959536389520963e-08,6.575722188983946e-09
1933,0.0,1.1470662197865522e-09
1934,2.3963160344919743e-09,4.7926320689839486e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,2.424942913137329e-09,4.849885826274658e-09
1937,3.777335333410292e-09,1.0072894518486919e-08
1938,3.8895642262559704e-09,7.779128452511941e-09
1939,4.588215141154706e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,1.7750480196809804e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,6.068423541449874e-09,0.0
1943,0.0,5.806470415592457e-09
1944,9.639558484764166e-09,1.2852744646352221e-08
1945,0.0,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,0.0,9.536696765621855e-09
1948,2.174377566888097e-09,8.697510267552389e-09
1949,0.0,2.945102384188658e-09
1950,3.190608444114673e-09,5.317680518146517e-09
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,3.1634410646574906e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,2.1547654327491728e-08
1954,0.0,3.9090144454689835e-09
1955,0.0,5.631364707880948e-09
1956,8.72114158667614e-10,6.104799332717903e-09
1957,0.0,9.718541527092839e-09
1958,3.3088973783179654e-09,1.2408365002158916e-08
1959,7.750747821333448e-10,5.425523585955716e-09
1960,2.7683333403416555e-09,6.2287499602575735e-09
1961,4.16889545107324e-09,5.55852741612739e-09
1962,5.0735651235811474e-09,1.5220695814832652e-08
1963,1.939815863494232e-09,1.0345685197421517e-08
1964,1.8251904432275978e-09,9.125952438182594e-09
1965,4.924839203113152e-09,1.641613067704384e-08
1966,6.6468897053084675e-09,8.308612464702492e-09
1967,6.902469706915326e-09,5.916402479044791e-09
1968,2.6948494546985557e-09,1.122853987567396e-08
1969,3.1792304344691047e-09,1.1354394757745467e-08
1970,9.197450023812337e-10,6.438214850135182e-09
1971,5.652237344833111e-09,1.5415192677892264e-08
1972,3.0780880067027283e-09,9.747279428040656e-09
1973,2.205281512956958e-09,9.37244681864513e-09
1974,5.06301445213353e-09,9.00091468025721e-09
1975,1.7134440533084216e-09,1.313640396460869e-08
1976,5.713526984862938e-09,7.998937512354587e-09
1977,5.289103821581875e-09,6.464460078348111e-09
1978,2.3762365408686037e-09,8.910887139279566e-09
1979,2.3407893401383717e-09,7.022368020415115e-09
1980,1.7055452605774235e-09,1.2507331170752423e-08
1981,6.325549528618524e-10,1.0120879245789638e-08
1982,2.483000915987077e-09,1.2415004135846175e-08
1983,1.2630632095778083e-09,9.47297440490047e-09
1984,4.639206796497319e-09,9.278413592994639e-09
1985,2.4062232206745193e-09,1.4437339324047116e-08
1986,2.997242676272549e-09,5.994485352545098e-09
1987,3.0554083707556856e-09,7.332980445085013e-09
1988,2.398621523624911e-09,7.795519785247507e-09
1989,1.6464366536794728e-09,8.780995486290522e-09
1990,2.179460389939436e-09,1.0352437129768077e-08
1991,4.68917216167597e-09,1.1722930182145319e-08
1992,5.509944056569793e-09,8.815910668147353e-09
1993,2.2156829704300662e-09,1.772546376344053e-08
1994,0.0,7.384897138251745e-09
1995,3.253470381991974e-09,1.626735190995987e-08
1996,4.270473752399084e-09,1.4412848692302305e-08
1997,3.3564262480467733e-09,1.6302641014931396e-08
1998,9.536258449571733e-10,1.0013071261028017e-08
1999,4.570201161957499e-10,1.6452723627935484e-08
2000,2.2090156370779823e-09,1.8113929911578452e-08
2001,1.3143635069212678e-09,1.0076787404500465e-08
2002,3.066854992184176e-09,1.270554239596322e-08
2003,2.083461403401543e-09,1.4167538253673229e-08
2004,1.7619165015858584e-09,1.497629043001325e-08
2005,1.3511248786457486e-09,1.3961623857028371e-08
2006,2.4707338397433887e-09,8.235780057930242e-09
2007,3.595031605740928e-09,1.6377365241737607e-08
2008,2.554463751636149e-09,1.6604014163590364e-08
2009,3.814554005998616e-09,1.7165493915172192e-08
2010,2.8342759250676863e-09,1.6533276081531767e-08
2011,7.64794394481072e-10,1.3001504761689375e-08
2012,2.382976926895708e-09,1.4297861561374248e-08
2013,1.1156500168141292e-09,1.0040849929282558e-08
2014,1.7323561474213989e-09,1.2343037703033133e-08
2015,1.329945265027277e-09,1.1304534197620342e-08
2016,2.278474076078396e-09,9.113896304313585e-09
2017,7.54683426862357e-10,1.1571811953103861e-08
2018,1.290733298020541e-09,7.744399788123246e-09
2019,1.53059265262101e-09,7.90806176098613e-09
