year,devait_VERB assurer_VERB,devait_VERB rassurer_VERB
1845,2.3660166448280506e-07,1.3392547515422848e-08
1846,2.3300914619994728e-07,1.0538101946622191e-08
1847,1.936167279836809e-07,1.1865092020002521e-08
1848,2.494018644938478e-07,1.930853166243196e-08
1849,2.3378566993415006e-07,2.3462362719328667e-08
1850,1.9144968632645032e-07,3.869727649430388e-08
1851,1.9606294188179163e-07,1.2253933867611977e-08
1852,2.0247796328476397e-07,1.6927417689771573e-08
1853,2.3171095620000415e-07,1.851298847554972e-08
1854,1.9483741198200732e-07,1.2989160858012383e-08
1855,2.1280817463775747e-07,1.6451505047143655e-08
1856,2.019103817474388e-07,6.73034605824796e-09
1857,2.0160632629995234e-07,1.5620829074691756e-08
1858,1.888958962581455e-07,5.3830437884982985e-09
1859,2.413690083358233e-07,2.2405561850291633e-08
1860,1.9407259799208987e-07,1.830873586072812e-08
1861,1.5939957620503264e-07,8.960331143725853e-09
1862,2.502964377981698e-07,6.325180823552046e-09
1863,1.9678806495448953e-07,1.2486552236623538e-08
1864,2.3638008883608563e-07,2.828889478223573e-08
1865,2.0474773521073075e-07,1.2708479601997169e-08
1866,2.2673755495361547e-07,7.784980660119345e-09
1867,2.450669853715226e-07,3.008743121313273e-08
1868,2.0105287035221409e-07,9.87974857480367e-09
1869,2.2415352418647672e-07,7.813630631403612e-09
1870,3.205333314326708e-07,2.8096838633473453e-08
1871,2.485355423686997e-07,1.3807530230280918e-08
1872,2.29194156986523e-07,2.116568786902917e-08
1873,2.0292554836487398e-07,3.352162636360845e-08
1874,2.019417877363594e-07,2.1508592240593316e-08
1875,1.9567622189242684e-07,2.2886109007913547e-08
1876,2.672338439424493e-07,1.209202959984168e-08
1877,1.8616296415530087e-07,1.9791411176584006e-08
1878,1.890234813117786e-07,7.2469061862534545e-09
1879,1.722829665595782e-07,1.649517855639715e-08
1880,2.2398283761049242e-07,2.1178893305773272e-08
1881,1.7710169686324662e-07,1.6036766581351003e-08
1882,1.876818629398258e-07,2.728707926280549e-08
1883,1.8389276590369263e-07,1.3902545781263598e-08
1884,2.4690345412636816e-07,1.8484751507230612e-08
1885,2.546026109939703e-07,2.2559724754955823e-08
1886,2.3103400792479079e-07,1.1616235084943582e-08
1887,2.00437980879542e-07,9.140494583448344e-09
1888,2.5806301096054085e-07,1.3949351895803375e-08
1889,2.0925556043493998e-07,2.255449160770695e-08
1890,2.6610808845362044e-07,1.5075089621063853e-08
1891,2.613430183373566e-07,1.0198752065093686e-08
1892,2.576358610895113e-07,2.8835156484774416e-08
1893,2.6542775799498486e-07,2.9560400349737392e-08
1894,2.495409603398002e-07,3.213785149114301e-08
1895,2.5037437012542796e-07,1.625025980445116e-08
1896,2.4826491085150337e-07,1.3563166589847242e-08
1897,2.1791908011437044e-07,1.6897470089816125e-08
1898,2.455726075822895e-07,5.6583546736987955e-09
1899,2.9904200005148596e-07,7.738609753005221e-09
1900,2.6318639356759377e-07,5.19105292084987e-09
1901,2.7328934493198176e-07,1.0059729937950124e-08
1902,2.1114220771778491e-07,1.2275709337927765e-08
1903,2.457100265473855e-07,1.9980815224585058e-08
1904,2.601318556116894e-07,5.912087708281888e-09
1905,2.575218900346954e-07,9.28936660926638e-09
1906,2.6492548954593076e-07,3.0865106026567446e-09
1907,2.6537071562415804e-07,6.685696440911215e-09
1908,2.5146312054857844e-07,1.2278472460991452e-08
1909,3.086051663103717e-07,1.7603147384193107e-08
1910,2.463653459017223e-07,1.870452770447173e-08
1911,3.0751763802072674e-07,2.2345570727111408e-08
1912,2.9485323693734244e-07,1.5628263128064646e-08
1913,2.6939187591779046e-07,1.0605979205990934e-08
1914,2.625123443067423e-07,1.5402511266415786e-08
1915,3.357517073254712e-07,3.534228465440492e-09
1916,4.021410973109596e-07,1.0987461607214755e-08
1917,2.851270437531639e-07,1.0966424435210342e-09
1918,3.549290283899609e-07,3.44591288836682e-09
1919,3.6923472634953214e-07,1.8415696745321952e-09
1920,3.20305389323039e-07,5.300562211374427e-09
1921,3.036671785139333e-07,1.1359120755116692e-08
1922,2.7372141175874276e-07,1.2542490601674672e-08
1923,3.0467771239273134e-07,1.5923921736771263e-08
1924,3.158448009799031e-07,1.933743654092268e-08
1925,2.9915042887296295e-07,2.4195990988573612e-08
1926,2.8757037284776743e-07,8.916910765321973e-09
1927,3.0437382747550146e-07,1.2264147031260109e-08
1928,3.2564216212449537e-07,1.2568645679778001e-08
1929,2.5288721872129827e-07,8.912325100141061e-09
1930,3.0040305887268914e-07,1.2604324695075775e-08
1931,3.1364731967187254e-07,1.3686427990933225e-08
1932,2.871398692150251e-07,1.53433514782364e-08
1933,3.636199892298464e-07,1.261772819560747e-08
1934,3.270971262736566e-07,1.3179738189705859e-08
1935,4.105121433894965e-07,1.795242710045386e-08
1936,3.2130492400028743e-07,1.2124714565686645e-08
1937,3.7017886711510073e-07,1.3850230295986421e-08
1938,2.4763559736129537e-07,1.0372171566075394e-08
1939,3.9611589386367996e-07,6.117620188206274e-09
1940,2.6625721716300177e-07,5.0715658339584024e-09
1941,2.8334426360743237e-07,2.9515025978810172e-09
1942,2.821817020048911e-07,6.068423541449874e-09
1943,3.7161410659791727e-07,2.6129116648121453e-08
1944,3.984350769314915e-07,1.6065930807940276e-08
1945,4.814493763660721e-07,1.5249527862692958e-08
1946,4.2459367932679015e-07,1.5313215584455975e-08
1947,4.494168308610824e-07,7.152522574216391e-09
1948,3.707313851464278e-07,1.0871888278529696e-08
1949,3.828633339253429e-07,7.853606653895895e-09
1950,2.68011120851952e-07,1.914365022059883e-08
1951,3.2410662242909893e-07,9.595261474260042e-09
1952,3.121261897831573e-07,8.435843135146115e-09
1953,3.7923871332168346e-07,1.0773827163745864e-08
1954,3.498568048598827e-07,4.886268278880834e-09
1955,3.0127802119750413e-07,1.5016972554349195e-08
1956,3.3663607723610767e-07,6.104799332717903e-09
1957,3.021582983819826e-07,1.236905244894615e-08
1958,3.3998921367128787e-07,8.272243334772611e-09
1959,3.278566396147653e-07,5.425523585955716e-09
1960,3.7234082128634327e-07,1.5225833038812198e-08
1961,3.168360649397073e-07,8.33779090214648e-09
1962,3.595889381813322e-07,1.2049716779927166e-08
1963,3.226560636448994e-07,1.0345685197421517e-08
1964,3.1575794423588377e-07,2.007709554163739e-08
1965,2.9603754114759795e-07,1.5321720781003023e-08
1966,3.1960462365532294e-07,8.862519607077957e-09
1967,3.0518776839016937e-07,1.429797347185513e-08
1968,3.215853610072372e-07,1.4821671889819754e-08
1969,3.06568665564555e-07,9.991866889436096e-09
1970,3.0673496098643227e-07,1.3336302728816918e-08
1971,3.3964806789299473e-07,1.284599360218408e-08
1972,2.9344440122258675e-07,6.669190977248718e-09
1973,3.1480394113714283e-07,6.615844760915479e-09
1974,3.077187784583657e-07,6.750686232237513e-09
1975,2.907143539232493e-07,1.0851811893530794e-08
1976,2.862476833342953e-07,1.3712464053128315e-08
1977,2.9560212055912416e-07,5.289103821581875e-09
1978,3.005939106515143e-07,1.0099005187669263e-08
1979,3.160065489282715e-07,9.363157360553487e-09
1980,2.8425753839655954e-07,7.95921106799824e-09
1981,2.814869617395743e-07,1.3283654176632353e-08
1982,3.023053523065755e-07,1.4898005495922462e-08
1983,3.189234689671139e-07,8.209910973278056e-09
1984,3.27643988384807e-07,4.639206796497319e-09
1985,3.098012371083314e-07,1.0828004270990732e-08
1986,3.213044124095177e-07,7.1933827783254856e-09
1987,3.128738228497241e-07,1.0388388815840699e-08
1988,3.0282598117992165e-07,7.195864348830128e-09
1989,2.8318709155428223e-07,8.780995486290522e-09
1990,3.1329742000707483e-07,4.358920779878872e-09
1991,2.94245552368011e-07,6.4476117778156095e-09
1992,3.2398472171735193e-07,1.2672871640972971e-08
1993,3.389994844837929e-07,9.970573700002205e-09
1994,2.938134002761217e-07,1.1077346151466827e-08
1995,3.063684630433272e-07,5.4224509327127635e-09
1996,2.919936434864212e-07,1.2277611816102763e-08
1997,2.992014174196811e-07,9.58978851883785e-09
1998,2.8513412075881206e-07,8.10582001520288e-09
1999,2.668997467480949e-07,1.3253583119876566e-08
2000,2.681745172594674e-07,1.0603275590881367e-08
2001,2.690063922727859e-07,8.762423675534592e-09
2002,2.637495413182478e-07,1.2267419968736704e-08
2003,2.558490734827501e-07,1.583430631058036e-08
2004,2.7221611276218027e-07,1.4535810777260849e-08
2005,2.823850877575751e-07,9.908249332113428e-09
2006,2.446026599045581e-07,1.1941880373456115e-08
2007,2.600406219244178e-07,1.2782334302130494e-08
2008,2.5033745032487786e-07,1.7881246705542253e-08
2009,2.3840962626309192e-07,1.7165493915172192e-08
2010,2.324106134210524e-07,1.6060896612657416e-08
2011,1.9005140927674802e-07,9.55992973672437e-09
2012,1.9642537552044814e-07,1.3957436095779485e-08
2013,2.094632947091668e-07,1.561910067948702e-08
2014,2.4404567966485047e-07,1.8622827724357194e-08
2015,2.0414658763456828e-07,2.0392493027543424e-08
2016,2.0589119742453477e-07,1.905632807108759e-08
2017,1.6829439175580774e-07,2.3395186232733067e-08
2018,1.8612375640714163e-07,2.116802733098666e-08
2019,1.8571191162664036e-07,2.2703790847344862e-08
