year,devaient_VERB assurer_VERB,devaient_VERB rassurer_VERB
1849,1.3323270309228974e-07,3.603148357456121e-08
1850,1.4596341202377516e-07,1.2220192857625989e-08
1851,8.319776156895387e-08,1.1608989325395669e-08
1852,1.1588770831849615e-07,1.6276363368206148e-08
1853,1.2959091577613435e-07,9.555090940693844e-09
1854,1.1846115199887208e-07,4.1565315633818045e-09
1855,1.363882802252192e-07,6.8990182455763716e-09
1856,1.2787657510671124e-07,6.212626857404757e-09
1857,9.909463472013158e-08,9.763018171682347e-10
1858,1.0178845855079999e-07,4.404308473482388e-09
1859,1.690601578729911e-07,6.110608019582742e-09
1860,1.565396843261624e-07,7.323494255473406e-09
1861,8.158617248454902e-08,1.1789909493131745e-08
1862,1.4005757975610322e-07,9.035972858839614e-09
1863,1.6632087351808877e-07,2.447364266799923e-08
1864,1.1699135882281553e-07,5.753673537611803e-09
1865,1.4355875066485169e-07,7.0602665935837194e-09
1866,1.2504625601650332e-07,2.432806400776144e-09
1867,1.1209994710270621e-07,4.85281148598915e-10
1868,1.506661533312581e-07,0.0
1869,9.57169774551403e-08,0.0
1870,1.1984161574218888e-07,7.454262984651905e-09
1871,9.983906323896008e-08,6.37270636261178e-09
1872,1.2880832400696818e-07,3.628403577593531e-09
1873,9.517746946130501e-08,8.380406590902112e-09
1874,1.1530995891462226e-07,2.3898436563030145e-09
1875,8.811151985810284e-08,8.010138330405425e-09
1876,1.1850188741391321e-07,9.673623679873344e-09
1877,8.411349483594677e-08,4.329371083855449e-09
1878,1.008527803492143e-07,6.039088673581716e-10
1879,1.0446946419051528e-07,5.498392852132383e-09
1880,1.0910338943403985e-07,4.492492600149944e-09
1881,7.809208568687609e-08,4.183504653809678e-09
1882,1.3710094037833187e-07,3.3276925659464496e-09
1883,1.0300522745865237e-07,5.0554711528150165e-09
1884,1.1024833668216161e-07,0.0
1885,9.088346075714071e-08,5.156508553483263e-09
1886,9.16391869054678e-08,5.162771099520569e-09
1887,9.075205298358924e-08,4.570247291724172e-09
1888,1.2934853543811187e-07,1.3315291091942072e-08
1889,1.0776034997661554e-07,1.0024218788373673e-08
1890,9.503860098902805e-08,1.9663159989136147e-09
1891,9.242619114502304e-08,4.461953917456185e-09
1892,7.020733505669341e-08,1.2537024751679837e-09
1893,9.483961349587844e-08,3.079208221734575e-09
1894,1.1090709506333951e-07,1.8904617871129403e-09
1895,1.2277973837626632e-07,7.824199066419624e-09
1896,1.3386255659497692e-07,4.1279202278587945e-09
1897,1.1711694014593377e-07,0.0
1898,1.1825962076272845e-07,5.092519295146758e-09
1899,1.2271223681636911e-07,3.3165470370022376e-09
1900,9.551537516472308e-08,1.5573159428683425e-09
1901,8.997869826998794e-08,5.029864968975062e-09
1902,9.918773713479823e-08,7.856454153909453e-09
1903,1.0800440719549442e-07,1.0800440541913758e-08
1904,1.0749250378694342e-07,5.374625189347171e-10
1905,1.4243694579363364e-07,2.580379465655369e-09
1906,8.796555306389564e-08,3.600929110447737e-09
1907,1.3011393207307265e-07,4.6285588695127444e-09
1908,1.2966067686193128e-07,3.437972351250096e-09
1909,1.3422399547380337e-07,6.0510818578052294e-09
1910,1.1596807070191062e-07,2.137660271017694e-09
1911,1.2715693742393341e-07,1.0108711201439746e-08
1912,1.2710987107311666e-07,5.2094213387476884e-09
1913,1.3999893155869358e-07,0.0
1914,1.5804315012246661e-07,9.37544086809794e-09
1915,1.979168047228086e-07,0.0
1916,1.4173825491070602e-07,3.2962386153911893e-09
1917,2.094587046030938e-07,0.0
1918,1.7574156174759992e-07,1.1486376294556067e-09
1919,1.9704795306552114e-07,0.0
1920,1.4614407461976953e-07,3.028892692213958e-09
1921,1.1737758853769265e-07,0.0
1922,1.143580021789603e-07,2.2133805899215986e-09
1923,1.1783702547063513e-07,4.246379248229459e-09
1924,1.19892106908992e-07,9.02413699321869e-09
1925,1.2537923055333522e-07,5.499089184013428e-09
1926,1.7165052668133285e-07,6.687683296036084e-09
1927,1.1260716803462856e-07,1.1149224876660924e-09
1928,1.028343703524115e-07,1.1426041224282812e-09
1929,1.381410328349375e-07,1.1140406375176326e-09
1930,1.3759721184669615e-07,0.0
1931,1.0835088914973312e-07,2.2810713318222042e-09
1932,1.512416076820955e-07,3.287861094491973e-09
1933,1.7091286963477614e-07,4.588264879146209e-09
1934,1.5336422620748635e-07,5.990790086229936e-09
1935,1.041240693666623e-07,0.0
1936,1.7095847226755723e-07,0.0
1937,1.3850230118350737e-07,6.295559185076627e-09
1938,1.283556230191607e-07,5.186085783037697e-09
1939,1.2847002039961808e-07,6.117620188206274e-09
1940,1.1918179865233469e-07,2.5357829169792012e-09
1941,1.151085982087352e-07,0.0
1942,1.365395263519531e-07,0.0
1943,1.5967793842719402e-07,0.0
1944,1.8636480092482088e-07,0.0
1945,1.7428033061150927e-07,8.714016175304096e-09
1946,1.545242582778883e-07,0.0
1947,1.4066627329611947e-07,7.152522574216391e-09
1948,1.3263702669519262e-07,0.0
1949,1.5020022203771077e-07,0.0
1950,1.3613262694889272e-07,1.0635361480382244e-09
1951,1.172754195977177e-07,2.1322803522849654e-09
1952,1.3497349016233784e-07,0.0
1953,1.669943259230422e-07,3.232148326759443e-09
1954,1.280202184261725e-07,0.0
1955,1.4172267981393816e-07,0.0
1956,1.1686329770554948e-07,0.0
1957,1.1308848257840509e-07,1.7670075402875796e-09
1958,1.3401034948401502e-07,4.1361216673863055e-09
1959,1.2788733272373065e-07,2.325224457422337e-09
1960,1.349562523955683e-07,2.7683333403416555e-09
1961,1.2923575809509202e-07,1.3896318540318475e-09
1962,1.4459661201726703e-07,0.0
1963,1.4677941351237678e-07,3.2330267352165265e-09
1964,1.3749767902027088e-07,5.475571551727398e-09
1965,1.1327129811888881e-07,5.472043373977442e-10
1966,1.2961434947555972e-07,5.539074754423723e-10
1967,1.183280531336095e-07,2.9582012395223956e-09
1968,1.5225899119286623e-07,6.287982134978165e-09
1969,1.3307349888691533e-07,9.083515606356229e-10
1970,1.2048658959429304e-07,4.5987250119061684e-10
1971,1.3873673765374406e-07,1.541519245584766e-09
1972,1.0157690866208213e-07,5.643161493651405e-09
1973,1.2018784900647006e-07,1.6539611902288698e-09
1974,1.580785635724169e-07,7.313243344242437e-09
1975,1.2451026520921005e-07,0.0
1976,1.2512623470684048e-07,3.4281160132820787e-09
1977,1.1988635151283233e-07,0.0
1978,1.247524181735571e-07,1.1881182704343018e-09
1979,1.4278815285706514e-07,5.851973128301324e-09
1980,1.4269728865201614e-07,0.0
1981,1.0816689410830804e-07,2.5302198114474095e-09
1982,1.2601229570918804e-07,6.207502289967692e-10
1983,1.3199010595599248e-07,6.315316047889041e-10
1984,1.3163749201794417e-07,2.8995041922996734e-09
1985,1.515920615702271e-07,6.015558051686298e-10
1986,1.300803376125259e-07,5.994485463567401e-10
1987,1.1427227519789085e-07,6.110816852533674e-10
1988,1.193314176362037e-07,2.398621523624911e-09
1989,1.3006849997054815e-07,5.488121956886971e-09
1990,1.264087075014686e-07,5.44865097484859e-10
1991,1.201600383637924e-07,1.1722930404189924e-09
1992,1.1570882918476855e-07,4.4079553340736766e-09
1993,1.4623508093336568e-07,1.1078414852150331e-09
1994,1.250157595222845e-07,4.747434001473039e-09
1995,1.3989922820201173e-07,2.7112254663563817e-09
1996,1.0996470223290089e-07,1.6014276571496566e-09
1997,1.2706470897683175e-07,2.876936688878118e-09
1998,1.1968003832407703e-07,4.7681290027412615e-09
1999,1.3299285228640656e-07,3.656160929565999e-09
2000,1.1707783187375753e-07,2.6508188977203417e-09
2001,1.3099823092943552e-07,3.943090742808408e-09
2002,1.2267420856915123e-07,4.38122149670761e-10
2003,1.2500768775680626e-07,8.333845835650777e-10
2004,1.3346517846457573e-07,1.3214374039449694e-09
2005,1.1619673756513293e-07,1.8014998381943315e-09
2006,1.1735986049643543e-07,3.294311934354255e-09
2007,8.548185803647357e-08,4.7933754743212376e-09
2008,8.429730513626055e-08,2.1287198670449925e-09
2009,9.774794307304546e-08,1.430457752249481e-09
2010,9.258634037223601e-08,4.723793023408973e-10
2011,5.850677098351298e-08,7.64794394481072e-10
2012,7.14893104714065e-08,1.7021263287730903e-09
2013,7.251725264723063e-08,4.462600067256517e-09
2014,6.388063411577605e-08,2.5985342766432495e-09
2015,7.159538739642812e-08,3.768178213903184e-09
2016,7.208263497204825e-08,1.6570720351438695e-09
2017,5.7859061541876144e-08,2.5156112748447867e-09
2018,6.711813682613865e-08,2.581466596041082e-09
2019,6.071351066339048e-08,4.3366790158927415e-09
