year,voulant_VERB apporter_VERB,voulant_VERB rapporter_VERB
1927,4.459690061686672e-09,6.689535148041159e-09
1928,3.4278123672848437e-09,0.0
1929,6.684243603061191e-09,4.4561625500705304e-09
1930,1.3654684716257748e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,3.4216069977333063e-09
1932,1.2055490383744427e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,1.0771455727365264e-08,0.0
1936,1.6974600836050513e-08,4.849885826274658e-09
1937,8.813782481631449e-09,0.0
1938,1.555825723809079e-08,3.8895642262559704e-09
1939,1.8352860564618823e-08,0.0
1940,7.607348750937604e-09,0.0
1941,8.854507793643052e-09,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,1.4516176261025748e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.3112957830685446e-08,9.536696765621855e-09
1948,1.4133454406817236e-08,1.0871887834440486e-09
1949,1.4725512142987895e-08,0.0
1950,9.571825554388624e-09,0.0
1951,7.462981344019681e-09,0.0
1952,5.272401959466322e-09,0.0
1953,8.619061908632375e-09,0.0
1954,1.5636058225965144e-08,0.0
1955,1.1262729415761896e-08,3.754243138587299e-09
1956,1.308171238001421e-08,1.744228317335228e-09
1957,9.718541527092839e-09,0.0
1958,6.617794756635931e-09,4.1361216673863055e-09
1959,1.3176270963199954e-08,0.0
1960,6.228750015768725e-09,6.920833350854139e-10
1961,1.181187059273725e-08,6.948159270159238e-10
1962,8.878739354845067e-09,0.0
1963,9.69907931747116e-09,1.939815863494232e-09
1964,9.734349215584359e-09,2.4335873316516654e-09
1965,9.302473735761652e-09,5.472043373977442e-10
1966,1.2185964681776795e-08,1.1078149508847446e-09
1967,6.409436315024664e-09,2.4651677921205817e-09
1968,8.08454847511797e-09,4.4914158503495116e-10
1969,8.62933968726054e-09,9.083515606356229e-10
1970,5.518470042042978e-09,2.7592350626548523e-09
1971,1.181831454921678e-08,3.083038491169532e-09
1972,8.721249722398738e-09,1.0260293725750103e-09
1973,6.615844427848572e-09,0.0
1974,7.313243344242437e-09,2.2502286700643026e-09
1975,1.2565256390928425e-08,5.711480177694739e-10
1976,1.2569759455516305e-08,2.285410694025103e-09
1977,5.876781727920388e-09,5.876781838942691e-10
1978,1.1881182593320716e-08,1.1881182704343018e-09
1979,1.1118749032590358e-08,1.1703946700691858e-09
1980,9.66475621755336e-09,2.2740602734216964e-09
1981,1.9609203150139365e-08,6.325549528618524e-10
1982,1.0552753781922775e-08,6.207502289967692e-10
1983,1.1999100157922271e-08,1.89459470334441e-09
1984,4.059306002446306e-09,5.799008495621649e-10
1985,9.624892660653472e-09,0.0
1986,7.792831324682226e-09,5.994485463567401e-10
1987,7.3329802230404084e-09,6.110816852533674e-10
1988,5.996553698039975e-09,1.1993107618124554e-09
1989,1.1525056686778612e-08,1.0976244357863152e-09
1990,7.628111586832631e-09,1.6345953479657283e-09
1991,1.4653662727681649e-08,1.1722930404189924e-09
1992,9.917899612688075e-09,1.65298330578878e-09
1993,8.862731881720265e-09,0.0
1994,9.494868002946077e-09,3.164956019485743e-09
1995,1.2471636778865758e-08,0.0
1996,6.939520069693117e-09,1.067618438099771e-09
1997,9.589788851904757e-09,9.58978896292706e-10
1998,5.244942036242151e-09,2.3840645013706308e-09
1999,8.226361924990044e-09,9.140402323914998e-10
2000,1.413770112090873e-08,8.836062992401139e-10
2001,9.638665504629884e-09,0.0
2002,1.2267419746692099e-08,1.752488598683044e-09
2003,8.750538071922165e-09,8.333845835650777e-10
2004,7.047665784298829e-09,2.642874807889939e-09
2005,7.205999574821931e-09,3.1526248278623825e-09
2006,1.5647981577160408e-08,8.235779835885637e-10
2007,6.790615098006825e-09,7.988958938831558e-10
2008,9.366367237362283e-09,1.7029758714315335e-09
2009,1.6211854747538723e-08,2.860915504498962e-09
2010,1.2754241218715379e-08,1.4171379625338432e-09
2011,7.265546830836911e-09,1.1471915639660324e-09
2012,9.191482353010372e-09,1.3617010852229328e-09
2013,8.367374959572516e-09,1.1156500168141292e-09
2014,1.03941372175953e-08,4.330890368553497e-10
2015,6.649726325136385e-09,2.881548111233201e-09
2016,9.113896304313585e-09,1.4499380585064614e-09
2017,1.0062445321423752e-08,5.031222660711876e-10
2018,9.035133474721846e-09,1.2907333535316923e-09
2019,7.142765545697927e-09,7.65296326310505e-10
