year,voulant_VERB établir_VERB,voulant_VERB etablir_VERB,voulant_VERB rétablir_VERB
1875,9.95545739179704e-08,0.0,4.005068870993611e-08
1876,7.678438596059323e-08,6.04601479992084e-10,4.292670530148257e-08
1877,7.978412419618053e-08,6.184815992682502e-10,2.968711720896522e-08
1878,8.998242106983412e-08,0.0,2.0532902267333952e-08
1879,9.958200308801679e-08,0.0,3.0546626561545054e-08
1880,1.2964049478370043e-07,0.0,5.647704637290474e-08
1881,8.924810046551102e-08,0.0,3.486253874473988e-08
1882,7.653692857267913e-08,0.0,4.592215896437324e-08
1883,9.35262161050332e-08,0.0,2.906895935073095e-08
1884,4.2250859699777266e-08,0.0,3.1688144552788344e-08
1885,9.410628054595804e-08,0.0,4.318575902440003e-08
1886,1.000286911079229e-07,0.0,4.2592862570245416e-08
1887,4.896693339695446e-08,0.0,3.525619224342691e-08
1888,1.34421036079857e-07,0.0,1.9655905125759432e-08
1889,8.45793453052579e-08,0.0,4.8868066926388565e-08
1890,6.161123167203186e-08,6.554386478008212e-10,1.6385966361553983e-08
1891,7.011641800502844e-08,0.0,3.059625441892422e-08
1892,7.271474622427831e-08,0.0,1.1283322720601063e-08
1893,8.0675257585483e-08,0.0,1.7243566130531462e-08
1894,6.868678070759415e-08,0.0,3.6548926551915883e-08
1895,9.148294033423099e-08,0.0,1.9861428057765806e-08
1896,6.840553945508532e-08,0.0,2.299841245223533e-08
1897,8.273933360669616e-08,0.0,2.855089586972781e-08
1898,4.979352419276495e-08,0.0,3.168678697207383e-08
1899,8.401919515677037e-08,0.0,1.5477219506010442e-08
1900,7.007921620783009e-08,0.0,2.1283318218934255e-08
1901,5.4210766098350405e-08,0.0,2.794369541314623e-08
1902,7.660043088719704e-08,9.820567692386817e-10,2.553347577816112e-08
1903,7.452304018329414e-08,0.0,1.2420507067290032e-08
1904,7.846952509993343e-08,0.0,3.439760210000031e-08
1905,9.031328396247318e-08,0.0,2.4255568220610257e-08
1906,6.584555922728441e-08,0.0,3.137952475640304e-08
1907,6.222840376324257e-08,0.0,9.257117739025489e-09
1908,7.121513956320769e-08,0.0,2.1118973236866623e-08
1909,5.5009834909469646e-08,0.0,2.7504917898824033e-08
1910,7.909343047174389e-08,0.0,1.1222716089775986e-08
1911,5.267170344325223e-08,0.0,3.511446777793026e-08
1912,5.886645837449578e-08,0.0,1.0939784189645252e-08
1913,4.613601123359956e-08,0.0,2.651494868111115e-08
1914,4.4198507076487203e-08,2.678697486047099e-09,2.9465673123674208e-08
1915,4.35888192207301e-08,0.0,8.246533234057551e-09
1916,3.625862321499085e-08,0.0,1.4283700444650549e-08
1917,5.7025405952870756e-08,0.0,7.676496993624937e-09
1918,3.9053680289669046e-08,0.0,2.6418664589300533e-08
1919,5.064316432878968e-08,0.0,2.301962176431971e-08
1920,5.6034516138225854e-08,0.0,1.0601124866838063e-08
1921,4.392193453384152e-08,0.0,1.8174594496045415e-08
1922,4.352982063693389e-08,0.0,5.902348387820666e-09
1923,5.09565505346643e-08,0.0,7.431163684401554e-09
1924,4.8988173073638563e-08,0.0,6.445812328337297e-09
1925,3.189471531328536e-08,0.0,3.299453377181294e-09
1926,5.795992041868203e-08,0.0,4.458455382660986e-09
1927,2.341337179689873e-08,0.0,1.3379069851993108e-08
1928,4.1133748851507335e-08,0.0,1.4853853147478446e-08
1929,4.4561626388883724e-08,0.0,1.0026365515614089e-08
1930,4.3064773080914165e-08,0.0,1.8906485821368335e-08
1931,6.843214084284455e-08,0.0,7.983749661377715e-09
1932,6.685317455179529e-08,0.0,5.4797684168050864e-09
1933,4.473558234963093e-08,0.0,1.2617728861741284e-08
1934,4.553000465534751e-08,0.0,1.5576054224197833e-08
1935,5.146362003216609e-08,0.0,1.3165112555668657e-08
1936,6.183604295273426e-08,0.0,1.2124714565686645e-08
1937,4.155068988875854e-08,0.0,1.2591118259130951e-08
1938,3.759912203804561e-08,1.2965214457594243e-09,5.186085672015395e-09
1939,3.5176316970364496e-08,0.0,1.8352860564618823e-08
1940,4.0572528225979454e-08,0.0,0.0
1941,3.24665290207804e-08,0.0,8.854508237732261e-09
1942,2.7307905936524435e-08,0.0,1.2136847082899749e-08
1943,3.4838822493554744e-08,0.0,1.7419411690866582e-08
1944,6.747690761699232e-08,0.0,3.2131861615880553e-09
1945,5.446260065156139e-08,0.0,1.089252066321933e-08
1946,2.9234319853799207e-08,0.0,9.744772988540262e-09
1947,5.364391864048912e-08,0.0,1.0728783861324587e-08
1948,4.566192846056083e-08,0.0,5.435944139264848e-09
1949,4.417653876043204e-08,0.0,1.47255123650325e-08
1950,4.2541447031752e-08,0.0,8.508289184305795e-09
1951,5.970385119624666e-08,1.0661401761424827e-09,3.1984206394497505e-09
1952,3.901577316778315e-08,0.0,2.1089607837865287e-09
1953,2.8011951092032916e-08,0.0,7.541679392097933e-09
1954,5.668070901521105e-08,0.0,1.563605755983133e-08
1955,5.068228370319616e-08,0.0,9.385608290557457e-09
1956,2.2674967681268754e-08,0.0,1.0465369904011368e-08
1957,3.8874165220192936e-08,0.0,1.1485549400447326e-08
1958,3.060730113801924e-08,0.0,9.099467845885556e-09
1959,4.65044873720899e-08,0.0,6.975672928177801e-09
1960,3.252791769270402e-08,0.0,1.0381249859747754e-08
1961,2.9182269378758008e-08,6.948159270159238e-10,1.667558269247138e-08
1962,4.756467442135204e-08,0.0,1.585489117772454e-08
1963,2.7804029301137234e-08,0.0,5.819447923549603e-09
1964,3.711220658564329e-08,0.0,1.7643507765896516e-08
1965,3.3926669473771653e-08,1.6416130677043839e-09,7.113656441681826e-09
1966,4.098915185046792e-08,0.0,1.329377918857233e-08
1967,3.7963585164391134e-08,0.0,1.3804939802408711e-08
1968,4.5363298895040316e-08,8.982831700699023e-10,1.886394573880068e-08
1969,7.175977545514911e-08,4.5417578031781147e-10,2.725054693009099e-08
1970,5.150571968925988e-08,0.0,2.207388016817191e-08
1971,4.162101951976638e-08,0.0,1.6442872285971077e-08
1972,2.6676764131039477e-08,5.130146862875051e-10,1.2825366990654175e-08
1973,3.418186267367673e-08,0.0,1.6539610570021068e-08
1974,3.431598738501407e-08,0.0,1.2938814575313984e-08
1975,3.198428810691212e-08,0.0,7.996072248772634e-09
1976,2.799628240346408e-08,5.713526873840635e-10,9.712995630017929e-09
1977,1.9981059029561266e-08,0.0,7.639816612670103e-09
1978,2.5544543369449002e-08,0.0,6.534650598410963e-09
1979,2.4578287849408298e-08,0.0,1.1703947033758766e-08
1980,3.2973873409503085e-08,1.7055452605774235e-09,1.3075846627685905e-08
1981,3.668818693292053e-08,6.325549528618524e-10,1.5181319090729062e-08
1982,4.717701607148683e-08,6.207502289967692e-10,1.0552753892945077e-08
1983,2.462973291983417e-08,0.0,8.209910751233451e-09
1984,2.609553817478627e-08,0.0,1.1598016991243298e-08
1985,2.947623478632977e-08,0.0,1.2031116214394899e-08
1986,2.158014755782034e-08,0.0,8.392279760016663e-09
1987,2.8720839040374813e-08,0.0,1.0388388815840699e-08
1988,1.9788627181327456e-08,0.0,7.195864681897035e-09
1989,2.9087047215270445e-08,5.488122178931576e-10,1.4269117665222097e-08
1990,2.5063794595325817e-08,0.0,1.0352436741190019e-08
1991,2.8721178768620348e-08,0.0,9.96449056600568e-09
1992,2.2590770643038383e-08,0.0,1.4325854780228298e-08
1993,3.37891670199042e-08,0.0,1.3848018953765973e-08
1994,3.006708082509135e-08,0.0,1.2132331139724783e-08
1995,3.8499401444624937e-08,0.0,9.760411756598586e-09
1996,2.6690461174538882e-08,0.0,9.60856549880873e-09
1997,2.972834600711849e-08,4.79489448146353e-10,1.5823152565985765e-08
1998,2.0979768367013207e-08,0.0,1.001307092796111e-08
1999,2.7878227726318983e-08,0.0,1.2796563642059056e-08
2000,2.7391794610309717e-08,0.0,1.1486881668076876e-08
2001,2.2782301822843465e-08,0.0,1.1829272117402923e-08
2002,2.8477939562066013e-08,0.0,1.2267419746692099e-08
2003,3.125192260533538e-08,8.333845835650777e-10,1.4167538253673229e-08
2004,3.215497756947627e-08,0.0,1.1011977996133737e-08
2005,2.5671373249380736e-08,4.5037495954858286e-10,1.5763124139311913e-08
2006,3.170775142447013e-08,0.0,1.4824403926638752e-08
2007,1.8774053978098948e-08,7.988958938831558e-10,1.3581230584591708e-08
2008,2.384166175595226e-08,0.0,8.514879634713424e-09
2009,2.479460170512482e-08,0.0,1.2397300741540107e-08
2010,1.322662068758973e-08,0.0,8.97520635589899e-09
2011,1.759027143388714e-08,0.0,1.1089518525686515e-08
2012,1.2255309767006395e-08,0.0,9.53190804064974e-09
2013,1.3945625598754674e-08,0.0,8.646287685820653e-09
2014,1.3858849290393493e-08,0.0,6.279790909502481e-09
2015,1.884089169401637e-08,0.0,7.5363561641284e-09
2016,2.2370472252397633e-08,0.0,1.222090617591931e-08
2017,1.1320250792312692e-08,0.0,6.792150536449881e-09
2018,1.0067720546125258e-08,0.0,8.518840410864925e-09
2019,1.2244741554034988e-08,0.0,6.63256816135771e-09
