year,aurait_VERB envoyé_VERB,aurait_VERB renvoyé_VERB
1846,1.43435286759086e-07,4.9177810268474786e-08
1847,9.653870591819214e-08,3.5055954583640414e-08
1848,1.456185145798372e-07,3.298540818263973e-08
1849,1.2150151462719805e-07,3.854530916669319e-08
1850,1.439267123259924e-07,3.4623880651452055e-08
1851,1.5156180666053842e-07,2.8377531435808123e-08
1852,1.894568697480281e-07,3.190167419120371e-08
1853,1.2421618578173366e-07,3.4637203327747557e-08
1854,1.2417638117767638e-07,6.28675422831293e-08
1855,1.788437771210738e-07,3.343370380548549e-08
1856,1.5583339063596213e-07,3.4169449492083004e-08
1857,1.7671062835233897e-07,6.980557998303993e-08
1858,1.0863961108498188e-07,2.6915218498402282e-08
1859,1.7262468077205995e-07,2.7497735644033128e-08
1860,1.6065915531271457e-07,2.0139609091529564e-08
1861,1.815646015757011e-07,2.9238975685075275e-08
1862,1.6445470407688845e-07,5.873382136201144e-08
1863,1.4584293239749968e-07,2.1976331865403154e-08
1864,1.4528025360505126e-07,3.3563097190381086e-08
1865,1.2849685049332038e-07,3.577201823645737e-08
1866,1.430490215170721e-07,2.3841502994059738e-08
1867,1.6693671511802677e-07,2.232293283555009e-08
1868,1.758595118417361e-07,2.1241458370013788e-08
1869,1.5969106925695087e-07,4.3463320054115684e-08
1870,2.064257529355018e-07,3.096386436141074e-08
1871,1.5931766483845422e-07,4.779529660936532e-08
1872,1.6206868735935132e-07,3.688877114882416e-08
1873,1.568333232171426e-07,4.070482972906575e-08
1874,1.637042856827975e-07,4.480956761199195e-08
1875,1.5734200076167326e-07,2.9751941355016243e-08
1876,1.390583435068038e-07,1.6324239737741664e-08
1877,1.8492599451747083e-07,2.1646856751544874e-08
1878,1.3889903982544638e-07,2.1740719446938783e-08
1879,1.8144696412036865e-07,2.5659165459046562e-08
1880,1.4568510664503265e-07,6.032775701214632e-08
1881,1.7222093617874634e-07,2.719277958362909e-08
1882,1.6239140165907884e-07,2.1297232422057277e-08
1883,1.5482380888443004e-07,1.8326083761621703e-08
1884,1.3203393223193416e-07,2.5746619058963915e-08
1885,1.6243001255134004e-07,2.707166935067562e-08
1886,1.2713323371826846e-07,4.58195934527339e-08
1887,1.4037188122983935e-07,3.590908548289917e-08
1888,1.4773631562547962e-07,5.135897751529228e-08
1889,1.2718227537789062e-07,2.318100555953606e-08
1890,1.6844772687818477e-07,4.9813337454907014e-08
1891,1.3832057277340937e-07,3.505821055682645e-08
1892,1.7551835185258824e-07,1.817868522380195e-08
1893,1.7551487019318301e-07,3.4487133149241345e-08
1894,1.2918155789520824e-07,3.0877544077156927e-08
1895,1.3902999285164697e-07,3.4306101071024386e-08
1896,1.3858017666734668e-07,2.7716035688740703e-08
1897,1.3226639339336543e-07,2.9716238358901137e-08
1898,1.4711723395066656e-07,1.7540900287826844e-08
1899,1.542194354442472e-07,3.703477347016815e-08
1900,1.3704379853152204e-07,3.5818267463127995e-08
1901,1.9840022957851033e-07,2.235495522029396e-08
1902,1.5074571990680852e-07,3.6827128013783295e-08
1903,1.776672462483475e-07,3.186130115295782e-08
1904,1.3597801284959132e-07,1.9348650681649815e-08
1905,1.1405277433595984e-07,3.973784501454247e-08
1906,1.12143219155314e-07,2.4692084821253957e-08
1907,1.6097099830858497e-07,2.262851062084792e-08
1908,1.2278472638627136e-07,1.2278472460991452e-08
1909,1.1717094849927889e-07,3.025541062129378e-08
1910,1.3841349755239207e-07,2.5651923252212327e-08
1911,1.8727716621924628e-07,1.5961122201701983e-08
1912,1.885810547719302e-07,1.3023552902780011e-08
1913,1.4848370710751624e-07,2.0151361468379037e-08
1914,1.3795292375107238e-07,2.6117300322425763e-08
1915,1.4725952723892988e-07,9.424609537234119e-09
1916,1.527257182942776e-07,2.7468654906215306e-08
1917,1.5024001243091334e-07,3.5092558192673096e-08
1918,1.2635014456918725e-07,9.189101035644853e-09
1919,1.1509810349252803e-07,1.5653341733923298e-08
1920,1.2342738386905694e-07,1.0601124422748853e-08
1921,1.249503327471757e-07,1.5902768879527684e-08
1922,1.313272548486566e-07,2.951174193910333e-09
1923,1.4650008495209477e-07,1.6985516992917837e-08
1924,1.405187077807568e-07,1.4180787211159895e-08
1925,1.418764981053755e-07,2.1996356736053713e-08
1926,1.4267057224515156e-07,2.0063049888108253e-08
1927,1.3936531217950687e-07,1.8953683067479687e-08
1928,1.485385325850075e-07,1.1426041446327417e-08
1929,1.4816740190326527e-07,1.7824650200282122e-08
1930,1.2709359964446776e-07,1.05036033204442e-08
1931,1.6195606633573334e-07,5.7026783295555106e-09
1932,1.512416076820955e-07,1.9727165678773417e-08
1933,1.915600620350233e-07,1.9500125958415992e-08
1934,1.4258080227591563e-07,7.188948103475923e-09
1935,1.7114646766458463e-07,8.377798899061872e-09
1936,1.260970350358548e-07,1.2124714565686645e-08
1937,1.863485437070267e-07,1.1332006444320086e-08
1938,1.2965215034910216e-07,2.2040865133021725e-08
1939,1.1317597170545923e-07,2.2941076593951948e-08
1940,1.7243323213733674e-07,1.0143131667916805e-08
1941,1.269146139293298e-07,1.7709016475464523e-08
1942,1.6688164805600536e-07,1.517105907566929e-08
1943,1.5387146845569077e-07,3.193558839598154e-08
1944,1.799384250489311e-07,9.639558484764166e-09
1945,1.764588262176403e-07,1.3071024262956144e-08
1946,1.1693727230976947e-07,1.1136883415474585e-08
1947,1.2278496797080152e-07,1.7881307101674793e-08
1948,1.380729770517064e-07,1.3046265401328583e-08
1949,1.0700539121444308e-07,1.570721330779179e-08
1950,1.1486190487630665e-07,3.616023036556726e-08
1951,1.151431376911205e-07,1.5992101864981123e-08
1952,1.0861148069807314e-07,2.003512733494972e-08
1953,1.023513576114965e-07,2.3702419582605216e-08
1954,1.0163437735855041e-07,1.4658803948464083e-08
1955,1.5580108936319448e-07,1.220129064449793e-08
1956,1.0378158776802593e-07,2.52913103793162e-08
1957,1.3517608010715776e-07,1.3252556385623393e-08
1958,1.1084806317285256e-07,2.3162280982091943e-08
1959,1.309876438426727e-07,1.7826719656000023e-08
1960,1.2319082998146769e-07,1.5225833038812198e-08
1961,1.361839281344146e-07,1.320150300188061e-08
1962,1.28107515706688e-07,1.331810839388936e-08
1963,1.1832877788719998e-07,1.8104948651398445e-08
1964,1.3628088879613642e-07,2.1902286206909594e-08
1965,1.548588244304483e-07,2.188817305182056e-08
1966,1.3847686375356716e-07,1.4401594583546284e-08
1967,1.484031031395716e-07,2.1200442290592036e-08
1968,1.2575964092320646e-07,1.7965662735264232e-08
1969,1.2989427489173977e-07,2.5433843475752838e-08
1970,1.5083817572758562e-07,1.74751555448438e-08
1971,1.2537689997316193e-07,1.1818314327172175e-08
1972,1.1901940411007672e-07,1.846852804021637e-08
1973,1.0530219185511669e-07,1.929621262775072e-08
1974,9.619727592280469e-08,2.81278591529599e-08
1975,1.2736600751850347e-07,1.9990180177842376e-08
1976,1.1541324340669235e-07,2.2282755196556536e-08
1977,1.0460671973078206e-07,1.5279633558407113e-08
1978,1.1643559361118605e-07,2.4950484345254154e-08
1979,1.106022935459805e-07,2.2822696621460636e-08
1980,9.38049851129108e-08,1.989802811408481e-08
1981,1.0437156561238226e-07,1.644642821929665e-08
1982,1.1235579222557135e-07,1.6139505731871395e-08
1983,8.399370443612497e-08,1.1999100379966876e-08
1984,1.0032285047145706e-07,1.5657322549600394e-08
1985,1.0106137438015139e-07,1.2632671797518924e-08
1986,8.931783668231219e-08,1.7384007122700496e-08
1987,9.593982497335674e-08,2.0776777631681398e-08
1988,1.0553934970403134e-07,2.5785181989590455e-08
1989,1.1909224895134685e-07,1.5366742545097622e-08
1990,1.1660112875233608e-07,9.262707045820662e-09
1991,1.0023105545542421e-07,1.52398094144246e-08
1992,8.871010237498922e-08,2.3692759754112558e-08
1993,1.2574000152199005e-07,1.772546376344053e-08
1994,1.1499339791498642e-07,2.5319646823618314e-08
1995,1.447794346631781e-07,2.548551947256783e-08
1996,1.0249137005757802e-07,2.882569738460461e-08
1997,1.3042112811945117e-07,2.3494983736327413e-08
1998,1.1824960211015423e-07,2.527108478034279e-08
1999,1.4716047758156492e-07,3.3362468343511864e-08
2000,1.391679944617863e-07,1.3695897749244068e-08
2001,1.3056011027856584e-07,2.2782300490575835e-08
2002,1.3888471528389346e-07,2.102986229601811e-08
2003,1.5125930019621592e-07,1.7084383685528337e-08
2004,1.3698900147574022e-07,2.2023955992267474e-08
2005,1.3871549242594483e-07,2.9274373147814003e-08
2006,1.3424320854937832e-07,1.8530505130343045e-08
2007,1.6537144631456613e-07,2.3966876483427768e-08
2008,1.451786886264017e-07,3.320802832718073e-08
2009,1.7308538247107208e-07,1.9549588614609092e-08
2010,1.6391561530326726e-07,2.5036102968556406e-08
2011,1.6634278665605962e-07,3.21213633469597e-08
2012,2.0255303923022439e-07,2.6893596682953103e-08
2013,2.1448371967380808e-07,3.151711425175563e-08
2014,2.1849342601854005e-07,3.551330252093976e-08
2015,2.0237332876149594e-07,2.5933932334964993e-08
2016,1.9884863888819382e-07,3.41771091427745e-08
2017,2.012489090930103e-07,2.6413918163825656e-08
2018,2.121965678725246e-07,2.917057351226049e-08
2019,1.9157917563461524e-07,2.448948244193616e-08
