year,voulaient_VERB appeler_VERB,voulaient_VERB rappeler_VERB
1846,2.0490753982471688e-08,1.5807152919933287e-08
1847,1.1865092020002521e-08,1.0786447290911383e-08
1848,1.6090443422100975e-09,0.0
1849,2.5976186535103807e-08,9.217356655710773e-09
1850,2.1045888587423178e-08,6.1100964288129944e-09
1851,1.9348316282474798e-09,1.6768540334055615e-08
1852,7.161600201754936e-09,6.510545436100301e-10
1853,2.9859659189668264e-09,5.3747388761848924e-09
1854,2.5458755104068587e-08,9.352196350675968e-09
1855,1.0613874223963649e-09,1.0613874223963649e-08
1856,3.6240324075009767e-09,4.659470143053568e-09
1857,1.5620829074691756e-08,7.322263684272912e-09
1858,2.4468380654951716e-09,2.4468380654951716e-09
1859,2.6988518087023294e-08,7.129042689513199e-09
1860,1.6477862629926676e-08,8.238931314963338e-09
1861,1.5562680033553988e-08,8.017138064531082e-09
1862,2.710791813242963e-09,9.939570055905733e-09
1863,1.3485475847119233e-08,1.4983863039219614e-09
1864,1.1507347075223606e-08,4.794727948009836e-10
1865,1.553258677233771e-08,6.118897832863013e-09
1866,1.4596838404656864e-08,5.352174259343201e-09
1867,4.85281148598915e-10,1.0190904120577216e-08
1868,5.9278488784286765e-09,3.457911734727759e-09
1869,1.0743741896135361e-08,3.4184632902167778e-09
1870,1.0894693147633916e-08,1.0321287824410774e-08
1871,0.0,0.0
1872,1.1489944995446422e-08,4.23313739617015e-09
1873,3.591602570907071e-09,4.788803575905831e-09
1874,1.7923826867161097e-09,1.6728906260254917e-08
1875,6.293679799540541e-09,0.0
1876,7.859819461941697e-09,1.813804439976252e-09
1877,6.184815992682502e-10,2.4739263970730008e-09
1878,9.662541877730746e-09,6.039088673581716e-10
1879,3.665595160740054e-09,2.443730107160036e-09
1880,5.776061406947974e-09,8.343199908722454e-09
1881,4.8807553554297556e-09,8.367009307619355e-09
1882,1.5307385581309063e-08,4.6587693702804245e-09
1883,2.5277355764075082e-09,7.58320695126713e-09
1884,1.1222884843675729e-08,3.300848483434038e-09
1885,7.090199094506033e-09,3.2228177904158883e-09
1886,7.744156427236248e-09,6.453463874400711e-10
1887,5.876032105334161e-09,3.264462256069578e-09
1888,1.8387781963724592e-08,1.9021844099853524e-09
1889,3.759081934617825e-09,6.265136742733546e-10
1890,1.2453334363726754e-08,3.2771931834929546e-09
1891,4.461953917456185e-09,5.736798147637501e-09
1892,5.641661360300532e-09,3.761107425503951e-09
1893,1.2316833108982905e-09,6.774258043407144e-09
1894,6.301539290376468e-10,6.9316934414587195e-09
1895,5.416753268150387e-09,9.027921521465032e-09
1896,8.255840455717589e-09,3.5382172747233653e-09
1897,4.078699600285063e-09,5.826713556089658e-10
1898,7.355861253444118e-09,1.0750873968845553e-08
1899,3.3165470370022376e-09,1.1055156790007459e-09
1900,0.0,6.22926377147337e-09
1901,6.147612641171918e-09,5.58873880507349e-09
1902,2.9461704187383475e-09,3.928227076954727e-09
1903,5.400220270956879e-10,3.2401321625741275e-09
1904,2.6873125946735854e-09,1.0749250378694342e-09
1905,3.096455536422127e-09,3.096455536422127e-09
1906,1.0288369267641428e-08,2.0576738091193647e-09
1907,6.1714118260169926e-09,3.0857059130084963e-09
1908,7.367083831866239e-09,4.911389073214423e-10
1909,7.151278680339601e-09,6.0510818578052294e-09
1910,2.137660271017694e-09,1.068830135508847e-09
1911,5.3203743632934675e-09,3.1922244847493175e-09
1912,7.293189607793238e-09,5.209421227725386e-10
1913,2.121195885607108e-09,1.060597942803554e-09
1914,7.366418142140674e-09,2.678697486047099e-09
1915,5.890381071793627e-09,0.0
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,1.0966424435210342e-09,1.0966424435210342e-09
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,0.0,9.207848372660976e-10
1920,6.057785384427916e-09,7.572231730534895e-10
1921,7.572747429129834e-10,3.7863738810983705e-09
1922,2.951174193910333e-09,5.902348387820666e-09
1923,6.369568872344189e-09,8.492758496458919e-09
1924,1.289162443462999e-09,0.0
1925,7.698724324711748e-09,3.299453377181294e-09
1926,3.343841648018042e-09,0.0
1927,3.3447675740205796e-09,7.804457524684949e-09
1928,3.4278122562625413e-09,2.2852082448565625e-09
1929,6.684243825105796e-09,1.0026365515614089e-08
1930,7.352522590764465e-09,2.100720708497761e-09
1931,0.0,7.983749661377715e-09
1932,4.383814644626227e-09,7.6716757391182e-09
1933,8.02946331646126e-09,4.588264879146209e-09
1934,3.5944740517379614e-09,8.38710612072191e-09
1935,4.787313656606784e-09,0.0
1936,7.274828739411987e-09,2.424942913137329e-09
1937,0.0,2.5182236296217297e-09
1938,6.482607339819424e-09,0.0
1939,1.2235240376412548e-08,6.117620188206274e-09
1940,0.0,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,6.068423541449874e-09
1943,5.806470415592457e-09,0.0
1944,0.0,0.0
1945,8.714016175304096e-09,6.535512131478072e-09
1946,4.1763312808029696e-09,1.3921104269343232e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,4.348755133776194e-09
1949,9.817008317369869e-10,9.817008317369869e-10
1950,0.0,4.2541445921528975e-09
1951,2.1322803522849654e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,0.0,6.464296653518886e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,8.72114158667614e-10,1.744228317335228e-09
1957,1.7670075402875796e-09,6.184526224473075e-09
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,3.100299128533379e-09,3.8753737996444215e-09
1960,3.460416619915918e-09,6.2287499602575735e-09
1961,2.779263708063695e-09,3.47407969059077e-09
1962,5.0735651235811474e-09,1.9025869768540815e-09
1963,2.5864212993553792e-09,0.0
1964,3.041984220075733e-09,3.6503808864551957e-09
1965,1.6416130677043839e-09,1.0944086747954884e-09
1966,3.8773522170743036e-09,4.431259803538978e-09
1967,2.465167847631733e-09,4.930335584241163e-10
1968,4.042274071025531e-09,1.7965663401398047e-09
1969,4.995933444718048e-09,2.2708788183223305e-09
1970,5.518470125309705e-09,1.8394900047624674e-09
1971,2.569198631618974e-09,4.1107179882260425e-09
1972,1.0260293725750103e-09,4.104117490300041e-09
1973,3.3079223804577396e-09,2.205281512956958e-09
1974,5.06301445213353e-09,1.1251143350321513e-09
1975,2.2845920710778955e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,5.713526984862938e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,1.1881182704343018e-09,2.970295565063452e-09
1979,1.1703946700691858e-09,2.3407893401383717e-09
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,2.5302198114474095e-09,0.0
1982,6.207502289967692e-10,1.2415004579935385e-09
1983,2.5261264191556165e-09,3.157658134966823e-09
1984,1.739702604197646e-09,2.3196033982486597e-09
1985,2.4062232206745193e-09,1.2031116103372597e-09
1986,1.7983456945813714e-09,7.792831269171074e-09
1987,2.4443267410134695e-09,6.110816741511371e-09
1988,5.996553809062277e-10,2.398621523624911e-09
1989,5.488122178931576e-10,6.585746614717891e-09
1990,1.6345953479657283e-09,2.179460389939436e-09
1991,3.5168792322792797e-09,1.1722930404189924e-09
1992,1.65298330578878e-09,5.509944056569793e-09
1993,2.7696036575264316e-09,3.323524566667402e-09
1994,1.0549853213248639e-09,3.6924485691258724e-09
1995,1.0844901643380922e-09,2.7112254663563817e-09
1996,2.135236876199542e-09,3.2028553142993132e-09
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,1.43043876743576e-09,1.43043876743576e-09
1999,2.7421207526856506e-09,9.140402323914998e-10
2000,2.2090156370779823e-09,5.743440834038438e-09
2001,4.8193329327261836e-09,7.0099388516098315e-09
2002,1.752488598683044e-09,3.504977197366088e-09
2003,1.6667691671301554e-09,2.5001538617175356e-09
2004,2.2023955992267474e-09,2.642874807889939e-09
2005,1.8014998381943315e-09,1.8014998381943315e-09
2006,5.353256948836815e-09,4.529678854225949e-09
2007,3.1955835755326234e-09,5.192823504529542e-09
2008,1.7029758714315335e-09,2.554463751636149e-09
2009,1.430457752249481e-09,2.860915504498962e-09
2010,4.2514138876015295e-09,3.7790344187271785e-09
2011,3.059177577924288e-09,4.206369030868018e-09
2012,6.808505315092361e-09,3.063827413996023e-09
2013,1.0040849929282558e-08,1.1156500168141292e-09
2014,6.496335469563519e-09,2.815078836704288e-09
2015,5.763096222466402e-09,2.21657536769726e-09
2016,8.078226088059637e-09,4.556948152156792e-09
2017,6.289028409156572e-09,2.5156112748447867e-09
2018,5.421080029321956e-09,2.0651733656507076e-09
2019,3.826481798085979e-09,2.04079020349468e-09
