year,dut_VERB entrer_VERB,dut_VERB rentrer_VERB
1848,6.677534258869855e-08,2.494018680465615e-08
1849,6.871120206142223e-08,5.027649052635752e-08
1850,4.5486274302675156e-08,2.9192683825840504e-08
1851,2.4507867735223954e-08,2.644269869733762e-08
1852,4.948014620254071e-08,1.1718981340891332e-08
1853,3.523439673358553e-08,2.9859659633757474e-08
1854,3.948704829781491e-08,4.2084881357595805e-08
1855,3.131092896069276e-08,3.078023524949458e-08
1856,4.193523395201737e-08,4.6076984006049315e-08
1857,6.541222319356166e-08,4.735063896532665e-08
1858,2.9851424443450014e-08,7.144767266709096e-08
1859,5.29586046127406e-08,4.68479939286226e-08
1860,6.636916793922865e-08,5.40107691904268e-08
1861,6.177912581506462e-08,4.715963797252698e-08
1862,2.0782737308877586e-08,4.879425219428413e-08
1863,3.7459656709870615e-08,4.894728533599846e-08
1864,3.068625886726295e-08,3.404256787575832e-08
1865,5.836486849375433e-08,5.742350239756888e-08
1866,4.0871150019938796e-08,5.1088935748566655e-08
1867,6.551295683721037e-08,4.31900204489466e-08
1868,3.507310708528166e-08,5.8290513749170714e-08
1869,3.4672986259920435e-08,4.248661511496721e-08
1870,4.931282049369656e-08,3.956493799250893e-08
1871,3.292564798584863e-08,3.504988654867702e-08
1872,3.62840353318461e-08,4.172663992108028e-08
1873,6.165584665041024e-08,5.5071240012694034e-08
1874,4.122480135038131e-08,7.468261742360482e-08
1875,3.661777370211894e-08,4.863298030954866e-08
1876,8.585340793842988e-08,4.232210315535667e-08
1877,4.9478529717816855e-08,6.432208721207644e-08
1878,6.401433694236403e-08,4.831271027683215e-08
1879,7.209003882735487e-08,6.414791187125957e-08
1880,5.519347823224052e-08,8.664092376875487e-08
1881,4.741305303923582e-08,5.0899306103247e-08
1882,5.0580926114207614e-08,7.121261802467416e-08
1883,2.401348808689363e-08,8.467914369703067e-08
1884,6.139578090369469e-08,8.846274113238906e-08
1885,4.898683059195719e-08,8.508239091042924e-08
1886,4.2592862570245416e-08,1.3358669548324542e-07
1887,5.6148753202478474e-08,6.528924956228366e-08
1888,6.721051448721482e-08,1.1222888218753724e-07
1889,3.759081934617825e-08,9.773613385277713e-08
1890,5.83340380444497e-08,7.209825270138026e-08
1891,5.4818293904190796e-08,1.2365987345219764e-07
1892,3.949162774574688e-08,6.205826963423533e-08
1893,7.266931589811065e-08,8.313862309705655e-08
1894,7.372801036353849e-08,9.200247319540722e-08
1895,5.5973114143625935e-08,9.810341339289153e-08
1896,3.951009475144929e-08,9.199365536005644e-08
1897,5.477110676110897e-08,9.089673369544471e-08
1898,6.846609323929442e-08,9.336285700101143e-08
1899,6.135611840818456e-08,9.341607665191987e-08
1900,4.5162163786471865e-08,1.1212674877469908e-07
1901,7.2653605798223e-08,1.0395054061973497e-07
1902,4.370152595356558e-08,9.280436330527664e-08
1903,4.3201762167655033e-08,9.612391949076482e-08
1904,5.858341367570574e-08,9.298101844024131e-08
1905,5.625227217365136e-08,1.0889201718100594e-07
1906,6.584556189181967e-08,1.0236927039386501e-07
1907,6.325697654574469e-08,8.331406320394308e-08
1908,5.5007557620001535e-08,7.268855739539504e-08
1909,3.4106097501762633e-08,9.461691519163651e-08
1910,4.8631772386897865e-08,8.176550636562752e-08
1911,3.351835786702395e-08,1.3247731089904846e-07
1912,5.938740343935933e-08,7.60575531444374e-08
1913,7.212066321926613e-08,8.113574523349598e-08
1914,6.696743781731129e-08,5.960101745472457e-08
1915,5.183535378705528e-08,3.652036184575991e-08
1916,7.031975712834537e-08,5.7134801778602196e-08
1917,3.070598708632133e-08,9.540789136508465e-08
1918,7.121553124989077e-08,5.858051821405752e-08
1919,8.471220525052559e-08,4.880159565345821e-08
1920,4.0890050456710014e-08,7.950843183834877e-08
1921,2.8019165654313838e-08,6.133925722906497e-08
1922,4.205423209668879e-08,9.591315830448366e-08
1923,5.732611896291928e-08,6.900366145146108e-08
1924,4.898817351772777e-08,7.219309594574952e-08
1925,5.0591619782380803e-08,8.798542694421485e-08
1926,4.458455293843144e-08,7.022067194384363e-08
1927,5.351628118432927e-08,7.91594985116717e-08
1928,3.999114284169991e-08,1.028343703524115e-07
1929,3.78773812315103e-08,1.1474618588636076e-07
1930,5.461873797685257e-08,9.24317120620799e-08
1931,3.877821086462063e-08,7.755642172924126e-08
1932,3.7262424257278326e-08,7.781270738860258e-08
1933,5.964744076436546e-08,1.0553009133218438e-07
1934,4.4331848414458364e-08,9.225816910429785e-08
1935,2.8723881939640705e-08,9.694310421082264e-08
1936,3.15242587589637e-08,8.00231134689966e-08
1937,4.0291578073947676e-08,8.939694140508436e-08
1938,2.074434313215079e-08,8.81634605320869e-08
1939,3.6705721129237645e-08,5.047036566452334e-08
1940,2.7893612752905028e-08,6.339457314652464e-08
1941,7.083606590185809e-08,6.198155233505531e-08
1942,1.8205270180260413e-08,7.58552971547033e-08
1943,4.3548528338988035e-08,4.935499831049128e-08
1944,1.927911696952833e-08,8.675602458652065e-08
1945,3.485606470121638e-08,8.496165548876888e-08
1946,4.315542412314244e-08,9.32713959400644e-08
1947,5.602809238780537e-08,8.106191984325051e-08
1948,2.0656587551570738e-08,1.3481141536431096e-07
1949,3.337782672474532e-08,5.988375306742455e-08
1950,3.93508372553697e-08,6.7002780212988e-08
1951,4.371174711081949e-08,9.595261474260042e-08
1952,3.268889159357968e-08,1.212652449567031e-07
1953,3.3398865895151175e-08,9.696444891460487e-08
1954,2.443134050622575e-08,5.472620046020893e-08
1955,3.754243138587299e-08,4.6928040120519654e-08
1956,3.0523995775411095e-08,9.593255612116991e-08
1957,3.003912851795576e-08,3.975766915687018e-08
1958,2.3989505493204888e-08,6.700517474200751e-08
1959,2.4802393028267034e-08,4.650448559573306e-08
1960,3.114374891310945e-08,5.259833457671448e-08
1961,2.91822690456911e-08,7.156604198144123e-08
1962,3.0441391629665304e-08,4.058852098864918e-08
1963,1.939815952312074e-08,4.332255798544793e-08
1964,4.319617374903828e-08,3.4070222199034106e-08
1965,3.1190648286383293e-08,4.2134733035936733e-08
1966,3.101881773659443e-08,4.043524626240469e-08
1967,2.6130779318123132e-08,4.6345153492666213e-08
1968,4.491415950269584e-08,4.8058151236318736e-08
1969,2.361714024345929e-08,4.178417256639477e-08
1970,2.4373242979436327e-08,5.28853369985427e-08
1971,2.7747345754391972e-08,5.292549332125418e-08
1972,2.924183739594355e-08,4.463227654127877e-08
1973,1.7642252103655665e-08,4.079770832277063e-08
1974,2.025205780853412e-08,2.418995848074701e-08
1975,1.9990180177842376e-08,4.569184142155791e-08
1976,2.628222439682304e-08,3.9994688449951354e-08
1977,1.7630345183761165e-08,2.4094806150287695e-08
1978,2.0792070287711795e-08,4.099008066305032e-08
1979,2.4578287849408298e-08,3.920822067016161e-08
1980,1.5349906234973787e-08,2.785723829390463e-08
1981,1.771153890217647e-08,3.28928564385933e-08
1982,3.227901146374279e-08,3.1037512115972277e-08
1983,1.4525227243211702e-08,3.4734238596456635e-08
1984,2.145633182237816e-08,4.233276129639307e-08
1985,1.7445119127046382e-08,3.789801539255677e-08
1986,1.8582904104391673e-08,3.1770774455708306e-08
1987,1.8943532964499354e-08,3.116516467116526e-08
1988,1.3792074149421296e-08,4.137622156008547e-08
1989,1.8110803523541108e-08,4.006329135108899e-08
1990,2.2884334427430986e-08,3.650596269721973e-08
1991,2.2859714121636898e-08,4.2202550787351356e-08
1992,1.4876849085965205e-08,3.1406681699763794e-08
1993,1.4401939196773128e-08,4.2097976660215863e-08
1994,1.5824779708850656e-08,4.0616935592652226e-08
1995,1.2471637056421514e-08,3.307695095600138e-08
1996,9.60856638698715e-09,2.7758080278772468e-08
1997,1.2946214766884623e-08,4.027711497656128e-08
1998,8.582632382569955e-09,4.482041404685333e-08
1999,1.5995704316651427e-08,3.427650696607998e-08
2000,9.277866475088103e-09,3.6227859823156905e-08
2001,1.4019877703219663e-08,2.6725391677473453e-08
2002,1.1391176002462089e-08,2.8039817578928705e-08
2003,1.0417307017007715e-08,4.125253738607171e-08
2004,1.0131019578807354e-08,3.567880924038036e-08
2005,2.522099862289906e-08,3.557962102718193e-08
2006,1.3589036562677848e-08,3.5825642896725185e-08
2007,1.078509459517818e-08,3.235528467371296e-08
2008,1.4049550856043425e-08,4.38516281064949e-08
2009,9.53638501499654e-09,3.9099177229218185e-08
2010,8.97520635589899e-09,3.3538931631937885e-08
2011,9.177532511728259e-09,3.4415748473293206e-08
2012,1.2595735121578855e-08,3.982975727012672e-08
2013,9.483025031897796e-09,3.7374274342028e-08
2014,1.5807749775831326e-08,4.937215081213253e-08
2015,2.0392493027543424e-08,4.566145150874945e-08
2016,2.3406142801718488e-08,5.592618279592898e-08
2017,1.3835862233690932e-08,3.597324038651095e-08
2018,1.884470712809616e-08,3.7947561537521324e-08
2019,1.9132407658162265e-08,4.1070901346529354e-08
