year,avaient_VERB envoyé_VERB,avaient_VERB renvoyé_VERB
1881,6.031219186297676e-07,1.1853263259808955e-08
1882,7.028086770333175e-07,1.8635077481121698e-08
1883,6.034968578205735e-07,2.338155447034751e-08
1884,6.680917294943356e-07,1.7824582698722224e-08
1885,7.870121407904662e-07,3.3517306263775026e-08
1886,8.176538699444791e-07,2.2587123282846733e-08
1887,6.032726105331676e-07,3.982643903555072e-08
1888,7.05710419879324e-07,2.7264643875923866e-08
1889,5.964409979242191e-07,5.325366103647866e-08
1890,6.646147880928766e-07,1.1142456735058204e-08
1891,7.833916697563836e-07,1.5935549768641977e-08
1892,7.378039299510419e-07,2.0686091062316336e-08
1893,6.546396775775065e-07,1.4780200174868696e-08
1894,7.026216053418466e-07,1.827446460822557e-08
1895,6.048707632544392e-07,2.347259631108045e-08
1896,6.551599085469206e-07,3.538217541176891e-08
1897,6.799774610044551e-07,2.0393496669157685e-08
1898,6.235507044038968e-07,2.4896761985360172e-08
1899,6.306967179625644e-07,1.713549302451156e-08
1900,6.691267344649532e-07,2.4397950326715545e-08
1901,6.667365255452751e-07,3.968004591570207e-08
1902,5.789224815089256e-07,2.2096276808269977e-08
1903,6.167051651573274e-07,2.376096830403185e-08
1904,7.159000574574748e-07,1.9348650681649815e-08
1905,6.182589231684688e-07,1.857873321853276e-08
1906,5.596872938440356e-07,1.388929860013377e-08
1907,6.263983323151479e-07,2.6228502036929058e-08
1908,5.638274842567625e-07,2.357466755142923e-08
1909,6.051081982150208e-07,1.265226234892225e-08
1910,5.664799687110644e-07,2.404867771588215e-08
1911,6.570662094418367e-07,2.500575924102577e-08
1912,5.641803113576316e-07,1.9795800554334164e-08
1913,5.387837518355809e-07,1.0075680734189518e-08
1914,5.564994012274838e-07,2.9465672568562695e-08
1915,4.68874333137137e-07,2.591767689352764e-08
1916,6.240878178687126e-07,1.3184954461564757e-08
1917,4.408502718433738e-07,9.869782324756216e-09
1918,4.835764570998435e-07,2.412139110674616e-08
1919,6.187673875501787e-07,1.5653341733923298e-08
1920,5.732179602091492e-07,5.300562211374427e-09
1921,5.088886041448859e-07,1.2873671018098776e-08
1922,4.928460839437321e-07,5.164555005876537e-09
1923,5.562756655308476e-07,8.492758496458919e-09
1924,4.602309786605474e-07,2.0626599095407983e-08
1925,4.718218349353265e-07,1.0998178368026856e-08
1926,5.03805438256677e-07,2.7865345586519652e-08
1927,4.180959365385206e-07,1.2264147031260109e-08
1928,4.798937425221084e-07,2.2852082892654835e-08
1929,5.614764972960984e-07,1.2254447234738564e-08
1930,4.768635903928953e-07,1.575540586884472e-08
1931,4.733223022412858e-07,1.2545892325022123e-08
1932,4.767398422700353e-07,1.4247397928102146e-08
1933,4.267086239906348e-07,1.261772819560747e-08
1934,4.421202959292714e-07,1.9170528275935794e-08
1935,4.045280093123438e-07,3.590485242455088e-09
1936,4.3042737729592773e-07,2.182448710641438e-08
1937,4.016566776954278e-07,1.2591118370153254e-08
1938,4.058112210714171e-07,1.5558256905023882e-08
1939,3.395279293272324e-07,9.176430282309411e-09
1940,4.336188794695772e-07,1.0143131667916805e-08
1941,2.8334426360743237e-07,2.9515025090631752e-08
1942,2.7004483627024456e-07,2.4273694165799498e-08
1943,3.483882267119043e-07,1.1612940831184915e-08
1944,3.405977224701928e-07,6.4263723231761105e-09
1945,4.6402135467360495e-07,2.6142048525912287e-08
1946,4.287700221539126e-07,4.1763312808029696e-09
1947,4.1127003669316764e-07,2.5033829231801974e-08
1948,3.729057596046914e-07,1.7395020535104777e-08
1949,3.1119915888666583e-07,7.853606653895895e-09
1950,3.456492549958057e-07,8.508289184305795e-09
1951,3.8807502278359607e-07,2.4521224162299404e-08
1952,3.6695917060569627e-07,7.381362632230548e-09
1953,3.8678041391904117e-07,2.2625037843226892e-08
1954,3.3226623941118305e-07,1.3681550115052232e-08
1955,3.528988656853471e-07,2.440258128899586e-08
1956,3.662879350940784e-07,1.831439710997529e-08
1957,4.037612200136209e-07,7.951533653738352e-09
1958,3.250991653658275e-07,1.7371711180658167e-08
1959,3.115800666364521e-07,1.6276571201956358e-08
1960,3.52270404846422e-07,1.5225833038812198e-08
1961,3.4810278748409473e-07,1.111705483225478e-08
1962,3.031455264590477e-07,2.72704117065814e-08
1963,3.3623476269895036e-07,1.0992290633282664e-08
1964,3.0663201755487535e-07,1.8860301764789256e-08
1965,3.1409530265591457e-07,1.1491291473930687e-08
1966,3.1295772373596265e-07,1.8278946356531378e-08
1967,3.1603451589035103e-07,1.3311906243984595e-08
1968,3.89405755640837e-07,1.122853987567396e-08
1969,3.6606567732633266e-07,2.0892086283197386e-08
1970,3.3524705145282496e-07,1.2876429700270364e-08
1971,3.1395609312312445e-07,1.1818314327172175e-08
1972,2.7189778961655975e-07,5.643161493651405e-09
1973,2.8723792411256e-07,1.598829157956061e-08
1974,3.065936482471443e-07,1.6314157136321228e-08
1975,3.3183698633365566e-07,1.8276736568623164e-08
1976,2.799628191496595e-07,1.7140580510499603e-08
1977,2.844362541054579e-07,1.2928920156696222e-08
1978,2.9762361464236164e-07,2.1386128423728223e-08
1979,2.721167504660116e-07,1.345953837272873e-08
1980,2.2968008295265463e-07,1.3644362084619388e-08
1981,2.2518956654948852e-07,1.644642821929665e-08
1982,2.6816408649210643e-07,1.1173503899897241e-08
1983,2.191414694152627e-07,2.5892795463278162e-08
1984,2.499372726560978e-07,1.2177918229383522e-08
1985,2.225756503548837e-07,1.3234227935754461e-08
1986,2.403788812443963e-07,1.7384007122700496e-08
1987,1.9615721669197228e-07,2.0776777631681398e-08
1988,2.386628352724074e-07,1.4991384134077634e-08
1989,2.530024403313291e-07,2.1952487827547884e-08
1990,1.994206257904807e-07,2.2884334427430986e-08
1991,2.0808201384170388e-07,1.641210189973208e-08
1992,2.3251963909842743e-07,1.1019888113139586e-08
1993,2.464947215230495e-07,1.717154241021035e-08
1994,2.4792154817987466e-07,6.857404422078162e-09
1995,2.1418681228624337e-07,1.3556126887692699e-08
1996,2.0284750235077809e-07,1.5480466686312866e-08
1997,2.546088921917544e-07,1.91795770376757e-08
1998,2.2600931970373495e-07,2.0026142522056034e-08
1999,1.978897046228667e-07,1.8737825513426287e-08
2000,2.2134338450996438e-07,2.164835422036049e-08
2001,2.2694676715673268e-07,2.1467938537966802e-08
2002,2.357097201866054e-07,2.4972962364699924e-08
2003,2.650162969075609e-07,2.0417921575699438e-08
2004,2.303705883832663e-07,1.761916479381398e-08
2005,2.3059197928887443e-07,1.306087415997581e-08
2006,2.0877702411326027e-07,1.6471560115860484e-08
2007,2.4965495981632557e-07,1.7176262190332636e-08
2008,2.2692152867875848e-07,2.1287197782271505e-08
2009,2.469923856551759e-07,1.8119131084404216e-08
2010,2.6594955215841765e-07,2.0312310056169736e-08
2011,2.9291624059624155e-07,2.7532598423363197e-08
2012,3.2714868325456337e-07,2.519147024315771e-08
2013,3.857360013626021e-07,2.7612337305527035e-08
2014,3.793859946199518e-07,3.13989545475124e-08
2015,3.5686863952832937e-07,3.524354852402212e-08
2016,4.1903209080373927e-07,3.541991588917881e-08
2017,3.2778416425571777e-07,3.09420187249998e-08
2018,3.5624239558273985e-07,3.149389371515099e-08
2019,3.3188351267199323e-07,2.8571061960747102e-08
