year,peut_VERB appliquer_VERB,peut_VERB rappliquer_VERB
1855,1.0693478316170513e-06,0.0
1856,1.1835054465336725e-06,5.177189232874468e-10
1857,1.0197472875006497e-06,1.4644527812635033e-09
1858,9.59160502134182e-07,0.0
1859,8.753445968068263e-07,2.036869339860914e-09
1860,7.877333700889722e-07,9.154367819341758e-10
1861,9.087661965168081e-07,9.431927461278633e-10
1862,8.484778390993597e-07,9.035972525772706e-10
1863,8.25610811716615e-07,4.994620828036034e-10
1864,9.01408839126816e-07,4.794727948009836e-10
1865,8.42525139432837e-07,1.882737743486018e-09
1866,8.972190244094236e-07,0.0
1867,8.41962787490047e-07,9.7056229719783e-10
1868,8.466944336760207e-07,1.4819622196071691e-09
1869,9.41542509735882e-07,0.0
1870,9.684808901511133e-07,5.734048791339319e-10
1871,7.572899676233646e-07,1.0621177271019633e-09
1872,8.4481331441566e-07,0.0
1873,9.140628662862582e-07,5.986004469882289e-10
1874,9.666918003858882e-07,1.1949218281515073e-09
1875,8.982797794487851e-07,0.0
1876,9.25040239962982e-07,6.04601479992084e-10
1877,9.691606237538508e-07,0.0
1878,9.179414632853877e-07,0.0
1879,8.821865549180075e-07,0.0
1880,9.376473144584452e-07,6.417846254436199e-10
1881,8.611046951045864e-07,0.0
1882,8.399096032007947e-07,0.0
1883,9.308386097472976e-07,1.8958017378167824e-09
1884,9.473434943174652e-07,1.3203393933736152e-09
1885,9.081900884666538e-07,6.445635691854079e-10
1886,8.583106705373211e-07,0.0
1887,9.982725259760628e-07,0.0
1888,8.769069950176345e-07,1.268122939990235e-09
1889,8.470464649690257e-07,1.8795410228200637e-09
1890,9.189249681185174e-07,6.554386478008212e-10
1891,9.28723864035419e-07,2.5496880162734215e-09
1892,8.268168016911659e-07,0.0
1893,9.816516239880002e-07,6.158416554491453e-10
1894,9.899717952066567e-07,0.0
1895,8.859400395522243e-07,0.0
1896,9.258335467166035e-07,0.0
1897,9.293607945437543e-07,0.0
1898,8.289489983326348e-07,0.0
1899,8.611967245997221e-07,5.527578395003729e-10
1900,8.648294738122786e-07,5.191053142894475e-10
1901,8.629012882011011e-07,0.0
1902,1.2084208265150664e-06,4.910283846193408e-10
1903,8.251536769421364e-07,1.0800440541913758e-09
1904,9.502337547928619e-07,0.0
1905,8.788772447587689e-07,0.0
1906,8.204974051295721e-07,3.086510713679047e-09
1907,8.537119811080629e-07,0.0
1908,7.705969551352609e-07,0.0
1909,8.300984291054192e-07,5.500983557560346e-10
1910,8.507888082931458e-07,0.0
1911,8.608365078544011e-07,1.0640748282497725e-09
1912,8.658058163746318e-07,1.5628263683176158e-09
1913,8.214331046474399e-07,0.0
1914,8.437897349722334e-07,0.0
1915,7.904891390353441e-07,1.1780761921542648e-09
1916,7.262712529154669e-07,0.0
1917,8.22481808882003e-07,2.1932848870420685e-09
1918,7.420198926411103e-07,0.0
1919,6.36262313946645e-07,0.0
1920,7.61766500545491e-07,7.572231730534895e-10
1921,8.473904244965524e-07,0.0
1922,8.071461365943833e-07,2.21338064543275e-09
1923,7.739026273156924e-07,0.0
1924,8.173290098056896e-07,2.578324886925998e-09
1925,7.02783552242181e-07,0.0
1926,7.913758395261539e-07,0.0
1927,7.325040769501356e-07,2.2298449753321847e-09
1928,7.621169402227679e-07,0.0
1929,8.321883342432557e-07,0.0
1930,8.89655211722129e-07,1.0503603542488804e-09
1931,8.189045956896734e-07,0.0
1932,6.783953381273022e-07,1.0959536611565568e-09
1933,7.845932827876823e-07,1.1470662197865522e-09
1934,8.435032441411749e-07,0.0
1935,7.18097055596445e-07,1.196828414151696e-09
1936,8.099309525277931e-07,0.0
1937,7.025843729024928e-07,2.5182236296217297e-09
1938,7.779128736729035e-07,0.0
1939,7.677613211853895e-07,0.0
1940,9.965626759367296e-07,0.0
1941,7.496816465391021e-07,0.0
1942,9.345372404823138e-07,0.0
1943,7.606476515320537e-07,0.0
1944,7.293932640095591e-07,0.0
1945,6.208736635926471e-07,0.0
1946,7.670528248127084e-07,0.0
1947,7.700882633798756e-07,0.0
1948,6.523132469737902e-07,0.0
1949,6.979892646086228e-07,0.0
1950,7.668095349799842e-07,2.1270722960764488e-09
1951,6.801974450354464e-07,3.198420528427448e-09
1952,8.572925480621052e-07,1.0544803918932644e-09
1953,7.627869536008802e-07,0.0
1954,7.329402365030546e-07,0.0
1955,7.780668624945974e-07,1.8771215692936494e-09
1956,7.962402150951675e-07,8.72114158667614e-10
1957,7.84551332344563e-07,1.7670075402875796e-09
1958,7.817270102350449e-07,0.0
1959,7.510474802074896e-07,7.750747821333448e-10
1960,7.675204187762574e-07,0.0
1961,6.746662393197767e-07,6.948159270159238e-10
1962,7.464482791874616e-07,6.341956404476434e-10
1963,7.953245244607388e-07,0.0
1964,7.635380256942881e-07,1.2167936658258327e-09
1965,7.398202797048725e-07,1.0944086747954884e-09
1966,7.156484684855968e-07,0.0
1967,7.755417641419626e-07,9.860671168482327e-10
1968,7.141351261452655e-07,1.7965663401398047e-09
1969,6.690009399790142e-07,1.3625273409534344e-09
1970,7.210800845314225e-07,0.0
1971,6.536041610161192e-07,1.0276794970565106e-09
1972,6.325470849333215e-07,5.130146862875051e-10
1973,6.014905125084624e-07,0.0
1974,6.565041985595599e-07,0.0
1975,5.802863825010718e-07,5.711480177694739e-10
1976,5.644964744533354e-07,5.713526873840635e-10
1977,5.318487410477246e-07,1.1753563677885381e-09
1978,5.542571557271003e-07,0.0
1979,5.342851636669366e-07,5.851973350345929e-10
1980,5.275819603411946e-07,1.7055452050662723e-09
1981,5.142671852809144e-07,0.0
1982,4.798399118044472e-07,1.2415004579935385e-09
1983,5.090144554742437e-07,0.0
1984,4.888564149041486e-07,5.799008495621649e-10
1985,4.956820021106978e-07,0.0
1986,5.215202349972969e-07,5.994485463567401e-10
1987,4.546447769371298e-07,1.2221633705067347e-09
1988,4.85121177007386e-07,2.398621523624911e-09
1989,4.5770937617817253e-07,2.1952488715726304e-09
1990,4.7294290084209933e-07,0.0
1991,4.460574984932464e-07,0.0
1992,3.983689680353564e-07,0.0
1993,4.4479835992206063e-07,0.0
1994,4.525886936335155e-07,0.0
1995,4.5223239908409596e-07,0.0
1996,4.1850643128782394e-07,1.067618438099771e-09
1997,4.3106101088596915e-07,4.79489448146353e-10
1998,4.1768811342990375e-07,0.0
1999,4.268567863618955e-07,4.570201161957499e-10
2000,4.54173630259902e-07,8.836062992401139e-10
2001,4.153388886152243e-07,0.0
2002,4.1358731550644734e-07,4.38122149670761e-10
2003,4.337766768003348e-07,0.0
2004,4.206575567877735e-07,8.809582507929292e-10
2005,4.4452008296502754e-07,9.007499190971657e-10
2006,4.5379147195490077e-07,0.0
2007,3.7548107911788975e-07,3.994479469415779e-10
2008,3.921101949799777e-07,0.0
2009,3.9528316619907855e-07,4.76819250749827e-10
2010,4.0671858414498274e-07,9.447586046817946e-10
2011,4.439631595687388e-07,3.82397197240536e-10
2012,3.6970183714402083e-07,3.744677901096338e-09
2013,3.321847827919555e-07,5.578250084070646e-10
2014,2.9536673196162155e-07,3.031623174720721e-09
2015,3.4755902333927224e-07,1.329945265027277e-09
2016,3.4694946293711837e-07,1.0356699942093428e-09
2017,2.950812074686837e-07,5.031222660711876e-10
2018,2.8241245786375657e-07,5.162933414126769e-10
2019,2.627517403652746e-07,1.7856913725466939e-09
