year,peuvent_VERB abattre_VERB,peuvent_VERB rabattre_VERB
1979,5.851973128301324e-09,1.1703946700691858e-09
1980,7.95921106799824e-09,5.685150683554241e-10
1981,3.1627747087981106e-09,0.0
1982,4.966001831974154e-09,6.207502289967692e-10
1983,8.209910973278056e-09,0.0
1984,8.69851302098823e-09,0.0
1985,6.015557829641693e-09,6.015558051686298e-10
1986,8.991728250862252e-09,0.0
1987,7.944062296871834e-09,0.0
1988,7.195864348830128e-09,0.0
1989,5.488121956886971e-09,1.0976244357863152e-09
1990,2.724325431913144e-09,0.0
1991,3.5168792322792797e-09,0.0
1992,5.509944056569793e-09,1.1019888335184191e-09
1993,8.308811416668505e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,0.0
1995,9.760411145975922e-09,0.0
1996,9.60856638698715e-09,5.338092190498855e-10
1997,7.192341833217597e-09,0.0
1998,5.2449422582867555e-09,1.9072516899143466e-09
1999,4.113180906983871e-09,4.570201161957499e-10
2000,9.277866475088103e-09,0.0
2001,3.943090742808408e-09,8.762423564512289e-10
2002,1.0514931148009055e-08,0.0
2003,6.250384210204629e-09,4.1669229178253886e-10
2004,7.488145215006625e-09,8.809582507929292e-10
2005,1.0808999029165989e-08,0.0
2006,8.235780057930242e-09,4.1178899179428186e-10
2007,5.991719120856942e-09,0.0
2008,9.79211112195344e-09,0.0
2009,5.245011536203492e-09,0.0
2010,4.723792912386671e-09,4.723793023408973e-10
2011,4.971163480860241e-09,0.0
2012,7.148930780687124e-09,1.3617010852229328e-09
2013,1.1714325509615264e-08,1.1156500168141292e-09
2014,1.017759210242275e-08,2.1654451842767486e-10
2015,9.087958829923082e-09,2.2165753954528356e-10
2016,8.078226088059637e-09,0.0
2017,8.553078245654433e-09,0.0
2018,9.809573597863164e-09,5.162933414126769e-10
2019,6.632568272380013e-09,2.55098775436835e-10
