year,aient_VERB envoyé_VERB,aient_VERB renvoyé_VERB
1897,2.2724183423861177e-08,5.826713556089658e-10
1898,2.0370077180587032e-08,1.6975064687230201e-09
1899,2.7085134135518274e-08,2.7637891975018647e-09
1900,2.3359739032002835e-08,1.5573159428683425e-09
1901,2.0678333711998675e-08,3.912117296778206e-09
1902,2.1114219705964388e-08,0.0
1903,1.5660639007819555e-08,0.0
1904,2.203596238814498e-08,5.374625189347171e-10
1905,2.838417501038748e-08,1.0321518084666081e-09
1906,1.800464666246171e-08,2.0576738091193647e-09
1907,1.131425531042396e-08,0.0
1908,1.080505640516094e-08,3.437972351250096e-09
1909,1.5952851484257735e-08,3.300590023513905e-09
1910,2.2445432179551972e-08,9.619471441624228e-09
1911,1.5429085564733214e-08,4.788336838146279e-09
1912,1.0939784189645252e-08,3.125652625612929e-09
1913,1.0605979205990934e-08,2.121195885607108e-09
1914,2.74566485103378e-08,0.0
1915,4.5944972271172446e-08,1.1780761921542648e-09
1916,9.888715624128963e-09,2.197492410260793e-09
1917,1.7546279096336548e-08,0.0
1918,1.378365155346728e-08,0.0
1919,1.5653341733923298e-08,3.6831393490643904e-09
1920,3.180337415642498e-08,0.0
1921,1.817459427400081e-08,7.572747429129834e-10
1922,1.475587119159627e-08,0.0
1923,1.8047112249064412e-08,0.0
1924,2.1915761649893284e-08,0.0
1925,2.4195990988573612e-08,0.0
1926,3.6782257240020044e-08,0.0
1927,1.5608915049369898e-08,0.0
1928,1.1426041446327417e-08,3.4278122562625413e-09
1929,1.7824650200282122e-08,0.0
1930,4.516549623190258e-08,2.100720708497761e-09
1931,2.0529641986399838e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,6.882397318719313e-09,1.1470662197865522e-09
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,1.6755597798123745e-08,0.0
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,2.6441348666139675e-08,2.5182236296217297e-09
1938,1.4261735792331365e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,3.550096039361961e-08,5.0715658339584024e-09
1941,2.066051862925633e-08,0.0
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.0322646676618206e-08,8.709705845433291e-09
1944,9.639558484764166e-09,0.0
1945,1.5249527862692958e-08,1.089252066321933e-08
1946,1.3921104269343232e-08,6.960552134671616e-09
1947,1.7881307101674793e-08,1.1920870957027319e-09
1948,6.523132700664291e-09,6.523132700664291e-09
1949,1.2762110479513922e-08,2.945102384188658e-09
1950,1.0635361036293034e-08,0.0
1951,7.462981344019681e-09,2.1322803522849654e-09
1952,7.381362632230548e-09,2.1089607837865287e-09
1953,1.2928593307037772e-08,4.3095309543161875e-09
1954,1.5636057781875934e-08,0.0
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,4.360570571293465e-09,1.744228317335228e-09
1957,8.835037590415595e-09,4.417518795207798e-09
1958,1.6544486669545222e-08,2.4816730892496253e-09
1959,2.40273188012452e-08,7.750747821333448e-10
1960,2.07624992754063e-08,6.920833350854139e-10
1961,1.181187059273725e-08,1.3896318540318475e-09
1962,1.2049716779927166e-08,5.7077609305622445e-09
1963,1.6165133231993423e-08,6.466053248388448e-10
1964,2.311907998375773e-08,6.083968329129164e-10
1965,1.9699356812452606e-08,2.73602163147757e-09
1966,1.273987226824147e-08,2.215629901769489e-09
1967,2.1693477236794934e-08,9.860671168482327e-10
1968,2.784677910483424e-08,1.3474247273492779e-09
1969,2.3162964879475112e-08,4.5417578031781147e-10
1970,1.839489982558007e-08,9.197450023812337e-10
1971,2.1067430466814585e-08,2.0553589941130213e-09
1972,2.0007572487656944e-08,1.0260293725750103e-09
1973,1.8193572870472963e-08,1.102640756478479e-09
1974,1.6314157136321228e-08,0.0
1975,1.313640396460869e-08,5.711480177694739e-10
1976,1.428381679602353e-08,5.713526873840635e-10
1977,1.7630345183761165e-08,2.938390863960194e-09
1978,1.6633656230169436e-08,1.1881182704343018e-09
1979,1.287434159280565e-08,5.851973350345929e-10
1980,8.527726080842513e-09,0.0
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,1.1173503899897241e-08,2.483000915987077e-09
1983,9.47297440490047e-09,0.0
1984,1.333771937339634e-08,3.479405208395292e-09
1985,1.9851341903631692e-08,2.4062232206745193e-09
1986,1.1389522214244607e-08,0.0
1987,1.099947066762752e-08,3.0554083707556856e-09
1988,7.795519785247507e-09,0.0
1989,1.0976243913773942e-08,2.7440609784434855e-09
1990,1.1442167213715493e-08,0.0
1991,1.3481369798284959e-08,0.0
1992,1.7631821336294706e-08,0.0
1993,8.862731881720265e-09,1.1078414852150331e-09
1994,1.3714808844156323e-08,3.6924485691258724e-09
1995,1.2471637056421514e-08,1.626735190995987e-09
1996,1.7081895009596337e-08,2.6690460952494277e-09
1997,9.58978851883785e-09,1.438468344439059e-09
1998,8.582632382569955e-09,1.9072516899143466e-09
1999,6.8553016596695215e-09,0.0
2000,9.719669513685858e-09,3.5344251969604557e-09
2001,1.2267393323384113e-08,1.3143635069212678e-09
2002,9.63868718173444e-09,2.1906108038649563e-09
2003,1.6250998768896352e-08,2.083461403401543e-09
2004,9.690540814233373e-09,2.2023955992267474e-09
2005,1.0808999029165989e-08,0.0
2006,1.2353670086895363e-08,4.1178899179428186e-10
2007,1.7176262190332636e-08,3.994479469415779e-10
2008,1.2772319202269955e-08,1.2772318758180745e-09
2009,1.192048149079028e-08,1.430457752249481e-09
2010,8.97520635589899e-09,3.3066551718974324e-09
2011,1.1089518636708817e-08,1.911985902935953e-09
2012,1.2936160587173617e-08,1.0212758416727752e-09
2013,1.9523875849358774e-08,8.367375126105969e-10
2014,1.905591773265769e-08,1.0827225782605865e-09
2015,1.6402658786773827e-08,1.10828768384863e-09
2016,1.7813524877396958e-08,1.86420612280358e-09
2017,1.5848351964109497e-08,2.0124890642847504e-09
2018,1.858655984676716e-08,2.323319980845895e-09
2019,1.7601815116563557e-08,2.04079020349468e-09
