year,voudront_VERB entrer_VERB,voudront_VERB rentrer_VERB
1843,4.548321541619771e-08,3.5441467538532834e-09
1844,3.4577936958157807e-08,3.2931368743049916e-09
1845,5.022205229465726e-08,2.2320911785556063e-09
1846,4.4494210982293225e-08,8.781752214304106e-09
1847,7.172987182002544e-08,2.2112217834546755e-08
1848,3.700802153616678e-08,8.84974404868899e-09
1849,3.77073661184113e-08,1.6758828991214614e-08
1850,3.869727649430388e-08,1.0183494048021657e-08
1851,2.8377531435808123e-08,3.2247193804124663e-09
1852,6.966283905285309e-08,0.0
1853,4.41922942684414e-08,2.388772735173461e-09
1854,5.143707682009335e-08,1.558699391779328e-09
1855,2.9718847827098216e-08,1.4328730202350926e-08
1856,7.817556024747319e-08,1.1907535402144731e-08
1857,3.417056504417815e-08,1.0251168802710708e-08
1858,4.893675864536817e-08,1.9574704079872163e-09
1859,2.64793023063703e-08,2.036869339860914e-09
1860,5.492620758218436e-08,1.2816115280145368e-08
1861,5.0932406736592384e-08,7.545541969022906e-09
1862,5.0149647989883306e-08,1.3102160245637151e-08
1863,4.145535115185339e-08,2.4973103585068657e-09
1864,1.3904711160250827e-08,4.794727948009836e-10
1865,1.4591217123438582e-08,8.001635798393636e-09
1866,3.308616669528419e-08,1.1677471434268227e-08
1867,3.34843974769683e-08,4.85281148598915e-09
1868,4.00129813726835e-08,1.3831646938911035e-08
1869,2.0022428159904848e-08,8.30198221279943e-09
1870,2.408300403544672e-08,6.880858549607183e-09
1871,1.805600113868877e-08,3.18635318130589e-09
1872,3.8702971494330995e-08,0.0
1873,2.6338419445437466e-08,3.591602570907071e-09
1874,1.9716210886144836e-08,0.0
1875,2.9751941355016243e-08,2.2886108563824337e-09
1876,3.506688628363008e-08,6.04601479992084e-09
1877,5.133397351642088e-08,4.9478527941460015e-09
1878,2.4156355138416075e-08,1.509772218355465e-08
1879,2.8102896010295808e-08,3.0546627449723474e-09
1880,4.428314070992201e-08,3.8507077526617195e-09
1881,2.370652651961791e-08,0.0
1882,3.7270154962243396e-08,1.3310770263785798e-09
1883,2.7805091562527195e-08,3.159669414998234e-09
1884,2.9047466654219534e-08,1.9805090900604227e-09
1885,5.994441210077639e-08,5.156508553483263e-09
1886,4.065682190912412e-08,3.872078213618124e-09
1887,5.027272109714431e-08,6.528924623161458e-10
1888,3.360525724360741e-08,6.340614699951175e-10
1889,4.009687515349469e-08,3.132568426877924e-09
1890,3.6704562944578356e-08,5.898947996740844e-09
1891,2.677172439291553e-08,5.736798147637501e-09
1892,4.011847920537548e-08,1.0656471260972467e-08
1893,1.7859408174558666e-08,1.847525021858587e-09
1894,3.150769600779313e-08,1.0082462864602348e-08
1895,1.8657704714541978e-08,6.018614495673091e-10
1896,3.892039046604623e-08,6.486732040400511e-09
1897,2.2724183423861177e-08,6.409385022720926e-09
1898,3.451596342074481e-08,1.13167097914868e-09
1899,3.205995469102163e-08,2.7637891975018647e-09
1900,3.114631752509922e-08,7.26747462209687e-09
1901,2.235495522029396e-08,2.794369402536745e-09
1902,3.0443761289689064e-08,3.928227076954727e-09
1903,2.7001101798873606e-08,1.0800440541913758e-08
1904,3.171028950532673e-08,5.374625189347171e-10
1905,4.902721073563043e-08,3.6125313851442797e-09
1906,2.8807432883581896e-08,5.144184633820714e-09
1907,2.6228502036929058e-08,5.65712765521198e-09
1908,2.7994918383456024e-08,3.437972351250096e-09
1909,2.2554033307642385e-08,2.7504918342913243e-09
1910,2.404867771588215e-08,4.809735720812114e-09
1911,3.937076797910777e-08,2.6601871816467337e-09
1912,1.8753915753677575e-08,5.730363294986773e-09
1913,1.590896836489719e-08,2.6514948014977335e-09
1914,1.339348720819089e-08,6.696743604095445e-09
1915,1.4136913861761968e-08,0.0
1916,2.4172416956957932e-08,4.394984820521586e-09
1917,2.0836205649743533e-08,1.6449636319748606e-08
1918,1.4932290071101306e-08,9.189101035644853e-09
1919,2.2098836538475553e-08,7.366278698128781e-09
1920,1.817335615328375e-08,0.0
1921,9.844571380313027e-09,0.0
1922,8.853522359686394e-09,1.4755870969551665e-09
1923,1.4862327368803108e-08,3.1847844361720945e-09
1924,1.4180787211159895e-08,0.0
1925,1.0998178368026856e-08,2.1996355847875293e-09
1926,3.232380052509143e-08,0.0
1927,8.919379901328739e-09,1.1149224876660924e-09
1928,1.2568645679778001e-08,4.570416489713125e-09
1929,1.0026365515614089e-08,0.0
1930,1.05036033204442e-08,5.2518016602221e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,1.2055489939655217e-08,3.287861094491973e-09
1933,2.523545639121494e-08,9.176529758292418e-09
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,2.393656828303392e-09
1936,4.849885826274658e-09,3.6374143697059935e-09
1937,1.6368453259474336e-08,6.295559185076627e-09
1938,1.2965214457594243e-09,2.5930428915188486e-09
1939,6.117620188206274e-09,3.058810094103137e-09
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,8.854508237732261e-09
1942,1.517105907566929e-08,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,8.714016175304096e-09,4.357008087652048e-09
1946,9.744772988540262e-09,9.744772988540262e-09
1947,1.0728784083369192e-08,2.3841741914054637e-09
1948,7.610321262063735e-09,3.2615663503321457e-09
1949,3.9268033269479474e-09,2.945102384188658e-09
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,1.7058242818279723e-08,4.264560704569931e-09
1952,6.326882129314981e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,3.232148326759443e-09
1954,4.886268278880834e-09,0.0
1955,7.508486277174597e-09,3.754243138587299e-09
1956,1.3953826538681824e-08,8.72114158667614e-10
1957,4.417518795207798e-09,0.0
1958,8.272243334772611e-09,8.272243445794913e-10
1959,1.8601795659378695e-08,1.5501495642666896e-09
1960,1.1765417085030094e-08,3.460416619915918e-09
1961,1.528595028332802e-08,3.47407969059077e-09
1962,1.3952304200870458e-08,6.341956293454132e-09
1963,1.3578711488548834e-08,3.2330267352165265e-09
1964,1.4601523545820783e-08,0.0
1965,6.5664522708175355e-09,2.188817349590977e-09
1966,7.754704434148607e-09,5.539074754423723e-10
1967,1.4791006641701188e-08,3.451234853457663e-09
1968,8.084548142051062e-09,2.245707841908029e-09
1969,2.4071315607443466e-08,7.72098829315837e-09
1970,1.74751555448438e-08,4.598724956395017e-09
1971,6.679916619845017e-09,5.138397263237948e-09
1972,8.721249500354133e-09,1.5390440033513642e-09
1973,1.0475087464101307e-08,0.0
1974,7.313243344242437e-09,1.6876715580593782e-09
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,3.9994687561772935e-09,1.142705374768127e-09
1977,4.7014254711541525e-09,1.1753563677885381e-09
1978,1.0693064211864112e-08,2.3762365408686037e-09
1979,8.777959692451986e-09,4.096381456264453e-09
1980,5.116635559687666e-09,5.685150683554241e-10
1981,5.060439622894819e-09,3.1627747087981106e-09
1982,6.828252629986764e-09,6.207502289967692e-10
1983,3.157658134966823e-09,3.78918940668882e-09
1984,6.958810416790584e-09,1.1598016991243298e-09
1985,8.421781494405423e-09,6.015558051686298e-10
1986,4.196139880008332e-09,1.7983456945813714e-09
1987,3.6664902225425067e-09,2.4443267410134695e-09
1988,7.795519785247507e-09,4.797243047249822e-09
1989,1.1525056464734007e-08,2.7440609784434855e-09
1990,3.814055737905164e-09,2.179460389939436e-09
1991,1.1722930182145319e-08,2.344586080837985e-09
1992,4.958949695321735e-09,2.2039776670368383e-09
1993,7.754890063438324e-09,4.4313659408601325e-09
1994,9.494868002946077e-09,2.637463358823311e-09
1995,4.337960657352369e-09,1.626735190995987e-09
1996,3.736664311304594e-09,2.6690460952494277e-09
1997,1.917957792585412e-09,9.58978896292706e-10
1998,7.152193948201102e-09,4.768129224785866e-10
1999,5.0272213059088244e-09,2.285100553223174e-09
2000,7.510653432518666e-09,2.2090156370779823e-09
2001,3.066848330846028e-09,4.3812117822561447e-10
2002,3.504977197366088e-09,1.3143663935011318e-09
2003,5.000307723435071e-09,2.9168460979889232e-09
2004,5.285749615779878e-09,2.2023955992267474e-09
2005,5.404499514582994e-09,5.404499514582994e-09
2006,4.529678854225949e-09,4.1178899179428186e-10
2007,7.190063211481856e-09,3.994479413904628e-09
2008,5.960415716543821e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,2.384096253749135e-09
2010,4.2514138876015295e-09,2.3618964561933353e-09
2011,4.971163480860241e-09,1.529588788962144e-09
2012,5.446804340891731e-09,3.063827413996023e-09
2013,4.183687618564136e-09,2.2313000336282585e-09
2014,5.630157673408576e-09,3.681256854903836e-09
2015,5.54143841924315e-09,2.438232948875907e-09
2016,9.528164035543796e-09,2.6927420293532123e-09
2017,3.5218559180094644e-09,2.0124890642847504e-09
2018,3.872199894061623e-09,2.323319980845895e-09
2019,3.826481798085979e-09,2.5509878653906526e-09
