year,ont_VERB acheté_VERB,ont_VERB racheté_VERB
1895,5.711665380658815e-07,5.657497581523785e-08
1896,4.900431349597056e-07,7.253345302160596e-08
1897,5.925767823100614e-07,3.729096675897381e-08
1898,5.40938742688013e-07,3.677930848766664e-08
1899,5.759736723121023e-07,4.919544949189003e-08
1900,5.398695179792412e-07,4.7238582823183606e-08
1901,5.756401151302271e-07,6.147612907625444e-08
1902,5.578082209467539e-07,4.4192553616539954e-08
1903,6.069847700018727e-07,6.53426681651581e-08
1904,5.514365284398082e-07,5.213386344848914e-08
1905,5.160758860256465e-07,3.973784501454247e-08
1906,5.344807618712366e-07,6.738881808132646e-08
1907,5.585127951235336e-07,5.554270998686661e-08
1908,6.379894443853118e-07,6.237463878733251e-08
1909,6.628685014220537e-07,5.0609049395689e-08
1910,5.060910552856512e-07,5.878565900729882e-08
1911,5.990741556161083e-07,7.448523575703803e-08
1912,5.813714096802869e-07,6.407588415413557e-08
1913,6.321163823486131e-07,6.469647217954844e-08
1914,5.330608132680936e-07,7.433385462718434e-08
1915,6.620788326472393e-07,7.186265094105693e-08
1916,7.010000899754232e-07,4.504859418830165e-08
1917,6.305693887043162e-07,7.676496949216016e-08
1918,6.891825705679366e-07,1.0797193539247019e-07
1919,5.874607040823321e-07,8.65537757022139e-08
1920,5.679173682437977e-07,8.556622077549036e-08
1921,5.512960115083843e-07,7.951384617399526e-08
1922,6.389292366293375e-07,7.009038682781465e-08
1923,5.573372732214921e-07,5.520293200333981e-08
1924,5.156649649507017e-07,5.0277336072213075e-08
1925,5.620069032374886e-07,7.6987248576188e-08
1926,5.450461912914761e-07,5.461607699430715e-08
1927,4.771868020725378e-07,7.581473226991875e-08
1928,4.284765395823342e-07,8.455270261720216e-08
1929,4.411600968978746e-07,5.904415445456834e-08
1930,5.08374398577871e-07,5.2518018378577835e-08
1931,4.881492827735201e-07,4.904303452235581e-08
1932,4.7126007984843454e-07,6.13734059129456e-08
1933,4.5194408926363394e-07,3.9000251916831985e-08
1934,5.535490004149324e-07,5.511526879331541e-08
1935,4.4761381445823645e-07,3.231436807027421e-08
1936,3.892033362262737e-07,6.062357016389797e-08
1937,3.7521530771300604e-07,8.939694140508436e-08
1938,4.045146795306209e-07,8.038433207957496e-08
1939,4.955272174811398e-07,8.105846660555471e-08
1940,5.071565851721971e-07,4.564409294971483e-08
1941,3.512288060392166e-07,6.493305448884712e-08
1942,3.064553766307654e-07,3.3376331032286544e-08
1943,3.7161410659791727e-07,6.967764676346633e-08
1944,3.7594278978758666e-07,4.177142187700156e-08
1945,3.5945316767538316e-07,6.535512397931598e-08
1946,3.9257514572454966e-07,3.062643116891195e-08
1947,4.637218751213368e-07,4.4107220986688844e-08
1948,3.9030078369250987e-07,4.348755311411878e-08
1949,4.613993951352313e-07,4.515823803785679e-08
1950,4.796548296326364e-07,4.892266147749069e-08
1951,4.2538994193819235e-07,3.731490494374157e-08
1952,3.9648463712183e-07,1.8980646387944944e-08
1953,4.1910189452210034e-07,2.693456835345387e-08
1954,4.104465176624217e-07,4.10446503451567e-08
1955,4.0264256995214964e-07,2.0648336374051723e-08
1956,4.3082440015496104e-07,2.8779767902165077e-08
1957,3.852076417842909e-07,3.180613461495341e-08
1958,4.508372626332857e-07,5.046068451974861e-08
1959,4.4411785893316846e-07,2.5577467255288866e-08
1960,4.6369584083549853e-07,4.014083287984249e-08
1961,5.190274805499939e-07,3.196153386397782e-08
1962,4.6486539417855965e-07,3.4880759613997725e-08
1963,5.04998752148822e-07,3.7503109950876024e-08
1964,5.846693511557532e-07,3.04198408684897e-08
1965,4.777093636221252e-07,3.6115487489496445e-08
1966,5.527996336240903e-07,3.323444985880997e-08
1967,5.009221126783814e-07,3.7963584276212714e-08
1968,5.169619612388487e-07,5.1202139417227954e-08
1969,6.458379857576801e-07,4.223834793037895e-08
1970,5.067794859314745e-07,5.656431767420145e-08
1971,4.686218630922667e-07,5.087013477123037e-08
1972,5.145537329553918e-07,4.873639625202486e-08
1973,5.469098027788277e-07,4.520827090459534e-08
1974,6.109370929152647e-07,4.2754344065087935e-08
1975,4.837623919229372e-07,3.541117621352896e-08
1976,5.907786544412374e-07,4.2280099421532213e-08
1977,5.800383746645821e-07,4.9364967225074e-08
1978,5.999997370054189e-07,4.633661276898238e-08
1979,5.717378144254326e-07,5.851973483572692e-08
1980,6.429905283766857e-07,5.969408078954075e-08
1981,5.598111556537333e-07,3.28928564385933e-08
1982,5.493639605447243e-07,4.779776929808577e-08
1983,5.892189847145346e-07,4.862793190341108e-08
1984,5.619239118459518e-07,5.567048333432467e-08
1985,5.88321597660979e-07,4.1507352221969995e-08
1986,6.599928497053043e-07,4.016305155118971e-08
1987,6.29414159902808e-07,4.7053291041265766e-08
1988,5.630764121633547e-07,6.65617463369017e-08
1989,7.436405553562508e-07,9.549332702363245e-08
1990,6.195116384333232e-07,7.355679088050238e-08
1991,6.166261528051109e-07,6.154538567670897e-08
1992,5.713812356589187e-07,5.7854414592384273e-08
1993,5.821706849928887e-07,6.81322518403249e-08
1994,6.103090299802716e-07,6.646407513244412e-08
1995,5.492942705132009e-07,4.609083248396928e-08
1996,6.725996399836731e-07,7.259805556714127e-08
1997,5.878540605408489e-07,7.815678060296705e-08
1998,5.860030682924844e-07,6.818424935772782e-08
1999,5.890989314139006e-07,6.718195777466462e-08
2000,6.012940616528795e-07,6.494506266108147e-08
2001,6.111790185059363e-07,7.754744757448861e-08
2002,5.704350201085617e-07,5.126029023472256e-08
2003,6.146211148916336e-07,6.000369268122085e-08
2004,5.770276629846194e-07,6.827426091149391e-08
2005,5.64319805107516e-07,6.485399239863909e-08
2006,5.538561822504562e-07,7.123949785636796e-08
2007,5.544337682295009e-07,7.269952817523517e-08
2008,5.594275762632606e-07,6.897052173826523e-08
2009,5.631235353575903e-07,7.104606680741199e-08
2010,6.060626560611126e-07,6.896738113937317e-08
2011,5.96157235577266e-07,8.412738594643088e-08
2012,6.304675821411365e-07,8.476589385963962e-08
2013,6.038455921952846e-07,7.028594950497791e-08
2014,5.645315468427725e-07,8.315309685258399e-08
2015,5.213385065871989e-07,6.206411029552328e-08
2016,5.416554245130101e-07,6.814708797264757e-08
2017,5.335611490409065e-07,6.18840374499996e-08
2018,5.583712550105702e-07,7.176477367920597e-08
2019,5.719314799534914e-07,8.724378375291053e-08
