year,peut_VERB emporter_VERB,peut_VERB remporter_VERB
1882,1.2179354769159545e-07,7.320923423037584e-09
1883,1.3649771801738098e-07,1.7062214752172622e-08
1884,1.0826782670392276e-07,1.1883054540362536e-08
1885,9.926279176397657e-08,1.160214413431504e-08
1886,1.0002869288427974e-07,8.38950331427668e-09
1887,8.618180658004349e-08,7.1818169189441505e-09
1888,8.68664216113757e-08,1.0779045211961602e-08
1889,1.497367634328839e-07,1.1903759755682586e-08
1890,9.569404113562996e-08,5.898947996740844e-09
1891,1.370457312077633e-07,3.1871101313640793e-09
1892,1.2223598844229855e-07,2.005923960268774e-08
1893,1.3794853259696538e-07,8.005941687372342e-09
1894,1.0397539540463185e-07,2.142523314319078e-08
1895,1.053257534522345e-07,1.5046536461227333e-08
1896,1.0319800480829144e-07,1.8280790214930676e-08
1897,8.448734689636694e-08,9.322741689743452e-09
1898,9.619203211741478e-08,1.867257104493092e-08
1899,8.401919160405669e-08,1.5477219506010442e-08
1900,1.0953122142609573e-07,1.4015843596837385e-08
1901,1.1121590404172821e-07,1.5089595351014395e-08
1902,9.624156405152462e-08,6.874397495693074e-09
1903,9.774398535000728e-08,1.0800440541913758e-09
1904,1.0265534200470938e-07,1.7736262236667244e-08
1905,1.0115087434314773e-07,1.5998352864698973e-08
1906,1.2346042410626978e-07,7.201858220895474e-09
1907,1.1005684541487426e-07,8.742834012309686e-09
1908,1.0215688917014631e-07,9.331639461152008e-09
1909,1.386247845402977e-07,1.0451868703853506e-08
1910,1.1489923679164349e-07,1.1222716089775986e-08
1911,1.0161914332229571e-07,1.4365010514438836e-08
1912,1.1200255300991557e-07,1.82329742415277e-08
1913,1.1825667201037504e-07,2.0151361468379037e-08
1914,9.844212911502837e-08,4.018046340092951e-09
1915,1.3901299666940758e-07,4.7123048574349014e-08
1916,1.2855331021910388e-07,2.5271162940043723e-08
1917,1.4037023277069238e-07,3.5092558192673096e-08
1918,1.412824275348612e-07,2.1824114071478107e-08
1919,1.6205812869429792e-07,1.9336480860943084e-08
1920,1.2191293308205786e-07,1.514446346106979e-08
1921,1.3176580182516773e-07,1.5902768879527684e-08
1922,1.357540071467156e-07,6.640141769764796e-09
1923,1.157138314056283e-07,1.4862327368803108e-08
1924,8.637388049237416e-08,1.675911143195208e-08
1925,8.35861513337477e-08,2.0896537833436923e-08
1926,1.1591983906100722e-07,1.7833821530643945e-08
1927,1.1149224832252003e-07,2.0068604555945058e-08
1928,1.1311780667710991e-07,7.998228745975666e-09
1929,9.469345485513259e-08,1.0026365515614089e-08
1930,1.4179865104324563e-07,1.470504518152893e-08
1931,1.1747517447702194e-07,1.9389105432310316e-08
1932,1.1945894584641792e-07,1.4247397928102146e-08
1933,1.0782422776856038e-07,1.605892663292252e-08
1934,9.465448158607614e-08,1.0783422155213884e-08
1935,1.3524160635824956e-07,1.0771455727365264e-08
1936,1.1518478970629076e-07,1.6974599503782883e-08
1937,9.191516170403702e-08,2.0145789036973838e-08
1938,1.1798345411762057e-07,1.5558256905023882e-08
1939,1.0552894735837981e-07,9.176430282309411e-09
1940,8.621661606866837e-08,2.7893612752905028e-08
1941,1.2396310467011062e-07,1.7709016475464523e-08
1942,1.3957374278561474e-07,1.8205270180260413e-08
1943,1.1612940653549231e-07,1.1612940831184915e-08
1944,1.0282195717081777e-07,9.639558484764166e-09
1945,1.0238969139209075e-07,3.921307367704685e-08
1946,1.0997672461598995e-07,1.1136883415474585e-08
1947,1.0490366264548356e-07,2.26496545963073e-08
1948,1.239395146512834e-07,8.697510267552389e-09
1949,1.4038322149190208e-07,1.668891336237266e-08
1950,1.0954422435816014e-07,2.0207187034770868e-08
1951,1.3113523777974478e-07,1.7058242818279723e-08
1952,1.581720567855882e-07,2.319856839960721e-08
1953,1.0989303689257213e-07,9.69644453618912e-09
1954,8.404381190985077e-08,2.443134050622575e-08
1955,1.1075017170014689e-07,3.003394510869839e-08
1956,9.767678932348645e-08,2.441919733087161e-08
1957,9.01173820011536e-08,1.9437083054185678e-08
1958,1.1415696121730434e-07,1.8198935691771112e-08
1959,1.1393598953191031e-07,1.1626121398933265e-08
1960,1.1211749750827948e-07,2.353083417006019e-08
1961,9.241051657227217e-08,1.598076693198891e-08
1962,1.0464228239470685e-07,2.7904608401740916e-08
1963,1.0151703833116699e-07,2.0044765847160306e-08
1964,9.795189015449068e-08,2.007709554163739e-08
1965,8.37222629002099e-08,2.6265809083270142e-08
1966,9.41642710472479e-08,2.326411419062424e-08
1967,1.074813127388552e-07,2.662381248796919e-08
1968,8.66843237190551e-08,3.638046663922978e-08
1969,1.0627713464828048e-07,2.361714024345929e-08
1970,1.0209169687414033e-07,1.74751555448438e-08
1971,1.1612778649805477e-07,1.9525909777939887e-08
1972,1.0260293947794707e-07,2.257264597460562e-08
1973,1.130206754851315e-07,1.7642252103655665e-08
1974,1.0576074771506683e-07,1.6876715136504572e-08
1975,1.2336796828549268e-07,1.4278700888326057e-08
1976,9.19877791716317e-08,1.7140580510499603e-08
1977,1.0401903693946224e-07,2.8796231177352638e-08
1978,1.3603954585050815e-07,2.257424647211792e-08
1979,1.1235788832664184e-07,2.63338808537128e-08
1980,1.1199746552392753e-07,9.096241093686785e-09
1981,9.488324081985411e-08,1.771153890217647e-08
1982,1.1608029382159657e-07,1.5518756057986138e-08
1983,1.2946398442181817e-07,3.0945049189767815e-08
1984,1.1134096666864934e-07,2.4935737030773453e-08
1985,1.1429560231590585e-07,1.142956040922627e-08
1986,1.1629301610582843e-07,2.2179596825822046e-08
1987,1.1060578231081308e-07,1.649920555735207e-08
1988,1.0434003883119658e-07,1.679035044332977e-08
1989,8.835876741386528e-08,1.8659616074501173e-08
1990,1.1987032166871359e-07,2.2339468941368068e-08
1991,1.0843710640529025e-07,1.817054240405014e-08
1992,7.879220476070259e-08,1.652983172562017e-08
1993,1.190929594940826e-07,1.2186256448387667e-08
1994,9.336620365729686e-08,1.9517228722065738e-08
1995,1.0736452793480566e-07,2.0063067651676647e-08
1996,1.0996470223290089e-07,1.3879040139386234e-08
1997,8.534912154800622e-08,1.6782131240233866e-08
1998,9.965390290744836e-08,2.7178336026167926e-08
1999,1.0008740503053559e-07,1.8737825513426287e-08
2000,1.1045078451843438e-07,1.767212509662386e-08
2001,1.1172090097488763e-07,1.3143635513301888e-08
2002,1.1172114966484514e-07,2.2782352004924178e-08
2003,1.0083953583261973e-07,1.4584229823810801e-08
2004,1.0747690737389348e-07,2.026203915761471e-08
2005,8.647199223332791e-08,1.5763124139311913e-08
2006,9.553504298764892e-08,1.2765458912156191e-08
2007,1.0145977569209208e-07,1.078509459517818e-08
2008,1.1878256600539316e-07,2.426740586258802e-08
2009,1.049002378294972e-07,1.907277002999308e-08
2010,1.133710298972801e-07,1.842279218067233e-08
2011,1.4837010553492291e-07,2.7150200310188666e-08
2012,1.7497859516879544e-07,1.7021264397953928e-08
2013,1.2104803204238124e-07,2.342865101923053e-08
2014,1.3404105914105457e-07,2.3819897165822113e-08
2015,1.3144291699518362e-07,1.8397575018980206e-08
2016,1.323586218404671e-07,2.423467826417891e-08
2017,1.2628369461253897e-07,1.6099912514278003e-08
2018,1.1797303045568697e-07,2.684725330936999e-08
2019,1.1071286820651949e-07,2.2703790847344862e-08
