year,doivent_VERB entrer_VERB,doivent_VERB rentrer_VERB
1847,6.018837552801415e-07,1.466956831563948e-07
1848,6.202865847626526e-07,2.2687525813580578e-07
1849,5.966143703517446e-07,1.4412593429824483e-07
1850,6.354500214911241e-07,1.4121111746590032e-07
1851,4.6887419102858985e-07,1.0899551483589676e-07
1852,6.627735160691373e-07,1.3737250981193938e-07
1853,4.7237980993486417e-07,9.734248607173868e-08
1854,4.598163059199578e-07,1.4391990532658383e-07
1855,4.643569866402686e-07,1.0507735481724012e-07
1856,5.487820544658462e-07,1.0406150607877862e-07
1857,4.764352752317791e-07,1.4693341654492542e-07
1858,4.6538858100575453e-07,1.2185253694951825e-07
1859,4.089015135377849e-07,1.1762920593128001e-07
1860,5.094405537420243e-07,1.5699740174568433e-07
1861,4.631076251371269e-07,1.61285953481638e-07
1862,4.3101587721139367e-07,1.391539825590371e-07
1863,5.45912030247564e-07,1.2736282428704726e-07
1864,4.022776636247727e-07,1.4863657327168767e-07
1865,4.17497091120822e-07,1.0213852164042692e-07
1866,4.807225764125178e-07,8.660791195325146e-08
1867,4.79457753499446e-07,1.1792332088589319e-07
1868,4.574323497763544e-07,1.6597977037235978e-07
1869,4.570973999307171e-07,1.2257632420187292e-07
1870,4.2833343627535214e-07,1.2098843171770568e-07
1871,4.779529945153627e-07,1.348889497876371e-07
1872,5.400273721534177e-07,1.3183199598643114e-07
1873,4.6990135160740465e-07,9.577607329447346e-08
1874,4.1224802771466784e-07,1.254667978400903e-07
1875,4.376968263386516e-07,1.4074956311560527e-07
1876,4.1959341956498974e-07,1.1366508090304706e-07
1877,4.527285284439131e-07,1.564758491667817e-07
1878,4.3541828631532553e-07,1.3708731216866e-07
1879,4.783601639246626e-07,1.319614284511772e-07
1880,4.65293851448223e-07,1.4311797258415027e-07
1881,4.762222545195982e-07,1.1783537701148816e-07
1882,3.7469817470991984e-07,1.4242523604934831e-07
1883,4.3919405356973584e-07,9.605395234757452e-08
1884,4.337314862823405e-07,1.2675258176386706e-07
1885,5.214519092078262e-07,1.8627886788635806e-07
1886,5.362828687793808e-07,1.1487165352264128e-07
1887,5.308015715854708e-07,1.351487384226857e-07
1888,4.856910891248845e-07,1.9212062341011915e-07
1889,4.893071832157148e-07,1.7166475174690277e-07
1890,4.738821530736459e-07,1.9663158923322044e-07
1891,5.010136874261661e-07,1.3003409549128264e-07
1892,5.359577812669158e-07,1.7489149684024596e-07
1893,4.495643963764451e-07,1.7181982059355505e-07
1894,4.3417605866125086e-07,1.663606354895819e-07
1895,4.3213651679252507e-07,1.859751819210942e-07
1896,4.5407122684082424e-07,1.2678611938099493e-07
1897,4.4516090724755486e-07,1.3692776690277242e-07
1898,4.3795665760626434e-07,1.2052295517150924e-07
1899,5.439136998575123e-07,1.1055156790007459e-07
1900,4.324147369061393e-07,1.3341006876999018e-07
1901,4.86779185848718e-07,1.1624577211932774e-07
1902,5.40622238531796e-07,1.0900830460514044e-07
1903,5.459622798298369e-07,1.5336625835971063e-07
1904,5.283256427901506e-07,1.5263935893017333e-07
1905,4.572432601435139e-07,1.450173243711106e-07
1906,4.902407795270847e-07,1.1522973153432758e-07
1907,5.075986564406776e-07,1.1005684541487426e-07
1908,5.07346499034611e-07,1.1738219996004773e-07
1909,4.840865699407004e-07,1.0671907801906855e-07
1910,5.173137651581783e-07,1.4963622163577384e-07
1911,4.282901215901802e-07,1.090676704507132e-07
1912,5.225049335422227e-07,1.3804965703911876e-07
1913,4.709054906015808e-07,1.3469593795889523e-07
1914,3.997955957402155e-07,1.1250529752260263e-07
1915,3.852309191643144e-07,1.0367070757411057e-07
1916,3.856599164464569e-07,1.538244731591476e-07
1917,4.046610513341875e-07,1.6120644374950643e-07
1918,4.881709969595249e-07,1.1256648946300629e-07
1919,3.9962063169696194e-07,1.3811772703320457e-07
1920,4.815939291802351e-07,1.166123695384158e-07
1921,4.7102489020289795e-07,9.693116709286187e-08
1922,4.862059768129257e-07,8.632184744783444e-08
1923,3.9279007069126237e-07,8.917396598917549e-08
1924,3.957728722525644e-07,9.410885581928596e-08
1925,4.245296736371529e-07,8.908524051776112e-08
1926,3.6670795111604093e-07,1.248367453854371e-07
1927,3.8130349366838345e-07,6.13207333799437e-08
1928,4.570416365368146e-07,9.483613894190057e-08
1929,3.509227894937794e-07,7.01845621620123e-08
1930,3.6867649555460957e-07,1.1133819555197988e-07
1931,3.307553413378628e-07,1.094914239274658e-07
1932,3.989271419868601e-07,8.110057336807586e-08
1933,3.039725413600536e-07,9.061822936473618e-08
1934,3.6663635682998574e-07,1.0783422510485252e-07
1935,3.734104723207565e-07,6.223507398317452e-08
1936,3.491917937026301e-07,8.608547119592913e-08
1937,3.475148560028174e-07,8.813782415018068e-08
1938,3.5913643614549073e-07,8.168085230408906e-08
1939,2.905869678215822e-07,8.411727492330101e-08
1940,3.499380341054348e-07,8.114505334333444e-08
1941,3.8664683188471827e-07,1.151085982087352e-07
1942,3.7624226933985483e-07,1.0012898599143227e-07
1943,2.8742027780026547e-07,4.645176332473966e-08
1944,2.8597355594683904e-07,5.7837350908584995e-08
1945,2.9191954808993614e-07,8.06046500656521e-08
1946,3.2853805009835924e-07,7.9350293447078e-08
1947,3.218635242774326e-07,5.364391952866754e-08
1948,3.500747993712139e-07,9.0236667915633e-08
1949,3.4163190321123693e-07,6.577395339490977e-08
1950,2.9459951633725723e-07,4.892266147749069e-08
1951,2.9425467573673814e-07,5.863770979885885e-08
1952,3.237254873056372e-07,5.377849987553418e-08
1953,3.1136360689743015e-07,6.8952495269059e-08
1954,3.283572027612536e-07,5.2771696346098906e-08
1955,2.6279701614839723e-07,7.602342577683885e-08
1956,2.703554002891906e-07,7.500181453679033e-08
1957,2.730026551489573e-07,4.94762097957846e-08
1958,3.623242719186237e-07,6.038737865310395e-08
1959,3.2475634270667797e-07,6.355612924835441e-08
1960,2.671441734491964e-07,5.259833457671448e-08
1961,2.952967577130039e-07,4.7247482370949e-08
1962,2.7777770128523116e-07,6.024858834052793e-08
1963,3.09077336169139e-07,5.366824140651261e-08
1964,2.8290452291912516e-07,5.77976990712159e-08
1965,3.63343673370764e-07,7.496699083731073e-08
1966,3.2680540584806295e-07,6.2591546168278e-08
1967,3.441374190060742e-07,5.521975765532261e-08
1968,3.027214177109272e-07,8.937917783669036e-08
1969,3.4244854418830073e-07,6.81263685464728e-08
1970,3.0857444244247745e-07,5.7484061954937715e-08
1971,2.939163437076786e-07,4.8300936583700604e-08
1972,3.0319168331516266e-07,4.360624927812751e-08
1973,3.175605343130883e-07,6.340184199871146e-08
1974,2.846539359779854e-07,5.006758740933037e-08
1975,2.4673593657098536e-07,5.597250662958686e-08
1976,2.353973087565464e-07,4.8564977817022736e-08
1977,2.3859735165387974e-07,5.1128001388178745e-08
1978,2.2574246827389288e-07,4.3366316759829715e-08
1979,2.487088579528063e-07,4.9741775143274936e-08
1980,2.1376166614572867e-07,3.865902442612423e-08
1981,1.948269243712275e-07,6.57857128771866e-08
1982,2.11055080967526e-07,5.462602103989411e-08
1983,1.9009101492883929e-07,3.34711742766558e-08
1984,2.1746281220202945e-07,5.683028447833749e-08
1985,1.8046674199467816e-07,3.549179083961462e-08
1986,1.7024338205828826e-07,4.615753823600244e-08
1987,1.7538044971843192e-07,4.888653393209097e-08
1988,1.8949110369703703e-07,5.157036397918091e-08
1989,2.0964627367447974e-07,5.597884467078984e-08
1990,1.6727358342905063e-07,5.339677855431546e-08
1991,1.535703830768398e-07,4.6305576262284376e-08
1992,1.5648241458166012e-07,4.297756461824065e-08
1993,1.7947031949461234e-07,4.985286850001103e-08
1994,1.8040249472051073e-07,5.5386728092798876e-08
1995,1.7134944130248186e-07,5.6393488989670004e-08
1996,1.9537417017545522e-07,5.4448541675355955e-08
1997,1.4816224336300365e-07,4.986690171904229e-08
1998,1.687917716708398e-07,4.291316457738503e-08
1999,1.6681234171755932e-07,4.935817088380645e-08
2000,1.8688272973577114e-07,4.948195453380322e-08
2001,1.739341115580828e-07,4.687896648647438e-08
2002,1.590383362781722e-07,4.819343502049378e-08
2003,1.6751030784689647e-07,4.791961316641391e-08
2004,1.704654266632133e-07,5.9905161720053e-08
2005,1.7114248862526438e-07,4.819012033863146e-08
2006,1.6636275290693447e-07,5.0650047711542356e-08
2007,1.4140456983113836e-07,5.7121056329378916e-08
2008,1.6348568010471354e-07,5.61982034241737e-08
2009,1.5496625849209522e-07,6.723151102505653e-08
2010,1.3557286138166091e-07,6.282644449129293e-08
2011,1.1395436416705707e-07,5.812437464669529e-08
2012,1.109786396114032e-07,5.719144624549699e-08
2013,1.2327932097377925e-07,6.303422850351126e-08
2014,1.1563476931542027e-07,5.8900109678461376e-08
2015,1.1925175158467027e-07,6.694057930189956e-08
2016,1.2345186917173123e-07,6.255447004832604e-08
2017,9.65994786383817e-08,5.3330960980702e-08
2018,1.0274237638441264e-07,5.421080118139798e-08
2019,9.719263260876687e-08,5.076465470210678e-08
