year,tout_ADV apporté_VERB,tout_ADV rapporté_VERB
1892,1.002961980134387e-08,2.0686091062316336e-08
1893,6.158416554491453e-10,1.4780200174868696e-08
1894,5.671385139294216e-09,2.898708117982096e-08
1895,1.3842813118003505e-08,1.5648398132839247e-08
1896,7.076434549446731e-09,3.007484750128242e-08
1897,5.826713334045053e-09,1.3984112534615178e-08
1898,1.3014216371232123e-08,1.9238406423482957e-08
1899,6.080336234504102e-09,1.4371703827009696e-08
1900,3.633737311048435e-09,1.453494924419374e-08
1901,3.912117296778206e-09,1.676621685930968e-08
1902,3.437198747846537e-09,1.915010727771005e-08
1903,3.7801539676252105e-09,9.720396931811592e-09
1904,2.1498500757388683e-09,1.0749250378694342e-08
1905,3.6125313851442797e-09,1.909480928929952e-08
1906,4.115347618238729e-09,1.388929860013377e-08
1907,5.142843484406967e-09,1.542852956504248e-08
1908,2.4556945366072114e-09,8.349361202419914e-09
1909,1.265226234892225e-08,8.801573692096554e-09
1910,0.0,1.4429207162436342e-08
1911,4.788336838146279e-09,1.0640748726586935e-08
1912,3.125652625612929e-09,1.2502610502451716e-08
1913,5.302989602995467e-09,5.833288518886093e-09
1914,9.37544086809794e-09,2.0759905794420774e-08
1915,1.0602685840410686e-08,8.246533234057551e-09
1916,6.592477230782379e-09,9.888715624128963e-09
1917,8.773139548168274e-09,2.1932848870420685e-09
1918,6.89182577673364e-09,1.722956355365568e-08
1919,4.603924352863942e-09,1.5653341733923298e-08
1920,6.057785384427916e-09,1.2115570768855832e-08
1921,1.5145494858259667e-09,1.1359120755116692e-08
1922,7.377935484775833e-10,2.0658220023506146e-08
1923,5.307974060286824e-09,2.441668023323018e-08
1924,1.2891624656674594e-08,3.2229060309418855e-08
1925,5.499089184013428e-09,1.6497267552040284e-08
1926,1.114613823460786e-08,1.5604593173179637e-08
1927,6.689535148041159e-09,2.6758140592164636e-08
1928,5.713020723163709e-09,9.14083297942625e-09
1929,1.4482528065684619e-08,8.912325100141061e-09
1930,7.352522590764465e-09,1.05036033204442e-08
1931,1.596749932275543e-08,4.5621426636444085e-09
1932,2.1919073223131136e-09,1.3151444377967891e-08
1933,1.1470662641954732e-08,1.1470662641954732e-08
1934,3.5944740517379614e-09,1.1981580172459871e-08
1935,5.98414207075848e-09,2.752705441366743e-08
1936,1.091224355320719e-08,1.2124714565686645e-08
1937,6.295559185076627e-09,3.777335333410292e-09
1938,6.482607339819424e-09,1.0372171566075394e-08
1939,1.070583532936098e-08,1.070583532936098e-08
1940,2.5357829169792012e-09,2.5357829613881222e-08
1941,2.9515025978810172e-09,3.836953510472085e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,1.7419411690866582e-08,1.7419411690866582e-08
1944,1.6065930807940276e-08,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504132643866e-08
1946,8.352662561605939e-09,9.744772988540262e-09
1947,1.0728784083369192e-08,1.1920871401116528e-08
1948,6.523132700664291e-09,6.523132700664291e-09
1949,1.3743811422273211e-08,1.2762110479513922e-08
1950,1.3825969702452312e-08,2.1270722072586068e-08
1951,8.529121409139861e-09,1.9190522948520083e-08
1952,1.0544804140977249e-08,1.0544804140977249e-08
1953,1.723812381726475e-08,4.3095309543161875e-09
1954,1.07497895029951e-08,1.7590565448699635e-08
1955,6.569925492527773e-09,1.8771215692936494e-08
1956,1.3953826538681824e-08,8.72114114258693e-09
1957,7.068030161150318e-09,2.47381048978923e-08
1958,1.0753916868111446e-08,1.3235589513271862e-08
1959,1.5501495198577686e-08,6.200598257066758e-09
1960,1.6610000486139143e-08,1.314958364417862e-08
1961,1.389631876236308e-08,2.36237411854745e-08
1962,2.219684702708946e-08,1.331810839388936e-08
1963,1.681173777967615e-08,2.0691370394843034e-08
1964,1.2776333768727e-08,3.102823953327061e-08
1965,1.4774516721161035e-08,1.91521518644322e-08
1966,1.0524241922382771e-08,1.495550172592175e-08
1967,1.429797347185513e-08,1.3804939413830652e-08
1968,1.1677681044375277e-08,1.3474247495537384e-08
1969,9.991866889436096e-09,1.7712855182594467e-08
1970,1.0117195081704722e-08,1.0577067222072856e-08
1971,9.24911525146399e-09,1.0276794526475896e-08
1972,9.747279428040656e-09,1.7955514408640738e-08
1973,9.923766697284009e-09,1.3231689521830958e-08
1974,1.2938814464291681e-08,1.0688586016271984e-08
1975,1.1422960355389478e-08,8.567219822452898e-09
1976,1.1427053969725876e-08,1.199840671262109e-08
1977,1.057820764316375e-08,9.990529292736028e-09
1978,8.910887139279566e-09,1.0693064211864112e-08
1979,1.2289143924704149e-08,1.0533551808578068e-08
1980,1.4212877097463661e-08,5.116635559687666e-09
1981,1.2651098835192442e-08,1.3916208629893845e-08
1982,1.3656505259973528e-08,2.0484757001781873e-08
1983,1.705135410645653e-08,1.5788289786655696e-08
1984,1.275781880138993e-08,8.118611560803402e-09
1985,1.9249785765396155e-08,9.02333674446254e-09
1986,1.6784559520033326e-08,1.498621315931814e-08
1987,2.0776777631681398e-08,8.555143260480236e-09
1988,1.8589316752581908e-08,8.994830658082265e-09
1989,1.7013178421620978e-08,8.232182935330457e-09
1990,1.7435683119515488e-08,1.198703181159999e-08
1991,1.0550637696837839e-08,1.3481369798284959e-08
1992,1.983579878128694e-08,6.060938417817852e-09
1993,1.606370148010683e-08,1.2186256448387667e-08
1994,1.318731612798274e-08,1.1077346151466827e-08
1995,2.114755837112625e-08,1.0302656505700725e-08
1996,2.7224270837677977e-08,1.1209993822092201e-08
1997,1.6782131240233866e-08,5.274384040632185e-09
1998,1.7642078020685403e-08,1.5258013519314773e-08
1999,1.1882523409667556e-08,8.226361813967742e-09
2000,1.1045078629479121e-08,1.8113929911578452e-08
2001,2.190605918883648e-08,1.1829271784336015e-08
2002,2.1467984723244626e-08,1.8839251936242363e-08
2003,1.7084383685528337e-08,1.0000615446870142e-08
2004,1.5857247959161214e-08,1.4095332012686868e-08
2005,1.5312748402607212e-08,1.306087415997581e-08
2006,1.4412615101377924e-08,7.823991232669414e-09
2007,1.078509459517818e-08,1.1583990655594789e-08
2008,2.0435710013089192e-08,1.1920831433087642e-08
2009,3.337734710839868e-08,1.43045770784056e-08
2010,2.1257068993918438e-08,1.369900015646408e-08
2011,2.1796640936599943e-08,1.911985947344874e-08
2012,3.097870049373341e-08,2.008509092377153e-08
2013,2.9843636895066084e-08,2.342865101923053e-08
2014,3.096586453921191e-08,2.3603352161671864e-08
2015,2.992376835209143e-08,2.1944096317838557e-08
2016,2.7341688024762334e-08,2.195620396605591e-08
2017,3.0438897624662786e-08,2.037645252528364e-08
2018,3.3300921131740324e-08,2.6330960523068825e-08
2019,3.3673039467885246e-08,2.0663000199760972e-08
