year,voulant_VERB entrer_VERB,voulant_VERB rentrer_VERB
1864,5.034464500841551e-08,2.0137857603685916e-08
1865,6.260103035948816e-08,2.5416959203994338e-08
1866,8.514822269489741e-08,2.481462618719732e-08
1867,6.599823620945244e-08,1.552899675516528e-08
1868,6.125443974269729e-08,2.3711395513714706e-08
1869,4.3463320054115684e-08,2.7347707209912642e-08
1870,4.529898633975904e-08,1.1468097582678638e-08
1871,5.8416474324474166e-08,4.6733180880664804e-08
1872,6.349706271890909e-08,1.632781609917089e-08
1873,4.250063090349698e-08,6.584604861359367e-09
1874,6.153847342815766e-08,2.569081902770165e-08
1875,4.806082642971887e-08,1.602027577263243e-08
1876,7.194757500883497e-08,1.209202959984168e-08
1877,8.287653230354408e-08,1.4225077116236662e-08
1878,6.03908860141722e-08,2.8383716710322915e-08
1879,1.1424438006724102e-07,3.2379422587602846e-08
1880,7.059630746653056e-08,2.1820676820993867e-08
1881,3.486253774553916e-08,3.486253752349455e-08
1882,4.6587697255517924e-08,2.3293846851402122e-08
1883,7.077659908150125e-08,2.4645421037305937e-08
1884,5.809493419661749e-08,3.4328825115892414e-08
1885,6.316722789279083e-08,2.384885189332664e-08
1886,4.7755632781587565e-08,2.4523162944767307e-08
1887,4.309090329002174e-08,5.223139698529167e-09
1888,7.418519243351795e-08,2.4728397107764977e-08
1889,4.6988524793345476e-08,1.566284169030041e-08
1890,5.046877760150892e-08,2.6217546356122057e-08
1891,3.633305456496316e-08,1.3385862529524672e-08
1892,4.4506439422775657e-08,2.193979353748432e-08
1893,4.6803965203512377e-08,2.9560399017469763e-08
1894,5.923446821931577e-08,2.2055387072228427e-08
1895,4.5741471943472334e-08,2.407445864882618e-08
1896,3.715128332748563e-08,1.7101384530704422e-08
1897,6.584186351688004e-08,1.0488084178916779e-08
1898,6.507108307740594e-08,1.5843394263193034e-08
1899,3.8693046988669266e-08,1.8241008703512307e-08
1900,4.82767934517625e-08,2.0245106480132335e-08
1901,4.4151036826534096e-08,1.956058648389103e-08
1902,3.338992882184755e-08,2.7497589538683087e-08
1903,4.050165047786436e-08,1.566063789759653e-08
1904,3.708491380649548e-08,1.2361637935498493e-08
1905,3.457708591669828e-08,1.0321517862621477e-08
1906,4.321115171235235e-08,1.286046091841797e-08
1907,3.0342776013991823e-08,1.59428139578921e-08
1908,3.241516655094756e-08,1.1296195090437777e-08
1909,3.3555998590895086e-08,1.9253443006572724e-08
1910,2.0307773018757302e-08,1.5498036631811374e-08
1911,5.533189151307738e-08,1.3832972989291648e-08
1912,2.448428010337622e-08,1.7191090051493774e-08
1913,4.4014814126747126e-08,1.0605979705591295e-08
1914,2.54476265060255e-08,2.1429579888376793e-08
1915,2.709575319670421e-08,9.424609315189514e-09
1916,3.4061130804730055e-08,2.307367052978293e-08
1917,2.4126133979507358e-08,1.6449636763837816e-08
1918,1.1486376294556067e-08,1.6080926812378493e-08
1919,1.2890987832747669e-08,1.1049418269237776e-08
1920,1.0601124422748853e-08,1.590168619003407e-08
1921,1.741731836535365e-08,1.060184651180407e-08
1922,1.6969252392140532e-08,2.803615561930428e-08
1923,5.307974015877903e-08,2.229349149729387e-08
1924,2.1915761649893284e-08,1.4180786767070686e-08
1925,3.5194170022734284e-08,9.898359909499277e-09
1926,3.1209186346359274e-08,1.560459372829115e-08
1927,4.125213159955621e-08,1.6723837648058293e-08
1928,4.4561559775502246e-08,2.170947865920425e-08
1929,3.342121956961819e-08,1.8938690837799754e-08
1930,2.4158287814657342e-08,1.9956847396862543e-08
1931,2.8513391647777553e-08,1.2545892325022123e-08
1932,3.178265672865166e-08,9.863582950409011e-09
1933,2.5235457501437963e-08,1.3764794859483231e-08
1934,2.516131836216573e-08,9.585264137967897e-09
1935,3.949533677882755e-08,2.2739740757060645e-08
1936,1.6974600836050513e-08,9.699771652549316e-09
1937,2.392312437038413e-08,1.0072894407464617e-08
1938,1.4261735792331365e-08,1.0372171566075394e-08
1939,5.199976982339649e-08,7.647025235257843e-09
1940,1.5214697057785997e-08,1.7750480196809804e-08
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,2.0322646232528996e-08,1.161294105322952e-08
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,1.742803235060819e-08,1.5249528306782167e-08
1946,1.2528993842408909e-08,6.960552134671616e-09
1947,1.9073394197377525e-08,1.1920871401116528e-08
1948,3.4790041070209554e-08,1.0871888278529696e-08
1949,1.570721330779179e-08,5.890204768377316e-09
1950,1.9143651330821854e-08,1.595304155443955e-08
1951,2.132280330080505e-08,1.3859822622919182e-08
1952,2.8470971358274255e-08,7.381362632230548e-09
1953,1.4005975934594517e-08,4.3095309543161875e-09
1954,2.14995790059902e-08,6.840775279570721e-09
1955,2.815682353940474e-09,6.569925492527773e-09
1956,1.9186511268642903e-08,4.36057079333807e-09
1957,9.718541194025931e-09,3.534015080575159e-09
1958,3.0607300915974633e-08,4.963346011965797e-09
1959,1.7826720211111535e-08,1.0851046838844525e-08
1960,2.9759583242139342e-08,6.920833239831836e-09
1961,1.8760029252273824e-08,1.32015025577914e-08
1962,1.6489086374082973e-08,1.3952304200870458e-08
1963,3.103705381590771e-08,5.1728425987107585e-09
1964,1.4601523545820783e-08,9.125952382671443e-09
1965,2.517139974234084e-08,9.849678406226303e-09
1966,2.658755882123387e-08,8.862519607077957e-09
1967,2.3172577134911165e-08,9.367637221480152e-09
1968,1.8414804320299183e-08,1.4821672111864359e-08
1969,4.314669907468094e-08,1.725867887492072e-08
1970,2.2993624781975086e-08,1.7015282516297248e-08
1971,2.2095109852848793e-08,7.707596338946132e-09
1972,2.7702792948502974e-08,7.695220238801426e-09
1973,2.8668659557418152e-08,9.37244637455592e-09
1974,1.5751601023517026e-08,6.188128787165681e-09
1975,2.1703625563418427e-08,1.4278700000147637e-08
1976,1.71405803994773e-08,1.0284348261890841e-08
1977,1.351659784099013e-08,4.701425304620699e-09
1978,1.7821774500603738e-08,9.504946163474415e-09
1979,2.223749828722532e-08,1.2874341259738742e-08
1980,2.1035058250795657e-08,3.4110904101325445e-09
1981,1.5813874654213578e-08,1.2018543993352893e-08
1982,1.924325765401136e-08,1.0552753892945077e-08
1983,2.0209011353244932e-08,9.472974182855864e-09
1984,1.275781880138993e-08,8.69851257689902e-09
1985,1.3835783407856184e-08,1.8046674155058895e-09
1986,2.2179595493554416e-08,6.593933898901838e-09
1987,2.749867578089038e-08,1.2221633705067347e-08
1988,1.1993107618124554e-08,1.2592763276586538e-08
1989,2.2501300045441042e-08,8.232182935330457e-09
1990,2.1249738635376048e-08,6.538381003284854e-09
1991,2.5790446223084018e-08,8.20605139395525e-09
1992,1.708082614237938e-08,1.2672871252394913e-08
1993,2.2156829260211452e-08,1.440193975188464e-08
1994,2.1099706815075336e-08,1.5824779653339505e-08
1995,1.8436333071303324e-08,1.7351843073498685e-08
1996,2.402141530133406e-08,1.1743802597052877e-08
1997,1.3905194329311144e-08,8.151320840532605e-09
1998,3.1469653216653626e-08,1.0013071483072622e-08
1999,1.3710603236072316e-08,1.5081663834459746e-08
2000,2.6066385050427243e-08,7.068850393920911e-09
2001,2.4972906853548693e-08,1.1391150772643854e-08
2002,3.066855008837521e-08,1.0953053297679816e-08
2003,2.250138342319019e-08,8.750538516011375e-09
2004,1.7619165015858584e-08,6.166707949839534e-09
2005,1.4411998927599257e-08,5.404499625605297e-09
2006,1.9765871384080924e-08,1.5236192918433034e-08
2007,2.03718453772872e-08,1.0785094817222785e-08
2008,2.4693150968424504e-08,1.0643599335224962e-08
2009,2.0026408975581944e-08,8.582746957586096e-09
2010,2.4091344918986124e-08,4.7237931344312756e-09
2011,1.9884653867929813e-08,1.2619107536693264e-08
2012,2.110636604379934e-08,1.0893608487494433e-08
2013,2.538103871518871e-08,1.4224538102958206e-08
2014,1.7107016581086043e-08,1.3642304397265548e-08
2015,5.763096111444099e-08,1.086121914628535e-08
2016,2.6098883720848676e-08,1.5742184000799853e-08
2017,1.4087423366726526e-08,1.3835862511246688e-08
2018,2.5556520455438658e-08,1.0067719879991444e-08
2019,5.535643354814823e-08,1.1989642501042397e-08
