year,voulant_VERB amener_VERB,voulant_VERB ramener_VERB
1879,9.163987568783227e-09,2.6881031289782698e-08
1880,7.059630879879819e-09,2.3746031363458542e-08
1881,1.045876146799074e-08,1.5339516323820135e-08
1882,9.317538740560849e-09,1.7304000898832328e-08
1883,1.64302811356265e-08,1.8326082873443283e-08
1884,1.9805090900604227e-08,1.5183903911974994e-08
1885,1.1602144356359645e-08,2.9649923627417252e-08
1886,3.2267318816892043e-09,5.808117542471791e-09
1887,2.6115698492645834e-09,1.2404956839517922e-08
1888,1.0144983297877275e-08,2.7264642987745447e-08
1889,4.385595886446936e-09,2.0674951528576457e-08
1890,9.176140736144589e-09,1.9007721618891082e-08
1891,1.5935549768641977e-08,1.2748440303411712e-08
1892,9.402768563759878e-09,1.692498341476778e-08
1893,5.542574899042307e-09,1.0469308087124318e-08
1894,1.0082463308691558e-08,2.142523358727999e-08
1895,7.222337172763105e-09,1.1435367319734269e-08
1896,1.1204354777305525e-08,2.8305739752099157e-08
1897,8.740070001067579e-09,1.573212637939747e-08
1898,1.0750874079867856e-08,1.7540900287826844e-08
1899,2.2110313580014918e-09,6.633094074004475e-09
1900,6.748368974740515e-09,2.5955265159360863e-08
1901,2.794369402536745e-09,1.5648468743023614e-08
1902,1.1293652679711386e-08,7.365425602756659e-09
1903,9.1803746826713e-09,2.3220946943069976e-08
1904,1.6123875568041512e-09,1.666133808697623e-08
1905,4.64468330463319e-09,2.631987072732045e-08
1906,7.201858387428928e-09,1.0288369267641428e-08
1907,5.65712765521198e-09,6.685696163355459e-09
1908,2.4556945366072114e-09,2.2592390180875555e-08
1909,7.151278680339601e-09,7.701377036095636e-09
1910,6.412981035097687e-09,1.0153886620400954e-08
1911,1.1704822888702893e-08,1.5429084676554794e-08
1912,2.6047106693738442e-09,1.562826373868731e-08
1913,8.484783542428431e-09,1.2196876397752021e-08
1914,5.357394972094198e-09,1.473283595121444e-08
1915,3.534228465440492e-09,3.534228465440492e-09
1916,2.197492410260793e-09,1.8678685265172135e-08
1917,1.5352993543160665e-08,2.0836206093832743e-08
1918,8.040463406189247e-09,1.1486376294556067e-08
1919,0.0,4.603924352863942e-09
1920,6.057785384427916e-09,3.256059644130005e-08
1921,9.087297137000405e-09,1.3630945261411398e-08
1922,1.6969252114584776e-08,8.115729144275718e-09
1923,0.0,1.4862327812892318e-08
1924,0.0,1.1602462102189293e-08
1925,2.1996355847875293e-09,9.898360131543882e-09
1926,3.3438415369957397e-09,8.916910432255065e-09
1927,1.1149224654616319e-08,1.5608915049369898e-08
1928,5.713020612141406e-09,1.0283437101854531e-08
1929,0.0,1.1140405931087116e-08
1930,2.100720708497761e-09,1.3654684494213143e-08
1931,1.1405356659111021e-09,1.596749932275543e-08
1932,1.0959536389520963e-08,1.4247398039124448e-08
1933,1.0323596200123575e-08,6.882397540763918e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,5.98414207075848e-09,2.0346083040578833e-08
1936,6.0623572828433225e-09,2.66743711563322e-08
1937,0.0,3.777335333410292e-09
1938,5.186085783037697e-09,3.1116513810047763e-08
1939,1.5294050470515685e-09,1.6823455517567254e-08
1940,5.0715658339584024e-09,7.607348750937604e-09
1941,8.854508237732261e-09,8.854507793643052e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,1.1612940831184915e-08,2.0322646676618206e-08
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,0.0,2.178504043826024e-09
1946,5.568441707737293e-09,2.3665876369705074e-08
1947,2.3841741914054637e-09,3.5762612871081956e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,0.0,2.2579119463017605e-08
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,2.1322803522849654e-09,4.264560815592233e-09
1952,6.326882129314981e-09,4.2179215675730575e-09
1953,7.54167928107563e-09,1.6160740745618796e-08
1954,3.9090144454689835e-09,6.840775279570721e-09
1955,2.815682353940474e-09,9.385607846468247e-09
1956,4.360570571293465e-09,4.360570571293465e-09
1957,5.301022731885041e-09,6.184526335495377e-09
1958,3.3088973783179654e-09,9.926692356998501e-09
1959,7.750747821333448e-10,7.750747710311146e-09
1960,4.152500121534786e-09,8.304999854491513e-09
1961,6.94815938118154e-09,6.25334317660986e-09
1962,1.1415521194990674e-08,7.610347740882872e-09
1963,1.939815863494232e-09,7.112658795271898e-09
1964,3.6503808864551957e-09,8.517555549758526e-09
1965,6.5664522708175355e-09,1.3680108601477059e-08
1966,2.215629901769489e-09,7.200797291773142e-09
1967,6.409436092980059e-09,9.860671390526932e-09
1968,4.491415683816058e-09,9.881115009546804e-09
1969,6.358460813427058e-09,1.3171097934527864e-08
1970,3.6789800095249348e-09,1.4256047370375668e-08
1971,6.679916619845017e-09,1.3359833350712336e-08
1972,5.130146862875051e-10,9.74727870639569e-09
1973,3.859242703185828e-09,9.923766697284009e-09
1974,1.6876715580593782e-09,9.563471792262135e-09
1975,2.2845920710778955e-09,9.709516302081056e-09
1976,2.285410749536254e-09,9.141642887122714e-09
1977,5.289103821581875e-09,8.815173035969792e-09
1978,8.316828115084718e-09,1.0099005298691566e-08
1979,3.511183899185255e-09,7.607565244427406e-09
1980,5.1166357817322705e-09,1.2507331281774725e-08
1981,2.5302198114474095e-09,8.223214609248686e-09
1982,3.103751144983846e-09,3.7245013739806154e-09
1983,5.052252838311233e-09,8.209910973278056e-09
1984,2.8995041922996734e-09,5.799008662155103e-09
1985,6.015558051686298e-10,8.421781272360818e-09
1986,1.7983456945813714e-09,4.196139880008332e-09
1987,3.055408426266837e-09,7.33298027855156e-09
1988,7.195864737408186e-09,9.594485983477341e-09
1989,2.1952488715726304e-09,1.3720305780395847e-08
1990,1.6345953479657283e-09,7.628111475810329e-09
1991,4.10302547493302e-09,5.2753188484189195e-09
1992,4.4079553340736766e-09,3.30596661157756e-09
1993,4.431365774326679e-09,7.200969598386564e-09
1994,3.164955852952289e-09,8.43988251508776e-09
1995,2.7112254663563817e-09,9.218166396873784e-09
1996,2.135236876199542e-09,1.0676184380997711e-08
1997,9.58978896292706e-10,8.151320618488e-09
1998,4.29131630230728e-09,1.1443509806419172e-08
1999,4.570201161957499e-09,9.140402212892695e-09
2000,1.7672125984802278e-09,6.185244316725402e-09
2001,3.943090520763803e-09,5.257454027685071e-09
2002,7.448076544402937e-09,1.182929815213285e-08
2003,2.5001538617175356e-09,4.583615376141381e-09
2004,7.92862434040309e-09,6.166707811061656e-09
2005,4.503749706508131e-09,9.45787370643103e-09
2006,2.4707338397433887e-09,5.7650457740976435e-09
2007,1.9972397624634652e-09,5.192823282484937e-09
2008,1.2772319035736501e-09,4.6831836186811415e-09
2009,9.53638501499654e-10,2.860915504498962e-09
2010,1.4171379625338432e-09,8.030448139795254e-09
2011,2.294383183443216e-09,1.0324724158961018e-08
2012,1.0212758416727752e-09,7.489356051992857e-09
2013,3.62586255464592e-09,8.088462510880134e-09
2014,1.5158116567492996e-09,9.744503648434488e-09
2015,2.21657536769726e-09,9.087958829923082e-09
2016,3.5212781579474495e-09,1.222090662000852e-08
2017,1.207493452448638e-08,6.5405894034142875e-09
2018,2.323319980845895e-09,5.679226533494841e-09
2019,2.806086474294034e-09,8.4182593118598e-09
