year,doit_VERB approcher_VERB,doit_VERB rapprocher_VERB
1963,4.2029345337368795e-08,5.496145405459174e-08
1964,4.319617374903828e-08,5.1105335074908e-08
1965,6.621172587983892e-08,4.6512369067386317e-08
1966,4.431259981174662e-08,4.763604266599941e-08
1967,6.261526408479767e-08,5.4233691315630495e-08
1968,4.850729240502005e-08,4.850729240502005e-08
1969,3.905911682977603e-08,6.313043598993318e-08
1970,3.724967356788511e-08,4.966623023960892e-08
1971,4.007949883089168e-08,4.521789875866489e-08
1972,4.15541911991113e-08,5.0788454331041066e-08
1973,4.851619195278545e-08,3.748978727458052e-08
1974,3.937900316941523e-08,4.7817358961310674e-08
1975,4.112265727940212e-08,5.768594846244923e-08
1976,3.485251554025126e-08,3.313845553520878e-08
1977,3.290997696581144e-08,4.525121966025836e-08
1978,3.5049488644745e-08,5.4653440884067095e-08
1979,4.096381189810927e-08,4.213420723431227e-08
1980,3.524793257270176e-08,4.3207144528878416e-08
1981,3.858585273519566e-08,3.7320742052315836e-08
1982,3.3520510811513304e-08,4.903926864585628e-08
1983,2.273513821648976e-08,3.978649232294629e-08
1984,3.2474446243213606e-08,2.3196033538397387e-08
1985,4.692135391337615e-08,4.2108904807491854e-08
1986,2.8174081734277934e-08,3.5367463624425e-08
1987,2.9331921780340053e-08,3.360949207831254e-08
1988,2.878345739532051e-08,4.4374498742172364e-08
1989,3.7319232149002346e-08,2.3050112929468014e-08
1990,4.0320017546946474e-08,3.9775152060883556e-08
1991,2.5790447111262438e-08,3.3996499837485317e-08
1992,3.250866953408149e-08,4.903850481241534e-08
1993,3.600484888011124e-08,2.8803878393546256e-08
1994,2.9012095836833396e-08,2.953958855300698e-08
1995,3.145021310047014e-08,3.741491028108612e-08
1996,3.6299027783570637e-08,3.3629980578098184e-08
1997,3.356426248046773e-08,1.91795770376757e-08
1998,3.766822231909828e-08,3.003921378308405e-08
1999,3.701862993921168e-08,3.427650696607998e-08
2000,2.7391795498488136e-08,3.932047931698435e-08
2001,2.760163475556965e-08,3.3735329196815655e-08
2002,2.9792305511477934e-08,2.8477940006155222e-08
2003,2.7918384049030465e-08,3.708561280291178e-08
2004,2.070251881036711e-08,2.5547789661573006e-08
2005,3.332774767272895e-08,1.9366122927522156e-08
2006,2.7178073125355695e-08,3.1295964930677656e-08
2007,3.5550868915379397e-08,1.7975157362570826e-08
2008,3.278228533076799e-08,2.5118893631770334e-08
2009,3.528462499957641e-08,3.290052674742583e-08
2010,3.448369056968659e-08,2.3618964561933353e-08
2011,4.015170418369962e-08,9.177532511728259e-09
2012,5.27659160809435e-08,1.3617010630184723e-08
2013,4.0442312609911824e-08,1.7013663367038134e-08
2014,4.720670432334373e-08,1.6890473020225727e-08
2015,4.1671619044336694e-08,8.201329393386914e-09
2016,4.701941946905208e-08,1.5949318310504168e-08
2017,6.18840374499996e-08,1.4842107098900215e-08
2018,5.653411960793164e-08,1.1358453733123497e-08
2019,5.025446014883528e-08,1.607122257496485e-08
