year,faudrait_VERB appeler_VERB,faudrait_VERB rappeler_VERB
1858,6.019221387987272e-08,1.6149130033227266e-08
1859,5.1940169498720934e-08,1.9350258284589472e-08
1860,6.224970405810382e-08,2.288591893773173e-08
1861,6.036433575218325e-08,2.6409397335669382e-08
1862,4.743885639868495e-08,3.8402884428023754e-08
1863,4.9446747141246306e-08,2.7470415275843152e-08
1864,6.041356925834407e-08,1.0068928801842958e-08
1865,6.024760779155258e-08,3.2006543193574544e-08
1866,3.843834051053818e-08,3.308616669528419e-08
1867,5.726317553467197e-08,2.232293283555009e-08
1868,4.3964877960434023e-08,2.1241458370013788e-08
1869,5.030024752272766e-08,3.613804011592947e-08
1870,5.6193677266946906e-08,3.325748210158963e-08
1871,2.973929724703339e-08,2.973929724703339e-08
1872,5.1402384571019866e-08,2.3584624031514068e-08
1873,2.993002112816612e-08,2.3944018323618366e-08
1874,6.153847209589003e-08,2.5690820137924675e-08
1875,6.236464855646773e-08,2.7463329388410784e-08
1876,4.53451107773617e-08,3.204387866162506e-08
1877,5.8755752263550676e-08,3.834585982076533e-08
1878,2.536417298415472e-08,1.7513357875031943e-08
1879,5.254019797007459e-08,2.077170613290491e-08
1880,4.2357786611546544e-08,2.2462462112571302e-08
1881,2.9284532132578533e-08,3.2770785196589713e-08
1882,3.128031167420886e-08,1.6638463051776853e-08
1883,3.033282780506852e-08,3.6652167523243406e-08
1884,4.291102939646407e-08,2.706695667598069e-08
1885,3.93183761104865e-08,4.060750313783501e-08
1886,5.3563748991791726e-08,3.0976625708944994e-08
1887,4.309090329002174e-08,2.7421483750345033e-08
1888,4.9456794215529953e-08,2.9166827175686194e-08
1889,6.703696442400542e-08,1.8795409673089125e-08
1890,7.144281255477836e-08,3.342736931699619e-08
1891,3.6970476458009216e-08,2.42220359325529e-08
1892,5.578975859066304e-08,9.402768341715273e-09
1893,3.633465794905533e-08,3.7566341148931315e-08
1894,4.222031435574536e-08,2.0164925729204697e-08
1895,2.7083764564395096e-08,3.791727110069587e-08
1896,4.1279204054944785e-08,3.656158042986135e-08
1897,4.1952336715667116e-08,3.204692333724779e-08
1898,4.3003495875382214e-08,5.375436984422777e-08
1899,4.5878898902174114e-08,2.1004797901014172e-08
1900,4.256663643786851e-08,3.5818267463127995e-08
1901,4.918090112937534e-08,3.856229824350521e-08
1902,2.995273007400101e-08,3.780918689244572e-08
1903,4.3741785304973746e-08,2.2680925582108102e-08
1904,4.460938995975994e-08,5.6433563599966874e-08
1905,2.7352022868853965e-08,3.818961857859904e-08
1906,3.858138342138773e-08,3.137952475640304e-08
1907,4.782844342798853e-08,2.9314207949937554e-08
1908,3.97822503828138e-08,2.2101250607420297e-08
1909,4.34577707153494e-08,2.6954818821423032e-08
1910,3.6874638453809894e-08,2.672075360976578e-08
1911,4.415910481725405e-08,1.3832972989291648e-08
1912,4.0112542620818203e-08,5.886645837449578e-08
1913,4.2423916823963737e-08,3.6590627416899224e-08
1914,3.3483718908655646e-08,2.209925398233281e-08
1915,3.180805663305364e-08,2.8273827723523937e-08
1916,1.538244731591476e-08,4.0653610255958483e-08
1917,2.9609346086090227e-08,3.3995917192441993e-08
1918,4.020231614276781e-08,3.101321510712296e-08
1919,5.248473655683483e-08,3.6831394822911534e-08
1920,3.48322650722821e-08,4.0132828615924154e-08
1921,4.0892835784234194e-08,3.559191341651058e-08
1922,7.082817887749115e-08,2.6560567079059183e-08
1923,4.140219900250486e-08,4.140219900250486e-08
1924,5.543398629015428e-08,2.707241186783449e-08
1925,4.8391981977147225e-08,4.5092530598367375e-08
1926,5.9074533709235766e-08,4.904300965336006e-08
1927,4.5711821883287485e-08,4.2367055641534535e-08
1928,4.6846768242403414e-08,5.141718517620575e-08
1929,5.23599084090165e-08,5.7930112262738476e-08
1930,5.7769820926978355e-08,4.3064773080914165e-08
1931,3.877821086462063e-08,5.2464642408267537e-08
1932,4.4934100884574946e-08,3.616647248350091e-08
1933,3.670611903316967e-08,5.391211388428019e-08
1934,6.82950087593781e-08,4.4331848414458364e-08
1935,3.231436807027421e-08,3.949533677882755e-08
1936,5.2136272188363364e-08,4.849885826274658e-08
1937,6.673292318737367e-08,2.0145789036973838e-08
1938,4.019216603978748e-08,4.6674770715071645e-08
1939,3.6705721129237645e-08,4.282334131744392e-08
1940,5.5787225505810056e-08,2.7893612752905028e-08
1941,2.6563522936839945e-08,4.132103725851266e-08
1942,6.068423630267716e-08,3.944475324146879e-08
1943,5.8064703267746154e-08,3.4838823381733164e-08
1944,3.534504600111177e-08,9.318240046241044e-08
1945,3.485606470121638e-08,7.406913482554955e-08
1946,6.542919095409161e-08,3.480275978517966e-08
1947,7.748565877818692e-08,6.318061451793255e-08
1948,7.066726936955092e-08,4.783630558335972e-08
1949,6.47922533403289e-08,6.086545312200542e-08
1950,5.530387880980925e-08,7.551106762093696e-08
1951,9.701875569589902e-08,7.249753508631329e-08
1952,2.9525450528922192e-08,6.010538555756284e-08
1953,2.5857186614075545e-08,4.740483916521043e-08
1954,3.127211556375187e-08,5.1794440736330216e-08
1955,4.880516257799172e-08,5.5375085850073447e-08
1956,6.279221764771137e-08,5.145473380707699e-08
1957,5.6544241289202546e-08,5.47772351922049e-08
1958,4.053399393910695e-08,4.6324561964183886e-08
1959,5.348016074435691e-08,5.2705086517335076e-08
1960,5.3982500247684584e-08,3.737250153790228e-08
1961,6.114380113331208e-08,4.029932298976746e-08
1962,4.50278889729816e-08,7.229830600863352e-08
1963,4.9142006020019835e-08,7.694603709751391e-08
1964,5.840609418328313e-08,6.814044439806821e-08
1965,5.964527360902139e-08,5.034279837445865e-08
1966,5.4836839069594134e-08,4.486650695412209e-08
1967,5.669885894121762e-08,6.606649805007692e-08
1968,5.030385707982532e-08,5.1202139417227954e-08
1969,4.7688455850902756e-08,5.359274268812442e-08
1970,5.656431767420145e-08,5.7484061954937715e-08
1971,6.217460679636133e-08,6.063309143655715e-08
1972,4.15541911991113e-08,6.002272101568451e-08
1973,4.741355397186453e-08,6.726108381371887e-08
1974,4.1629231617434925e-08,6.581918654546826e-08
1975,4.6262989883416594e-08,5.997053875717029e-08
1976,4.8564977817022736e-08,6.342014557958464e-08
1977,5.641710743020667e-08,7.757351738746365e-08
1978,3.861384456627093e-08,6.653462492067774e-08
1979,4.564539324292127e-08,5.442335293537326e-08
1980,4.60497204812782e-08,5.002932468300969e-08
1981,5.819505588533502e-08,4.2381181231121445e-08
1982,4.531476704983106e-08,6.083352133146036e-08
1983,4.736487113632393e-08,7.894144715692164e-08
1984,5.5090580985961424e-08,6.842829947117934e-08
1985,5.414002401948892e-08,8.301470444393999e-08
1986,5.874595743193822e-08,7.732886331268674e-08
1987,4.5831125561335284e-08,7.149655800731125e-08
1988,5.5168296597685185e-08,6.056519197272792e-08
1989,6.750390468823753e-08,5.5430035672543454e-08
1990,7.682597669145252e-08,7.573624571932669e-08
1991,5.8028504668072856e-08,6.564840759892832e-08
1992,6.391535123384529e-08,9.201606587794231e-08
1993,6.093128490647359e-08,5.760775678709251e-08
1994,4.8529326335255973e-08,8.228885661765162e-08
1995,6.073145186746842e-08,5.802022329248757e-08
1996,4.697520950003309e-08,5.97866289808735e-08
1997,5.849771156363204e-08,6.233362626062444e-08
1998,5.8171178096699805e-08,8.058138689648331e-08
1999,6.169771893382858e-08,7.677937929884138e-08
2000,6.671227481547248e-08,6.406146013659964e-08
2001,4.8631449089953094e-08,7.141375135688577e-08
2002,5.783212486676348e-08,5.783212486676348e-08
2003,5.792022861328405e-08,6.667076490884938e-08
2004,5.021462001764121e-08,6.254803253114005e-08
2005,4.68389949048742e-08,7.16096195674254e-08
2006,5.023825622174627e-08,6.506265748384976e-08
2007,6.63083596919023e-08,5.1928232380760164e-08
2008,5.151501980549256e-08,7.791114597921478e-08
2009,5.14964781928029e-08,7.533743939802662e-08
2010,5.290648275035892e-08,4.345889692558558e-08
2011,4.665245967316878e-08,3.74749262732621e-08
2012,5.957442184012507e-08,3.880847998516401e-08
2013,7.614311670067764e-08,2.649668751075751e-08
2014,6.712880207260241e-08,2.663497511434798e-08
2015,5.78526169192628e-08,2.8372165061796295e-08
2016,6.918276085343678e-08,2.2577607339258066e-08
2017,5.911686784543235e-08,3.2954506679061524e-08
2018,5.292006832746665e-08,3.6914972412205316e-08
2019,5.484623599727456e-08,2.4999680547921344e-08
