year,doit_VERB apporter_VERB,doit_VERB rapporter_VERB
1867,3.644461514795694e-07,4.823694439437531e-07
1868,4.445886645498831e-07,4.347089088696521e-07
1869,3.8970483728917316e-07,3.804261439199763e-07
1870,4.690452044542326e-07,3.8991532846921473e-07
1871,4.121016843328107e-07,2.5278401949435647e-07
1872,4.136380198360712e-07,5.345847853277519e-07
1873,4.3518252823560033e-07,4.0585109672974795e-07
1874,3.25616184682076e-07,4.110531222067948e-07
1875,3.404308586141269e-07,4.485677322918491e-07
1876,3.881541488226503e-07,4.2140723621741927e-07
1877,3.67378078180991e-07,3.506790733354137e-07
1878,3.557023262601433e-07,4.0220331243290275e-07
1879,3.7083603388055053e-07,3.714469869464665e-07
1880,4.0945857904262084e-07,4.0689144498173846e-07
1881,3.521116411775438e-07,3.102765901985549e-07
1882,3.241172521484259e-07,3.1879295647740946e-07
1883,4.2655537413338607e-07,2.8752992875524797e-07
1884,3.7497639482353406e-07,3.5979249446427275e-07
1885,3.809370809904067e-07,3.222817781534104e-07
1886,3.7042883604954113e-07,2.826617162554612e-07
1887,3.8390075474126206e-07,3.930412617592083e-07
1888,4.184805675322423e-07,3.075198264923529e-07
1889,3.0385913873942627e-07,3.358113360718562e-07
1890,4.2472424865991343e-07,2.6872984904002806e-07
1891,3.340091438985837e-07,3.1616130513612006e-07
1892,3.215746744444914e-07,2.5638215106482676e-07
1893,3.621148891852499e-07,3.251643931889703e-07
1894,3.4532436643530673e-07,2.066904869479913e-07
1895,3.2801449378894176e-07,2.8106930471949454e-07
1896,3.325924353703158e-07,2.5711045736898086e-07
1897,3.9388584127664217e-07,3.443587672791182e-07
1898,3.508179986511095e-07,3.032878339581657e-07
1899,3.23363337884075e-07,2.586906759916019e-07
1900,3.332656035581749e-07,2.5695712224660383e-07
1901,3.3644207064753573e-07,2.5428761318835313e-07
1902,3.142581590509508e-07,1.93465183428998e-07
1903,3.472341632004827e-07,2.808114629715419e-07
1904,3.6654944324254757e-07,2.1820977735842462e-07
1905,3.50415547245575e-07,2.1778403436201188e-07
1906,3.5340548265594407e-07,2.6492548954593076e-07
1907,3.5279904864182754e-07,2.1959941420846008e-07
1908,3.34465596552036e-07,2.386935022968828e-07
1909,3.4161107009822445e-07,2.48644454359237e-07
1910,3.441633111833653e-07,2.0521538601769862e-07
1911,3.405039592507819e-07,2.2877608785165648e-07
1912,4.094605117188621e-07,2.4953126853688445e-07
1913,3.5954269606008893e-07,2.720433656122623e-07
1914,3.3416750966352993e-07,2.4710985258025175e-07
1915,4.794770234184398e-07,1.7671142416020302e-07
1916,4.3730099719141435e-07,2.549091107084678e-07
1917,5.000689498046995e-07,2.1823184681579733e-07
1918,5.237787377154746e-07,2.0101158781926642e-07
1919,4.0146218793779553e-07,1.6205812869429792e-07
1920,4.429755620094511e-07,1.787046670642667e-07
1921,4.021128745534952e-07,2.574734025984071e-07
1922,4.168533678239328e-07,1.829727978019946e-07
1923,3.9491325765084184e-07,2.3461245746148052e-07
1924,3.4420637007315236e-07,1.946635279637121e-07
1925,3.7613767744915094e-07,2.199635531496824e-07
1926,3.499887384350586e-07,1.7945282593245793e-07
1927,4.0137209111890115e-07,2.26329262886793e-07
1928,3.599203068915813e-07,1.8510186805542617e-07
1929,3.832299739769951e-07,1.737903403409291e-07
1930,4.0123765643329534e-07,1.5440296863289404e-07
1931,4.3454409137666516e-07,1.790641022125783e-07
1932,3.824878263003484e-07,1.753525822323354e-07
1933,3.670612045425514e-07,1.6288340987102856e-07
1934,4.0977005255626864e-07,1.5336422620748635e-07
1935,3.985438752351911e-07,1.591781852994245e-07
1936,3.8435345572906954e-07,1.4185916086262296e-07
1937,3.9662020867581305e-07,1.523525270386017e-07
1938,4.0970078885038674e-07,1.2316954212110431e-07
1939,3.6093959465688386e-07,1.8046979732844193e-07
1940,3.575453888515767e-07,1.6736167651743017e-07
1941,4.3091938550787745e-07,1.534781404188834e-07
1942,4.7333702468677075e-07,1.4867637787574495e-07
1943,4.35485276284453e-07,1.82903818313207e-07
1944,4.3378014424888534e-07,1.5423293575622665e-07
1945,5.31554974259052e-07,1.5467378489120165e-07
1946,4.5522011760112946e-07,1.614848059716678e-07
1947,5.459758654069446e-07,1.7046845357526763e-07
1948,4.348755169303331e-07,1.6851426209996134e-07
1949,5.360086561267963e-07,1.295845066806578e-07
1950,4.998619829166273e-07,1.3613262694889272e-07
1951,4.893583422926895e-07,1.5352418358816067e-07
1952,4.6608033699158113e-07,1.855885471968577e-07
1953,4.4926861164640286e-07,1.669943259230422e-07
1954,5.326032237462641e-07,1.6711037176264654e-07
1955,4.805431217391742e-07,1.6612526110293402e-07
1956,5.258848432276864e-07,1.159911846571049e-07
1957,5.000631517759757e-07,1.3429257705865894e-07
1958,5.393502533479477e-07,1.629631896093997e-07
1959,5.317012892191997e-07,1.5966540445333521e-07
1960,4.941475140185503e-07,1.3080375538265798e-07
1961,5.266704761197616e-07,1.5216468796097615e-07
1962,5.194062282498635e-07,1.2937590554429335e-07
1963,5.418552859737247e-07,1.1121611720454894e-07
1964,5.366060236156045e-07,1.6365875410428998e-07
1965,4.848230332754611e-07,1.3625387396132282e-07
1966,5.101487658976112e-07,1.3570732448897616e-07
1967,4.866241170020658e-07,1.9672039286433574e-07
1968,4.3701476215574075e-07,1.3384419617068488e-07
1969,4.991391620023933e-07,1.594157055251344e-07
1970,5.656431767420145e-07,1.5037831246900168e-07
1971,4.5423433903124533e-07,1.5004120257344766e-07
1972,4.663303627694404e-07,1.4774822432173096e-07
1973,4.4932610876458057e-07,1.554723496610677e-07
1974,5.462430294755904e-07,1.1026120461110622e-07
1975,4.82048903904797e-07,1.3821781408296374e-07
1976,4.399415729494649e-07,1.2112677438835817e-07
1977,4.64265752952997e-07,1.0872046374288402e-07
1978,4.3128693505423144e-07,1.229702348837236e-07
1979,4.5762431000184733e-07,1.3810657151225314e-07
1980,4.479898620957101e-07,1.227992498797903e-07
1981,4.7378367185046955e-07,1.2777610436387477e-07
1982,4.301799094719172e-07,1.1670104527183867e-07
1983,4.0670636280992767e-07,9.599280303973501e-08
1984,4.5870157805438794e-07,1.0554195739587158e-07
1985,4.505652952957462e-07,8.782714644439693e-08
1986,4.214123237034073e-07,9.531231626169756e-08
1987,4.057582430050388e-07,1.0571713460194587e-07
1988,3.981711813594302e-07,9.53452072849359e-08
1989,4.3685452055797214e-07,1.1909224895134685e-07
1990,4.217255877847492e-07,1.2695356588210416e-07
1991,3.7982294998073485e-07,1.1019554335689463e-07
1992,4.160007733844395e-07,1.1460684135045085e-07
1993,3.971611590714019e-07,1.1521551357418502e-07
1994,4.0775182696961565e-07,1.0127858729447325e-07
1995,4.7066873776202556e-07,1.1116024012380876e-07
1996,4.0569500470155617e-07,9.768708508772761e-08
1997,4.33458467341552e-07,1.0021329188703021e-07
1998,4.362838126326096e-07,1.2206410815451818e-07
1999,4.350831375177222e-07,1.192822480788891e-07
2000,4.418031380737375e-07,1.2591389975113998e-07
2001,4.389974321838963e-07,1.274932657224781e-07
2002,4.569614020510926e-07,9.24437770777331e-08
2003,4.812795850739349e-07,8.250507477214342e-08
2004,4.752769768856524e-07,9.646493026593816e-08
2005,4.287569481675746e-07,1.0133436489923042e-07
2006,4.5420324568112846e-07,1.120066031035094e-07
2007,4.190208926502237e-07,1.122448765045192e-07
2008,4.0190229810832534e-07,1.1069343486269645e-07
2009,4.381968778943701e-07,1.258802768688838e-07
2010,4.941087468068872e-07,8.975207066441726e-08
2011,4.6078861259957193e-07,8.450977873053489e-08
2012,4.4016988454131933e-07,7.863823725529073e-08
2013,4.2115789256058633e-07,1.1463303906111832e-07
2014,3.739723695161956e-07,1.1823330936522325e-07
2015,3.8790068401794997e-07,1.3077794847049518e-07
2016,4.1716788246048964e-07,1.3505136564617715e-07
2017,3.9922753103383e-07,1.237680748999992e-07
2018,3.5211206750318524e-07,1.1255195175863264e-07
2019,3.543322009136318e-07,1.1300875968345281e-07
