year,ont_VERB enseigné_VERB,ont_VERB renseigné_VERB
2007,2.460599262121832e-07,1.2782334302130494e-08
2008,2.562978806963656e-07,1.702975893635994e-08
2009,2.4746918825258035e-07,1.5258216023994464e-08
2010,2.158773355631638e-07,1.5116137674908714e-08
2011,2.233199580814471e-07,1.9502257586623273e-08
2012,2.3999982090572303e-07,1.7702113552786614e-08
2013,1.9607549006650515e-07,1.338780020176955e-08
2014,2.256393827337888e-07,1.6240838007774983e-08
2015,2.0857974902810383e-07,1.7067630864175953e-08
2016,2.456609422551992e-07,1.3877977877996273e-08
2017,2.3118468561733607e-07,1.2578056818313144e-08
2018,2.297505403703326e-07,1.4714360396794746e-08
2019,2.0178313775431889e-07,1.3010037491767434e-08
