year,eurent_VERB apporté_VERB,eurent_VERB rapporté_VERB
1973,1.6539611902288698e-09,5.513203782392395e-10
1974,2.812785782069227e-09,3.3753431161187564e-09
1975,1.1422960355389478e-08,2.8557400888473694e-09
1976,3.9994687561772935e-09,1.7140580066410394e-09
1977,2.938390863960194e-09,0.0
1978,4.752473081737207e-09,0.0
1979,5.851973128301324e-09,0.0
1980,2.8425752862659692e-09,0.0
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,1.2415004579935385e-09,0.0
1983,3.157658134966823e-09,5.052252838311233e-09
1984,2.8995041922996734e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,0.0
1986,5.395036861699509e-09,1.1988970927134801e-09
1987,6.110816741511371e-09,6.110816852533674e-10
1988,1.1993107618124554e-09,4.197587610832443e-09
1989,3.841685636274406e-09,5.488122178931576e-10
1990,4.358920779878872e-09,1.089730194969718e-09
1991,3.5168792322792797e-09,0.0
1992,1.65298330578878e-09,2.7549720282848966e-09
1993,2.7696036575264316e-09,0.0
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,3.795715741716776e-09,1.626735190995987e-09
1996,6.939520069693117e-09,1.067618438099771e-09
1997,5.753873377756236e-09,9.58978896292706e-10
1998,3.814503379828693e-09,2.86087753487152e-09
1999,2.285100553223174e-09,9.140402323914998e-10
2000,8.836062992401139e-10,4.4180314962005696e-10
2001,1.7524847129024579e-09,8.762423564512289e-10
2002,5.257465574004527e-09,1.3143663935011318e-09
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,1.3214374039449694e-09,2.2023955992267474e-09
2005,4.053374524914943e-09,2.251874686720612e-09
2006,2.4707338397433887e-09,4.1178899179428186e-10
2007,3.994479413904628e-09,3.994479413904628e-09
2008,2.554463751636149e-09,4.257439678578834e-10
2009,5.245011536203492e-09,4.291373478793048e-09
2010,3.3066551718974324e-09,1.4171379625338432e-09
2011,3.823971805871906e-09,2.2943831279320648e-09
2012,5.1063788752969685e-09,2.382976926895708e-09
2013,3.3469500504423877e-09,3.0680376017500066e-09
2014,6.712880029624557e-09,3.897801192920269e-09
2015,3.546520632724537e-09,2.881548111233201e-09
2016,5.799752234025846e-09,2.4856081637381067e-09
2017,5.534344982294215e-09,2.0124890642847504e-09
2018,3.614053500911041e-09,2.323319980845895e-09
2019,4.846876677788714e-09,2.04079020349468e-09
