year,pouvaient_VERB amener_VERB,pouvaient_VERB ramener_VERB
1890,1.0159298824419238e-07,1.1142456735058204e-08
1891,6.565446852846435e-08,1.2748440525456317e-08
1892,1.03430451758868e-07,1.9432388143059143e-08
1893,1.0284555429507236e-07,6.15841644346915e-09
1894,1.1909909147789222e-07,2.3315696040526745e-08
1895,1.0291830676578684e-07,1.023164486468886e-08
1896,1.0968474128958405e-07,1.0024948871034667e-08
1897,7.39992600529149e-08,1.2818770045441852e-08
1898,9.392869060320663e-08,2.3765091228256097e-08
1899,6.577818112418754e-08,3.3165470370022376e-09
1900,9.655359178850631e-08,4.15284251431558e-09
1901,9.444968895877537e-08,6.706486921359556e-09
1902,8.691202424415678e-08,2.455141867585553e-09
1903,6.426262189052068e-08,2.1600881083827517e-09
1904,1.0534265015849087e-07,6.987012746151322e-09
1905,6.399341145879589e-08,9.28936660926638e-09
1906,1.0134043293419381e-07,1.6975809202790515e-08
1907,9.514260312926126e-08,3.599990305858114e-09
1908,6.335692148695671e-08,1.4734167663732478e-08
1909,6.60118004702781e-08,4.400786846048277e-09
1910,5.9320072409718705e-08,4.275320542035388e-09
1911,6.650467554436545e-08,1.1172785363555704e-08
1912,6.668059171488494e-08,4.688478938419394e-09
1913,5.2499597558153255e-08,6.363587878865928e-09
1914,6.361906201846068e-08,1.4732836284281348e-08
1915,6.715034572835066e-08,5.890381071793627e-09
1916,7.1418504887788e-08,1.2086208478478966e-08
1917,4.605898240583883e-08,6.57985488317081e-09
1918,6.087779524932557e-08,8.040463406189247e-09
1919,5.800944435918609e-08,1.1049418269237776e-08
1920,6.209229752585088e-08,6.815008557481406e-09
1921,4.240738604721628e-08,8.330022005509363e-09
1922,5.5334517412575224e-08,5.164555005876537e-09
1923,5.944930947521243e-08,1.1677542488541803e-08
1924,6.316896161706609e-08,5.156649773851996e-09
1925,4.3992713472107425e-08,3.299453377181294e-09
1926,6.799144358637932e-08,4.458455382660986e-09
1927,4.9056588125040435e-08,1.0034302277972529e-08
1928,5.0274582719112004e-08,1.3711249025050165e-08
1929,5.904415445456834e-08,3.342121912552898e-09
1930,7.667630796959202e-08,3.1510811737689437e-09
1931,4.676196141417677e-08,2.2810713318222042e-09
1932,5.918149881267709e-08,7.6716757391182e-09
1933,7.914756849913829e-08,5.735331320977366e-09
1934,2.6359476379411717e-08,0.0
1935,5.6250936353308134e-08,2.0346082152400413e-08
1936,4.607391446143083e-08,2.424942913137329e-09
1937,6.043736533456467e-08,6.295559185076627e-09
1938,5.186085871855539e-08,9.075650453382877e-09
1939,7.799965828780842e-08,3.058810094103137e-09
1940,6.085878823114399e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,0.0
1942,5.158160121254696e-08,0.0
1943,3.774205836748479e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,3.267756198965799e-08,1.5249527862692958e-08
1946,3.7586982415405146e-08,5.568441707737293e-09
1947,4.2915136333476767e-08,5.960435700558264e-09
1948,4.022598432129598e-08,3.2615663503321457e-09
1949,4.0249734212238764e-08,2.945102384188658e-09
1950,4.3604980959344175e-08,0.0
1951,3.4116485636559446e-08,6.396841278899501e-09
1952,3.268889159357968e-08,2.1089607837865287e-09
1953,7.218464048719397e-08,0.0
1954,3.224936762080688e-08,2.9317608341017376e-09
1955,3.2849627018549654e-08,2.815682353940474e-09
1956,3.662879421995058e-08,6.976913269340912e-09
1957,2.9155623693100097e-08,8.835037590415595e-09
1958,4.4670112941957996e-08,5.790570245522986e-09
1959,3.1778064624177205e-08,6.975672928177801e-09
1960,4.0832915715327545e-08,1.3841666701708277e-09
1961,4.377340445671507e-08,1.3896318540318475e-09
1962,3.6783347923119436e-08,2.5367825617905737e-09
1963,4.526237162849611e-08,2.5864212993553792e-09
1964,3.467862086381501e-08,3.6503808864551957e-09
1965,5.034279837445865e-08,9.302473458205895e-09
1966,4.486650695412209e-08,9.970334780007306e-09
1967,3.3526280418527676e-08,3.451234853457663e-09
1968,6.153239695549928e-08,6.737123747768692e-09
1969,4.541757903098187e-08,6.358460868938209e-09
1970,3.678979965116014e-08,5.518470125309705e-09
1971,3.596878173084406e-08,4.1107179882260425e-09
1972,2.5137719461554298e-08,2.0520587451500205e-09
1973,3.252790392593852e-08,2.7566018356850464e-09
1974,3.3753430273009144e-08,3.937900228123681e-09
1975,2.2845920710778955e-08,5.140332159925265e-09
1976,2.6853577139718254e-08,3.9994687561772935e-09
1977,2.1744092748576804e-08,4.7014254711541525e-09
1978,3.742572474152439e-08,5.940591130126904e-09
1979,2.867466974976196e-08,4.096381456264453e-09
1980,2.785723829390463e-08,5.6851505725319385e-09
1981,2.783241725978769e-08,2.5302198114474095e-09
1982,2.1726258125909226e-08,1.8622506869903077e-09
1983,2.1472073896688926e-08,3.157658134966823e-09
1984,3.36342509399401e-08,4.059305780401701e-09
1985,2.285912081845254e-08,4.210890747202711e-09
1986,2.3977941410180392e-08,5.994485463567401e-10
1987,2.749867533680117e-08,5.49973533381376e-09
1988,2.1587593934668803e-08,8.395175221664886e-09
1989,2.9635859988275115e-08,5.488121956886971e-09
1990,2.669838927715773e-08,4.90378582185258e-09
1991,1.992898113201136e-08,1.7584396161396398e-09
1992,2.589673719910479e-08,4.4079553340736766e-09
1993,2.4926434250005514e-08,3.323524566667402e-09
1994,1.9517228722065738e-08,4.2199412852994556e-09
1995,2.8738989854559804e-08,2.7112254663563817e-09
1996,2.5622842514394506e-08,5.3380921904988554e-09
1997,2.3015493511024943e-08,2.3974471297094624e-09
1998,3.146965354972053e-08,5.72175506974304e-09
1999,3.0163327835452947e-08,5.0272213059088244e-09
2000,3.1368024622224766e-08,7.95245647111642e-09
2001,2.8039755406439326e-08,2.190605918883648e-09
2002,2.1467984723244626e-08,8.76244299341522e-10
2003,2.7918384049030465e-08,7.083769126836614e-09
2004,2.7309706496225772e-08,3.523833003171717e-09
2005,2.7022498017004182e-08,3.1526248278623825e-09
2006,1.8118715416903797e-08,4.117890028965121e-09
2007,2.0371844655642235e-08,3.595031605740928e-09
2008,2.299017509699297e-08,2.9802078582719105e-09
2009,1.9549588614609092e-08,6.198650481792356e-09
2010,1.795041271179798e-08,1.0392344762522043e-08
2011,2.982698177333987e-08,8.030340836739924e-09
2012,2.8595723122748495e-08,7.148930780687124e-09
2013,2.342865101923053e-08,7.2517249982695375e-09
2014,3.313131102800071e-08,3.897801192920269e-09
2015,3.014542571122547e-08,6.871383906315032e-09
2016,3.87340577390205e-08,1.0356700386182638e-08
2017,2.5407674186794793e-08,3.773417134311785e-09
2018,3.614053412093199e-08,6.711813327342497e-09
2019,3.239754420292229e-08,6.377469219387422e-09
