year,doivent_VERB accompagner_VERB,doivent_VERB raccompagner_VERB
1957,6.891329462632712e-08,0.0
1958,6.783239570040678e-08,0.0
1959,8.603330314826962e-08,0.0
1960,7.474500307580456e-08,0.0
1961,6.461787904754601e-08,0.0
1962,4.756467220090599e-08,6.341956404476434e-10
1963,8.211887347897573e-08,0.0
1964,6.38816644027429e-08,1.8251904432275978e-09
1965,1.0561043950474414e-07,0.0
1966,8.197830680956031e-08,0.0
1967,8.13505351970889e-08,0.0
1968,8.03963402518093e-08,0.0
1969,9.810197099113793e-08,0.0
1970,1.2738468058159924e-07,0.0
1971,8.838043896730596e-08,0.0
1972,6.463984902893571e-08,0.0
1973,7.332560869599547e-08,5.513203782392395e-10
1974,8.213334723450316e-08,0.0
1975,7.596268858378608e-08,0.0
1976,7.82753204475739e-08,5.713526873840635e-10
1977,6.346924408262566e-08,5.876781838942691e-10
1978,7.366332965830225e-08,0.0
1979,8.777959692451986e-08,0.0
1980,8.527725725571145e-08,1.1370301367108482e-09
1981,5.629739163737213e-08,0.0
1982,9.373328424544525e-08,0.0
1983,9.536127265619143e-08,0.0
1984,1.188796758810895e-07,5.799008495621649e-10
1985,1.0166293407110061e-07,1.2031116103372597e-09
1986,1.3067977988612256e-07,0.0
1987,8.982900823184536e-08,0.0
1988,8.93486529207621e-08,0.0
1989,1.0537194583548626e-07,0.0
1990,8.71784138212206e-08,5.44865097484859e-10
1991,8.792197547791147e-08,0.0
1992,7.493524378787697e-08,0.0
1993,9.693612668115748e-08,2.2156829704300662e-09
1994,1.1182844161794492e-07,5.274926606624319e-10
1995,1.1116024012380876e-07,0.0
1996,9.448422844116067e-08,0.0
1997,1.006927874414032e-07,0.0
1998,1.0489884516573511e-07,4.768129224785866e-10
1999,9.323210292677686e-08,4.570201161957499e-10
2000,1.1221799667282539e-07,0.0
2001,9.81391465870729e-08,0.0
2002,1.0076809786596641e-07,2.1906108038649563e-09
2003,9.167230530238157e-08,4.1669229178253886e-10
2004,1.0835786667939828e-07,2.2023955992267474e-09
2005,1.1574636715749875e-07,0.0
2006,1.0006472450641013e-07,2.0589450144825605e-09
2007,1.0305757314199582e-07,1.1983438685803094e-09
2008,9.579239446111387e-08,0.0
2009,8.630428283140645e-08,0.0
2010,8.975207066441726e-08,4.723793023408973e-10
2011,8.412738594643088e-08,1.1471915639660324e-09
2012,5.821271997774602e-08,0.0
2013,6.721791123709409e-08,1.1156500168141292e-09
2014,4.937215081213253e-08,6.496335691608124e-10
2015,5.8295931637530884e-08,0.0
2016,5.7168985989619614e-08,0.0
2017,6.641214156388742e-08,0.0
2018,5.1113040910877316e-08,2.5814667070633845e-10
2019,4.413208642972677e-08,2.55098775436835e-10
