year,voulaient_VERB assurer_VERB,voulaient_VERB rassurer_VERB
2005,7.205999352777326e-09,1.3511248786457486e-09
2006,1.1118302722934459e-08,2.8825228870488218e-09
2007,1.3581230362547103e-08,1.5977917877663117e-09
2008,1.2346575317678798e-08,4.257439678578834e-10
2009,9.059565542202108e-09,9.53638501499654e-10
2010,5.196172381261022e-09,2.8342759250676863e-09
2011,7.647943611743813e-09,1.911985902935953e-09
2012,7.489355802192676e-09,1.3617010852229328e-09
2013,8.925200134513034e-09,1.1156500168141292e-09
2014,1.0394137106572998e-08,1.7323561474213989e-09
2015,1.0861219479352258e-08,1.5516027351836215e-09
2016,9.113896304313585e-09,1.0356699942093428e-09
2017,8.553078245654433e-09,1.2578056374223934e-09
2018,9.551427204712581e-09,7.744400121190154e-10
2019,7.652963596171958e-09,1.2754939326953263e-09
