year,fallait_VERB assurer_VERB,fallait_VERB rassurer_VERB
1893,6.77425830986067e-08,8.621783287310336e-09
1894,6.238524008495006e-08,2.3945849747519787e-08
1895,8.064943557428705e-08,1.9259566386153892e-08
1896,8.609661961145321e-08,1.1204354777305525e-08
1897,8.973138676537928e-08,2.0976168357833558e-08
1898,1.0241622305784404e-07,7.355861253444118e-09
1899,7.462230655619351e-08,3.3165470370022376e-09
1900,6.073532432537831e-08,1.7130474816440255e-08
1901,7.041811045382929e-08,1.117747761014698e-08
1902,1.0066082012372135e-07,5.4013122863239005e-09
1903,8.532347806067264e-08,1.3500550899436803e-08
1904,8.1694302878077e-08,1.9886112312406112e-08
1905,7.6895311451608e-08,1.4450125540577119e-08
1906,7.870602303228225e-08,6.173021205313489e-09
1907,7.457122563891971e-08,7.199980611716228e-09
1908,9.282525326170799e-08,1.1787333775714615e-08
1909,9.626721464428556e-08,1.4852655993990993e-08
1910,7.428369741546703e-08,1.4963621453034648e-08
1911,7.501727594672047e-08,7.980561100850991e-09
1912,8.595544898071239e-08,8.856016364688912e-09
1913,8.113574523349598e-08,2.5454351515463713e-08
1914,8.705767129413289e-08,5.357394972094198e-09
1915,1.507937525957459e-07,2.3561523843085297e-09
1916,1.1976334235441755e-07,1.3184954461564757e-08
1917,1.0198774447189862e-07,8.773139548168274e-09
1918,1.1256648946300629e-07,1.8378202071289707e-08
1919,8.931613137974637e-08,2.3940405213807026e-08
1920,1.1206903138827329e-07,1.0601124422748853e-08
1921,9.693116709286187e-08,3.7863738810983705e-09
1922,9.22241909506738e-08,3.6889677978990676e-09
1923,6.688047449188161e-08,6.369568872344189e-09
1924,9.926550603722717e-08,2.0626599095407983e-08
1925,1.0118323956476161e-07,8.798542339150117e-09
1926,9.920063348545227e-08,1.671920735191179e-08
1927,7.358488574027433e-08,6.689535148041159e-09
1928,9.02657291135256e-08,9.14083297942625e-09
1929,9.91496165170247e-08,1.2254447234738564e-08
1930,1.008345975606062e-07,5.2518016602221e-09
1931,7.413481739604322e-08,3.4216069977333063e-09
1932,8.438843224212178e-08,9.863582839386709e-09
1933,9.291236580111217e-08,1.1470662641954732e-08
1934,1.1262685006840911e-07,1.0783422155213884e-08
1935,9.095896302824258e-08,1.3165112555668657e-08
1936,1.0912243197935823e-07,9.699771652549316e-09
1937,9.191516170403702e-08,6.295559185076627e-09
1938,8.68669403075728e-08,2.5930428915188486e-09
1939,7.188203454688846e-08,3.058810094103137e-09
1940,9.63597486247636e-08,5.0715658339584024e-09
1941,7.67390702094417e-08,8.854508237732261e-09
1942,1.061974117533282e-07,3.034211770724937e-09
1943,7.83873517207212e-08,1.1612940831184915e-08
1944,7.069009200222354e-08,1.6065930807940276e-08
1945,1.1763921747842687e-07,1.5249527862692958e-08
1946,1.1693727230976947e-07,6.960552134671616e-09
1947,1.1205618477561075e-07,5.960435700558264e-09
1948,7.284165093324191e-08,6.523132700664291e-09
1949,8.933477602113271e-08,1.9634016634739737e-09
1950,7.657460088239532e-08,5.317680518146517e-09
1951,1.1194472193665206e-07,6.396841278899501e-09
1952,7.27591498161928e-08,9.490323193972472e-09
1953,7.218464048719397e-08,7.54167928107563e-09
1954,7.524852918550096e-08,6.840775057526116e-09
1955,1.1638153551984942e-07,3.754243138587299e-09
1956,6.976912914069544e-08,5.232684952005684e-09
1957,6.184526313290917e-08,7.951533653738352e-09
1958,7.610464081153623e-08,4.1361216673863055e-09
1959,8.758345160231329e-08,6.200598257066758e-09
1960,7.682125158225972e-08,8.305000243069571e-09
1961,8.754680891343014e-08,9.03260666262895e-09
1962,1.0147130069526611e-07,1.0147130247162295e-08
1963,7.759263809248296e-08,5.1728425987107585e-09
1964,7.544120705915702e-08,9.125952438182594e-09
1965,7.004215518691126e-08,8.20806533852192e-09
1966,5.9822006903687e-08,8.308612464702492e-09
1967,9.269030698533243e-08,1.429797347185513e-08
1968,7.859977557700404e-08,1.2126823101255013e-08
1969,8.402251694406004e-08,1.3171097990039016e-08
1970,9.703309444830666e-08,7.3579600190498695e-09
1971,6.731301027684822e-08,7.193756701440179e-09
1972,7.74652164636791e-08,9.234264020108185e-09
1973,6.560712506598065e-08,9.37244681864513e-09
1974,7.594521633791373e-08,6.750686232237513e-09
1975,6.910890704148187e-08,1.4849848462006321e-08
1976,7.027637849432722e-08,1.085570122683066e-08
1977,7.287209768946923e-08,1.645498848290572e-08
1978,5.524750079644036e-08,6.534650598410963e-09
1979,7.314966410376655e-08,1.1118749476679568e-08
1980,8.072913715295726e-08,1.2507331170752423e-08
1981,6.831593424294624e-08,8.855769451088236e-09
1982,7.759378206628753e-08,8.069752865935698e-09
1983,8.967748499344452e-08,7.57837881337764e-09
1984,8.930473427426477e-08,6.378909400694965e-09
1985,6.075713798736615e-08,6.617113967877231e-09
1986,7.073492724885e-08,1.019062523255343e-08
1987,6.477466030219148e-08,5.49973533381376e-09
1988,7.015967895540598e-08,5.99655392008458e-09
1989,8.341945800793837e-08,1.1525056464734007e-08
1990,7.519138023326377e-08,5.448650863826288e-09
1991,7.092372555916882e-08,9.96449056600568e-09
1992,7.273126101381422e-08,1.4325855168806356e-08
1993,6.370088811991081e-08,4.4313659408601325e-09
1994,7.01565241456592e-08,1.5297286992677073e-08
1995,7.3203082706641e-08,5.964695848348356e-09
1996,5.765139476920922e-08,6.939520069693117e-09
1997,8.918503624499863e-08,1.2946214766884623e-08
1998,6.293930709944107e-08,1.0489884516573511e-08
1999,5.8498574873055986e-08,9.140402212892695e-09
2000,8.526800598929185e-08,1.678851901942835e-08
2001,7.842368887622797e-08,1.0076787404500465e-08
2002,6.308958688805433e-08,1.0514931148009055e-08
2003,6.458730439362625e-08,2.0417921575699438e-08
2004,6.783378836416887e-08,1.3214373595360485e-08
2005,6.800662077921515e-08,8.557123898356167e-09
2006,7.906348287178844e-08,1.2353670086895363e-08
2007,6.590891388214004e-08,1.5179022483380322e-08
2008,7.237647281499449e-08,1.2772319202269955e-08
2009,6.198650481792356e-08,1.1443662017995848e-08
2010,6.660548024228774e-08,1.8895171649546683e-08
2011,5.3153211609924256e-08,1.3766299211681599e-08
2012,5.821271997774602e-08,1.838296448397614e-08
2013,5.466685237820457e-08,1.8687137171014e-08
2014,6.886115500037704e-08,2.4902620410216514e-08
2015,5.6301015405324506e-08,1.6402658786773827e-08
2016,5.364770672144914e-08,1.3670844012381167e-08
2017,5.584657003510074e-08,1.5596789637584152e-08
2018,5.9115588868507984e-08,2.1684320117287825e-08
2019,4.285659471747749e-08,1.7601815116563557e-08
