year,doivent_VERB éveiller_VERB,doivent_VERB réveiller_VERB
1901,2.1237207548097103e-08,5.588738916095792e-10
1902,2.995273007400101e-08,4.910283846193408e-10
1903,2.5381035939631147e-08,5.400220270956879e-10
1904,1.5048950530172078e-08,0.0
1905,1.5998352864698973e-08,6.192911072844254e-09
1906,2.983626856689625e-08,1.3374879870298173e-08
1907,1.542852956504248e-08,5.142843484406967e-09
1908,1.964555629285769e-08,1.964555629285769e-09
1909,3.190570296851547e-08,3.300590023513905e-09
1910,2.4583092894658876e-08,3.206490406526541e-09
1911,2.181353409014264e-08,5.320374141248863e-10
1912,3.80287765722187e-08,5.2094213387476884e-09
1913,2.1742257771961704e-08,0.0
1914,2.8126324380650658e-08,3.3483718020477227e-09
1915,2.238344798399794e-08,0.0
1916,2.307367097387214e-08,0.0
1917,2.52227767560953e-08,1.0966424435210342e-09
1918,1.722956355365568e-08,0.0
1919,1.6574126959767455e-08,5.524709134618888e-09
1920,2.0445025228355007e-08,6.815008557481406e-09
1921,2.3475516641724425e-08,0.0
1922,2.2871599725249325e-08,4.426761179843197e-09
1923,1.6985516992917837e-08,4.246379248229459e-09
1924,2.707241186783449e-08,5.156649773851996e-09
1925,1.9796720707176974e-08,2.1996355847875293e-09
1926,1.7833821530643945e-08,0.0
1927,3.6792442870137165e-08,4.4596899506643695e-09
1928,2.5137291359556002e-08,9.14083297942625e-09
1929,1.6710609784809094e-08,2.2280812750352652e-09
1930,1.7856125467119455e-08,4.201441416995522e-09
1931,1.710803587684495e-08,0.0
1932,1.6439305028370654e-08,1.0959536611565568e-09
1933,2.408838994938378e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,0.0
1935,1.9149254626427137e-08,3.590485242455088e-09
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,0.0
1938,2.9819993585533666e-08,1.2965214457594243e-09
1939,2.4470480752825097e-08,4.588215141154706e-09
1940,7.607348528892999e-09,0.0
1941,4.132103725851266e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,1.7419411690866582e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0
1945,1.742803235060819e-08,6.535512131478072e-09
1946,1.6705325123211878e-08,0.0
1947,2.0265479960812627e-08,1.1920870957027319e-09
1948,2.0656587551570738e-08,0.0
1949,1.9634017078828947e-08,0.0
1950,1.808011518278363e-08,2.1270722960764488e-09
1951,1.7058242818279723e-08,0.0
1952,1.7926167217297007e-08,0.0
1953,1.508335856215126e-08,0.0
1954,1.7590565448699635e-08,9.772536113672459e-10
1955,1.0324168187025862e-08,1.8771215692936494e-09
1956,1.657016923672927e-08,0.0
1957,1.4136060322300636e-08,8.835037701437898e-10
1958,1.6544486669545222e-08,8.272243445794913e-10
1959,1.7826719656000023e-08,7.750747821333448e-10
1960,8.997083078554624e-09,2.076250060767393e-09
1961,1.042223907177231e-08,8.33779090214648e-09
1962,1.0147130247162295e-08,3.170978146727066e-09
1963,1.1638896069143811e-08,3.2330267352165265e-09
1964,7.300761772910391e-09,4.258777774879263e-09
1965,1.6963333848707407e-08,1.6416130677043839e-09
1966,2.1048483844765542e-08,4.431259803538978e-09
1967,1.0846738618397467e-08,3.944268467392931e-09
1968,1.0330256650092906e-08,4.940557296606585e-09
1969,1.2262746373892242e-08,6.8126366770115965e-09
1970,1.4256047897731605e-08,3.6789800095249348e-09
1971,8.221435976452085e-09,3.5968783507200897e-09
1972,1.1799337507056862e-08,4.104117490300041e-09
1973,1.3783009400469837e-08,4.9618833486420044e-09
1974,7.875800456247362e-09,3.3753431161187564e-09
1975,9.709516746170266e-09,1.1422960355389478e-09
1976,7.427584769459372e-09,3.9994687561772935e-09
1977,4.7014254711541525e-09,4.11374712072643e-09
1978,1.0693064211864112e-08,2.970295565063452e-09
1979,7.022368020415115e-09,2.3407893401383717e-09
1980,9.096241093686785e-09,0.0
1981,1.2018544381930951e-08,3.1627747087981106e-09
1982,2.483000915987077e-09,4.345251713999687e-09
1983,6.946847541655643e-09,1.2630632095778083e-09
1984,8.118611560803402e-09,4.059305780401701e-09
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,1.019062523255343e-08,5.994485352545098e-09
1987,4.277571630240118e-09,2.4443267410134695e-09
1988,1.139345240375178e-08,2.398621523624911e-09
1989,1.0976243913773942e-08,2.7440609784434855e-09
1990,5.993515905799995e-09,1.6345953479657283e-09
1991,9.37834432335194e-09,1.7584396161396398e-09
1992,7.162927584403178e-09,3.30596661157756e-09
1993,4.4313659408601325e-09,0.0
1994,1.4242301560329906e-08,1.0549853213248639e-09
1995,9.21816667442954e-09,2.7112254663563817e-09
1996,7.473328622609188e-09,2.135236876199542e-09
1997,8.630809844589749e-09,4.315404922294874e-09
1998,8.582632382569955e-09,4.291316191284977e-09
1999,1.0968483010742602e-08,1.3710603763428253e-09
2000,8.394259509714175e-09,2.2090156370779823e-09
2001,8.324302136486494e-09,3.066848330846028e-09
2002,1.0953053575235572e-08,3.066854992184176e-09
2003,5.8336921959778465e-09,8.333845835650777e-10
2004,1.0571499231559756e-08,8.809582507929292e-10
2005,1.216012357474483e-08,4.5037495954858286e-10
2006,1.2765458912156191e-08,2.4707338397433887e-09
2007,1.3181781888249589e-08,5.592271090648637e-09
2008,1.0643598891135753e-08,2.1287198670449925e-09
2009,1.0966842545201416e-08,5.721831008997924e-09
2010,9.447585824773341e-09,3.3066551718974324e-09
2011,1.9884653923440965e-08,2.6767803529281764e-09
2012,8.851056776393307e-09,1.0212758416727752e-09
2013,1.4224537991935904e-08,2.5102124823206395e-09
2014,1.2559581819004961e-08,1.7323561474213989e-09
2015,7.75801378694041e-09,2.881548111233201e-09
2016,1.2635174684305639e-08,2.6927420293532123e-09
2017,6.792150397672003e-09,3.2702947017071438e-09
2018,1.4198066722315161e-08,3.614053500911041e-09
2019,6.12237061048404e-09,1.02039510174734e-09
