year,auront_VERB assuré_VERB,auront_VERB rassuré_VERB
2001,9.20054432640427e-09,4.3812117822561447e-10
2002,7.448076377869484e-09,4.38122149670761e-10
2003,4.166922806803086e-09,0.0
2004,8.369103632333008e-09,4.404791253964646e-10
2005,5.854874363109275e-09,1.8014998381943315e-09
2006,9.882935358973555e-09,8.235779835885637e-10
2007,6.391167151065247e-09,3.994479469415779e-10
2008,4.257439734089985e-09,4.257439678578834e-10
2009,7.629108011997232e-09,4.76819250749827e-10
2010,3.7790344187271785e-09,0.0
2011,3.4415748029203996e-09,0.0
2012,3.4042526575461807e-09,0.0
2013,1.1156500168141292e-09,0.0
2014,2.165445156521173e-09,0.0
2015,2.21657536769726e-09,2.2165753954528356e-10
2016,4.556948152156792e-09,0.0
2017,4.024978128569501e-09,2.515611330355938e-10
2018,2.581466596041082e-09,0.0
2019,2.04079020349468e-09,7.65296326310505e-10
